rank,global_rank,player_name,team,conference,conference_code,gp,mpg,ppg,rpg,apg,spg,bpg,tov_pg,composite_score,rating
16,542,"Morris,Lekendrick",Spalding,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,25,26.56,15.24,6.88,1.92,0.32,0.72,2.56,2.9589019279305493,88
17,543,"Gohring,Walker",Westminster,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,25,32.28,16.16,4.8,3.16,1.0,0.16,2.96,2.944493541902948,88
18,610,"Reed,Stephen",Lyon,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,27,27.37037037037037,11.96,5.37,2.33,2.37,0.3,2.6296296296296298,2.730271330826465,87
19,635,"Sykes II,Jemard",Webster,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,27,28.666666666666668,10.15,5.0,2.59,1.3,0.26,1.1111111111111112,2.603103085602997,87
20,658,"Walker,Trent",MUW,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,27,34.666666666666664,9.52,6.63,3.52,1.22,0.3,2.0,2.5112420475347643,86
21,710,"Painter,Adam",Webster,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,27,26.03703703703704,9.67,6.48,2.26,1.11,0.33,1.3703703703703705,2.3118700306092816,86
22,730,"Goad,Elijah",Greenville,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,26,19.923076923076923,12.85,2.31,1.73,1.77,0.12,1.3461538461538465,2.2302490352124416,85
23,788,"McCampbell,Devonte",Spalding,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,24,26.541666666666668,9.67,7.96,2.96,0.88,0.38,2.3333333333333335,2.0576389862169124,85
24,878,"Sorrell,Xavier",Lyon,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,27,25.51851851851852,7.74,6.48,1.19,2.15,0.93,2.111111111111111,1.7508208434622603,83
25,895,"Garner,Kolton",Westminster,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,24,26.541666666666668,12.5,3.54,1.5,0.92,0.83,2.0,1.6977120032029145,83
26,988,"Mobley,Elliot",Greenville,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,25,19.0,8.16,2.84,4.0,1.88,0.32,2.2,1.3659322133212894,82
27,1014,"McCaine,Devin",MUW,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,25,30.88,14.24,2.4,1.92,0.92,0.04,2.0,1.2866455932477177,82
28,1030,"Cook,Payton",Blackburn,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,25,26.68,8.2,5.88,1.52,0.88,1.04,1.76,1.2256622032353288,81
29,1064,"Welch,Kcion",Blackburn,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,26,27.96153846153846,8.5,4.92,1.54,1.08,0.81,1.5769230769230769,1.1323768802333076,81
30,1181,"Comeaux,Tahj",Greenville,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,26,16.653846153846153,6.77,5.42,1.27,1.65,0.85,1.7307692307692308,0.8418253424276215,79
31,1190,"Coker,Andrew",Eureka,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,25,22.68,9.52,6.36,1.2,0.64,0.44,1.68,0.811762641945414,79
32,1212,"Comeaux,Taiemm",Greenville,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,25,16.44,8.84,5.84,1.24,1.72,0.44,2.28,0.765269785668246,79
33,1248,"Miller,Dawsyn",Spalding,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,26,23.692307692307693,10.04,2.77,1.15,0.73,0.35,0.8076923076923077,0.678618542149317,79
34,1252,"Schreiber-Rivera,Joseph",Greenville,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,23,17.652173913043477,10.39,2.65,1.13,1.0,0.04,0.782608695652174,0.6663243307887136,78
35,1272,"Tully,Brandon",Greenville,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,26,18.384615384615383,11.62,1.92,1.27,0.88,0.08,1.0769230769230769,0.6213392416831686,78
36,1392,"Carter,Ben",Eureka,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,25,26.76,6.96,6.44,2.8,0.76,0.56,2.36,0.3410253988877321,77
37,1432,"Smith,Caden",Principia,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,23,33.65217391304348,8.78,4.74,2.13,0.87,0.26,1.9565217391304348,0.2312090787985562,76
38,1435,"Grant II,Sheldon",Greenville,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,25,17.76,9.4,2.4,3.04,0.6,0.12,1.6,0.2261972940953601,76
39,1462,"Ugo,Justin",Webster,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,25,18.76,8.4,4.8,1.0,0.44,0.48,1.12,0.1308415355501252,76
40,1657,"Carter,Kamerin",Blackburn,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,24,24.041666666666668,11.08,2.83,1.75,0.88,0.0,2.25,-0.3908624823854979,73
41,1658,"Reed,Sebastian",Webster,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,27,18.25925925925926,9.07,3.48,1.11,0.59,0.07,1.148148148148148,-0.3960471636357272,73
42,1701,"Bruer,Micah",Eureka,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,25,26.12,7.76,2.84,2.68,1.32,0.16,2.24,-0.5087497123127801,72
43,1736,"Leavell,Jaelen",Spalding,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,24,22.375,6.46,4.21,1.71,0.88,0.71,1.9166666666666667,-0.5862781640249797,72
44,1774,"Smith,Malik",Principia,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,10,24.3,7.4,5.5,0.4,1.0,0.2,1.5,-0.6833914688655371,71
45,1846,"Williford,Camron",Lyon,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,22,22.09090909090909,8.36,4.05,1.77,0.77,0.0,1.9090909090909092,-0.8205447557798511,71
46,1933,"Waddell,KJ",Principia,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,14,28.571428571428573,8.64,4.71,1.0,0.5,0.43,2.2142857142857144,-1.043181390155222,69
47,1950,"Harding-Fair,Dallas",Webster,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,27,15.48148148148148,5.59,4.3,0.89,0.48,0.26,0.7037037037037037,-1.0889781614604228,69
48,2058,"Jones,Kameron",Spalding,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,26,21.153846153846153,5.85,3.5,1.31,0.58,0.08,0.8846153846153846,-1.3189671003827903,68
49,2068,"Wells,DeAireus",Spalding,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,25,22.8,8.36,2.6,1.88,0.32,0.16,1.76,-1.3366474029074022,68
50,2075,"Richardson,Max",Eureka,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,25,19.08,5.88,2.68,1.08,0.48,0.36,0.76,-1.3491712833750849,67
51,2150,"Gurgel,Jackson",Greenville,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,26,12.923076923076923,5.35,0.96,1.12,1.04,0.04,0.3076923076923077,-1.5045240143388596,66
52,2158,"Hendrix,Gavin",Westminster,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,22,20.727272727272727,6.27,6.14,0.95,0.5,0.23,1.9545454545454544,-1.538530637625522,66
53,2242,"Acevedo,Newton",Greenville,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,25,14.36,3.88,2.44,1.76,1.04,0.12,0.88,-1.7119571841241967,65
54,2318,"Duff,Darius",Blackburn,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,25,17.96,4.4,2.36,1.32,0.76,0.16,0.72,-1.8639283797808996,64
55,2380,"Burton,Xavier",Spalding,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,16,17.875,5.25,2.25,1.0,0.56,0.44,1.0625,-1.9824642376761383,63
56,2391,"Temple,Aidan",Westminster,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,20,17.95,4.95,4.55,1.15,0.5,0.2,1.45,-1.9985594148648131,63
57,2441,"LeRose,Sean",Westminster,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,24,19.833333333333332,7.63,1.71,1.25,0.29,0.08,1.375,-2.0876792819091614,63
58,2463,"Philips,Roman",Westminster,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,24,12.5,5.0,3.71,0.33,0.42,0.38,0.9583333333333334,-2.1204725706025966,62
59,2476,"Horton,Kendall",Webster,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,23,17.043478260869566,2.78,1.57,1.61,1.43,0.26,1.0,-2.1544480699259836,62
60,2552,"Reid,Jackson",MUW,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,23,31.347826086956523,5.65,2.61,2.43,0.7,0.13,2.217391304347826,-2.28840860267899,61
61,2607,"Lauff,Jonah",Eureka,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,23,14.217391304347826,5.43,2.43,0.43,0.48,0.13,0.782608695652174,-2.3929660494003815,60
62,2699,"Gonzalez,Jacob",Eureka,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,25,14.4,4.88,1.92,1.16,0.28,0.08,0.76,-2.554418834583921,59
63,2748,"Moore,Damuzha",Eureka,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,20,12.85,5.75,2.5,0.25,0.1,0.15,0.75,-2.6708251584148943,58
64,2800,"Langley,Levi",Spalding,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,21,16.238095238095237,4.29,2.48,1.0,0.24,0.29,1.0476190476190477,-2.805844559090128,58
65,2857,"Schauman,Derek",Principia,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,25,18.68,4.08,2.28,0.72,0.64,0.2,1.08,-2.9091803971316814,57
66,2884,"Warren,Kennedy",Lyon,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,23,18.043478260869566,5.17,2.26,0.43,0.57,0.17,1.2608695652173914,-2.9633966147729214,57
67,2928,"Fon,Brunley",Spalding,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,25,11.04,3.6,3.64,0.44,0.2,0.36,1.08,-3.0489333140335946,56
68,2941,"McDowell,Xavier",Principia,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,25,19.32,5.12,2.0,0.68,0.36,0.32,1.4,-3.0809795717999333,56
69,3006,"Archer,Georges",Lyon,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,27,12.48148148148148,4.11,1.33,0.52,0.26,0.11,0.5185185185185185,-3.231696746781613,55
70,3090,"Sanchez,Carlitos",Westminster,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,23,16.434782608695652,2.52,1.48,2.04,0.78,0.0,1.391304347826087,-3.437080450896476,54
71,3095,"Byron,Marlin",Spalding,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,22,17.318181818181817,3.09,1.64,2.23,0.41,0.0,1.4545454545454546,-3.4512540301590735,54
72,3251,"Paquette,Cayden",Blackburn,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,19,11.0,2.47,2.05,0.37,0.37,0.0,0.631578947368421,-3.93316334771424,52
73,3257,"Harriott,Jaaron",Lyon,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,19,10.68421052631579,2.26,1.47,0.47,0.16,0.0,0.2631578947368421,-3.954492980137985,52
74,3294,"White,Caleb",Principia,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,24,12.583333333333334,2.42,1.83,0.67,0.29,0.21,1.0,-4.05432023963393,51
75,3306,"Pogue,Abe",Principia,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,17,24.352941176470587,3.53,3.18,1.06,0.65,0.41,2.6470588235294117,-4.082930249789212,51
76,3320,"Walter,Owen",Blackburn,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,22,13.363636363636363,1.55,1.82,0.59,0.45,0.18,0.8181818181818182,-4.154342785898226,51
77,3333,"Matthews,Ashton",Principia,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,22,12.772727272727272,1.27,1.45,1.32,0.41,0.0,0.8636363636363636,-4.237295666253722,51
78,3367,"Jones,Kobe",Westminster,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,25,19.52,3.44,1.28,2.0,0.64,0.04,2.68,-4.691869154207793,50
79,3368,"DeLaere,Colin",Eureka,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,18,10.333333333333334,1.61,1.67,0.33,0.44,0.11,1.0555555555555556,-4.727733234957908,50
