rank,global_rank,player_name,team,conference,conference_code,gp,mpg,ppg,rpg,apg,spg,bpg,tov_pg,composite_score,rating
70,2372,"Monaco,Matt",Mount Saint Mary,Skyline Conference,skyline_conference,25,17.56,4.72,3.04,1.0,0.52,0.24,0.84,-1.9736070917593624,64
71,2416,"Downes,Gabe",Sarah Lawrence,Skyline Conference,skyline_conference,27,17.0,5.04,3.0,1.04,0.67,0.04,0.925925925925926,-2.0322544442366928,63
72,2492,"Balta,Yigit",Old Westbury,Skyline Conference,skyline_conference,27,18.37037037037037,3.74,3.0,1.33,0.44,0.37,0.925925925925926,-2.189127474212317,62
73,2505,"Sommervil,Corey",St. Joseph's-Long Island,Skyline Conference,skyline_conference,25,13.12,3.56,2.16,1.04,0.92,0.48,1.0,-2.2220890372004076,62
74,2554,"O'Sullivan,Matthew",Maritime,Skyline Conference,skyline_conference,23,14.73913043478261,2.35,2.13,1.39,1.3,0.09,0.6956521739130435,-2.2921743992718495,61
75,2559,"Todd,Anthony",St. Joseph's-Long Island,Skyline Conference,skyline_conference,25,25.36,6.0,3.92,1.44,0.6,0.12,2.08,-2.2989174984498635,61
76,2585,"Melillo,Andrew",Manhattanville,Skyline Conference,skyline_conference,26,15.153846153846152,2.5,2.96,1.42,0.69,0.15,0.6153846153846154,-2.3532205687196237,61
77,2633,"Nazon,Justin",St. Joseph's-Brooklyn,Skyline Conference,skyline_conference,23,18.52173913043478,4.61,3.57,1.48,0.65,0.17,1.6956521739130437,-2.4365633239283433,60
78,2690,"Jasaraj,Adam",St. Joseph's-Brooklyn,Skyline Conference,skyline_conference,25,18.36,2.76,3.6,1.64,0.4,0.12,0.92,-2.5397159595039276,59
79,2750,"Jackson,Amar",Purchase,Skyline Conference,skyline_conference,10,12.1,2.9,3.7,0.5,0.7,0.2,0.8,-2.6751143644457156,58
80,2766,"Griffin,Conor",Farmingdale State,Skyline Conference,skyline_conference,19,10.105263157894736,3.16,1.79,0.79,0.47,0.21,0.3157894736842105,-2.718948067746092,58
81,2848,"Conlee,Tyler",Mount Saint Vincent,Skyline Conference,skyline_conference,20,13.4,4.7,2.45,0.55,0.55,0.05,1.0,-2.89462767406339,57
82,2867,"Del Vescovo,Antonio",Manhattanville,Skyline Conference,skyline_conference,26,10.807692307692308,2.96,2.88,0.58,0.38,0.12,0.4615384615384615,-2.928836031570878,57
83,2885,"Lynch,Liam",Mount Saint Mary,Skyline Conference,skyline_conference,25,13.4,4.44,2.2,0.68,0.92,0.04,1.28,-2.966355175112542,57
84,2886,"Minton,Josh",Old Westbury,Skyline Conference,skyline_conference,21,10.952380952380953,6.52,0.62,0.24,0.19,0.05,0.6666666666666666,-2.9670397732474454,57
85,2921,"Gemmill,Conor",Mount Saint Mary,Skyline Conference,skyline_conference,18,17.833333333333332,4.61,3.11,0.56,0.33,0.44,1.5555555555555556,-3.0326998911036043,56
86,2923,"Furlong,Dean",Sarah Lawrence,Skyline Conference,skyline_conference,14,20.357142857142858,1.93,4.57,1.86,0.43,0.36,1.7857142857142858,-3.0354636800754085,56
87,2932,"Novello,Gerard",Mount Saint Vincent,Skyline Conference,skyline_conference,18,23.333333333333332,5.78,1.56,2.06,0.22,0.06,1.8888888888888888,-3.0567473323366476,56
88,2945,Colin Hart,Merchant Marine,Skyline Conference,skyline_conference,23,20.60869565217391,4.09,2.87,0.78,0.57,0.26,1.4782608695652173,-3.0968087819588175,56
89,2951,"Maldonado,Nate",Purchase,Skyline Conference,skyline_conference,27,14.555555555555555,6.0,1.33,0.78,0.33,0.11,1.3333333333333333,-3.106372387833744,56
90,2962,"Kivlan,Sean",Maritime,Skyline Conference,skyline_conference,23,11.91304347826087,4.39,2.22,0.65,0.35,0.13,1.0,-3.1366606172827423,56
91,3009,"Wignall,Maxwell",St. Joseph's-Brooklyn,Skyline Conference,skyline_conference,11,11.0,3.27,1.55,0.73,0.55,0.09,0.6363636363636364,-3.2372765737807474,55
92,3044,"Baldi,Brendan",Mount Saint Vincent,Skyline Conference,skyline_conference,23,15.217391304347826,1.96,1.83,0.96,0.35,0.3,0.5217391304347826,-3.3352432244396915,55
93,3053,"Zaveckas,Chris",Maritime,Skyline Conference,skyline_conference,25,11.24,3.32,1.36,0.32,0.36,0.12,0.32,-3.3536783427988746,54
94,3112,Latimer Taylor,Old Westbury,Skyline Conference,skyline_conference,20,14.5,4.4,0.95,0.55,0.1,0.1,0.6,-3.4891061373228087,54
95,3185,"Warren,Nazareth",St. Joseph's-Brooklyn,Skyline Conference,skyline_conference,21,11.095238095238097,3.67,2.43,0.95,0.1,0.14,1.2857142857142858,-3.725011861644364,53
96,3207,"Herzner,Daniel",Mount Saint Mary,Skyline Conference,skyline_conference,23,10.26086956521739,2.48,1.22,0.35,0.57,0.17,0.6086956521739131,-3.791713424203667,52
97,3246,"Lang,Anthony",Maritime,Skyline Conference,skyline_conference,23,11.695652173913045,2.65,2.09,0.35,0.26,0.17,0.782608695652174,-3.9160511025304054,52
98,3276,"O'Connell,James",Maritime,Skyline Conference,skyline_conference,10,13.0,3.3,1.1,1.1,0.9,0.0,1.6,-3.992986520778032,51
99,3277,"Richardson,Timothy",St. Joseph's-Brooklyn,Skyline Conference,skyline_conference,22,10.0,2.95,2.0,0.27,0.45,0.0,0.8636363636363636,-3.997575414953901,51
100,3300,Noah Brown,Merchant Marine,Skyline Conference,skyline_conference,25,16.44,3.4,1.24,1.08,0.16,0.0,1.08,-4.065303870435929,51
101,3310,"Zabala,Guillermo",Purchase,Skyline Conference,skyline_conference,13,10.538461538461538,3.31,1.85,0.46,0.31,0.15,1.2307692307692308,-4.130586903313689,51
102,3323,"Sackor,Ahmad",Old Westbury,Skyline Conference,skyline_conference,23,11.608695652173912,1.17,2.0,0.7,0.43,0.35,1.0,-4.181986147883021,51
103,3327,"Spisto,Michael",Farmingdale State,Skyline Conference,skyline_conference,25,13.24,1.28,1.4,1.52,0.44,0.0,0.96,-4.194853911191934,51
104,3336,Talan Dawkins,Merchant Marine,Skyline Conference,skyline_conference,23,10.91304347826087,2.09,1.04,0.43,0.52,0.22,0.8695652173913043,-4.2477080830474865,51
105,3342,"Benbow,Elijah",Mount Saint Vincent,Skyline Conference,skyline_conference,13,10.0,2.85,0.92,0.62,0.15,0.0,0.6923076923076923,-4.294763625158674,51
106,3353,"Marzziotti,Anthony",Mount Saint Mary,Skyline Conference,skyline_conference,22,10.045454545454543,1.82,0.55,0.95,0.59,0.05,0.9545454545454546,-4.432877904236243,50
107,3356,"Brennan,Liam",Mount Saint Vincent,Skyline Conference,skyline_conference,13,13.846153846153848,2.0,2.69,0.23,0.15,0.15,1.0,-4.441019526160119,50
