rank,global_rank,season,player_name,team,position,conference,conference_code,gp,mpg,ppg,rpg,apg,spg,bpg,tov_pg,composite_score,rating
30,1304,2025-26,"Taylor,Liam",Denison,F,North Coast Athletic Conference (NCAC),ncac,27,21.74074074074074,9.22,3.41,1.04,0.52,0.56,0.8148148148148148,0.5394737385701772,78
31,1372,2025-26,"Graves,Nicholas",Kenyon,G,North Coast Athletic Conference (NCAC),ncac,24,29.375,11.04,4.33,1.63,0.5,0.04,1.6666666666666667,0.3785591285896556,77
32,1388,2025-26,"Smith,Joe",DePauw,G,North Coast Athletic Conference (NCAC),ncac,25,25.08,9.24,2.36,2.84,1.0,0.0,1.52,0.3434388224263024,77
33,1400,2025-26,"Irwin,Kyle",John Carroll,F,North Coast Athletic Conference (NCAC),ncac,28,21.464285714285715,8.07,3.96,1.04,0.61,0.43,0.6785714285714286,0.3228981600675304,76
34,1410,2025-26,"Galluch,Tyler",Wittenberg,F,North Coast Athletic Conference (NCAC),ncac,22,24.5,12.77,3.73,1.05,0.32,0.18,1.8636363636363635,0.2858404843811241,76
35,1453,2025-26,"Brooks,Rich",Wabash,G,North Coast Athletic Conference (NCAC),ncac,25,24.68,12.24,2.2,0.44,0.44,0.4,1.28,0.1695984257498148,76
36,1474,2025-26,"Fitzgerald,Aidan",John Carroll,G,North Coast Athletic Conference (NCAC),ncac,28,23.892857142857142,6.96,4.68,0.68,1.11,0.0,0.4285714285714285,0.0895447169873526,75
37,1478,2025-26,"Oakley,Breckman",Wooster,G,North Coast Athletic Conference (NCAC),ncac,24,26.875,7.17,3.5,2.21,0.92,1.08,2.125,0.0845635856930229,75
38,1491,2025-26,"Stowers,Colton",Wabash,F,North Coast Athletic Conference (NCAC),ncac,25,25.0,9.4,3.2,1.2,0.52,0.28,1.04,0.030271926915701,75
39,1530,2025-26,"Foster,Langston",Kenyon,G,North Coast Athletic Conference (NCAC),ncac,23,29.695652173913043,9.91,2.3,1.52,0.52,0.35,1.3043478260869563,-0.0664087675257547,75
40,1543,2025-26,"Matelic,Nate",Wabash,F,North Coast Athletic Conference (NCAC),ncac,26,20.807692307692307,10.35,2.31,0.65,0.42,0.5,1.0769230769230769,-0.1115140415189685,75
41,1613,2025-26,"Heath,Nick",Denison,G,North Coast Athletic Conference (NCAC),ncac,27,22.96296296296296,11.33,2.59,0.52,0.67,0.19,1.4814814814814814,-0.2944578560183574,74
42,1667,2025-26,"Scott,Dawson",Wittenberg,F,North Coast Athletic Conference (NCAC),ncac,27,27.25925925925926,5.67,6.41,0.63,0.67,0.19,0.7407407407407407,-0.4209863272297874,73
43,1691,2025-26,"Kapihe,EJ",Wooster,F,North Coast Athletic Conference (NCAC),ncac,25,21.2,7.32,3.96,1.2,0.8,0.52,1.48,-0.4876244313230809,73
44,1755,2025-26,"King,Aidan",Denison,F,North Coast Athletic Conference (NCAC),ncac,27,21.925925925925927,6.19,4.37,1.22,0.52,0.37,0.925925925925926,-0.6550469451107913,72
45,1787,2025-26,"Zapolnik,Jack",John Carroll,G,North Coast Athletic Conference (NCAC),ncac,28,16.678571428571427,8.75,2.46,1.29,0.57,0.07,1.0714285714285714,-0.7072160567674071,71
46,1830,2025-26,"Miller,Sam",Wittenberg,F,North Coast Athletic Conference (NCAC),ncac,27,16.62962962962963,7.37,3.04,0.48,0.37,0.74,0.925925925925926,-0.797808117308152,71
47,1842,2025-26,"Johnson,Isaiah",Wooster,G,North Coast Athletic Conference (NCAC),ncac,22,21.363636363636363,5.36,3.23,1.41,0.77,0.45,0.8181818181818182,-0.8096722105925406,71
48,1898,2025-26,"Cannady,Deric",Wabash,G,North Coast Athletic Conference (NCAC),ncac,26,20.23076923076923,5.58,2.58,1.58,0.96,0.0,0.5769230769230769,-0.9550122178477566,70
49,1932,2025-26,"Nelson,Nick",Kenyon,G,North Coast Athletic Conference (NCAC),ncac,24,22.083333333333332,5.25,3.21,2.54,1.42,0.0,1.7083333333333333,-1.0426302148357178,69
50,2102,2025-26,"Magner,Rob",Oberlin,G,North Coast Athletic Conference (NCAC),ncac,26,22.53846153846154,8.42,3.38,1.38,0.58,0.27,2.1538461538461537,-1.4137355737470307,67
51,2103,2025-26,"Steinbach,Jack",Denison,G,North Coast Athletic Conference (NCAC),ncac,27,17.0,4.19,2.37,2.11,1.07,0.07,0.8888888888888888,-1.4139395904959335,67
52,2137,2025-26,"Rose,Brandon",John Carroll,G,North Coast Athletic Conference (NCAC),ncac,28,12.107142857142858,6.21,2.11,0.36,0.89,0.14,0.5,-1.4805511937706015,67
53,2141,2025-26,"Appiah,Ellis",Denison,,North Coast Athletic Conference (NCAC),ncac,25,18.52,5.76,3.4,0.96,0.64,0.24,1.0,-1.4920152352814746,67
54,2183,2025-26,"McDonald,Will",Kenyon,F,North Coast Athletic Conference (NCAC),ncac,22,18.227272727272727,6.36,2.0,0.68,0.68,0.0,0.4545454545454545,-1.5803590905380516,66
55,2190,2025-26,"Kenney,Kyle",Wittenberg,G,North Coast Athletic Conference (NCAC),ncac,27,16.962962962962962,4.96,2.22,1.15,0.78,0.15,0.5555555555555556,-1.5979114845717848,66
56,2271,2025-26,"Hart,Quinn",Ohio Wesleyan,G,North Coast Athletic Conference (NCAC),ncac,24,22.0,4.96,1.88,1.08,0.67,0.04,0.3333333333333333,-1.7678426113308865,65
57,2278,2025-26,"Bavineau,Cal",Wittenberg,G,North Coast Athletic Conference (NCAC),ncac,27,18.814814814814813,3.52,2.37,1.7,0.59,0.07,0.2962962962962963,-1.7843439229376992,65
58,2282,2025-26,"Wallace,Phil",Ohio Wesleyan,C,North Coast Athletic Conference (NCAC),ncac,15,12.133333333333333,5.4,2.33,0.8,0.47,0.4,0.7333333333333333,-1.7947279838482566,65
59,2296,2025-26,"Manowitz,Keegan",Wabash,G,North Coast Athletic Conference (NCAC),ncac,26,20.153846153846153,4.96,2.81,1.69,0.42,0.0,0.7692307692307693,-1.8193563015103793,65
60,2301,2025-26,"Lendvay,Bence",Kenyon,F,North Coast Athletic Conference (NCAC),ncac,10,12.6,5.5,2.9,0.7,0.9,0.4,1.3,-1.828116692528129,64
61,2338,2025-26,"Andreopoulos,Matt",Oberlin,G,North Coast Athletic Conference (NCAC),ncac,19,17.736842105263158,4.42,2.0,1.68,1.0,0.0,0.8947368421052632,-1.9064071672861087,64
62,2551,2025-26,"Wardlow,Jace",Wittenberg,G,North Coast Athletic Conference (NCAC),ncac,25,12.96,5.64,2.04,0.64,0.28,0.24,0.72,-2.28721095960464,61
63,2583,2025-26,"Gallagher,Kevin",Ohio Wesleyan,G,North Coast Athletic Conference (NCAC),ncac,25,19.44,4.8,0.92,1.36,0.84,0.04,0.8,-2.347323061046694,61
64,2685,2025-26,"Ozlowski,Andre",DePauw,F,North Coast Athletic Conference (NCAC),ncac,26,10.76923076923077,3.19,1.92,0.73,0.38,0.77,0.7307692307692307,-2.53241162443046,59
65,2702,2025-26,"Vaughn Jr.,Tommy",Wooster,G,North Coast Athletic Conference (NCAC),ncac,25,19.6,6.2,1.96,1.2,0.36,0.04,1.32,-2.5588847871981923,59
66,2713,2025-26,"Bach,Billy",DePauw,G,North Coast Athletic Conference (NCAC),ncac,26,17.923076923076923,4.04,2.31,1.12,0.27,0.12,0.6153846153846154,-2.5931173690512743,59
67,2752,2025-26,"Kielian,Si",Wooster,G,North Coast Athletic Conference (NCAC),ncac,25,15.84,4.24,1.84,1.32,0.68,0.0,0.96,-2.676911834603624,58
68,2783,2025-26,"Zack,Samson",Denison,,North Coast Athletic Conference (NCAC),ncac,25,16.28,4.56,2.44,0.56,0.28,0.08,0.64,-2.774272946019454,58
69,2838,2025-26,"Chapman,Justin",John Carroll,C,North Coast Athletic Conference (NCAC),ncac,28,11.857142857142858,3.18,3.14,0.14,0.43,0.43,0.7142857142857143,-2.873291736814431,57
70,2852,2025-26,"Klinzing,Cal",Ohio Wesleyan,C,North Coast Athletic Conference (NCAC),ncac,17,14.470588235294118,3.06,2.94,0.71,0.18,0.24,0.5294117647058824,-2.8980148033821393,57
71,2881,2025-26,"Donohue,Augustus",Oberlin,G,North Coast Athletic Conference (NCAC),ncac,23,10.826086956521738,5.0,1.61,0.26,0.13,0.0,0.3043478260869565,-2.960254434246524,57
72,2893,2025-26,"Davidson,Spence",Wittenberg,G,North Coast Athletic Conference (NCAC),ncac,25,14.76,3.64,1.64,1.6,0.24,0.04,0.76,-2.975220995004978,57
73,2908,2025-26,"Corrigan Conaty,Jack",Kenyon,G,North Coast Athletic Conference (NCAC),ncac,22,15.363636363636363,5.09,1.36,0.73,0.68,0.14,1.2272727272727273,-3.0066627694132575,56
74,2943,2025-26,"McCarthy,James",Ohio Wesleyan,G,North Coast Athletic Conference (NCAC),ncac,25,17.24,4.16,1.84,0.92,0.48,0.0,0.88,-3.0905118128391997,56
75,2965,2025-26,"Bjerke,Ashton",Kenyon,F,North Coast Athletic Conference (NCAC),ncac,11,11.454545454545457,4.91,1.55,0.45,0.36,0.0,0.7272727272727273,-3.140298770909273,56
76,2971,2025-26,"Gray,Liam",Oberlin,G,North Coast Athletic Conference (NCAC),ncac,22,15.727272727272728,4.27,1.5,1.45,0.64,0.0,1.318181818181818,-3.143096464113281,56
77,3014,2025-26,"Perusek,Lucas",John Carroll,G,North Coast Athletic Conference (NCAC),ncac,18,10.055555555555555,1.22,1.61,1.11,0.94,0.22,0.6111111111111112,-3.2416725473058716,55
78,3114,2025-26,"Navarre,Adam",Oberlin,G,North Coast Athletic Conference (NCAC),ncac,14,12.0,4.0,1.5,0.21,0.64,0.0,0.7857142857142857,-3.4926915102218934,54
79,3200,2025-26,"Mordini,Anthony",Ohio Wesleyan,F,North Coast Athletic Conference (NCAC),ncac,25,12.4,0.84,2.56,0.56,0.36,0.08,0.24,-3.777367811352723,52
80,3240,2025-26,"Friedman,Lucas",Kenyon,G,North Coast Athletic Conference (NCAC),ncac,24,11.458333333333334,1.96,1.08,1.0,0.58,0.0,0.6666666666666666,-3.8997120888017256,52
81,3326,2025-26,"Ellis,Eli",DePauw,G,North Coast Athletic Conference (NCAC),ncac,25,11.28,3.28,0.76,1.32,0.32,0.0,1.28,-4.191736390946797,51
82,3344,2025-26,"Bronson,Zach",Oberlin,,North Coast Athletic Conference (NCAC),ncac,23,14.217391304347826,1.43,1.04,1.04,0.57,0.04,0.9130434782608696,-4.3488045363187675,51
