rank,global_rank,season,player_name,team,position,conference,conference_code,gp,mpg,ppg,rpg,apg,spg,bpg,tov_pg,composite_score,rating
87,2695,2025-26,D Victory,Albertus Magnus,,Great Northeast Athletic Conference (GNAC),gnac,23,13.8,2.3,2.0,1.9,1.1,0.1,1.0,-2.546688880618725,59
88,2700,2025-26,J Herbin,Regis,,Great Northeast Athletic Conference (GNAC),gnac,23,20.9,4.3,2.9,0.6,0.8,0.1,1.0,-2.555159164167783,59
89,2716,2025-26,A Sarlan,Elms,,Great Northeast Athletic Conference (GNAC),gnac,23,17.4,2.3,4.2,1.0,0.3,0.1,0.5,-2.6038282467888227,59
90,2759,2025-26,H Jacques,Emmanuel,,Great Northeast Athletic Conference (GNAC),gnac,24,15.5,3.5,2.2,0.8,0.6,0.5,1.0,-2.689379718775477,58
91,2846,2025-26,D Reid,Regis,,Great Northeast Athletic Conference (GNAC),gnac,26,13.0,4.8,1.5,0.3,0.5,0.1,0.6,-2.892160192686765,57
92,2860,2025-26,A Alicea,Mitchell,,Great Northeast Athletic Conference (GNAC),gnac,21,13.7,5.3,1.1,0.5,0.4,0.0,0.6,-2.9174532702381746,57
93,2879,2025-26,D Salvatore,Saint Joseph's (Maine),,Great Northeast Athletic Conference (GNAC),gnac,20,10.6,3.1,2.2,1.6,0.5,0.0,0.9,-2.9551559367247484,57
94,2904,2025-26,M Kanneh,Norwich,,Great Northeast Athletic Conference (GNAC),gnac,26,15.8,2.2,3.3,0.5,0.2,0.5,0.6,-2.998493399667647,56
95,2920,2025-26,D Fontenot,Dean,,Great Northeast Athletic Conference (GNAC),gnac,26,15.1,4.1,1.9,0.6,0.2,0.1,0.5,-3.03058844877316,56
96,2948,2025-26,M Hills,New England College,,Great Northeast Athletic Conference (GNAC),gnac,21,13.6,5.6,1.5,1.0,0.4,0.0,1.3,-3.1020723612315386,56
97,2997,2025-26,J Welch,New England College,,Great Northeast Athletic Conference (GNAC),gnac,25,10.4,3.4,2.0,0.4,0.4,0.2,0.6,-3.2104078702163887,55
98,3011,2025-26,C Louis,Dean,,Great Northeast Athletic Conference (GNAC),gnac,26,11.5,2.9,2.3,0.5,0.2,0.1,0.3,-3.2383205401406365,55
99,3020,2025-26,C Jefferson,Mitchell,,Great Northeast Athletic Conference (GNAC),gnac,25,14.4,4.6,1.3,0.3,0.3,0.0,0.5,-3.265082250407619,55
100,3041,2025-26,J Freeman,Saint Joseph's (Maine),,Great Northeast Athletic Conference (GNAC),gnac,20,10.3,3.5,1.5,0.6,0.3,0.1,0.5,-3.3279192184898716,55
101,3074,2025-26,A Blunt,Colby-Sawyer,,Great Northeast Athletic Conference (GNAC),gnac,25,19.8,4.7,2.3,0.6,0.3,0.4,1.6,-3.388696022576517,54
102,3094,2025-26,J Lawson,Elms,,Great Northeast Athletic Conference (GNAC),gnac,24,13.5,3.8,2.7,1.0,0.5,0.0,1.4,-3.4511436410743173,54
103,3098,2025-26,C Hanavan,Emmanuel,,Great Northeast Athletic Conference (GNAC),gnac,20,10.9,3.8,0.9,0.5,0.1,0.1,0.3,-3.455738163544049,54
104,3136,2025-26,K Emadamerho,New England College,,Great Northeast Athletic Conference (GNAC),gnac,25,20.8,3.6,2.8,1.2,0.4,0.1,1.6,-3.5616592272364653,53
105,3139,2025-26,L Sward,Mitchell,,Great Northeast Athletic Conference (GNAC),gnac,22,13.9,3.4,1.4,0.9,0.4,0.0,0.8,-3.5729231880606864,53
106,3153,2025-26,D Bogre,Norwich,,Great Northeast Athletic Conference (GNAC),gnac,24,10.9,2.0,1.4,0.6,0.9,0.1,0.7,-3.626697111565411,53
107,3176,2025-26,T Edmonds,Colby-Sawyer,,Great Northeast Athletic Conference (GNAC),gnac,25,24.3,5.3,2.8,2.0,0.6,0.0,2.9,-3.7013547296981297,53
108,3190,2025-26,R Johnson,Regis,,Great Northeast Athletic Conference (GNAC),gnac,23,13.0,3.4,2.3,0.3,0.3,0.0,0.8,-3.757253201296447,53
109,3224,2025-26,N Nordberg,Norwich,,Great Northeast Athletic Conference (GNAC),gnac,21,12.5,3.1,0.9,0.3,0.4,0.0,0.4,-3.831152151454942,52
110,3263,2025-26,M Berete,Dean,,Great Northeast Athletic Conference (GNAC),gnac,20,13.2,2.9,2.2,0.3,0.2,0.1,0.8,-3.975141762958085,52
111,3290,2025-26,N Hutchinson,Norwich,,Great Northeast Athletic Conference (GNAC),gnac,23,14.2,2.4,1.7,0.9,0.2,0.3,1.1,-4.040011865677592,51
112,3307,2025-26,D De Moor,Colby-Sawyer,,Great Northeast Athletic Conference (GNAC),gnac,22,11.3,2.8,1.1,0.6,0.3,0.1,0.8,-4.107281482523507,51
