rank,global_rank,player_name,team,conference,conference_code,gp,mpg,ppg,rpg,apg,spg,bpg,tov_pg,composite_score,rating
43,1398,Marc Garraud,Amherst,New England Small College Athletic Conference (NESCAC),nescac,23,25.695652173913043,10.7,2.3,1.43,1.39,0.04,1.608695652173913,0.3304775766897991,77
44,1399,"Berry,Jared",Trinity,New England Small College Athletic Conference (NESCAC),nescac,26,14.653846153846152,10.08,4.08,1.08,0.46,0.35,1.2692307692307692,0.3231514281136156,76
45,1448,"O'Leary,Sean",Bates,New England Small College Athletic Conference (NESCAC),nescac,26,25.384615384615383,8.0,4.27,2.58,0.77,0.12,1.5769230769230769,0.1843900718846787,76
46,1497,"Cwalina,Kuba",Middlebury,New England Small College Athletic Conference (NESCAC),nescac,24,20.75,12.0,2.42,0.88,0.33,0.17,1.2916666666666667,0.0214281918987591,75
47,1514,"Bessire,Nolan",Bowdoin,New England Small College Athletic Conference (NESCAC),nescac,24,19.916666666666668,4.04,5.92,1.29,0.38,1.08,0.7916666666666666,-0.0326115921987058,75
48,1517,"Ramey,Sawyer",Middlebury,New England Small College Athletic Conference (NESCAC),nescac,24,19.625,6.0,3.92,2.67,0.96,0.04,1.0416666666666667,-0.0364778139232553,75
49,1521,Ricardo Nieves,Tufts,New England Small College Athletic Conference (NESCAC),nescac,25,17.0,6.68,2.28,1.76,1.16,0.68,1.16,-0.0500280603820446,75
50,1577,Sherron Woodberry,Amherst,New England Small College Athletic Conference (NESCAC),nescac,23,24.956521739130434,7.26,2.48,1.0,0.74,0.39,0.4347826086956521,-0.2218226583213898,74
51,1581,"Raub,Nate",Hamilton,New England Small College Athletic Conference (NESCAC),nescac,20,24.1,6.6,4.35,1.2,0.6,1.15,1.65,-0.2277760210784664,74
52,1629,"Psyhogeos,Peter",Bates,New England Small College Athletic Conference (NESCAC),nescac,25,21.04,7.28,4.2,1.24,0.84,0.44,1.36,-0.320089917072415,73
53,1660,"Robinson,Jamari",Bates,New England Small College Athletic Conference (NESCAC),nescac,26,18.307692307692307,10.04,3.42,1.35,0.69,0.04,1.6923076923076923,-0.3986663944865635,73
54,1700,"Flaks,Evan",Middlebury,New England Small College Athletic Conference (NESCAC),nescac,23,20.82608695652174,8.83,2.17,2.35,0.48,0.0,1.3043478260869563,-0.5051564718136778,72
55,1725,Drew Martin,Amherst,New England Small College Athletic Conference (NESCAC),nescac,25,20.64,5.24,5.4,1.28,0.4,0.32,0.68,-0.5568200263178377,72
56,1748,"Chilson,Ben",Bowdoin,New England Small College Athletic Conference (NESCAC),nescac,25,26.68,7.6,3.0,0.96,0.64,0.28,0.84,-0.6207246654020827,72
57,1791,"Johnson Jr.,PJ",Conn. College,New England Small College Athletic Conference (NESCAC),nescac,24,18.708333333333332,6.63,2.38,1.17,1.08,0.38,1.0,-0.7229140621599699,71
58,1816,"Belcher,Justin",Williams,New England Small College Athletic Conference (NESCAC),nescac,19,19.789473684210527,3.84,4.68,3.0,1.26,0.68,2.3157894736842106,-0.7698279121543556,71
59,1820,"Melson,David",Hamilton,New England Small College Athletic Conference (NESCAC),nescac,23,27.043478260869566,7.83,4.13,1.04,0.78,0.22,1.5217391304347827,-0.7757540575616381,71
60,1827,"Cravitz,Elliott",Bates,New England Small College Athletic Conference (NESCAC),nescac,26,23.346153846153847,7.19,2.77,0.96,0.85,0.12,0.7692307692307693,-0.7946152312862323,71
61,1835,Benedek Maly,Bowdoin,New England Small College Athletic Conference (NESCAC),nescac,13,20.153846153846153,5.69,5.77,0.92,0.85,0.54,1.6153846153846154,-0.8001974557468156,71
62,1884,Nate Pabis,Amherst,New England Small College Athletic Conference (NESCAC),nescac,25,19.16,8.12,2.84,0.76,0.48,0.32,1.04,-0.92664106904513,70
63,1968,"Cormier,Jackson",Wesleyan,New England Small College Athletic Conference (NESCAC),nescac,26,18.615384615384617,5.58,3.54,1.0,0.77,0.23,0.7692307692307693,-1.113220924499743,69
64,1988,Zane Adnan,Amherst,New England Small College Athletic Conference (NESCAC),nescac,21,19.428571428571427,6.05,2.52,1.57,1.05,0.1,1.0952380952380951,-1.150535198670507,69
65,1991,"Fuerbacher,Justin",Middlebury,New England Small College Athletic Conference (NESCAC),nescac,24,21.666666666666668,5.13,3.42,1.38,0.75,0.25,0.8333333333333334,-1.1568274733555812,69
66,2005,"Clar,Garrett",Conn. College,New England Small College Athletic Conference (NESCAC),nescac,25,22.16,5.64,2.64,1.84,0.88,0.04,0.96,-1.1941452467516411,68
67,2099,"Stowell,Jack",Hamilton,New England Small College Athletic Conference (NESCAC),nescac,24,22.625,5.58,2.25,1.54,1.38,0.25,1.5,-1.3999241253243215,67
68,2100,"Halpern,Alex",Bowdoin,New England Small College Athletic Conference (NESCAC),nescac,25,27.64,5.96,3.04,2.08,0.76,0.12,1.52,-1.403469337135742,67
69,2131,"Sommers,EJ",Williams,New England Small College Athletic Conference (NESCAC),nescac,20,14.95,6.8,3.35,0.65,0.5,0.5,1.35,-1.476253256758222,67
70,2140,"Kwiecinski,Nate",Colby,New England Small College Athletic Conference (NESCAC),nescac,25,11.52,4.16,2.88,1.04,0.44,0.88,0.84,-1.4895998224274036,67
71,2243,"Chibuogwu,Onyeraluobu",Williams,New England Small College Athletic Conference (NESCAC),nescac,20,16.95,4.6,4.2,2.35,0.5,0.05,1.5,-1.7127039565272888,65
72,2275,"Dobie,Mason",Colby,New England Small College Athletic Conference (NESCAC),nescac,24,13.416666666666666,6.5,3.21,0.96,0.42,0.0,1.0,-1.7775841614674046,65
73,2295,"McKersie,Jackson",Middlebury,New England Small College Athletic Conference (NESCAC),nescac,22,15.0,5.09,3.27,1.05,0.32,0.68,1.2727272727272727,-1.818800668278501,65
74,2344,Sidney Wooten,Tufts,New England Small College Athletic Conference (NESCAC),nescac,25,18.68,5.32,1.64,1.48,0.56,0.16,0.8,-1.9127421630424104,64
75,2376,"Newell,Mark",Middlebury,New England Small College Athletic Conference (NESCAC),nescac,24,16.333333333333332,2.92,5.79,0.71,0.29,0.21,0.625,-1.9780474025538637,63
76,2403,"Blandburg,Robert",Conn. College,New England Small College Athletic Conference (NESCAC),nescac,12,13.416666666666666,5.75,3.5,0.58,0.33,0.25,1.0,-2.0142712003974603,63
77,2448,"Norris,Samuel",Trinity,New England Small College Athletic Conference (NESCAC),nescac,25,12.96,3.8,3.12,0.28,0.56,0.52,0.56,-2.101131501958033,62
78,2454,"McDonald,Trevor",Trinity,New England Small College Athletic Conference (NESCAC),nescac,23,17.043478260869566,2.78,3.35,0.78,0.83,0.17,0.391304347826087,-2.1080572436636165,62
79,2457,"DeVine,Matt",Williams,New England Small College Athletic Conference (NESCAC),nescac,24,15.541666666666666,6.79,1.08,0.46,0.46,0.46,1.0,-2.114336805553414,62
80,2485,"Shepherd,Dylan",Williams,New England Small College Athletic Conference (NESCAC),nescac,19,14.526315789473683,3.63,2.42,0.63,0.68,0.32,0.4210526315789473,-2.169128158743951,62
81,2486,Quron Zene,Conn. College,New England Small College Athletic Conference (NESCAC),nescac,10,12.9,5.3,3.4,0.4,0.1,0.4,0.8,-2.1711429267998423,62
82,2487,"Bianco,Chris",Bates,New England Small College Athletic Conference (NESCAC),nescac,19,11.68421052631579,4.89,1.42,1.47,1.0,0.0,1.0,-2.174881267770764,62
83,2493,"Watson,Jaalan",Wesleyan,New England Small College Athletic Conference (NESCAC),nescac,27,11.925925925925926,5.22,1.52,1.07,0.44,0.04,0.4814814814814814,-2.1903349511432837,62
84,2593,"Pow,Theo",Colby,New England Small College Athletic Conference (NESCAC),nescac,22,13.181818181818182,5.55,3.18,0.77,0.45,0.14,1.2272727272727273,-2.3651764929729397,61
85,2645,"Ippolito,Paul",Trinity,New England Small College Athletic Conference (NESCAC),nescac,27,10.74074074074074,4.93,1.07,1.33,0.63,0.07,0.8148148148148148,-2.4466589802365437,60
86,2718,"Berete,Bangaly",Trinity,New England Small College Athletic Conference (NESCAC),nescac,27,12.666666666666666,3.22,2.19,0.44,0.52,0.26,0.2592592592592592,-2.608317214396517,59
87,2719,"Cameron,Josh",Wesleyan,New England Small College Athletic Conference (NESCAC),nescac,27,15.62962962962963,2.41,3.41,0.96,0.7,0.07,0.5925925925925926,-2.6098542177468507,59
88,2772,"Mayen,Chiwer",Bates,New England Small College Athletic Conference (NESCAC),nescac,26,11.115384615384617,2.77,3.27,0.38,0.27,0.35,0.3846153846153846,-2.7294898632407616,58
89,2778,"O'Reilly,Evan",Hamilton,New England Small College Athletic Conference (NESCAC),nescac,21,11.952380952380953,5.57,1.67,0.29,0.29,0.05,0.5714285714285714,-2.7540909545451036,58
90,2809,James Morakis,Tufts,New England Small College Athletic Conference (NESCAC),nescac,25,15.04,6.72,1.2,1.52,0.12,0.0,1.44,-2.82087173695864,58
91,2823,"Casey,RJ",Conn. College,New England Small College Athletic Conference (NESCAC),nescac,24,12.416666666666666,4.04,0.75,1.71,0.67,0.04,0.9583333333333334,-2.843224979267658,57
92,2861,"Humphrey,Mitch",Colby,New England Small College Athletic Conference (NESCAC),nescac,22,17.227272727272727,4.0,2.23,0.86,0.14,0.0,0.4545454545454545,-2.9181319571551194,57
93,2865,"Lamy,Matthew",Colby,New England Small College Athletic Conference (NESCAC),nescac,22,15.545454545454543,3.5,2.05,0.59,0.14,0.27,0.3636363636363636,-2.923168210920184,57
94,2880,"Decker,Cole",Bates,New England Small College Athletic Conference (NESCAC),nescac,25,12.48,4.4,1.76,0.76,0.24,0.0,0.52,-2.957711153305545,57
95,2900,Robbie Nyamwaya,Tufts,New England Small College Athletic Conference (NESCAC),nescac,20,11.05,3.45,2.6,0.7,0.15,0.1,0.45,-2.982569090403624,56
96,2931,"Cain,Robert",Hamilton,New England Small College Athletic Conference (NESCAC),nescac,22,11.954545454545457,4.36,1.73,0.64,0.41,0.14,0.8181818181818182,-3.052122853929731,56
97,2994,"Holmes,Will",Hamilton,New England Small College Athletic Conference (NESCAC),nescac,21,10.666666666666666,2.57,2.29,0.57,0.48,0.57,0.9523809523809524,-3.1824501751591487,55
98,2996,"Craffey,Cole",Conn. College,New England Small College Athletic Conference (NESCAC),nescac,18,10.72222222222222,3.22,1.94,0.56,0.22,0.06,0.2777777777777778,-3.1972209214207776,55
99,3017,"Cooley,Sammy",Williams,New England Small College Athletic Conference (NESCAC),nescac,21,19.904761904761905,2.05,1.9,1.29,0.62,0.14,0.7619047619047619,-3.258977405545457,55
100,3055,"Kulenovic,Omar",Hamilton,New England Small College Athletic Conference (NESCAC),nescac,22,10.863636363636363,2.59,2.32,0.45,0.23,0.32,0.5454545454545454,-3.358505312544604,54
101,3143,"Dickens,Isiaha",Williams,New England Small College Athletic Conference (NESCAC),nescac,23,13.434782608695652,2.7,1.65,1.26,0.17,0.13,0.782608695652174,-3.5789127095634528,53
102,3152,"Bello,Adam",Bowdoin,New England Small College Athletic Conference (NESCAC),nescac,10,16.1,4.8,3.0,0.9,0.4,0.2,2.1,-3.6198234467021897,53
103,3162,"Doran,Alden",Conn. College,New England Small College Athletic Conference (NESCAC),nescac,22,11.409090909090908,2.0,1.86,0.32,0.27,0.32,0.4090909090909091,-3.66644462074284,53
104,3347,"McBride,Liam",Bowdoin,New England Small College Athletic Conference (NESCAC),nescac,14,12.214285714285714,2.64,0.71,0.43,0.21,0.14,0.7142857142857143,-4.370122502987593,50
