rank,global_rank,player_name,team,conference,conference_code,gp,mpg,ppg,rpg,apg,spg,bpg,tov_pg,composite_score,rating
21,684,"Winn,Christian",Nebraska Wesleyan,American Rivers Conference (ARC),arc,26,32.5,13.23,3.92,3.12,1.42,0.12,2.3461538461538463,2.4229656172398064,86
22,748,"Bryte,Adam",Buena Vista,American Rivers Conference (ARC),arc,26,30.03846153846154,12.77,5.42,1.46,0.69,0.35,1.5,2.168171922128498,85
23,796,"Gurwell,Levi",Simpson,American Rivers Conference (ARC),arc,25,27.36,14.16,3.0,2.64,0.92,0.04,1.92,2.043738669816493,85
24,809,"Kreckman,Henry",Luther,American Rivers Conference (ARC),arc,25,26.24,9.44,7.76,1.12,0.48,0.8,1.28,1.9838220538565383,84
25,929,"Sternberg,Kyle",Buena Vista,American Rivers Conference (ARC),arc,26,24.692307692307693,9.65,5.96,1.58,0.96,0.77,1.8076923076923077,1.585214151581295,83
26,941,"Brink,Jayden",Buena Vista,American Rivers Conference (ARC),arc,25,30.2,14.04,3.36,2.08,1.0,0.04,2.16,1.5511605128716797,83
27,955,"Ladwig,Luke",Wartburg,American Rivers Conference (ARC),arc,25,31.4,10.64,2.44,4.12,1.64,0.08,2.48,1.487988150939011,82
28,1097,"Jones,Jackson",Buena Vista,American Rivers Conference (ARC),arc,26,27.346153846153847,10.12,4.5,1.65,0.65,0.12,1.0384615384615383,1.0273676278609931,81
29,1160,"Palavra,Andre",Luther,American Rivers Conference (ARC),arc,25,23.16,11.64,2.28,1.44,0.96,0.0,1.04,0.890918386039518,80
30,1309,"Mosser,Neal",Nebraska Wesleyan,American Rivers Conference (ARC),arc,24,19.25,8.83,1.92,1.88,1.29,0.04,0.7916666666666666,0.5303095190590549,78
31,1316,"Trujillo,Gabe",Wartburg,American Rivers Conference (ARC),arc,26,25.307692307692307,7.5,3.73,2.31,1.23,0.27,1.3461538461538465,0.5132313846295562,78
32,1415,"Andera,Jeremy",Luther,American Rivers Conference (ARC),arc,24,27.208333333333332,8.25,2.96,1.5,1.38,0.13,1.0833333333333333,0.2751528671107504,76
33,1431,"Bockenstedt,Owen",Luther,American Rivers Conference (ARC),arc,25,24.72,7.16,5.64,0.68,0.44,0.76,0.96,0.2330257466063123,76
34,1504,"Townsley,Jared",Nebraska Wesleyan,American Rivers Conference (ARC),arc,26,22.884615384615383,7.69,2.88,1.12,1.35,0.04,0.7307692307692307,0.0043894762744729,75
35,1508,"Kober,Kyle",Loras,American Rivers Conference (ARC),arc,27,21.51851851851852,8.59,2.7,1.22,1.04,0.04,0.8148148148148148,-0.0153881215256582,75
36,1564,"Holmon,Devin",Nebraska Wesleyan,American Rivers Conference (ARC),arc,26,21.076923076923077,6.5,3.58,1.88,0.69,0.58,1.1538461538461535,-0.1745154239933714,74
37,1567,"Wunderlich,Charlie",Luther,American Rivers Conference (ARC),arc,25,27.96,10.04,3.4,0.96,0.4,0.0,0.96,-0.1822123058015906,74
38,1571,"Thomsen,Braylon",Central,American Rivers Conference (ARC),arc,25,22.24,11.2,3.76,0.68,0.4,0.24,1.64,-0.2086028152697701,74
39,1604,"Hibicke,Dylan",Univ. of Dubuque,American Rivers Conference (ARC),arc,26,24.03846153846154,6.19,4.23,0.54,0.35,0.65,0.3076923076923077,-0.2706485016663291,74
40,1630,"Walters,Deuce",Coe,American Rivers Conference (ARC),arc,26,27.576923076923077,10.12,2.62,2.04,0.85,0.08,2.0,-0.320262317406756,73
41,1702,"Coppola IV,Joey",Univ. of Dubuque,American Rivers Conference (ARC),arc,25,20.56,7.16,2.04,1.32,1.16,0.36,1.04,-0.5092134794473286,72
42,1703,"Uecker,Grant",Central,American Rivers Conference (ARC),arc,18,24.055555555555557,8.67,3.61,3.17,0.5,0.06,2.2777777777777777,-0.5093863521426849,72
43,1707,"Wemark,Drake",Wartburg,American Rivers Conference (ARC),arc,26,18.153846153846153,5.19,3.73,1.77,1.27,0.08,0.8846153846153846,-0.5163686958517923,72
44,1721,"Kurt,Dylan",Loras,American Rivers Conference (ARC),arc,20,17.15,7.7,2.5,1.8,0.85,0.2,1.25,-0.5472465373047587,72
45,1838,"Huston,Bo",Simpson,American Rivers Conference (ARC),arc,25,18.88,7.16,3.72,1.36,0.96,0.12,1.4,-0.8023086685542391,71
46,1886,"Henderson,Ethan",Univ. of Dubuque,American Rivers Conference (ARC),arc,27,17.40740740740741,8.15,3.67,0.52,0.56,0.3,1.2222222222222223,-0.9322913750933634,70
47,1909,"Dolphin,Ryan",Coe,American Rivers Conference (ARC),arc,27,23.703703703703702,6.78,2.04,2.67,0.93,0.04,1.5555555555555556,-0.9877991651933352,70
48,1920,"Jackson,Damyen",Loras,American Rivers Conference (ARC),arc,26,20.384615384615383,7.15,2.69,1.69,0.96,0.23,1.5769230769230769,-1.008333228450886,70
49,1956,"Semany,Johnny",Loras,American Rivers Conference (ARC),arc,25,19.64,6.08,2.6,1.92,0.92,0.12,1.2,-1.0953724836803285,69
50,2016,"Collins,Amun-Ra",Nebraska Wesleyan,American Rivers Conference (ARC),arc,26,18.076923076923077,5.5,1.85,1.73,0.92,0.04,0.6538461538461539,-1.2231009060716942,68
51,2021,"Loew,Emmett",Loras,American Rivers Conference (ARC),arc,12,19.416666666666668,7.0,0.83,1.58,1.17,0.08,1.0833333333333333,-1.2359803405249925,68
52,2044,"Averill,Isaac",Simpson,American Rivers Conference (ARC),arc,20,23.1,6.6,4.0,2.25,0.6,0.1,1.9,-1.290707770133792,68
53,2084,"Massey,Brock",Loras,American Rivers Conference (ARC),arc,22,14.863636363636363,4.18,2.64,1.73,0.82,0.09,0.5,-1.3623330423533169,67
54,2089,"Jones,Jaden",Buena Vista,American Rivers Conference (ARC),arc,25,22.2,3.76,3.48,2.48,1.12,0.12,1.36,-1.3688537730148118,67
55,2171,"Holley,Spencer",Simpson,American Rivers Conference (ARC),arc,24,24.708333333333332,4.79,3.25,1.5,0.58,0.13,0.7916666666666666,-1.5594181909349552,66
56,2205,"Senica,Josh",Univ. of Dubuque,American Rivers Conference (ARC),arc,28,17.107142857142858,5.0,4.07,0.93,0.57,0.07,0.7857142857142857,-1.6441464511262611,66
57,2281,"Ruba,Alex",Central,American Rivers Conference (ARC),arc,25,14.48,4.96,2.76,1.0,0.36,0.36,0.68,-1.7945288095663954,65
58,2303,"Fuller,Brogan",Simpson,American Rivers Conference (ARC),arc,25,16.56,2.76,2.96,1.2,0.48,0.8,0.68,-1.829938806763118,64
59,2354,"Rowell,Javier",Luther,American Rivers Conference (ARC),arc,25,18.72,5.52,2.36,1.76,0.44,0.04,1.04,-1.9294705044340703,64
60,2365,"Curren,Brad",Central,American Rivers Conference (ARC),arc,25,25.72,5.36,2.28,2.0,0.4,0.04,1.08,-1.9490283533595425,64
61,2373,"Flaherty,Keaton",Buena Vista,American Rivers Conference (ARC),arc,26,15.653846153846152,4.5,3.5,1.54,0.19,0.23,0.9230769230769232,-1.9750175387613873,63
62,2395,"Breitenbach,C. Reece",Coe,American Rivers Conference (ARC),arc,27,18.77777777777778,4.44,3.19,1.3,0.59,0.07,0.8518518518518519,-2.00058708850733,63
63,2423,"Newell,Jackson",Coe,American Rivers Conference (ARC),arc,26,12.076923076923077,2.77,2.81,0.54,0.58,0.85,0.5769230769230769,-2.043477904895343,63
64,2468,"Makeer,Deng",Loras,American Rivers Conference (ARC),arc,25,11.56,4.8,1.48,0.36,0.44,0.6,0.48,-2.1331389751532983,62
65,2488,"Jones,Carson",Central,American Rivers Conference (ARC),arc,25,25.64,5.68,2.24,1.2,0.36,0.08,0.92,-2.1748874066001904,62
66,2565,"Haupert,Marcus",Simpson,American Rivers Conference (ARC),arc,25,13.36,4.72,2.28,0.4,0.28,0.4,0.52,-2.319854740827988,61
67,2786,"Strauss,Zach",Coe,American Rivers Conference (ARC),arc,24,10.708333333333334,5.13,0.75,0.58,0.33,0.04,0.3333333333333333,-2.7765182566050495,58
68,2870,"Kennedy,Nick",Univ. of Dubuque,American Rivers Conference (ARC),arc,27,16.74074074074074,2.74,1.19,1.19,0.67,0.26,0.6296296296296297,-2.931302328512148,57
69,2918,"Mertes,Jachin",Simpson,American Rivers Conference (ARC),arc,24,12.041666666666666,3.04,2.71,0.17,0.17,0.33,0.3333333333333333,-3.024459263344231,56
70,2958,"Apiagyei,Andrew",Univ. of Dubuque,American Rivers Conference (ARC),arc,25,11.16,4.04,1.52,0.72,0.36,0.12,0.68,-3.1283330589329283,56
71,3007,"Gipple,Seth",Simpson,American Rivers Conference (ARC),arc,24,12.708333333333334,4.33,1.67,0.21,0.08,0.08,0.3333333333333333,-3.2358112921721185,55
72,3068,"Hayes,Ned",Buena Vista,American Rivers Conference (ARC),arc,25,12.56,3.72,1.24,0.68,0.32,0.16,0.68,-3.37904822395791,54
73,3092,"Yarisci,Yigit",Luther,American Rivers Conference (ARC),arc,25,13.76,2.48,3.44,0.6,0.28,0.16,0.88,-3.440990369541046,54
74,3164,"Matson,Mason",Wartburg,American Rivers Conference (ARC),arc,25,11.2,4.16,0.88,0.76,0.24,0.04,0.84,-3.6837347117561414,53
75,3225,"Smith,Clint",Luther,American Rivers Conference (ARC),arc,25,12.92,3.28,1.64,0.44,0.28,0.0,0.68,-3.833163092265986,52
76,3233,"Poloronis,Owen",Luther,American Rivers Conference (ARC),arc,22,11.272727272727272,3.64,1.55,0.41,0.09,0.09,0.7272727272727273,-3.859276542441393,52
77,3258,"Foote,Aaron",Coe,American Rivers Conference (ARC),arc,24,11.666666666666666,1.79,2.67,0.29,0.13,0.0,0.3333333333333333,-3.956960903082053,52
78,3330,"Mosele,Connor",Loras,American Rivers Conference (ARC),arc,10,10.4,1.2,0.8,1.1,0.3,0.0,0.4,-4.232617509396156,51
79,3358,"Bierle,Shane",Buena Vista,American Rivers Conference (ARC),arc,24,11.083333333333334,1.04,1.71,0.88,0.21,0.0,0.7083333333333334,-4.563589426798109,50
