rank,global_rank,season,player_name,team,position,conference,conference_code,gp,mpg,ppg,rpg,apg,spg,bpg,tov_pg,composite_score,rating
38,1154,2025-26,Collin Jones,Hiram,G,Presidents Athletic Conference (PAC),pac,26,26.53846153846154,12.65,3.5,1.42,0.81,0.31,2.0,0.9073240315437336,80
39,1187,2025-26,Nick Million,Geneva,G,Presidents Athletic Conference (PAC),pac,18,26.166666666666668,9.28,4.89,0.56,0.78,0.61,1.0555555555555556,0.8209409771603398,79
40,1208,2025-26,Aiden Blake,Waynesburg,G,Presidents Athletic Conference (PAC),pac,14,21.142857142857142,10.71,3.93,0.64,0.93,0.29,1.1428571428571428,0.7747182278171114,79
41,1222,2025-26,Khamari Accursio-Harris,Thiel,F,Presidents Athletic Conference (PAC),pac,23,28.17391304347826,9.78,4.39,2.0,0.78,0.74,2.1739130434782608,0.7306027412999362,79
42,1245,2025-26,James Sitter,Allegheny,*,Presidents Athletic Conference (PAC),pac,26,28.846153846153847,9.88,4.46,0.96,0.73,0.38,1.1923076923076923,0.688754915702204,79
43,1292,2025-26,Nick Ryan,Westminster,G,Presidents Athletic Conference (PAC),pac,24,25.25,10.0,5.71,1.0,0.63,0.13,1.375,0.5809084845797249,78
44,1297,2025-26,Michael Plasko,W&J,G,Presidents Athletic Conference (PAC),pac,23,21.782608695652176,10.96,1.83,1.3,1.26,0.09,1.2173913043478262,0.5633122721124547,78
45,1330,2025-26,Quinton Burlenski,W&J,G,Presidents Athletic Conference (PAC),pac,28,25.571428571428573,9.0,2.89,2.21,1.57,0.0,1.6071428571428572,0.4762187393856527,77
46,1373,2025-26,Jalen Goins,Waynesburg,G,Presidents Athletic Conference (PAC),pac,22,30.90909090909091,8.5,3.09,2.32,1.05,0.32,1.5454545454545454,0.3754763915222736,77
47,1394,2025-26,Jayson Perry,Allegheny,*,Presidents Athletic Conference (PAC),pac,25,28.68,8.6,2.8,3.24,0.68,0.68,2.16,0.3382665502980991,77
48,1467,2025-26,Zachary Pollaro,Franciscan,G,Presidents Athletic Conference (PAC),pac,23,21.217391304347824,8.74,3.09,0.91,1.09,0.0,0.6956521739130435,0.1108418654255761,76
49,1472,2025-26,Kadenne Kemp,Thiel,F,Presidents Athletic Conference (PAC),pac,24,22.666666666666668,8.67,6.46,0.38,0.42,0.54,1.4583333333333333,0.0936202690786024,76
50,1488,2025-26,Jaden Payne,Saint Vincent,F,Presidents Athletic Conference (PAC),pac,18,22.11111111111111,8.11,4.39,0.5,1.0,0.44,1.1111111111111112,0.0416694765522235,75
51,1537,2025-26,Mick Hergenrother,Westminster,G,Presidents Athletic Conference (PAC),pac,28,29.964285714285715,5.82,3.71,3.14,2.04,0.0,2.142857142857143,-0.089030056298085,75
52,1563,2025-26,Lucas Stanley,Westminster,G,Presidents Athletic Conference (PAC),pac,29,21.24137931034483,7.62,2.69,0.66,1.0,0.21,0.4137931034482758,-0.1740607760081607,74
53,1622,2025-26,Colton Martin,Grove City,F,Presidents Athletic Conference (PAC),pac,26,23.076923076923077,7.38,4.54,1.08,0.96,0.27,1.3076923076923077,-0.3062033795166251,74
54,1714,2025-26,Casey Keesee,Waynesburg,G,Presidents Athletic Conference (PAC),pac,19,24.473684210526315,10.21,2.63,2.42,0.68,0.0,2.210526315789474,-0.5340103997734791,72
55,1718,2025-26,Terek Crosby,Saint Vincent,G,Presidents Athletic Conference (PAC),pac,26,19.46153846153846,9.46,2.15,0.92,0.69,0.12,1.0384615384615383,-0.5441970411793459,72
56,1758,2025-26,Mike Iuzzolino,Saint Vincent,G,Presidents Athletic Conference (PAC),pac,24,23.0,9.42,2.04,1.13,0.83,0.04,1.25,-0.6619878199801701,72
57,1760,2025-26,Kenny Ermat,Thiel,F,Presidents Athletic Conference (PAC),pac,24,21.041666666666668,6.46,5.17,1.33,0.75,0.5,1.7083333333333333,-0.6676151529299995,72
58,1766,2025-26,Austin Matthews,Geneva,C,Presidents Athletic Conference (PAC),pac,26,22.923076923076923,7.96,5.65,0.58,0.46,0.27,1.4615384615384617,-0.675998354220753,72
59,1796,2025-26,Aiden Townsend,Franciscan,F,Presidents Athletic Conference (PAC),pac,27,17.703703703703702,6.33,2.7,0.89,0.63,1.04,1.1851851851851851,-0.7271253999220099,71
60,1802,2025-26,Max Wallace,Allegheny,0,Presidents Athletic Conference (PAC),pac,26,20.653846153846153,6.69,3.35,0.85,0.5,0.65,0.9615384615384616,-0.7531233801232113,71
61,1804,2025-26,Das Sanders,Thiel,F,Presidents Athletic Conference (PAC),pac,24,24.125,7.75,4.63,1.08,0.58,0.42,1.7083333333333333,-0.7556164694254186,71
62,1872,2025-26,Scott Bilovus,Waynesburg,G,Presidents Athletic Conference (PAC),pac,24,22.5,8.75,2.46,0.46,0.54,0.17,0.8333333333333334,-0.898501952787265,70
63,1935,2025-26,Brock Makrancy,Hiram,F,Presidents Athletic Conference (PAC),pac,25,26.16,8.12,2.96,1.36,0.44,0.12,1.28,-1.050040992531002,69
64,1974,2025-26,Anthony Covetta,Franciscan,G,Presidents Athletic Conference (PAC),pac,27,15.62962962962963,8.81,1.96,0.44,0.41,0.11,0.7037037037037037,-1.1260996858622372,69
65,1990,2025-26,Alec Srock,Geneva,F,Presidents Athletic Conference (PAC),pac,26,22.923076923076923,7.04,5.19,0.81,0.54,0.08,1.3846153846153846,-1.1549605297161671,69
66,2095,2025-26,Josh Martin,Hiram,G,Presidents Athletic Conference (PAC),pac,19,23.210526315789473,6.21,2.89,2.21,0.74,0.0,1.4736842105263157,-1.3865525101808227,67
67,2200,2025-26,Dushawn Hill,Hiram,G,Presidents Athletic Conference (PAC),pac,24,14.791666666666666,6.54,1.83,1.67,0.46,0.04,0.9583333333333334,-1.6340137049349566,66
68,2219,2025-26,Manuel Devora Violan,Hiram,G,Presidents Athletic Conference (PAC),pac,26,14.73076923076923,6.04,2.31,1.08,0.88,0.23,1.1923076923076923,-1.671663245941922,66
69,2235,2025-26,Caleb Haller,Grove City,G,Presidents Athletic Conference (PAC),pac,26,19.0,3.62,4.15,1.96,0.65,0.31,1.3076923076923077,-1.704387333040516,65
70,2254,2025-26,John DiCecco,Thiel,F,Presidents Athletic Conference (PAC),pac,23,23.956521739130434,7.35,2.91,0.91,0.39,0.3,1.4782608695652173,-1.7392040956389407,65
71,2263,2025-26,Mikey Smith,Waynesburg,G,Presidents Athletic Conference (PAC),pac,18,17.72222222222222,4.11,4.83,0.83,0.61,0.28,1.0,-1.7480081195794106,65
72,2304,2025-26,Easton Fulmer,Chatham,G,Presidents Athletic Conference (PAC),pac,27,15.37037037037037,6.93,2.04,0.85,0.26,0.22,0.8888888888888888,-1.8350506441986565,64
73,2375,2025-26,Malachi Rose-Burton,Franciscan,G,Presidents Athletic Conference (PAC),pac,27,18.48148148148148,3.19,2.48,1.63,0.56,0.22,0.4814814814814814,-1.9771518879971777,63
74,2412,2025-26,Avery Scott,Hiram,G,Presidents Athletic Conference (PAC),pac,10,17.7,6.7,2.9,0.8,0.6,0.3,1.6,-2.0207978144894594,63
75,2419,2025-26,Jaden Stewart,Bethany,G,Presidents Athletic Conference (PAC),pac,25,11.48,5.28,1.84,0.24,0.52,0.28,0.32,-2.036834258436415,63
76,2432,2025-26,Nathan Richards,Franciscan,G,Presidents Athletic Conference (PAC),pac,27,18.48148148148148,4.63,1.52,1.67,0.74,0.11,0.8518518518518519,-2.0637110807761188,63
77,2459,2025-26,Drew Collins,Grove City,G,Presidents Athletic Conference (PAC),pac,12,18.25,5.5,2.25,0.92,0.33,0.42,1.0,-2.1156091172612843,62
78,2478,2025-26,Semaj Marshall,Bethany,G,Presidents Athletic Conference (PAC),pac,24,19.958333333333332,5.25,2.46,2.71,1.25,0.08,2.5,-2.157505262302632,62
79,2549,2025-26,Lincoln Brockmeyer,Allegheny,0,Presidents Athletic Conference (PAC),pac,22,15.818181818181818,6.23,2.91,0.27,0.64,0.05,1.0909090909090908,-2.2833509677996453,61
80,2550,2025-26,Zach Genther,Chatham,G,Presidents Athletic Conference (PAC),pac,26,19.192307692307693,5.31,1.35,1.73,0.5,0.08,1.0384615384615383,-2.2854187473183982,61
81,2603,2025-26,Grant Barnhart,Waynesburg,G,Presidents Athletic Conference (PAC),pac,25,17.56,4.84,2.76,0.44,0.24,0.36,0.72,-2.3890683960114365,60
82,2605,2025-26,Jack Agema,Hiram,G,Presidents Athletic Conference (PAC),pac,24,16.75,5.17,1.5,1.71,0.71,0.0,1.2083333333333333,-2.3911478525184116,60
83,2655,2025-26,Volodymyr Trotsko,Franciscan,F,Presidents Athletic Conference (PAC),pac,25,12.2,4.12,3.12,0.8,0.24,0.04,0.48,-2.467135768576827,60
84,2668,2025-26,Sam Norfleet IV,Chatham,G,Presidents Athletic Conference (PAC),pac,25,21.04,5.12,1.48,1.6,0.56,0.04,1.12,-2.491811583633634,60
85,2733,2025-26,Nick Colucci,W&J,G,Presidents Athletic Conference (PAC),pac,20,11.4,3.15,2.25,0.8,1.25,0.1,0.95,-2.6334186974656104,59
86,2765,2025-26,Eli Teslovich,Allegheny,0,Presidents Athletic Conference (PAC),pac,26,15.615384615384617,5.12,1.77,1.54,0.54,0.0,1.3076923076923077,-2.713359419170197,58
87,2877,2025-26,Demetrius Rivers,Waynesburg,G,Presidents Athletic Conference (PAC),pac,16,14.8125,2.75,3.13,0.88,0.63,0.88,1.75,-2.9471076611620894,57
88,2907,2025-26,Duncan Spalding,Saint Vincent,F,Presidents Athletic Conference (PAC),pac,25,10.76,3.48,2.48,0.4,0.36,0.16,0.52,-3.006649087511819,56
89,2964,2025-26,Donovan Raikes,Waynesburg,F,Presidents Athletic Conference (PAC),pac,19,12.052631578947368,1.74,2.68,0.32,0.16,0.68,0.4210526315789473,-3.1399805069514786,56
90,2976,2025-26,Ryan Edwards,Geneva,G,Presidents Athletic Conference (PAC),pac,26,19.03846153846154,4.15,1.62,1.35,0.65,0.0,1.2692307692307692,-3.153369030534111,55
91,2987,2025-26,Anderson Skelton,Grove City,G,Presidents Athletic Conference (PAC),pac,24,13.0,2.42,1.71,0.63,0.54,0.46,0.6666666666666666,-3.17197362417596,55
92,3002,2025-26,TJ Jenkins,Bethany,G,Presidents Athletic Conference (PAC),pac,20,11.1,1.45,2.5,1.25,0.4,0.25,0.6,-3.220334446742383,55
93,3005,2025-26,Liam Gopalakrishna,Hiram,G,Presidents Athletic Conference (PAC),pac,26,11.615384615384617,4.04,1.12,0.46,0.35,0.04,0.3846153846153846,-3.226249431113195,55
94,3072,2025-26,Zech Lilly,Thiel,F,Presidents Athletic Conference (PAC),pac,21,10.761904761904765,2.38,2.86,0.1,0.19,0.29,0.3809523809523809,-3.3842326696837066,54
95,3084,2025-26,Logan Lentz,Thiel,G,Presidents Athletic Conference (PAC),pac,23,13.565217391304348,2.91,2.09,0.61,0.65,0.3,1.0869565217391304,-3.415726255697733,54
96,3123,2025-26,Donovan Callahan,Chatham,G,Presidents Athletic Conference (PAC),pac,25,13.12,3.44,2.36,0.68,0.28,0.16,1.04,-3.545897967256713,53
97,3132,2025-26,Jaxon Hendershott,Westminster,G,Presidents Athletic Conference (PAC),pac,29,13.482758620689657,3.28,1.1,0.79,0.17,0.0,0.3793103448275862,-3.558891104257371,53
98,3144,2025-26,Mitchell Wiechecki,Hiram,0,Presidents Athletic Conference (PAC),pac,18,12.11111111111111,3.39,2.17,0.78,0.28,0.11,1.0,-3.587020652247604,53
99,3172,2025-26,Josh Book,Grove City,F,Presidents Athletic Conference (PAC),pac,21,12.476190476190476,2.38,2.76,0.95,0.19,0.05,0.8571428571428571,-3.6965654513153767,53
100,3205,2025-26,Owen Maddalon,Allegheny,*,Presidents Athletic Conference (PAC),pac,26,14.73076923076923,1.19,2.38,0.73,0.62,0.08,0.6538461538461539,-3.786729680229367,52
101,3214,2025-26,Liam Conklin,Grove City,F,Presidents Athletic Conference (PAC),pac,26,12.576923076923077,1.96,2.0,0.85,0.58,0.12,0.9230769230769232,-3.8072185374026337,52
102,3235,2025-26,David Olinger,Grove City,F,Presidents Athletic Conference (PAC),pac,22,12.181818181818182,0.82,1.41,1.18,0.59,0.14,0.5909090909090909,-3.866489828688897,52
103,3267,2025-26,Tayt Lucas,Geneva,G,Presidents Athletic Conference (PAC),pac,26,11.846153846153848,2.92,0.85,0.42,0.38,0.0,0.5,-3.97750007319972,52
104,3293,2025-26,Kyle Heaton,Hiram,F,Presidents Athletic Conference (PAC),pac,23,11.73913043478261,1.61,1.57,0.52,0.22,0.3,0.5652173913043478,-4.052992109993478,51
105,3321,2025-26,Owen Wolf,Grove City,F,Presidents Athletic Conference (PAC),pac,26,10.461538461538462,2.08,1.58,0.5,0.08,0.12,0.5,-4.1635330730236815,51
106,3350,2025-26,Lasse Bungart,Chatham,F,Presidents Athletic Conference (PAC),pac,18,10.22222222222222,1.39,1.72,0.67,0.22,0.06,0.6666666666666666,-4.41823491997862,50
