conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,field_goals_made,field_goals_attempted,three_points_made,three_points_attempted,free_throws_attempted,free_throws_made,points_scored,blocked_shots,steals,assists,minutes_played,offensive_rebounds,defensive_rebounds,total_rebounds,personal_fouls,technical_fouls,turnovers,disqualifications,deadballs,field_goals_pct,three_points_pct,free_throws_pct,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocked_shots_per_game,turnovers_per_game,composite_score,global_rank,rating
centennial_conference,Centennial Conference,2025-26,wbb,Gettysburg,"Standish,Adeline",0,F,24,27,8,77,126,0,0,26,21,175,32,13,18,434,58,84,142,41,0,17,1,0,0.61,0.0,0.81,6.48,5.26,0.67,0.48,1.19,0.6296296296296297,3.8453007337602823,943,75
ll,Liberty League (LL),2025-26,wbb,Ithaca,"McNamara,Grace",0,G,21,25,19,81,172,5,16,37,28,195,9,27,33,516,49,65,114,55,0,28,0,0,0.47,0.31,0.76,7.8,4.56,1.32,1.08,0.36,1.12,3.842095331692216,944,75
nescac,New England Small College Athletic Conference (NESCAC),2025-26,wbb,Middlebury,"Messina,Calie",0,G,5,24,24,78,223,40,129,31,26,222,3,25,32,712,14,82,96,30,0,33,0,0,0.35,0.31,0.84,9.25,4.0,1.33,1.04,0.13,1.375,3.8408821072953407,945,75
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wbb,Greenville,"Hipp,Rylee",0,,25,10,2,36,70,10,27,14,7,89,5,12,10,225,6,27,33,18,0,17,0,0,0.51,0.37,0.5,8.9,3.3,1.0,1.2,0.5,1.7,3.839921082444163,946,75
nac,North Atlantic Conference (NAC),2025-26,wbb,Husson ,"Martinez,Laela",0,G,32,26,26,73,218,31,85,50,31,208,0,55,91,787,23,72,95,54,0,79,1,0,0.33,0.36,0.62,8.0,3.65,3.5,2.12,0.0,3.0384615384615383,3.838101172685243,947,75
odac,Old Dominion Athletic Conference (ODAC),2025-26,wbb,Lynchburg,"Cason,Brooke",0,G,24,25,25,55,176,39,138,14,10,159,22,45,73,809,15,113,128,55,0,56,1,0,0.31,0.28,0.71,6.36,5.12,2.92,1.8,0.88,2.24,3.8321244457645687,948,75
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,wbb,UW-River Falls,"Anderson,Emily",0,F,11,27,22,80,201,47,134,52,35,242,16,17,22,674,19,73,92,22,0,18,0,0,0.4,0.35,0.67,8.96,3.41,0.81,0.63,0.59,0.6666666666666666,3.8287528127256154,949,75
ccc,Conference of New England (CCC),2025-26,wbb,University of New England,Gabby Soter,0,*,10,26,26,47,153,19,87,60,49,162,6,53,58,665,32,105,137,63,0,22,0,0,0.31,0.22,0.82,6.23,5.27,2.23,2.04,0.23,0.8461538461538461,3.825704935799008,950,75
nac,North Atlantic Conference (NAC),2025-26,wbb,Thomas,"Dagostino,Roxy",0,G,33,16,3,63,154,21,61,40,23,170,1,12,15,289,26,47,73,39,0,42,1,0,0.41,0.34,0.58,10.63,4.56,0.94,0.75,0.06,2.625,3.8237032779706217,951,75
landmark_conference,Landmark Conference,2025-26,wbb,Drew,Amy Rachilla,0,*,4,26,26,63,175,17,56,77,59,202,1,45,69,754,31,63,94,37,0,45,0,0,0.36,0.3,0.77,7.77,3.62,2.65,1.73,0.04,1.7307692307692308,3.819345953949216,952,75
umac,Upper Midwest Athletic Conference (UMAC),2025-26,wbb,UW-Superior,"Ferstl,Charlotte",0,F,11,27,26,96,186,0,2,22,18,210,14,8,34,501,78,112,190,50,0,58,0,0,0.52,0.0,0.82,7.78,7.04,1.26,0.3,0.52,2.1481481481481484,3.814202670176951,953,75
ncac,North Coast Athletic Conference (NCAC),2025-26,wbb,Oberlin,"Najmulski,Lily",0,G,13,24,24,83,220,46,127,17,14,226,1,31,64,818,29,63,92,31,0,78,0,0,0.38,0.36,0.82,9.42,3.83,2.67,1.29,0.04,3.25,3.812210744922266,954,75
nwc,Northwest Conference (NWC),2025-26,wbb,Pacific Lutheran ,"Williams,Lilli",0,*,10,23,23,87,247,17,60,61,41,232,2,31,26,721,22,80,102,35,0,58,0,0,0.35,0.28,0.67,10.09,4.43,1.13,1.35,0.09,2.5217391304347827,3.8115674194765146,955,75
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wbb,St. Norbert,"Hahn,Rose",0,G,5,26,26,87,229,24,84,52,35,233,9,31,54,721,29,70,99,54,0,63,1,0,0.38,0.29,0.67,8.96,3.81,2.08,1.19,0.35,2.423076923076923,3.8100273409826344,956,75
saa,Southern Athletic Association (SAA),2025-26,wbb,Sewanee,"Wright,Cydney",0,F,1,7,7,20,35,0,1,29,19,59,1,18,15,143,13,30,43,13,0,16,0,0,0.57,0.0,0.66,8.43,6.14,2.14,2.57,0.14,2.2857142857142856,3.8092682553828134,957,75
ncac,North Coast Athletic Conference (NCAC),2025-26,wbb,Wittenberg,"Buddenberg,Catherine",0,G,13,16,0,55,135,23,66,37,28,161,4,15,15,283,18,25,43,33,1,24,0,0,0.41,0.35,0.76,10.06,2.69,0.94,0.94,0.25,1.5,3.799874704170873,958,75
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,wbb,Clark,"Rios,Kailey",0,G,5,27,27,100,287,58,180,17,8,266,5,42,39,774,23,50,73,45,0,55,1,0,0.35,0.32,0.47,9.85,2.7,1.44,1.56,0.19,2.037037037037037,3.797087533708536,959,75
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,wbb,Bethel,"Littlefield,Macey",0,G,11,19,3,64,168,17,59,35,25,170,10,28,35,428,13,34,47,40,0,37,1,0,0.38,0.29,0.71,8.95,2.47,1.84,1.47,0.53,1.9473684210526316,3.7905655085693737,960,75
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,wbb,Lancaster Bible College,"Eufemia,Isabella",0,G,4,27,25,72,233,24,81,116,86,254,1,16,62,883,34,96,130,47,1,65,1,0,0.31,0.3,0.74,9.41,4.81,2.3,0.59,0.04,2.407407407407407,3.787177313053397,961,75
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,wbb,Calvin,"Sall,Lydia",0,F,25,24,11,59,116,0,0,38,21,139,47,24,39,501,33,84,117,56,0,44,2,0,0.51,0.0,0.55,5.79,4.88,1.63,1.0,1.96,1.8333333333333333,3.779625430055854,962,75
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,wbb,Penn State Brandywine,"Kemp,Jazmyn",0,F,11,26,26,62,208,0,0,99,44,168,28,39,10,624,101,124,225,98,2,38,11,0,0.3,0.0,0.44,6.46,8.65,0.38,1.5,1.08,1.4615384615384617,3.772902186235159,963,75
umac,Upper Midwest Athletic Conference (UMAC),2025-26,wbb,Minnesota Morris,"Perry,Grace",0,G,32,25,25,64,177,31,100,46,29,188,8,39,55,703,34,108,142,56,0,59,1,0,0.36,0.31,0.63,7.52,5.68,2.2,1.56,0.32,2.36,3.772741404397133,964,75
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wbb,Occidental,"Ko,Emily",0,G,0,24,5,72,177,28,77,32,25,197,4,44,63,547,21,49,70,48,0,57,0,0,0.41,0.36,0.78,8.21,2.92,2.63,1.83,0.17,2.375,3.7692770553980943,965,75
pac,Presidents Athletic Conference (PAC),2025-26,wbb,Thiel,"Stephens,Caitlin",0,F,8,19,14,49,116,0,0,56,38,136,10,13,6,423,54,104,158,34,0,21,0,0,0.42,0.0,0.68,7.16,8.32,0.32,0.68,0.53,1.105263157894737,3.768027840312856,966,75
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,wbb,Albion,"Baker,Payton",0,G,4,27,27,92,230,26,71,37,31,241,1,28,66,817,18,98,116,53,0,73,0,0,0.4,0.37,0.84,8.93,4.3,2.44,1.04,0.04,2.7037037037037037,3.766489675433707,967,75
oac,Ohio Athletic Conference (OAC),2025-26,wbb,Otterbein,"Rawlings,Abby",0,G,2,26,23,64,170,32,95,39,32,192,3,38,85,723,8,52,60,44,0,36,0,0,0.38,0.34,0.82,7.38,2.31,3.27,1.46,0.12,1.3846153846153846,3.7549974413472023,968,75
mwc,Midwest Conference (MWC),2025-26,wbb,Illinois Col.,"Stringer,Raegen",0,G,13,23,23,59,143,5,19,28,15,138,4,37,103,619,18,49,67,40,0,46,0,0,0.41,0.26,0.54,6.0,2.91,4.48,1.61,0.17,2.0,3.7488479509536816,969,75
ncac,North Coast Athletic Conference (NCAC),2025-26,wbb,John Carroll,"McKenney,Kaylie",0,F,22,28,2,87,154,0,0,28,20,194,5,26,42,473,51,94,145,26,0,29,0,0,0.56,0.0,0.71,6.93,5.18,1.5,0.93,0.18,1.0357142857142858,3.741570667127665,970,75
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,wbb,Babson,"Perreault,Chloe",0,F,13,27,27,78,211,39,125,17,13,208,10,17,33,681,47,121,168,29,0,29,0,0,0.37,0.31,0.76,7.7,6.22,1.22,0.63,0.37,1.0740740740740742,3.739036178059192,971,75
e8,Empire 8 (E8),2025-26,wbb,Russell Sage,Kyla Smith,0,*,10,26,23,79,241,39,124,47,34,231,9,20,58,838,24,105,129,37,0,68,0,0,0.33,0.31,0.72,8.88,4.96,2.23,0.77,0.35,2.6153846153846154,3.73640288734416,972,75
ncac,North Coast Athletic Conference (NCAC),2025-26,wbb,DePauw,"Allen,Tori",0,G,20,23,22,62,132,25,64,57,44,193,2,28,69,644,2,42,44,40,0,49,1,0,0.47,0.39,0.77,8.39,1.91,3.0,1.22,0.09,2.130434782608696,3.734791390410099,973,75
skyline_conference,Skyline Conference,2025-26,wbb,Mount Saint Mary,"Donato,Angelina",0,G,22,22,22,52,144,15,49,68,48,167,3,34,92,565,20,51,71,40,0,69,1,0,0.36,0.31,0.71,7.59,3.23,4.18,1.55,0.14,3.136363636363636,3.733317468198657,974,75
ll,Liberty League (LL),2025-26,wbb,RPI,"Hormazabal,Tyler",0,G,15,26,16,68,176,13,52,54,39,188,5,74,58,685,28,77,105,47,0,64,0,0,0.39,0.25,0.72,7.23,4.04,2.23,2.85,0.19,2.4615384615384617,3.73203037700045,975,75
landmark_conference,Landmark Conference,2025-26,wbb,Scranton,"Talutto,Sophia",0,G,2,27,2,77,199,21,87,26,21,196,19,58,53,500,8,37,45,46,0,25,1,0,0.39,0.24,0.81,7.26,1.67,1.96,2.15,0.7,0.925925925925926,3.731546359574853,976,75
umac,Upper Midwest Athletic Conference (UMAC),2025-26,wbb,North Central,"Serapio,Kaye",0,G,2,14,2,37,83,3,20,48,38,115,0,19,30,308,25,42,67,31,0,35,1,0,0.45,0.15,0.79,8.21,4.79,2.14,1.36,0.0,2.5,3.709470523884096,977,75
pac,Presidents Athletic Conference (PAC),2025-26,wbb,Westminster,"Grexa,Katie",0,G,34,26,23,77,195,0,7,42,29,183,24,40,29,538,59,123,182,48,0,62,0,0,0.39,0.0,0.69,7.04,7.0,1.12,1.54,0.92,2.3846153846153846,3.709339980720957,978,75
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wbb,Spalding,"Russell,A'Nieja",0,G,4,10,8,26,74,11,36,45,29,92,2,10,22,264,10,25,35,28,0,23,1,0,0.35,0.31,0.64,9.2,3.5,2.2,1.0,0.2,2.3,3.707800492080352,979,74
mac,Middle Atlantic Conferences (MAC),2025-26,wbb,King's,"Aufiero,Claire",0,F,25,23,23,56,149,2,14,70,44,158,17,23,45,620,67,100,167,37,0,58,0,0,0.38,0.14,0.63,6.87,7.26,1.96,1.0,0.74,2.5217391304347827,3.7009575065048104,980,74
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wbb,Occidental,"Tokeshi,Dara",0,G,4,24,24,67,187,25,77,49,40,199,4,29,56,859,17,30,47,48,0,22,0,0,0.36,0.32,0.82,8.29,1.96,2.33,1.21,0.17,0.9166666666666666,3.699120824758369,981,74
landmark_conference,Landmark Conference,2025-26,wbb,Susquehanna,"Weyant,Sydney",0,G,11,26,26,83,205,40,120,27,25,231,13,14,38,800,21,64,85,25,0,33,0,0,0.4,0.33,0.93,8.88,3.27,1.46,0.54,0.5,1.2692307692307692,3.693625301797863,982,74
mac,Middle Atlantic Conferences (MAC),2025-26,wbb,York,"Grim,Breana",0,G,21,25,24,73,215,33,96,78,64,243,14,33,41,783,11,73,84,49,0,72,0,0,0.34,0.34,0.82,9.72,3.36,1.64,1.32,0.56,2.88,3.678404756487714,983,74
centennial_conference,Centennial Conference,2025-26,wbb,Franklin & Marshall,"McCrea,Kayla",0,G,15,25,25,76,216,18,66,52,41,211,8,31,44,728,37,53,90,34,0,38,1,0,0.35,0.27,0.79,8.44,3.6,1.76,1.24,0.32,1.52,3.677939037423703,984,74
e8,Empire 8 (E8),2025-26,wbb,Elmira,"Miller,Lauren",0,G,10,26,24,92,244,57,158,20,9,250,10,23,58,654,11,48,59,28,0,63,1,0,0.38,0.36,0.45,9.62,2.27,2.23,0.88,0.38,2.423076923076923,3.676503154986992,985,74
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wbb,Pomona-Pitzer,"Lee,Emily",0,G,21,28,28,101,283,58,174,33,22,282,3,28,27,648,17,68,85,30,0,44,0,0,0.36,0.33,0.67,10.07,3.04,0.96,1.0,0.11,1.5714285714285714,3.6721776691414254,986,74
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wbb,Augustana,"Melton,Paige",0,G,30,25,25,83,197,8,29,80,56,230,1,21,38,795,35,86,121,32,0,59,0,0,0.42,0.28,0.7,9.2,4.84,1.52,0.84,0.04,2.36,3.65912570119267,987,74
nescac,New England Small College Athletic Conference (NESCAC),2025-26,wbb,Middlebury,"Stuart,Gabby",0,G,11,23,23,61,181,10,55,69,55,187,10,44,32,607,28,58,86,38,0,37,1,0,0.34,0.18,0.8,8.13,3.74,1.39,1.91,0.43,1.608695652173913,3.65743850020362,988,74
mac,Middle Atlantic Conferences (MAC),2025-26,wbb,Hood,"Gordon,Maya",0,G,4,18,16,63,153,7,27,39,30,163,3,28,53,547,14,60,74,20,1,75,0,0,0.41,0.26,0.77,9.06,4.11,2.94,1.56,0.17,4.166666666666667,3.6563976952388417,989,74
nwc,Northwest Conference (NWC),2025-26,wbb,Linfield,"Solt,Amelia",0,G,10,26,26,78,219,46,136,44,36,238,2,46,46,646,11,42,53,28,0,44,0,0,0.36,0.34,0.82,9.15,2.04,1.77,1.77,0.08,1.6923076923076923,3.6548923849559434,990,74
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wbb,Bluffton,"Niekamp,Karlie",0,F,10,25,19,98,238,5,15,56,33,234,12,10,19,596,50,77,127,57,0,48,2,0,0.41,0.33,0.59,9.36,5.08,0.76,0.4,0.48,1.92,3.6541760446738625,991,74
uaa,University Athletic Association (UAA),2025-26,wbb,Emory,"Allen,Riley",0,G,5,12,0,38,98,29,80,8,5,110,5,3,9,196,6,42,48,12,0,10,0,0,0.39,0.36,0.63,9.17,4.0,0.75,0.25,0.42,0.8333333333333334,3.6497813766675273,992,74
nescac,New England Small College Athletic Conference (NESCAC),2025-26,wbb,Amherst,"Tranum,Anna",0,*,10,23,21,66,163,12,36,43,36,180,6,29,34,540,26,69,95,63,0,26,2,0,0.4,0.33,0.84,7.83,4.13,1.48,1.26,0.26,1.1304347826086956,3.644555983175803,993,74
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wbb,Edgewood,"Gunderson,Kate",0,G,12,20,5,60,158,9,46,85,67,196,1,12,32,429,31,63,94,47,0,52,1,0,0.38,0.2,0.79,9.8,4.7,1.6,0.6,0.05,2.6,3.6438780648308815,994,74
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wbb,MUW,"Wilson,Fantasia",0,G,5,22,22,49,170,1,16,103,65,164,6,66,78,693,35,79,114,63,0,102,2,0,0.29,0.06,0.63,7.45,5.18,3.55,3.0,0.27,4.636363636363637,3.6436019760062193,995,74
oac,Ohio Athletic Conference (OAC),2025-26,wbb,Muskingum,"Baney,McKenna",0,F,12,25,24,79,183,13,60,93,64,235,2,22,31,597,34,53,87,69,0,43,2,0,0.43,0.22,0.69,9.4,3.48,1.24,0.88,0.08,1.72,3.6274184501231823,996,74
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wbb,MSOE,"Chokshi,Mahima",0,G,4,23,23,67,180,18,59,46,35,187,8,40,69,601,7,48,55,47,0,60,0,0,0.37,0.31,0.76,8.13,2.39,3.0,1.74,0.35,2.608695652173913,3.627263519627877,997,74
nescac,New England Small College Athletic Conference (NESCAC),2025-26,wbb,Bowdoin,"Belardi,Maria",0,G,12,26,26,76,215,45,139,36,18,215,15,26,38,634,20,76,96,39,0,33,0,0,0.35,0.32,0.5,8.27,3.69,1.46,1.0,0.58,1.2692307692307692,3.6221170254842536,998,74
landmark_conference,Landmark Conference,2025-26,wbb,Drew,Gianna Pica,0,0,14,26,25,91,232,18,56,47,30,230,10,26,21,626,20,88,108,47,0,35,0,0,0.39,0.32,0.64,8.85,4.15,0.81,1.0,0.38,1.3461538461538465,3.61824684958488,999,74
asc,American Southwest Conference (ASC),2025-26,wbb,Mary Hardin-Baylor,"Fowler,Amillion",0,F,22,19,12,63,174,21,68,59,44,191,0,24,28,452,27,68,95,33,0,64,1,0,0.36,0.31,0.75,10.05,5.0,1.47,1.26,0.0,3.3684210526315788,3.61115209297283,1000,74
njac,New Jersey Athletic Conference (NJAC),2025-26,wbb,Kean,"Mercedes,Erika",0,G,11,18,8,74,188,6,22,46,29,183,10,36,33,424,20,56,76,26,1,90,1,0,0.39,0.27,0.63,10.17,4.22,1.83,2.0,0.56,5.0,3.60991046034285,1001,74
centennial_conference,Centennial Conference,2025-26,wbb,Johns Hopkins,"Collins,Emily",0,F,24,26,7,65,138,0,3,66,45,175,11,9,16,501,87,116,203,36,0,22,0,0,0.47,0.0,0.68,6.73,7.81,0.62,0.35,0.42,0.8461538461538461,3.5936979682336583,1002,74
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wbb,Eureka,"Hadley,Lailah",0,G,5,13,13,46,165,7,49,28,13,112,3,22,66,473,8,50,58,19,0,77,1,0,0.28,0.14,0.46,8.62,4.46,5.08,1.69,0.23,5.923076923076923,3.587796248792136,1003,74
pac,Presidents Athletic Conference (PAC),2025-26,wbb,Saint Vincent,"Peffer,Emerson",0,F,33,28,0,85,164,0,3,44,35,205,11,35,34,516,65,88,153,48,0,53,0,0,0.52,0.0,0.8,7.32,5.46,1.21,1.25,0.39,1.8928571428571428,3.583649889673892,1004,74
lec,Little East Conference (LEC),2025-26,wbb,Rhode Island College,"Yekelchik,Jaina",0,G,14,26,26,82,212,31,99,33,26,221,5,30,56,875,22,80,102,39,0,60,1,0,0.39,0.31,0.79,8.5,3.92,2.15,1.15,0.19,2.3076923076923075,3.5816460528865135,1005,74
centennial_conference,Centennial Conference,2025-26,wbb,Gettysburg,"Hopkins,Kimberly",0,G,11,27,27,94,246,8,30,61,48,244,14,20,39,600,37,75,112,37,0,59,0,0,0.38,0.27,0.79,9.04,4.15,1.44,0.74,0.52,2.185185185185185,3.580982174391009,1006,74
landmark_conference,Landmark Conference,2025-26,wbb,Juniata,"Gerdich,Laney",0,C,31,25,25,81,189,0,2,71,51,213,8,12,27,661,49,89,138,40,0,44,0,0,0.43,0.0,0.72,8.52,5.52,1.08,0.48,0.32,1.76,3.5799727197037483,1007,74
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wbb,MUW,"Smith,Jakayla",0,G,2,24,24,74,201,15,62,61,44,207,3,64,24,780,38,55,93,62,0,57,2,0,0.37,0.24,0.72,8.63,3.88,1.0,2.67,0.13,2.375,3.5762278782041887,1008,74
nescac,New England Small College Athletic Conference (NESCAC),2025-26,wbb,Conn. College,"Thompson,Hayle",0,C,30,25,24,61,121,0,0,26,19,141,38,7,24,583,33,143,176,35,0,30,0,0,0.5,0.0,0.73,5.64,7.04,0.96,0.28,1.52,1.2,3.5745375533252552,1009,74
centennial_conference,Centennial Conference,2025-26,wbb,Johns Hopkins,"Knudson,Lauren",0,G,3,26,25,93,228,44,133,29,23,253,6,19,28,559,6,41,47,26,0,27,0,0,0.41,0.33,0.79,9.73,1.81,1.08,0.73,0.23,1.0384615384615383,3.5686020747412996,1010,74
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,wbb,Hamline,"Schmidt,Josie",0,G,13,26,0,64,125,3,27,49,31,162,13,72,63,574,37,37,74,41,0,58,0,0,0.51,0.11,0.63,6.23,2.85,2.42,2.77,0.5,2.230769230769231,3.56659694622589,1011,74
umac,Upper Midwest Athletic Conference (UMAC),2025-26,wbb,Crown,"Cotten,Sydney",0,G,3,26,25,77,256,19,74,75,43,216,6,55,54,893,37,72,109,58,0,70,0,0,0.3,0.26,0.57,8.31,4.19,2.08,2.12,0.23,2.6923076923076925,3.5662206562802967,1012,74
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,wbb,UW-Stout,"Rybacki,Julia",0,G,10,24,7,89,178,3,8,55,30,211,6,32,23,387,42,33,75,59,0,41,3,0,0.5,0.38,0.55,8.79,3.13,0.96,1.33,0.25,1.7083333333333333,3.556041838860322,1013,74
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wbb,Hanover,"Ernstes,Lily",0,G,12,26,26,78,141,1,3,35,24,181,25,18,27,726,58,67,125,62,0,37,1,0,0.55,0.33,0.69,6.96,4.81,1.04,0.69,0.96,1.4230769230769231,3.5393132186599656,1014,74
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,wbb,Hamline,"Cooper,Lauren",0,G,2,26,25,79,196,38,109,39,22,218,0,52,55,606,13,40,53,34,0,48,1,0,0.4,0.35,0.56,8.38,2.04,2.12,2.0,0.0,1.8461538461538465,3.519826210814112,1015,74
saa,Southern Athletic Association (SAA),2025-26,wbb,Centre,"Miles,Tessa",0,G,2,22,0,66,172,8,33,66,51,191,2,31,24,375,31,29,60,29,0,19,0,0,0.38,0.24,0.77,8.68,2.73,1.09,1.41,0.09,0.8636363636363636,3.516285703255195,1016,74
e8,Empire 8 (E8),2025-26,wbb,Nazareth,"Kelly,Madalyn",0,G,13,20,16,68,170,25,98,26,19,180,8,17,31,496,17,31,48,20,0,30,0,0,0.4,0.26,0.73,9.0,2.4,1.55,0.85,0.4,1.5,3.5134337700615426,1017,74
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,wbb,Coast Guard,"Lynch,Taylor",0,G,5,26,26,70,182,20,81,16,11,171,4,32,99,748,28,90,118,35,0,68,0,0,0.38,0.25,0.69,6.58,4.54,3.81,1.23,0.15,2.6153846153846154,3.511721905800862,1018,74
e8,Empire 8 (E8),2025-26,wbb,St. John Fisher,Valerosa Gambitta,0,*,12,26,25,76,189,11,61,40,29,192,13,34,51,761,36,93,129,61,0,58,1,0,0.4,0.18,0.73,7.38,4.96,1.96,1.31,0.5,2.230769230769231,3.508969378018713,1019,74
nac,North Atlantic Conference (NAC),2025-26,wbb,SUNY Cobleskill,"Bonczkowski,Hannah",0,G,5,26,5,95,292,42,174,40,29,261,4,30,20,513,12,57,69,41,0,38,2,0,0.33,0.24,0.73,10.04,2.65,0.77,1.15,0.15,1.4615384615384617,3.500142438735516,1020,74
arc,American Rivers Conference (ARC),2025-26,wbb,Luther,"Panka,Abigail",0,F,32,27,27,84,228,10,40,76,52,230,9,19,21,606,51,98,149,53,0,40,2,0,0.37,0.25,0.68,8.52,5.52,0.78,0.7,0.33,1.4814814814814814,3.4998639590872433,1021,74
pac,Presidents Athletic Conference (PAC),2025-26,wbb,Geneva,"Ulmer,Anna",0,F,25,26,24,81,222,18,65,38,30,210,23,25,22,506,60,110,170,87,0,66,5,0,0.36,0.28,0.79,8.08,6.54,0.85,0.96,0.88,2.5384615384615383,3.496721184773496,1022,74
ccc,Conference of New England (CCC),2025-26,wbb,Roger Williams University,"Clark,Lilli",0,F,32,26,25,80,192,0,4,69,47,207,6,23,24,648,74,104,178,41,0,54,0,0,0.42,0.0,0.68,7.96,6.85,0.92,0.88,0.23,2.076923076923077,3.4962480295529583,1023,74
odac,Old Dominion Athletic Conference (ODAC),2025-26,wbb,Roanoke College,"Breuer,Paige",0,G,15,25,24,93,239,39,104,34,32,257,0,20,45,709,20,46,66,40,0,66,1,0,0.39,0.38,0.94,10.28,2.64,1.8,0.8,0.0,2.64,3.4938865317050354,1024,74
ncac,North Coast Athletic Conference (NCAC),2025-26,wbb,Kenyon,"Hardy,Anissa",0,C,31,25,19,71,163,0,1,75,53,195,20,17,15,458,59,95,154,69,0,46,1,0,0.44,0.0,0.71,7.8,6.16,0.6,0.68,0.8,1.84,3.4872505617683753,1025,74
umac,Upper Midwest Athletic Conference (UMAC),2025-26,wbb,Northwestern,"Blom,Marin",0,G,32,24,24,73,177,15,56,45,31,192,2,33,68,657,18,96,114,41,0,80,3,0,0.41,0.27,0.69,8.0,4.75,2.83,1.38,0.08,3.3333333333333335,3.4869524134625656,1026,74
landmark_conference,Landmark Conference,2025-26,wbb,Susquehanna,"Greek,Annie",0,G,15,26,26,83,230,45,140,71,55,266,6,18,39,687,15,48,63,54,0,57,0,0,0.36,0.32,0.77,10.23,2.42,1.5,0.69,0.23,2.1923076923076925,3.4851975304166407,1027,74
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wbb,Chapman,"Nitao,Makena",0,G,33,27,2,101,289,15,58,77,59,276,3,24,54,687,30,31,61,42,0,71,0,0,0.35,0.26,0.77,10.22,2.26,2.0,0.89,0.11,2.6296296296296298,3.48516012086562,1028,74
mwc,Midwest Conference (MWC),2025-26,wbb,Cornell College,"Jorgensen,Heidi",0,G,22,25,25,75,243,49,186,50,39,238,4,29,30,719,5,83,88,57,0,46,2,0,0.31,0.26,0.78,9.52,3.52,1.2,1.16,0.16,1.84,3.4737795594145453,1029,74
umac,Upper Midwest Athletic Conference (UMAC),2025-26,wbb,North Central,"Lindsay,Jackie",0,G,4,27,27,63,183,26,82,28,20,172,4,44,68,816,28,149,177,61,0,62,1,0,0.34,0.32,0.71,6.37,6.56,2.52,1.63,0.15,2.2962962962962963,3.471700783798263,1030,74
pac,Presidents Athletic Conference (PAC),2025-26,wbb,Waynesburg,"Henkins,Mia",0,G,31,24,23,82,205,41,122,27,23,228,0,19,36,576,12,30,42,36,0,27,0,0,0.4,0.34,0.85,9.5,1.75,1.5,0.79,0.0,1.125,3.470408002990641,1031,74
ccc,Conference of New England (CCC),2025-26,wbb,University of Hartford,"Shenloogian,Allie",0,G,13,27,9,85,198,7,35,65,45,222,0,39,44,735,20,101,121,71,0,59,1,0,0.43,0.2,0.69,8.22,4.48,1.63,1.44,0.0,2.185185185185185,3.464799591229534,1032,74
oac,Ohio Athletic Conference (OAC),2025-26,wbb,Mount Union,"Evanich,Chelsea",0,F,11,27,26,85,180,15,46,42,37,222,7,29,30,525,42,61,103,33,0,39,0,0,0.47,0.33,0.88,8.22,3.81,1.11,1.07,0.26,1.4444444444444444,3.463914257852459,1033,74
asc,American Southwest Conference (ASC),2025-26,wbb,East Texas Baptist,"Keith,Marley",0,G,2,25,24,81,194,31,87,67,46,239,3,37,60,779,9,50,59,45,0,85,1,0,0.42,0.36,0.69,9.56,2.36,2.4,1.48,0.12,3.4,3.4619241974758963,1034,74
saa,Southern Athletic Association (SAA),2025-26,wbb,Oglethorpe,"Foster,Sheraton",0,G,23,26,16,64,203,21,77,115,80,229,2,50,46,658,30,43,73,55,0,53,1,0,0.32,0.27,0.7,8.81,2.81,1.77,1.92,0.08,2.0384615384615383,3.4593254948514423,1035,74
