conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,field_goals_made,field_goals_attempted,three_points_made,three_points_attempted,free_throws_attempted,free_throws_made,points_scored,blocked_shots,steals,assists,minutes_played,offensive_rebounds,defensive_rebounds,total_rebounds,personal_fouls,technical_fouls,turnovers,disqualifications,deadballs,field_goals_pct,three_points_pct,free_throws_pct,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocked_shots_per_game,turnovers_per_game,composite_score,global_rank,rating
umac,Upper Midwest Athletic Conference (UMAC),2025-26,wbb,Martin Luther,"Adams,Josslin",0,G,12,9,0,2,19,0,6,8,6,10,0,1,1,54,7,1,8,2,0,5,0,0,0.11,0.0,0.75,1.11,0.89,0.11,0.11,0.0,0.5555555555555556,-3.0271470314207107,4924,44
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wbb,Anderson,"Custer,Taylor",0,G,5,16,0,5,21,3,14,2,2,15,0,4,1,78,2,6,8,14,0,5,0,0,0.24,0.21,1.0,0.94,0.5,0.06,0.25,0.0,0.3125,-3.0275604051638827,4925,44
saa,Southern Athletic Association (SAA),2025-26,wbb,Rhodes,"Caviness,Omaida",0,G,3,15,0,4,19,0,2,10,6,14,2,4,2,76,1,10,11,10,0,8,0,0,0.21,0.0,0.6,0.93,0.73,0.13,0.27,0.13,0.5333333333333333,-3.028309543172196,4926,44
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wbb,Lyon,"Gore,Carsyn",0,G,1,16,0,5,21,3,13,4,2,15,0,3,6,66,2,8,10,5,0,11,0,0,0.24,0.23,0.5,0.94,0.63,0.38,0.19,0.0,0.6875,-3.032065207657151,4927,44
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,wbb,Kalamazoo,"Boyea,Ella",0,G,23,16,1,5,15,1,9,1,1,12,0,6,2,88,1,8,9,11,0,13,0,0,0.33,0.11,1.0,0.75,0.56,0.13,0.38,0.0,0.8125,-3.0336660589036684,4928,44
uaa,University Athletic Association (UAA),2025-26,wbb,Rochester,Allison Dauer,0,0,12,9,0,2,8,0,6,2,1,5,1,1,1,26,2,1,3,5,0,5,0,0,0.25,0.0,0.5,0.56,0.33,0.11,0.11,0.11,0.5555555555555556,-3.034131951554199,4929,44
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wbb,Wisconsin Lutheran,"Guarascio,Gianna",0,G,7,10,0,2,9,1,5,0,0,5,1,0,3,43,1,7,8,4,0,1,0,0,0.22,0.2,0.0,0.5,0.8,0.3,0.0,0.1,0.1,-3.035215714254303,4930,44
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,wbb,Saint Mary's,"Schrock,Kenadie",0,G,30,10,0,4,16,1,4,0,0,9,0,1,2,38,4,0,4,6,0,3,0,0,0.25,0.25,0.0,0.9,0.4,0.2,0.1,0.0,0.3,-3.0355658315799428,4931,44
ll,Liberty League (LL),2025-26,wbb,Union,"O'Keefe,Anna",0,G,3,15,0,3,9,1,4,4,1,8,1,3,6,108,2,6,8,6,0,12,0,0,0.33,0.25,0.25,0.53,0.53,0.4,0.2,0.07,0.8,-3.0372934348322547,4932,44
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wbb,Concordia Wisconsin,"Zeck,Bella",0,F,23,7,0,0,7,0,1,0,0,0,0,0,1,27,3,2,5,4,0,3,0,0,0.0,0.0,0.0,0.0,0.71,0.14,0.0,0.0,0.4285714285714285,-3.0382310961729404,4933,44
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,wbb,Trine,"Palmer,Payton",0,G,0,10,0,3,12,0,7,0,0,6,0,2,2,23,3,1,4,3,0,1,0,0,0.25,0.0,0.0,0.6,0.4,0.2,0.2,0.0,0.1,-3.0428969927393372,4934,44
pac,Presidents Athletic Conference (PAC),2025-26,wbb,Geneva,"Price,Zaire",0,F,2,14,3,2,14,1,7,6,2,7,1,12,4,59,9,7,16,8,0,9,0,0,0.14,0.14,0.33,0.5,1.14,0.29,0.86,0.07,0.6428571428571429,-3.0504591191975807,4935,44
mwc,Midwest Conference (MWC),2025-26,wbb,Grinnell,"Cordes,Eleanor",0,G,5,10,1,3,14,0,7,6,5,11,0,1,5,58,0,1,1,3,0,5,0,0,0.21,0.0,0.83,1.1,0.1,0.5,0.1,0.0,0.5,-3.052019757341591,4936,44
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,wbb,Alma,"Weber,Mackenna",0,F,30,18,0,3,12,2,5,14,7,15,1,2,3,61,3,5,8,9,0,6,0,0,0.25,0.4,0.5,0.83,0.44,0.17,0.11,0.06,0.3333333333333333,-3.05364937094083,4937,44
centennial_conference,Centennial Conference,2025-26,wbb,Swarthmore,"Fruchtman,Kaya",0,G,33,7,0,0,0,0,0,0,0,0,0,2,1,16,0,1,1,0,0,3,0,0,0.0,0.0,0.0,0.0,0.14,0.14,0.29,0.0,0.4285714285714285,-3.0540305879911327,4938,44
landmark_conference,Landmark Conference,2025-26,wbb,Moravian,Kylie Sheridan,0,0,1,12,0,4,20,1,17,2,2,11,0,1,8,75,0,8,8,3,0,9,0,0,0.2,0.06,1.0,0.92,0.67,0.67,0.08,0.0,0.75,-3.0572904148973654,4939,44
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wbb,Anderson,"Shiets,Katie",0,G,14,13,0,2,7,2,4,6,4,10,1,0,0,27,2,4,6,2,0,3,0,0,0.29,0.5,0.67,0.77,0.46,0.0,0.0,0.08,0.2307692307692307,-3.0585498783076157,4940,44
ncac,North Coast Athletic Conference (NCAC),2025-26,wbb,Wooster,"Rivera,Mya",0,G,3,10,0,3,15,1,2,8,6,13,0,3,6,74,7,6,13,12,0,16,0,0,0.2,0.5,0.75,1.3,1.3,0.6,0.3,0.0,1.6,-3.0593139446142055,4941,44
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wbb,Berea,"McClendon,Kayla",0,G,2,20,1,9,60,4,37,6,3,25,1,2,6,149,4,7,11,19,0,9,0,0,0.15,0.11,0.5,1.25,0.55,0.3,0.1,0.05,0.45,-3.061998310084729,4942,44
nescac,New England Small College Athletic Conference (NESCAC),2025-26,wbb,Conn. College,"Raynor,Paige",0,G,15,12,0,3,10,2,8,0,0,8,0,0,3,49,0,1,1,1,0,2,0,0,0.3,0.25,0.0,0.67,0.08,0.25,0.0,0.0,0.1666666666666666,-3.0669997900995565,4943,44
aec,Atlantic East Conference (AEC),2025-26,wbb,Marywood,"Ashby,Daniella",0,F,34,25,0,5,24,1,6,2,0,11,4,6,8,140,7,11,18,13,0,8,0,0,0.21,0.17,0.0,0.44,0.72,0.32,0.24,0.16,0.32,-3.0679649462458474,4944,44
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wbb,Hanover,"Dalraine,Lilah",0,,25,10,0,2,10,0,7,4,3,7,0,2,3,32,0,2,2,2,0,0,0,0,0.2,0.0,0.75,0.7,0.2,0.3,0.2,0.0,0.0,-3.069962753884677,4945,44
odac,Old Dominion Athletic Conference (ODAC),2025-26,wbb,Averett University,"Coleman,Ny'Kerasia",0,G,22,22,2,10,64,3,19,12,6,29,1,7,5,189,2,7,9,11,0,14,0,0,0.16,0.16,0.5,1.32,0.41,0.23,0.32,0.05,0.6363636363636364,-3.070946030487397,4946,44
landmark_conference,Landmark Conference,2025-26,wbb,Juniata,"Ladley,Emily",0,G,23,7,0,0,4,0,2,0,0,0,0,0,0,18,1,3,4,2,0,2,0,0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.2857142857142857,-3.072544627990519,4947,44
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wbb,Carroll,"Petalber,Alayna",0,G,12,17,0,4,34,2,21,8,3,13,0,8,10,153,6,7,13,12,0,9,0,0,0.12,0.1,0.38,0.76,0.76,0.59,0.47,0.0,0.5294117647058824,-3.0735784027879287,4948,44
landmark_conference,Landmark Conference,2025-26,wbb,Juniata,"Owens,Michaela",0,G,3,24,0,11,49,7,27,10,9,38,0,5,15,281,4,14,18,9,0,40,0,0,0.22,0.26,0.9,1.58,0.75,0.63,0.21,0.0,1.6666666666666667,-3.0736088925915372,4949,44
mac,Middle Atlantic Conferences (MAC),2025-26,wbb,Delaware Valley,"Irizarry,Ava",0,G,20,17,0,5,24,3,18,2,1,14,0,2,2,76,5,5,10,9,0,2,0,0,0.21,0.17,0.5,0.82,0.59,0.12,0.12,0.0,0.1176470588235294,-3.074674912134882,4950,44
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wbb,Carroll,"Capstran,Lauren",0,F,2,15,0,1,3,0,1,4,3,5,2,1,1,57,3,7,10,8,0,5,0,0,0.33,0.0,0.75,0.33,0.67,0.07,0.07,0.13,0.3333333333333333,-3.076294109999598,4951,44
oac,Ohio Athletic Conference (OAC),2025-26,wbb,Muskingum,"Nichols,Sasha",0,G,15,7,0,0,3,0,1,0,0,0,0,1,1,19,1,1,2,2,0,3,0,0,0.0,0.0,0.0,0.0,0.29,0.14,0.14,0.0,0.4285714285714285,-3.076691860221896,4952,44
pac,Presidents Athletic Conference (PAC),2025-26,wbb,Geneva,"Campbell,Libby",0,C,44,14,0,3,17,0,5,4,2,8,5,6,0,58,3,10,13,20,0,7,1,0,0.18,0.0,0.5,0.57,0.93,0.0,0.43,0.36,0.5,-3.0768841036890486,4953,44
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wbb,Rose-Hulman,"Hunter,Jamie",0,G,31,9,0,1,6,0,2,2,2,4,0,1,2,26,3,2,5,1,0,2,0,0,0.17,0.0,1.0,0.44,0.56,0.22,0.11,0.0,0.2222222222222222,-3.077823576197572,4954,44
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,wbb,UW-Eau Claire,"Grimm,Reese",0,G,4,12,0,2,7,0,2,2,2,6,0,3,3,71,4,2,6,4,0,5,0,0,0.29,0.0,1.0,0.5,0.5,0.25,0.25,0.0,0.4166666666666667,-3.0782060338904715,4955,44
pac,Presidents Athletic Conference (PAC),2025-26,wbb,Thiel,"Hering,Natalie",0,G,11,25,5,9,34,4,15,2,1,23,2,8,9,251,6,15,21,7,0,29,0,0,0.26,0.27,0.5,0.92,0.84,0.36,0.32,0.08,1.16,-3.0791005835518415,4956,44
centennial_conference,Centennial Conference,2025-26,wbb,Bryn Mawr,"Stoudt,Allison",0,G,21,11,0,4,13,1,4,7,2,11,0,4,2,86,1,9,10,7,0,14,0,0,0.31,0.25,0.29,1.0,0.91,0.18,0.36,0.0,1.2727272727272727,-3.081183352735916,4957,44
landmark_conference,Landmark Conference,2025-26,wbb,Goucher,"Hagans,Dawnell",0,,12,7,0,0,7,0,2,2,0,0,0,1,0,37,2,0,2,0,0,2,0,0,0.0,0.0,0.0,0.0,0.29,0.0,0.14,0.0,0.2857142857142857,-3.0811997496406405,4958,44
pac,Presidents Athletic Conference (PAC),2025-26,wbb,Waynesburg,"Ray,Taylor",0,G,23,8,0,0,5,0,1,4,4,4,1,0,2,22,1,3,4,2,0,2,0,0,0.0,0.0,1.0,0.5,0.5,0.25,0.0,0.13,0.25,-3.0822628018132026,4959,44
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wbb,California Lutheran,"Otsuji,Esabel",0,G,2,10,0,2,8,0,2,5,4,8,0,0,3,30,1,3,4,4,0,3,0,0,0.25,0.0,0.8,0.8,0.4,0.3,0.0,0.0,0.3,-3.0826202459533425,4960,44
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,wbb,WPI,"Ouellette,Corinn",0,G,3,18,0,4,14,0,3,8,6,14,0,1,3,93,0,3,3,4,0,5,0,0,0.29,0.0,0.75,0.78,0.17,0.17,0.06,0.0,0.2777777777777778,-3.0869516475797476,4961,44
njac,New Jersey Athletic Conference (NJAC),2025-26,wbb,Kean,"Acosta,Skyla",0,C,22,12,1,3,16,0,0,4,1,7,4,2,2,103,6,9,15,14,0,8,1,0,0.19,0.0,0.25,0.58,1.25,0.17,0.17,0.33,0.6666666666666666,-3.089946097325873,4962,44
usa_south_athletic_confe,USA South Athletic Conference,2025-26,wbb,Brevard,"Carnathan, Marlee",0,0,4,16,0,3,15,1,6,8,6,13,2,3,3,104,8,14,22,9,0,13,0,0,0.2,0.17,0.75,0.81,1.38,0.19,0.19,0.13,0.8125,-3.0913146239574503,4963,44
nescac,New England Small College Athletic Conference (NESCAC),2025-26,wbb,Hamilton,"Semioli,Mia",0,G,13,16,0,4,15,1,4,4,1,10,1,4,5,92,4,8,12,10,0,12,0,0,0.27,0.25,0.25,0.63,0.75,0.31,0.25,0.06,0.75,-3.0938566391848563,4964,44
mwc,Midwest Conference (MWC),2025-26,wbb,Grinnell,"Marriott,Elly",0,,23,9,0,1,3,1,2,4,1,4,0,0,1,25,0,4,4,4,0,7,0,0,0.33,0.5,0.25,0.44,0.44,0.11,0.0,0.0,0.7777777777777778,-3.095428489813872,4965,44
lec,Little East Conference (LEC),2025-26,wbb,Keene State,"Buckley,Charlotte",0,G,22,12,0,5,32,0,17,3,0,10,1,2,4,50,4,4,8,11,0,4,0,0,0.16,0.0,0.0,0.83,0.67,0.33,0.17,0.08,0.3333333333333333,-3.096235947280832,4966,44
ncac,North Coast Athletic Conference (NCAC),2025-26,wbb,John Carroll,"Kline,Lauren",0,G,11,10,0,2,7,0,2,1,1,5,0,2,1,34,2,6,8,5,0,4,0,0,0.29,0.0,1.0,0.5,0.8,0.1,0.2,0.0,0.4,-3.09743070540617,4967,44
odac,Old Dominion Athletic Conference (ODAC),2025-26,wbb,Randolph-Macon College,"Davis,Lilly",0,F,34,18,1,5,18,0,2,0,0,10,0,2,3,84,5,16,21,10,0,11,0,0,0.28,0.0,0.0,0.56,1.17,0.17,0.11,0.0,0.6111111111111112,-3.1019863626283017,4968,44
mwc,Midwest Conference (MWC),2025-26,wbb,Cornell College,"Atem,Akoi",0,F,25,7,0,0,4,0,3,0,0,0,0,0,1,12,0,1,1,3,0,2,0,0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.2857142857142857,-3.1027119248288297,4969,44
nescac,New England Small College Athletic Conference (NESCAC),2025-26,wbb,Conn. College,"Arangua-Egbert,Keaton",0,G,1,8,0,0,3,0,1,0,0,0,0,1,6,26,4,3,7,1,0,4,0,0,0.0,0.0,0.0,0.0,0.88,0.75,0.13,0.0,0.5,-3.1036824015320916,4970,44
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wbb,Concordia Chicago,"Ayer,Isabella",0,G,15,7,0,0,6,0,4,0,0,0,0,1,1,25,2,1,3,5,0,4,0,0,0.0,0.0,0.0,0.0,0.43,0.14,0.14,0.0,0.5714285714285714,-3.103756933219568,4971,44
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,wbb,Gallaudet University,Shanice Walters,0,0,14,7,0,0,6,0,1,0,0,0,0,1,1,36,0,3,3,2,0,4,0,0,0.0,0.0,0.0,0.0,0.43,0.14,0.14,0.0,0.5714285714285714,-3.103756933219568,4972,44
ccc,Conference of New England (CCC),2025-26,wbb,Curry College,"Scribner,Nevaeh",0,G,14,21,0,8,28,0,12,9,4,20,3,5,1,152,2,10,12,21,0,19,2,0,0.29,0.0,0.44,0.95,0.57,0.05,0.24,0.14,0.9047619047619048,-3.1057713473898594,4973,44
ncac,North Coast Athletic Conference (NCAC),2025-26,wbb,Wittenberg,"Bethea,Peyton",0,F,40,10,0,1,3,0,0,2,2,4,0,1,0,38,2,2,4,5,0,1,0,0,0.33,0.0,1.0,0.4,0.4,0.0,0.1,0.0,0.1,-3.106047577059493,4974,44
e8,Empire 8 (E8),2025-26,wbb,Hartwick,"DiCalogero,Sophia",0,G,25,18,1,7,33,0,4,14,7,21,0,7,4,129,6,10,16,8,0,19,0,0,0.21,0.0,0.5,1.17,0.89,0.22,0.39,0.0,1.0555555555555556,-3.1118943067993197,4975,44
umac,Upper Midwest Athletic Conference (UMAC),2025-26,wbb,Northwestern,"Multerer,Stella",0,G,0,7,0,0,3,0,1,0,0,0,0,1,0,18,0,1,1,1,0,2,0,0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.0,0.2857142857142857,-3.113134366496533,4976,44
saa,Southern Athletic Association (SAA),2025-26,wbb,Centre,"Floyd,Kylie",0,F,23,14,0,3,13,2,4,2,1,9,1,1,2,55,2,11,13,7,0,5,0,0,0.23,0.5,0.5,0.64,0.93,0.14,0.07,0.07,0.3571428571428571,-3.117618164659547,4977,44
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wbb,Wheaton,"Curtis,Mikaela",0,G,14,9,0,1,4,0,2,3,2,4,0,1,0,16,0,1,1,1,0,2,0,0,0.25,0.0,0.67,0.44,0.11,0.0,0.11,0.0,0.2222222222222222,-3.1184714202415167,4978,44
ncac,North Coast Athletic Conference (NCAC),2025-26,wbb,Kenyon,"Wahl,Lia",0,G,13,8,0,0,2,0,0,4,1,1,1,4,2,26,4,3,7,2,0,5,0,0,0.0,0.0,0.25,0.13,0.88,0.25,0.5,0.13,0.625,-3.123193383786516,4979,44
ncac,North Coast Athletic Conference (NCAC),2025-26,wbb,Wittenberg,"Richardson,Nyla",0,F,1,16,0,4,16,1,2,6,2,11,1,0,2,92,7,8,15,19,0,7,0,0,0.25,0.5,0.33,0.69,0.94,0.13,0.0,0.06,0.4375,-3.1238336629985732,4980,44
centennial_conference,Centennial Conference,2025-26,wbb,Dickinson,"Zirkin,Sophie",0,G,4,10,0,2,7,2,7,0,0,6,0,1,2,42,1,2,3,3,0,3,0,0,0.29,0.29,0.0,0.6,0.3,0.2,0.1,0.0,0.3,-3.1243048905941855,4981,44
oac,Ohio Athletic Conference (OAC),2025-26,wbb,Ohio Northern,"Fetters,Kayly",0,F,23,13,1,2,5,0,2,0,0,4,1,2,1,39,1,2,3,4,1,7,0,0,0.4,0.0,0.0,0.31,0.23,0.08,0.15,0.08,0.5384615384615384,-3.1252168419424726,4982,44
ncac,North Coast Athletic Conference (NCAC),2025-26,wbb,Ohio Wesleyan,"Magers,Alexandria",0,G,4,8,1,0,11,0,6,4,4,4,0,0,2,34,0,3,3,1,0,1,0,0,0.0,0.0,1.0,0.5,0.38,0.25,0.0,0.0,0.125,-3.128568548725477,4983,44
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,wbb,St. Olaf,"Heinecke,Sarah",0,G,5,7,0,0,2,0,2,0,0,0,1,1,0,32,0,0,0,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.4285714285714285,-3.130099650869062,4984,44
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,wbb,Clark,"Watson,Gabrielle",0,,20,25,0,6,34,1,20,2,2,15,2,5,6,154,11,10,21,9,0,7,0,0,0.18,0.05,1.0,0.6,0.84,0.24,0.2,0.08,0.28,-3.1302847309386617,4985,44
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wbb,Wisconsin Lutheran,"Schroeder,Kiera",0,G,2,10,0,1,5,0,1,2,1,3,0,2,4,37,2,11,13,4,0,4,0,0,0.2,0.0,0.5,0.3,1.3,0.4,0.2,0.0,0.4,-3.131019492830006,4986,44
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,wbb,Gallaudet University,Hadassah Sklar,0,0,21,9,0,2,14,0,5,0,0,4,0,3,2,50,0,8,8,10,0,5,0,0,0.14,0.0,0.0,0.44,0.89,0.22,0.33,0.0,0.5555555555555556,-3.1326060181276256,4987,44
usa_south_athletic_confe,USA South Athletic Conference,2025-26,wbb,N.C. Wesleyan,"Blackshear,Mya",0,G,22,19,0,5,27,1,11,2,2,13,0,9,4,89,4,8,12,10,1,8,0,0,0.19,0.09,1.0,0.68,0.63,0.21,0.47,0.0,0.4210526315789473,-3.134841011973255,4988,44
skyline_conference,Skyline Conference,2025-26,wbb,Purchase,"Martinez-Gomez,Jaileen",0,G,2,12,0,2,9,0,0,10,5,9,0,4,3,63,6,4,10,4,0,8,0,0,0.22,0.0,0.5,0.75,0.83,0.25,0.33,0.0,0.6666666666666666,-3.134997311031576,4989,44
aec,Atlantic East Conference (AEC),2025-26,wbb,Pratt Institute,"Richman,Sara",0,G,2,7,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,-3.137025456646408,4990,44
ncac,North Coast Athletic Conference (NCAC),2025-26,wbb,John Carroll,"Grandey,Ayla",0,C,54,11,0,2,11,0,0,6,3,7,1,0,2,33,6,5,11,3,0,2,0,0,0.18,0.0,0.5,0.64,1.0,0.18,0.0,0.09,0.1818181818181818,-3.1371674641640315,4991,44
lec,Little East Conference (LEC),2025-26,wbb,UMass Dartmouth,Jai'reona Brown-cart,0,0,2,7,0,0,5,0,1,0,0,0,0,1,1,16,0,0,0,1,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.4285714285714285,-3.1384321194766236,4992,44
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wbb,St. Norbert,"Mullen,Charley",0,F,25,26,0,5,19,1,6,2,1,12,1,6,8,192,2,22,24,13,0,17,0,0,0.26,0.17,0.5,0.46,0.92,0.31,0.23,0.04,0.6538461538461539,-3.138853695091499,4993,44
landmark_conference,Landmark Conference,2025-26,wbb,Scranton,"Olender,Brooke",0,F,32,17,0,6,20,0,2,0,0,12,0,0,0,62,3,4,7,10,0,4,0,0,0.3,0.0,0.0,0.71,0.41,0.0,0.0,0.0,0.2352941176470588,-3.1391650236759214,4994,44
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,wbb,Albion,"Hawes,Ashlee",0,G,10,9,0,1,4,0,1,0,0,2,0,2,0,21,2,4,6,3,0,4,0,0,0.25,0.0,0.0,0.22,0.67,0.0,0.22,0.0,0.4444444444444444,-3.1416758928161657,4995,44
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wbb,North Park,"Gladney,Nia",0,G,1,14,0,4,16,0,3,13,4,12,1,2,3,55,3,6,9,4,0,10,0,0,0.25,0.0,0.31,0.86,0.64,0.21,0.14,0.07,0.7142857142857143,-3.144400313944798,4996,44
nwc,Northwest Conference (NWC),2025-26,wbb,Linfield,"Quinn,Lauren",0,G,14,11,0,3,12,2,5,2,0,8,0,0,0,42,1,5,6,3,0,1,0,0,0.25,0.4,0.0,0.73,0.55,0.0,0.0,0.0,0.0909090909090909,-3.146364248364125,4997,44
mwc,Midwest Conference (MWC),2025-26,wbb,Lawrence,"Eaton,Shelby",0,G,30,9,0,1,8,1,3,0,0,3,1,2,2,24,1,3,4,2,0,2,0,0,0.13,0.33,0.0,0.33,0.44,0.22,0.22,0.11,0.2222222222222222,-3.149153923856133,4998,44
aec,Atlantic East Conference (AEC),2025-26,wbb,Marymount (VA),"Shimels,Hermela",0,F,12,10,0,3,13,0,1,0,0,6,0,2,2,61,2,6,8,10,0,4,0,0,0.23,0.0,0.0,0.6,0.8,0.2,0.2,0.0,0.4,-3.149225224967178,4999,44
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,wbb,Keystone College,"Stamps,Desiree",0,G,25,16,0,6,31,3,18,2,1,16,0,2,2,77,4,6,10,4,0,6,0,0,0.19,0.17,0.5,1.0,0.63,0.13,0.13,0.0,0.375,-3.150935634345825,5000,44
oac,Ohio Athletic Conference (OAC),2025-26,wbb,Muskingum,"Brown,Laurell",0,G,23,15,0,3,13,0,4,4,4,10,0,0,4,64,4,5,9,6,0,4,0,0,0.23,0.0,1.0,0.67,0.6,0.27,0.0,0.0,0.2666666666666666,-3.153993063922729,5001,44
e8,Empire 8 (E8),2025-26,wbb,Brockport,"Hoak,Madeline",0,G,11,18,0,4,22,0,6,2,0,8,1,4,6,74,5,9,14,10,0,4,0,0,0.18,0.0,0.0,0.44,0.78,0.33,0.22,0.06,0.2222222222222222,-3.15543716840322,5002,44
uaa,University Athletic Association (UAA),2025-26,wbb,Case Western Reserve,"Hutter-DeMarco,Emi",0,G,13,25,1,3,16,1,4,8,5,12,0,13,18,170,7,17,24,22,0,26,0,0,0.19,0.25,0.63,0.48,0.96,0.72,0.52,0.0,1.04,-3.156436675117634,5003,44
e8,Empire 8 (E8),2025-26,wbb,Poly,"Tittle,Rebeckah",0,F,34,12,0,2,17,0,0,6,6,10,1,3,0,46,6,7,13,5,0,2,0,0,0.12,0.0,1.0,0.83,1.08,0.0,0.25,0.08,0.1666666666666666,-3.1565840740310627,5004,44
ncac,North Coast Athletic Conference (NCAC),2025-26,wbb,Oberlin,"Wish,Summer",0,G,10,16,0,4,18,0,4,0,0,8,1,5,5,140,5,6,11,5,0,8,0,0,0.22,0.0,0.0,0.5,0.69,0.31,0.31,0.06,0.5,-3.157156402135149,5005,44
saa,Southern Athletic Association (SAA),2025-26,wbb,Millsaps,"Leach,Dove",0,C,24,10,0,2,9,0,0,8,2,6,1,2,1,39,3,11,14,13,0,7,0,0,0.22,0.0,0.25,0.6,1.4,0.1,0.2,0.1,0.7,-3.1575372119280045,5006,44
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wbb,Elmhurst,"Young,Diamond",0,,1,7,0,0,2,0,0,0,0,0,0,0,0,9,0,1,1,0,0,2,0,0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.2857142857142857,-3.1640905296440804,5007,44
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wbb,Dominican,"Kasuboski,Maya",0,F,11,17,0,5,25,4,10,0,0,14,2,0,3,78,2,5,7,3,0,4,0,0,0.2,0.4,0.0,0.82,0.41,0.18,0.0,0.12,0.2352941176470588,-3.164468644350036,5008,44
mac,Middle Atlantic Conferences (MAC),2025-26,wbb,Misericordia,"Sweeney,Caitlin",0,G,3,11,0,3,23,1,13,4,3,10,0,4,1,53,3,4,7,2,0,2,0,0,0.13,0.08,0.75,0.91,0.64,0.09,0.36,0.0,0.1818181818181818,-3.167527767803117,5009,44
nwc,Northwest Conference (NWC),2025-26,wbb,Puget Sound,"Anderson,Katie",0,G,24,12,0,3,18,1,13,4,2,9,1,3,2,67,4,4,8,5,0,4,0,0,0.17,0.08,0.5,0.75,0.67,0.17,0.25,0.08,0.3333333333333333,-3.172314808946981,5010,44
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wbb,Rockford,"Langlet,Camille",0,G,2,17,0,2,5,1,3,0,0,5,0,0,1,72,1,3,4,5,0,6,0,0,0.4,0.33,0.0,0.29,0.24,0.06,0.0,0.0,0.3529411764705882,-3.17563397643679,5011,44
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,wbb,St. Mary's (Md.),Emma Fonke,0,0,33,15,0,3,13,0,0,6,3,9,1,2,1,64,3,9,12,7,0,5,0,0,0.23,0.0,0.5,0.6,0.8,0.07,0.13,0.07,0.3333333333333333,-3.1793356484448205,5012,44
nac,North Atlantic Conference (NAC),2025-26,wbb,UMaine-Presque Isle,"Evans,Willa",0,G,1,7,0,0,1,0,1,0,0,0,1,1,0,74,1,3,4,6,0,6,0,0,0.0,0.0,0.0,0.0,0.57,0.0,0.14,0.14,0.8571428571428571,-3.179360253006186,5013,44
njac,New Jersey Athletic Conference (NJAC),2025-26,wbb,Stockton,"LeCato,Joy",0,G,1,16,0,3,25,2,8,4,3,11,0,5,7,107,3,12,15,5,0,7,0,0,0.12,0.25,0.75,0.69,0.94,0.44,0.31,0.0,0.4375,-3.1840857383075623,5014,44
aec,Atlantic East Conference (AEC),2025-26,wbb,Immaculata,"McGuigan,Katie",0,G,15,15,0,4,17,0,5,6,3,11,0,5,5,79,3,4,7,8,0,11,0,0,0.24,0.0,0.5,0.73,0.47,0.33,0.33,0.0,0.7333333333333333,-3.1864623951953406,5015,43
