conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,goal_stats_hat_tricks,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_misc10,penalty_stats_miscgame,penalty_stats_miscgross,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_total_faceoffs,misc_stats_faceoff_win_pct,misc_stats_faceoffs_won_pct,misc_stats_plus,misc_stats_minus,misc_stats_plusminus,misc_stats_blocks,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_saves_by_prd,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_save_pct,goalie_stats_games_started,goalie_stats_penalty_shot_goals_allowed,goalie_stats_shootout_goals_allowed,goalie_stats_goals_against_avg,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_pct,shot_stats_penalty_shot_goals,shot_stats_penalty_shots_attempted,composite_score,rank,rating,global_rank
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"Ferraris, Callia",,0,10,25,4,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,1,0,1,1.0,100.0,14,10,4,12,,,,,,,,,,,,,,,,,,0,18,6,6,0,0.0,0,0,,144,53,1060
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"Nawrocki, Britt",,0,11,25,0,0,,0,1,0,1,0,0,2,0,0,11,22:00,0,0,0,0,0,0,11,26,12,38,0.684,0.46,11,8,3,5,,,,,,,,,,,,,,,,,,0,44,10,4,6,0.14,0,0,,145,52,1061
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"McInerny, Avery",,0,15,25,24,0,,0,0,0,3,1,1,3,3,0,7,14:00,0,0,0,0,0,0,7,294,256,550,0.535,0.87,33,8,25,10,,,,,,,,,,,,,,,,,,0,82,30,20,10,0.12,0,0,,146,52,1062
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"McManus, Olivia",,0,18,25,13,0,,0,0,0,0,0,0,1,1,0,2,04:00,0,0,0,0,0,0,2,0,0,0,,0.0,26,15,11,29,,,,,,,,,,,,,,,,,,0,68,18,16,2,0.03,0,0,,147,52,1063
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"McAdams, Maeve",,0,19,9,0,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,0,0,0,,0.0,1,4,-3,2,,,,,,,,,,,,,,,,,,0,3,0,0,0,0.0,0,0,,148,52,1064
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"Ward, Susannah",,0,20,25,8,0,,1,0,0,0,0,0,1,0,0,3,06:00,0,0,0,0,0,0,3,0,0,0,,0.0,27,9,18,27,,,,,,,,,,,,,,,,,,0,53,15,12,3,0.06,0,0,,149,52,1065
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"Hannah, Emma",,0,22,17,0,0,,0,0,0,0,0,0,0,0,0,7,14:00,0,0,0,0,0,0,7,0,0,0,,0.0,7,5,2,12,,,,,,,,,,,,,,,,,,0,13,1,1,0,0.0,0,0,,150,52,1066
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"Giebler, Alison",,0,23,22,0,0,,0,0,0,0,1,1,1,2,0,6,12:00,0,0,0,0,0,0,6,100,111,211,0.474,1.11,15,7,8,12,,,,,,,,,,,,,,,,,,0,25,7,4,3,0.12,0,0,,151,51,1067
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"Anthony, Sarah",,0,24,13,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,2,2,0,2,,,,,,,,,,,,,,,,,,0,11,2,0,2,0.18,0,0,,152,51,1068
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"Bown, Zoe",,0,25,0,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0,0,,153,51,1069
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"Thomas, Caroline",,0,26,23,16,0,,0,0,0,3,0,1,0,2,1,1,02:00,0,0,0,0,0,0,1,6,2,8,0.75,0.33,31,10,21,6,,,,,,,,,,,,,,,,,,0,80,26,9,17,0.21,0,0,,154,51,1070
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"Acosta, Jocelyn",,0,27,7,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,3,1,2,0,,,,,,,,,,,,,,,,,,0,3,3,2,1,0.33,0,0,,155,51,1071
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"Simon, Meg",,0,28,15,0,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,0,0,0,,0.0,2,1,1,2,,,,,,,,,,,,,,,,,,0,4,2,2,0,0.0,0,0,,156,51,1072
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"Hall, Adrienne",,0,32,9,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,3,1,2,0,,,,,,,,,,,,,,,,,,0,5,2,0,2,0.4,0,0,,157,51,1073
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"Gordon, Olivia",,0,33,25,6,0,,0,0,0,0,0,0,2,0,0,7,14:00,0,0,0,0,0,0,7,10,5,15,0.667,0.5,12,7,5,4,,,,,,,,,,,,,,,,,,0,42,12,7,5,0.12,0,0,,158,50,1074
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"Walsh, Trinity",,0,40,25,19,0,,0,1,1,2,1,0,2,5,0,4,08:00,0,0,0,0,0,0,4,8,2,10,0.8,0.25,31,11,20,7,,,,,,,,,,,,,,,,,,0,60,32,21,11,0.18,0,0,,159,50,1075
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"Weiner, Sasha",,0,44,15,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,7,3,4,4,,,,,,,,,,,,,,,,,,0,10,2,2,0,0.0,0,0,,160,50,1076
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"Will, Sophia",,0,1,22,22,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,22.0,1339:04,31.0,520.0,107841274127.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.944,22.0,0.0,0.0,1.39,0,0,0,0,0,0.0,0,0,,161,50,1077
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"Sobczak, Lauren",,0,29,3,3,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,3.0,161:11,1.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.976,3.0,0.0,0.0,0.37,0,0,0,0,0,0.0,0,0,,162,50,1078
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"Gray, Bridget",,0,31,2,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,2.0,18:08,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,,163,50,1079
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Trinity,"Gosnell, Ava",,0,2,9,5,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,,0.0,1,11,-10,7,,,,,,,,,,,,,,,,,,0,5,1,1,0,0.0,0,0,,164,49,1080
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Trinity,"Yaun, Cassidy",,0,3,24,8,0,,1,0,0,0,0,0,1,0,0,5,10:00,0,0,0,0,0,0,5,1,0,1,1.0,100.0,11,15,-4,17,,,,,,,,,,,,,,,,,,0,19,5,4,1,0.05,0,0,,165,49,1081
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Trinity,"Merkel, Annabelle",,0,4,20,9,0,,0,0,0,0,0,0,0,0,0,9,18:00,0,0,0,0,0,0,9,0,0,0,,0.0,4,17,-13,18,,,,,,,,,,,,,,,,,,0,13,1,1,0,0.0,0,0,,166,49,1082
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Trinity,"Berman, Taylor",,0,5,25,3,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,0,1,1,0.0,0.0,5,8,-3,23,,,,,,,,,,,,,,,,,,0,12,1,1,0,0.0,0,0,,167,49,1083
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Trinity,"Countryman, Sally",,0,6,12,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,3,3,6,0.5,1.0,0,1,-1,1,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0,0,,168,49,1084
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Trinity,"Keyes, Nani",,0,7,25,9,0,,0,1,0,0,1,0,1,1,0,3,06:00,0,0,0,0,0,0,3,3,2,5,0.6,0.67,11,20,-9,7,,,,,,,,,,,,,,,,,,0,44,10,5,5,0.11,0,0,,169,49,1085
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Trinity,"Rousell, Sophie",,0,8,25,0,0,,0,0,0,1,0,0,0,1,0,4,08:00,0,0,0,0,0,0,4,3,4,7,0.429,1.33,12,16,-4,3,,,,,,,,,,,,,,,,,,0,22,4,1,3,0.14,0,0,,170,49,1086
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Trinity,"Holm, Caroline",,0,9,25,8,0,,1,0,0,0,1,0,2,1,0,8,16:00,0,0,0,0,0,0,8,221,196,417,0.53,0.89,9,19,-10,8,,,,,,,,,,,,,,,,,,0,38,7,3,4,0.11,0,0,,171,48,1087
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Trinity,"Bussey, Georgia",,0,10,23,5,0,,0,0,0,0,0,0,0,0,0,9,18:00,0,0,0,0,0,0,9,0,0,0,,0.0,10,16,-6,16,,,,,,,,,,,,,,,,,,0,24,4,2,2,0.08,0,0,,172,48,1088
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Trinity,"Brook, Lily",,0,11,25,6,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,1,1,2,0.5,1.0,11,19,-8,14,,,,,,,,,,,,,,,,,,0,49,5,4,1,0.02,0,0,,173,48,1089
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Trinity,"French, Kate",,0,13,25,17,0,,0,0,0,2,0,0,0,0,0,7,14:00,0,0,0,0,0,0,7,291,233,524,0.555,0.8,16,21,-5,14,,,,,,,,,,,,,,,,,,0,31,6,2,4,0.13,0,0,,174,48,1090
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Trinity,"Calo, Ellie",,0,15,22,0,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,,0.0,5,5,0,2,,,,,,,,,,,,,,,,,,0,2,1,1,0,0.0,0,0,,175,48,1091
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Trinity,"Murray, Mikayla",,0,16,25,6,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,0,0,0,,0.0,10,15,-5,9,,,,,,,,,,,,,,,,,,0,40,4,4,0,0.0,0,0,,176,48,1092
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Trinity,"Al-Kadiri, Meena",,0,17,25,3,0,,0,0,0,1,0,0,3,1,0,18,39:00,0,0,0,0,0,1,17,2,2,4,0.5,1.0,8,16,-8,11,,,,,,,,,,,,,,,,,,0,64,12,5,7,0.11,0,0,,177,48,1093
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Trinity,"Berglin, Marlie",,0,18,24,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,3,1,4,0.75,0.33,1,4,-3,2,,,,,,,,,,,,,,,,,,0,3,0,0,0,0.0,0,0,,178,47,1094
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Trinity,"Cassidy, Lillian",,0,21,25,17,0,,0,1,0,1,1,1,0,1,0,2,04:00,0,0,0,0,0,0,2,5,6,11,0.455,1.2,15,22,-7,19,,,,,,,,,,,,,,,,,,0,45,11,7,4,0.09,0,0,,179,47,1095
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Trinity,"Angioletti, Livia",,0,22,25,14,0,,0,0,0,1,0,0,2,1,0,11,22:00,0,0,0,0,0,0,11,0,0,0,,0.0,11,24,-13,30,,,,,,,,,,,,,,,,,,0,67,8,6,2,0.03,0,0,,180,47,1096
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Trinity,"Settles, Taylor",,0,23,22,0,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,,0.0,4,6,-2,1,,,,,,,,,,,,,,,,,,0,4,0,0,0,0.0,0,0,,181,47,1097
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Trinity,"McKenna, Nina",,0,24,25,0,0,,0,0,0,0,1,0,0,0,0,1,02:00,0,0,0,0,0,0,1,150,167,317,0.473,1.11,10,21,-11,18,,,,,,,,,,,,,,,,,,0,31,7,4,3,0.1,0,0,,182,47,1098
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Trinity,"Gross, Gabriela",,0,25,25,15,0,,0,1,0,0,1,0,0,1,0,5,13:00,0,0,0,0,0,1,4,6,5,11,0.545,0.83,8,15,-7,13,,,,,,,,,,,,,,,,,,0,78,7,1,6,0.08,0,0,,183,47,1099
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Trinity,"Bizup, Charlotte",,0,30,1,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,1.0,20:00,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,,184,46,1100
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Trinity,"Lemke, Kathrine",,0,31,10,9,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,10.0,577:12,38.0,275.0,0.0,0.0,1.0,1.0,0.0,8.0,1.0,0.0,0.879,9.0,0.0,0.0,3.95,0,0,0,0,0,0.0,0,0,,185,46,1101
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Trinity,"Eschweiler, Emma",,0,33,1,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,1.0,19:49,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,,186,46,1102
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Trinity,"Carter, Madeline",,0,39,16,16,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,16.0,888:51,34.0,367.0,1494.0,2.0,1.0,1.0,1.0,7.0,1.0,0.0,0.915,16.0,0.0,0.0,2.3,0,0,0,0,0,0.0,0,0,,187,46,1103
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Wesleyan,"Morey, Kate",,0,2,25,0,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,1,2,3,0.333,2.0,1,9,-8,2,,,,,,,,,,,,,,,,,,0,11,0,0,0,0.0,0,0,,188,46,1104
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Wesleyan,"Campbell, Mairead",,0,3,25,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,3,2,5,0.6,0.67,1,2,-1,1,,,,,,,,,,,,,,,,,,0,2,0,0,0,0.0,0,0,,189,46,1105
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Wesleyan,"Rubinstein, Olivia",,0,4,21,0,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,,0.0,1,1,0,0,,,,,,,,,,,,,,,,,,0,6,0,0,0,0.0,0,0,,190,46,1106
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Wesleyan,"Tura, Beats",,0,5,25,5,0,,0,0,0,0,0,1,0,1,0,7,14:00,0,0,0,0,0,0,7,0,0,0,,0.0,11,18,-7,37,,,,,,,,,,,,,,,,,,0,20,5,2,3,0.15,0,0,,191,45,1107
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Wesleyan,"Jung, Kimberly",,0,7,23,5,0,,0,0,0,0,0,0,0,1,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,12,18,-6,22,,,,,,,,,,,,,,,,,,0,25,5,3,2,0.08,0,0,,192,45,1108
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Wesleyan,"Molin, Amelia",,0,8,25,3,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,48,32,80,0.6,0.67,12,25,-13,9,,,,,,,,,,,,,,,,,,0,52,7,4,3,0.06,0,0,,193,45,1109
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Wesleyan,"Humber, Caroline",,0,10,25,18,0,,0,0,0,0,1,0,3,0,0,3,06:00,0,0,0,0,0,0,3,5,22,27,0.185,4.4,16,14,2,15,,,,,,,,,,,,,,,,,,0,40,17,11,6,0.15,0,0,,194,45,1110
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Wesleyan,"Green, Dylan",,0,11,25,19,0,,0,1,0,2,1,2,3,1,0,31,62:00,0,0,0,0,0,0,31,8,13,21,0.381,1.63,23,18,5,22,,,,,,,,,,,,,,,,,,0,101,22,11,11,0.11,0,0,,195,45,1111
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Wesleyan,"Seppenwolde, Aimee",,0,12,24,21,0,,0,0,1,1,0,0,2,1,0,6,12:00,0,0,0,0,0,0,6,0,0,0,,0.0,15,19,-4,32,,,,,,,,,,,,,,,,,,0,59,12,7,5,0.08,0,0,,196,45,1112
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Wesleyan,"Omura, Eve",,0,13,24,0,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,0,0,0,,0.0,8,12,-4,6,,,,,,,,,,,,,,,,,,0,29,4,3,1,0.03,0,0,,197,45,1113
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Wesleyan,"Ward, Carly",,0,14,25,19,0,,0,0,0,1,0,0,0,0,0,11,22:00,0,0,0,0,0,0,11,0,0,0,,0.0,18,19,-1,43,,,,,,,,,,,,,,,,,,0,48,4,3,1,0.02,0,0,,198,45,1114
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Wesleyan,"Caldara, Parker",,0,16,21,3,0,,1,0,0,2,5,0,1,3,0,3,06:00,0,0,0,0,0,0,3,8,2,10,0.8,0.25,15,19,-4,9,,,,,,,,,,,,,,,,,,0,58,13,4,9,0.16,0,0,,199,44,1115
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Wesleyan,"McMennamin, Laura",,0,17,25,0,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,,0.0,3,11,-8,11,,,,,,,,,,,,,,,,,,0,10,0,0,0,0.0,0,0,,200,44,1116
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Wesleyan,"Galanek, Sam",,0,18,25,1,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,131,177,308,0.425,1.35,6,20,-14,14,,,,,,,,,,,,,,,,,,0,34,3,2,1,0.03,0,0,,201,44,1117
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Wesleyan,"Place, Lilly",,0,19,25,18,0,,0,0,0,0,0,0,2,0,0,6,12:00,0,0,0,0,0,0,6,237,251,488,0.486,1.06,17,12,5,10,,,,,,,,,,,,,,,,,,0,18,12,9,3,0.17,0,0,,202,44,1118
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Wesleyan,"Anderson, Bree",,0,20,25,2,0,,0,0,0,0,0,0,0,0,0,5,10:00,0,0,0,0,0,0,5,0,0,0,,0.0,10,23,-13,19,,,,,,,,,,,,,,,,,,0,37,9,8,1,0.03,0,0,,203,44,1119
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Wesleyan,"Kee, Caroline",,0,21,23,7,0,,0,1,0,0,1,0,1,0,0,8,16:00,0,0,0,0,0,0,8,190,265,455,0.418,1.39,11,18,-7,23,,,,,,,,,,,,,,,,,,0,61,5,1,4,0.07,0,0,,204,44,1120
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Wesleyan,"Lucchese, Emma",,0,23,25,0,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,0,0,0,,0.0,7,6,1,11,,,,,,,,,,,,,,,,,,0,12,4,4,0,0.0,0,0,,205,44,1121
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Wesleyan,"Sims, Aiko",,0,24,25,4,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,2,5,7,0.286,2.5,5,14,-9,28,,,,,,,,,,,,,,,,,,0,41,3,2,1,0.02,0,0,,206,43,1122
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Wesleyan,"Guglielmi, Jenna",,0,1,14,14,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,14.0,807:10,38.0,432.0,101615.0,1.0,1.0,1.0,1.0,5.0,2.0,0.0,0.919,14.0,0.0,0.0,2.82,0,0,0,0,0,0.0,0,0,,207,43,1123
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Wesleyan,"Ward, Brooke",,0,29,0,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,0.0,00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,,208,43,1124
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Wesleyan,"Smith, Sami",,0,30,12,11,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,12.0,696:38,36.0,397.0,0.0,0.0,1.0,1.0,1.0,5.0,2.0,0.0,0.917,11.0,0.0,0.0,3.1,0,0,0,0,0,0.0,0,0,,209,43,1125
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Williams,Erin Pye,,g,1,21,21,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,21.0,1275:52,25.0,690.0,91010.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0,0.965,21.0,0.0,0.0,1.18,0,0,0,0,0,0.0,0,0,,210,43,1126
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Williams,Savana Littlewood,,0,2,23,5,0,,0,1,0,1,0,1,0,1,0,5,10:00,0,0,0,0,0,0,5,1,2,3,0.333,2.0,14,10,4,10,,,,,,,,,,,,,,,,,,0,70,18,13,5,0.07,0,0,,211,43,1127
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Williams,Annie Gallagher,,0,3,25,7,0,,0,0,0,1,0,0,5,3,0,6,12:00,0,0,0,0,0,0,6,125,132,257,0.486,1.06,15,9,6,21,,,,,,,,,,,,,,,,,,0,55,13,5,8,0.15,0,0,,212,43,1128
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Williams,Lucie Bond,,rw,4,25,10,0,,0,1,0,0,0,0,3,0,0,3,06:00,0,0,0,0,0,0,3,1,2,3,0.333,2.0,17,10,7,5,,,,,,,,,,,,,,,,,,0,83,18,10,8,0.1,0,0,,213,42,1129
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Williams,Reese Luber,,0,5,23,8,0,,0,0,0,0,0,0,1,0,0,7,14:00,0,0,0,0,0,0,7,0,0,0,,0.0,18,16,2,19,,,,,,,,,,,,,,,,,,0,36,9,6,3,0.08,0,0,,214,42,1130
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Williams,Claire Murphy,,d,6,19,15,0,,0,0,0,0,0,0,1,0,0,2,04:00,0,0,0,0,0,0,2,0,0,0,,0.0,23,9,14,28,,,,,,,,,,,,,,,,,,0,95,13,9,4,0.04,0,0,,215,42,1131
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Williams,Becca White,,0,7,25,0,0,,0,0,0,1,1,0,1,1,0,1,02:00,0,0,0,0,0,0,1,0,2,2,0.0,0.0,9,3,6,4,,,,,,,,,,,,,,,,,,0,24,6,3,3,0.13,0,0,,216,42,1132
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Williams,Chloe Noxon,,c,8,25,10,0,,0,1,0,0,0,1,0,0,0,2,04:00,0,0,0,0,0,0,2,83,121,204,0.407,1.46,16,10,6,18,,,,,,,,,,,,,,,,,,0,60,11,7,4,0.07,0,0,,217,42,1133
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Williams,Maddie Samaan,,0,10,25,2,0,,0,0,0,1,0,0,0,1,0,0,00:00,0,0,0,0,0,0,0,6,3,9,0.667,0.5,9,1,8,5,,,,,,,,,,,,,,,,,,0,16,6,3,3,0.19,0,0,,218,42,1134
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Williams,Noa Diop,,0,12,25,0,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,0,0,0,,0.0,16,2,14,5,,,,,,,,,,,,,,,,,,0,17,5,4,1,0.06,0,0,,219,42,1135
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Williams,Jaelyn Keiver,,lw,13,23,8,0,,1,0,0,1,1,0,2,2,0,0,00:00,0,0,0,0,0,0,0,147,116,263,0.559,0.79,12,5,7,12,,,,,,,,,,,,,,,,,,0,51,15,8,7,0.14,0,0,,220,42,1136
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Williams,Grace Johnson,,0,14,25,4,0,,0,0,0,0,0,0,0,0,0,9,18:00,0,0,0,0,0,0,9,0,0,0,,0.0,12,7,5,30,,,,,,,,,,,,,,,,,,0,29,2,2,0,0.0,0,0,,221,41,1137
