season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,team_name,team_id,sdrm_id,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,goal_stats_hat_tricks,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_misc10,penalty_stats_miscgame,penalty_stats_miscgross,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_total_faceoffs,misc_stats_faceoff_win_pct,misc_stats_faceoffs_won_pct,misc_stats_plus,misc_stats_minus,misc_stats_plusminus,misc_stats_blocks,goalie_stats,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_pct,shot_stats_penalty_shot_goals,shot_stats_penalty_shots_attempted,is_goalie,game,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_saves_by_prd,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_save_pct,goalie_stats_games_started,goalie_stats_penalty_shot_goals_allowed,goalie_stats_shootout_goals_allowed,goalie_stats_goals_against_avg,goal_stats,misc_stats,shot_stats,composite_score,global_rank,rating
2025-26,mhockey,Little East Conference (LEC),lec,Keene State,"Lindholm, Jack",Jack,Lindholm,0,330,"Lindholm, Jack","Lindholm,Jack",LindholmJackKSC,23,7,24,,Keene State,KSC,1068-4247,0,,0,0,0,0,0,0,0,0,0,4,08:00,0,0,0,0,0,0,4,0,0,0,NaN,0,17,28,-11,24,,0,18,3,2,1,0.06,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.5528331247988152,166,72
2025-26,mhockey,Little East Conference (LEC),lec,VTSU Castleton,"Linton, Jack",Jack,Linton,0,123,"Linton, Jack","Linton,Jack",LintonJackCAS,24,3,23,,VTSU Castleton,CAS,0,0,,0,0,0,1,0,0,0,0,0,5,13:00,0,0,0,0,0,1,4,46,42,88,.523,0.91,7,14,-7,8,,0,29,3,2,1,0.03,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.5528331247988152,167,72
2025-26,mhockey,Little East Conference (LEC),lec,UMass Dartmouth,"Little, Connor",Connor,Little,0,656,"Little, Connor","Little,Connor",LittleConnorUMD,23,0,23,,UMass Dartmouth,UMD,1072-3945,0,,0,0,0,1,0,0,0,0,0,10,20:00,0,0,0,0,0,0,10,148,133,281,.527,0.90,6,5,1,20,,0,25,3,2,1,0.04,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.5528331247988152,168,71
2025-26,mhockey,Little East Conference (LEC),lec,Keene State,"Macaulay, Kaleb",Kaleb,Macaulay,0,330,"Macaulay, Kaleb","Macaulay,Kaleb",MacaulayKalebKSC,20,8,10,,Keene State,KSC,1068-4434,0,,0,0,0,0,0,0,0,0,0,4,08:00,0,0,0,0,0,0,4,0,0,0,NaN,0,8,18,-10,16,,0,21,3,2,1,0.05,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.5528331247988152,169,71
2025-26,mhockey,Little East Conference (LEC),lec,New England College,Martins Leps,Martins,Leps,0,467,Martins Leps,"LEPS,MARTINS",LEPSMARTINSNEW ENGL,23,11,21,,New England College,NEW ENGL,0,0,,0,0,0,0,0,0,0,1,0,7,14:00,0,0,0,0,0,0,7,1,2,3,.333,2.00,14,18,-4,16,,0,40,3,2,1,0.03,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.5528331247988152,170,71
2025-26,mhockey,Little East Conference (LEC),lec,Keene State,"Mazur, Shane",Shane,Mazur,0,330,"Mazur, Shane","Mazur,Shane",MazurShaneKSC,17,2,6,,Keene State,KSC,1068-4232,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,12,7,5,18,,0,9,3,2,1,0.11,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.5528331247988152,171,71
2025-26,mhockey,Little East Conference (LEC),lec,Norwich,"Walcarius, Bryce",Bryce,Walcarius,0,511,"Walcarius, Bryce","Walcarius,Bryce",WalcariusBryceNOR,6,6,88,,Norwich,NOR,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,0,0,0,0,0,0.00,0,0,True,,6,346:19,10,100,00000000,0,1,0,0,2,1,0,.909,6,0,0,1.73,,,,-1.5835113081089724,172,71
2025-26,mhockey,Little East Conference (LEC),lec,Babson,"Mueller, Nate",Nate,Mueller,0,45,"Mueller, Nate","Mueller,Nate",MuellerNateBC,21,21,31,,Babson,BC,1133-1831,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,0,0,0,0,0,0.00,0,0,True,,21,1242:48,39,479,71013476476,1,1,1,1,9,1,0,.925,21,0,0,1.88,,,,-1.5958677387337163,173,71
2025-26,mhockey,Little East Conference (LEC),lec,Norwich,"Molu, Sami",Sami,Molu,0,511,"Molu, Sami","Molu,Sami",MoluSamiNOR,23,23,37,,Norwich,NOR,0,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,NaN,0,0,0,0,0,,0,0,0,0,0,0.00,0,0,True,,23,1403:45,47,659,1181411814168134,2,1,1,1,14,0,0,.933,23,0,0,2.01,,,,-1.6225011501123443,174,71
2025-26,mhockey,Little East Conference (LEC),lec,UMass Dartmouth,"Boyer, Tristan",Tristan,Boyer,0,656,"Boyer, Tristan","Boyer,Tristan",BoyerTristanUMD,8,1,7,,UMass Dartmouth,UMD,1072-4349,0,,0,0,0,0,0,0,0,0,0,4,08:00,0,0,0,0,0,0,4,0,0,0,NaN,0,3,2,1,9,,0,8,3,3,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.6459588141877965,175,70
2025-26,mhockey,Little East Conference (LEC),lec,Western Connecticut,"Brusoe, Martin",Martin,Brusoe,0,770,"Brusoe, Martin","Brusoe,Martin",BrusoeMartinWES,25,6,2,,Western Connecticut,WES,1074-3013,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,0,1,1,.000,0,9,26,-17,21,,0,21,3,3,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.6459588141877965,176,70
2025-26,mhockey,Little East Conference (LEC),lec,Western Connecticut,"Debueriis, Dante",Dante,Debueriis,0,770,"Debueriis, Dante","Debueriis,Dante",DebueriisDanteWES,20,14,16,,Western Connecticut,WES,1074-3027,0,,0,0,0,0,0,0,0,0,0,10,20:00,0,0,0,0,0,0,10,0,1,1,.000,0,12,19,-7,23,,0,13,3,3,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.6459588141877965,177,70
2025-26,mhockey,Little East Conference (LEC),lec,Southern Maine,"LeTourneau, Gage",Gage,LeTourneau,0,662,"LeTourneau, Gage","LeTourneau,Gage",LeTourneauGageUSM,20,1,20,,Southern Maine,USM,1073-5109,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,0,0,0,NaN,0,9,15,-6,18,,0,9,3,3,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.6459588141877965,178,70
2025-26,mhockey,Little East Conference (LEC),lec,Keene State,"Martin, Jared",Jared,Martin,0,330,"Martin, Jared","Martin,Jared",MartinJaredKSC,14,3,12,,Keene State,KSC,1068-4238,0,,0,0,0,0,0,0,0,0,0,4,08:00,0,0,0,0,0,0,4,15,25,40,.375,1.67,4,11,-7,1,,0,7,3,3,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.6459588141877965,179,70
2025-26,mhockey,Little East Conference (LEC),lec,VTSU Castleton,"Mathews, Cole",Cole,Mathews,0,123,"Mathews, Cole","Mathews,Cole",MathewsColeCAS,21,5,4,,VTSU Castleton,CAS,0,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,0,0,0,NaN,0,14,17,-3,8,,0,20,3,3,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.6459588141877965,180,70
2025-26,mhockey,Little East Conference (LEC),lec,Plymouth State,"Mulligan, Eddie",Eddie,Mulligan,0,548,"Mulligan, Eddie","Mulligan,Eddie",MulliganEddiePSU,27,0,3,,Plymouth State,PSU,1069-7022,0,,0,0,0,0,0,0,0,0,0,5,10:00,0,0,0,0,0,0,5,0,0,0,NaN,0,21,19,2,32,,0,33,3,3,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.6459588141877965,181,69
2025-26,mhockey,Little East Conference (LEC),lec,Southern Maine,"Thornley-Hall, Ben",Ben,Thornley-Hall,0,662,"Thornley-Hall, Ben","Thornley-Hall,Ben",Thornley-HallBenUSM,20,1,17,,Southern Maine,USM,1073-5107,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,0,0,0,NaN,0,11,21,-10,17,,0,17,3,3,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.6459588141877965,182,69
2025-26,mhockey,Little East Conference (LEC),lec,Babson,"Rosado, Mason",Mason,Rosado,0,45,"Rosado, Mason","Rosado,Mason",RosadoMasonBC,6,6,30,,Babson,BC,1133-2488,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,0,0,0,0,0,0.00,0,0,True,,6,359:23,13,139,0000,0,1,1,0,4,0,0,.914,6,0,0,2.17,,,,-1.733580855470966,183,69
2025-26,mhockey,Little East Conference (LEC),lec,Keene State,"Belisle, John",John,Belisle,0,330,"Belisle, John","Belisle,John",BelisleJohnKSC,13,5,27,,Keene State,KSC,1068-4257,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,60,57,117,.513,0.95,2,3,-1,2,,0,8,2,0,2,0.25,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.786116929869488,184,69
2025-26,mhockey,Little East Conference (LEC),lec,Keene State,"Boschetto, Michael",Michael,Boschetto,0,330,"Boschetto, Michael","Boschetto,Michael",BoschettoMichaelKSC,22,3,3,,Keene State,KSC,1068-4229,0,,0,0,0,0,0,1,0,0,0,4,08:00,0,0,0,0,0,0,4,112,159,271,.413,1.42,2,15,-13,10,,0,27,2,0,2,0.07,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.786116929869488,185,69
2025-26,mhockey,Little East Conference (LEC),lec,Keene State,"Fontaine, Joe",Joe,Fontaine,0,330,"Fontaine, Joe","Fontaine,Joe",FontaineJoeKSC,15,1,16,,Keene State,KSC,1068-4241,0,,0,0,0,0,0,0,2,0,0,2,04:00,0,0,0,0,0,0,2,8,9,17,.471,1.13,4,9,-5,12,,0,13,2,0,2,0.15,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.786116929869488,186,69
2025-26,mhockey,Little East Conference (LEC),lec,UMass Dartmouth,"Patrick, Ryan",Ryan,Patrick,0,656,"Patrick, Ryan","Patrick,Ryan",PatrickRyanUMD,14,1,40,,UMass Dartmouth,UMD,1072-4353,0,,0,0,0,1,0,0,1,0,0,3,06:00,0,0,0,0,0,0,3,6,7,13,.462,1.17,2,7,-5,5,,0,26,2,0,2,0.08,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.786116929869488,187,69
2025-26,mhockey,Little East Conference (LEC),lec,Plymouth State,"Stuckless, Andrew",Andrew,Stuckless,0,548,"Stuckless, Andrew","Stuckless,Andrew",StucklessAndrewPSU,24,2,10,,Plymouth State,PSU,1069-7024,0,,0,0,0,0,0,0,0,0,0,5,10:00,0,0,0,0,0,0,5,126,170,296,.426,1.35,12,11,1,10,,0,32,2,0,2,0.06,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.786116929869488,188,68
2025-26,mhockey,Little East Conference (LEC),lec,UMass Dartmouth,"Boos, Samuel",Samuel,Boos,0,656,"Boos, Samuel","Boos,Samuel",BoosSamuelUMD,3,2,31,,UMass Dartmouth,UMD,1072-4129,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,0,0,0,0,0,0.00,0,0,True,,3,119:56,5,61,"0,0,000000000000000000000000000000000000000000088900013815000000000000000",0,1,0,0,1,0,0,.924,2,0,0,2.50,,,,-1.8291679895323942,189,68
2025-26,mhockey,Little East Conference (LEC),lec,Keene State,"Collett, Mike",Mike,Collett,0,330,"Collett, Mike","Collett,Mike",CollettMikeKSC,17,1,8,,Keene State,KSC,1068-4234,0,,0,0,0,0,0,0,1,0,0,3,09:00,0,0,0,0,0,1,2,16,21,37,.432,1.31,4,12,-8,7,,0,23,2,1,1,0.04,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.8792426192584695,190,68
2025-26,mhockey,Little East Conference (LEC),lec,UMass Dartmouth,"Doren, Doug",Doug,Doren,0,656,"Doren, Doug","Doren,Doug",DorenDougUMD,22,1,11,,UMass Dartmouth,UMD,1072-3941,0,,0,0,0,0,0,0,0,0,0,8,16:00,0,0,0,0,0,0,8,142,186,328,.433,1.31,10,12,-2,27,,0,19,2,1,1,0.05,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.8792426192584695,191,68
2025-26,mhockey,Little East Conference (LEC),lec,Norwich,"Fagan, Cole",Cole,Fagan,0,511,"Fagan, Cole","Fagan,Cole",FaganColeNOR,19,0,26,,Norwich,NOR,0,0,,0,0,0,1,0,0,0,1,0,3,09:00,0,0,0,0,0,1,2,2,1,3,.667,0.50,4,4,0,6,,0,20,2,1,1,0.05,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.8792426192584695,192,68
2025-26,mhockey,Little East Conference (LEC),lec,New England College,Gus Cantwell,Gus,Cantwell,0,467,Gus Cantwell,"CANTWELL,GUS",CANTWELLGUSNEW ENGL,9,0,6,,New England College,NEW ENGL,0,0,,0,0,0,0,0,0,1,0,0,1,02:00,0,0,0,0,0,0,1,1,1,2,.500,1.00,2,5,-3,1,,0,11,2,1,1,0.09,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.8792426192584695,193,68
2025-26,mhockey,Little East Conference (LEC),lec,UMass Boston,"Keller, Alex",Alex,Keller,0,401,"Keller, Alex","Keller,Alex",KellerAlexUMB,6,0,5,,UMass Boston,UMB,1071-4940,0,,0,0,0,1,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,2,5,7,.286,2.50,3,0,3,4,,0,7,2,1,1,0.14,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.8792426192584695,194,67
2025-26,mhockey,Little East Conference (LEC),lec,UMass Dartmouth,"Pakozdi, Levee",Levee,Pakozdi,0,656,"Pakozdi, Levee","Pakozdi,Levee",PakozdiLeveeUMD,19,0,17,,UMass Dartmouth,UMD,1072-4350,0,,0,0,0,0,0,0,0,1,0,6,12:00,0,0,0,0,0,0,6,5,8,13,.385,1.60,5,9,-4,17,,0,22,2,1,1,0.05,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.8792426192584695,195,67
2025-26,mhockey,Little East Conference (LEC),lec,VTSU Castleton,"Persi, Anthony",Anthony,Persi,0,123,"Persi, Anthony","Persi,Anthony",PersiAnthonyCAS,26,1,17,,VTSU Castleton,CAS,0,0,,0,0,0,0,0,1,0,0,0,1,02:00,0,0,0,0,0,0,1,4,2,6,.667,0.50,5,9,-4,14,,0,24,2,1,1,0.04,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.8792426192584695,196,67
2025-26,mhockey,Little East Conference (LEC),lec,VTSU Castleton,"Ward, Josh",Josh,Ward,0,123,"Ward, Josh","Ward,Josh",WardJoshCAS,13,13,34,,VTSU Castleton,CAS,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,0,0,0,0,0,0.00,0,0,True,,13,767:51,35,370,"0,0,00000000009147000947314121700001214104121577100003805688920000000910871011159717211630",1,1,1,1,6,2,0,.914,13,0,0,2.73,,,,-1.9418519426910266,197,67
2025-26,mhockey,Little East Conference (LEC),lec,UMass Boston,"McDonough, Connor",Connor,McDonough,0,401,"McDonough, Connor","McDonough,Connor",McDonoughConnorUMB,15,14,33,,UMass Boston,UMB,1071-5095,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,0,0,0,0,0,0.00,0,0,True,,15,857:55,40,475,02110,0,1,1,0,8,1,0,.922,14,0,0,2.80,,,,-1.9461705947246482,198,67
2025-26,mhockey,Little East Conference (LEC),lec,Southern Maine,"Badgett, Ean",Ean,Badgett,0,662,"Badgett, Ean","Badgett,Ean",BadgettEanUSM,5,5,30,,Southern Maine,USM,1073-5329,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,0,0,0,0,0,0.00,0,0,True,,5,260:22,12,132,"0,0,089180000000000061376119000000000000100000011168",0,1,1,0,0,0,0,.917,5,0,0,2.77,,,,-1.9485852362201987,199,67
2025-26,mhockey,Little East Conference (LEC),lec,VTSU Castleton,"Bukatovs, Lukas",Lukas,Bukatovs,0,123,"Bukatovs, Lukas","Bukatovs,Lukas",BukatovsLukasCAS,4,4,31,,VTSU Castleton,CAS,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,0,0,0,0,0,0.00,0,0,True,,4,240:09,11,106,"2,17,50008510000000126900001211900000000000000000000000000000000000000000000",0,1,1,0,1,2,0,.906,4,0,0,2.75,,,,-1.971005429674915,200,67
2025-26,mhockey,Little East Conference (LEC),lec,VTSU Castleton,"Ala, Joey",Joey,Ala,0,123,"Ala, Joey","Ala,Joey",AlaJoeyCAS,12,1,19,,VTSU Castleton,CAS,0,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,2,1,3,.667,0.50,6,4,2,2,,0,20,2,2,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.9723683086474506,201,66
2025-26,mhockey,Little East Conference (LEC),lec,Western Connecticut,"Donegan, Matthew",Matthew,Donegan,0,770,"Donegan, Matthew","Donegan,Matthew",DoneganMatthewWES,12,8,5,,Western Connecticut,WES,1074-3017,0,,0,0,0,0,0,0,0,0,0,6,18:00,0,0,0,0,0,2,4,0,0,0,NaN,0,8,17,-9,5,,0,15,2,2,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.9723683086474506,202,66
2025-26,mhockey,Little East Conference (LEC),lec,Western Connecticut,"Gonzalez, Victor",Victor,Gonzalez,0,770,"Gonzalez, Victor","Gonzalez,Victor",GonzalezVictorWES,15,0,28,,Western Connecticut,WES,1074-3038,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,1,3,4,.250,3.00,5,13,-8,4,,0,20,2,2,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.9723683086474506,203,66
2025-26,mhockey,Little East Conference (LEC),lec,New England College,Jakub Rusina,Jakub,Rusina,0,467,Jakub Rusina,"RUSINA,JAKUB",RUSINAJAKUBNEW ENGL,22,3,11,,New England College,NEW ENGL,0,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,35,32,67,.522,0.91,6,7,-1,7,,0,29,2,2,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.9723683086474506,204,66
2025-26,mhockey,Little East Conference (LEC),lec,Western Connecticut,"Jebousek, Cyril",Cyril,Jebousek,0,770,"Jebousek, Cyril","Jebousek,Cyril",JebousekCyrilWES,17,0,20,,Western Connecticut,WES,1074-3031,0,,0,0,0,0,0,0,0,0,0,18,52:00,0,1,1,0,0,0,16,0,1,1,.000,0,4,19,-15,7,,0,32,2,2,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.9723683086474506,205,66
2025-26,mhockey,Little East Conference (LEC),lec,VTSU Castleton,"Mesterhazy, Balint",Balint,Mesterhazy,0,123,"Mesterhazy, Balint","Mesterhazy,Balint",MesterhazyBalintCAS,14,1,12,,VTSU Castleton,CAS,0,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,64,56,120,.533,0.88,3,9,-6,4,,0,6,2,2,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.9723683086474506,206,66
2025-26,mhockey,Little East Conference (LEC),lec,Norwich,"Overbeeke, Dave",Dave,Overbeeke,0,511,"Overbeeke, Dave","Overbeeke,Dave",OverbeekeDaveNOR,14,0,19,,Norwich,NOR,0,0,,0,0,0,0,0,0,0,0,0,5,10:00,0,0,0,0,0,0,5,0,1,1,.000,0,4,4,0,3,,0,18,2,2,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.9723683086474506,207,66
2025-26,mhockey,Little East Conference (LEC),lec,Keene State,"Tjarnhell, Filip",Filip,Tjarnhell,0,330,"Tjarnhell, Filip","Tjarnhell,Filip",TjarnhellFilipKSC,17,3,21,,Keene State,KSC,1068-4245,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,1,3,4,.250,3.00,4,5,-1,10,,0,12,2,2,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.9723683086474506,208,65
2025-26,mhockey,Little East Conference (LEC),lec,New England College,Danny Miscavish,Danny,Miscavish,0,467,Danny Miscavish,"MISCAVISH,DANNY",MISCAVISHDANNYNEW ENGL,8,6,30,,New England College,NEW ENGL,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,0,0,0,0,0,0.00,0,0,True,,8,377:48,17,150,"4,9,3000149605000008560000048416116111074000000",0,1,1,0,2,0,0,.898,6,0,0,2.70,,,,-1.9741250307562956,209,65
2025-26,mhockey,Little East Conference (LEC),lec,Plymouth State,"Shantz, Brandon",Brandon,Shantz,0,548,"Shantz, Brandon","Shantz,Brandon",ShantzBrandonPSU,14,13,35,,Plymouth State,PSU,1069-6814,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,0,0,1,1,0,0.00,0,0,True,,14,723:30,43,331,0000,0,1,1,1,8,0,0,.885,13,0,0,3.57,,,,-2.0065668018361755,210,65
2025-26,mhockey,Little East Conference (LEC),lec,VTSU Castleton,"Watson, Charles",Charles,Watson,0,123,"Watson, Charles","Watson,Charles",WatsonCharlesCAS,10,9,30,,VTSU Castleton,CAS,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,0,0,1,1,0,0.00,0,0,True,,10,564:56,36,282,"0,0,0711500013101639800000000006107147800000000000001716140081254100000013108018814000000000000000",0,1,1,1,6,0,0,.887,8,0,0,3.82,,,,-2.094116157306481,211,65
2025-26,mhockey,Little East Conference (LEC),lec,Keene State,"Swanson, Ethan",Ethan,Swanson,0,330,"Swanson, Ethan","Swanson,Ethan",SwansonEthanKSC,5,2,31,,Keene State,KSC,1068-4259,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,1,-1,0,,0,0,0,0,0,0.00,0,0,True,,5,221:05,12,113,"0,0,000000000000005100000000915210000002000000000106500000012108000000000000000",0,1,1,0,1,1,0,.904,2,0,0,3.26,,,,-2.1661096925746914,212,65
2025-26,mhockey,Little East Conference (LEC),lec,Plymouth State,"Strobel, Connor",Connor,Strobel,0,548,"Strobel, Connor","Strobel,Connor",StrobelConnorPSU,18,14,1,,Plymouth State,PSU,1069-7020,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,0,0,0,0,0,0.00,0,0,True,,18,888:36,48,425,013126,0,1,1,0,14,2,0,.899,14,0,0,3.24,,,,-2.1722434606277434,213,65
2025-26,mhockey,Little East Conference (LEC),lec,UMass Dartmouth,"Burke, Graham",Graham,Burke,0,656,"Burke, Graham","Burke,Graham",BurkeGrahamUMD,15,12,35,,UMass Dartmouth,UMD,1072-4128,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,0,0,0,0,0,0.00,0,0,True,,15,824:26,46,492,"0,0,06951317100000001210105121500012131515131200008130147161612000125100000750001516717141312231200013129",1,1,1,0,7,2,0,.914,12,0,0,3.35,,,,-2.1724377892560933,214,64
2025-26,mhockey,Little East Conference (LEC),lec,New England College,Vladimir Maksimov,Vladimir,Maksimov,0,467,Vladimir Maksimov,"MAKSIMOV,VLADIMIR",MAKSIMOVVLADIMIRNEW ENGL,4,2,40,,New England College,NEW ENGL,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,0,0,0,0,0,0.00,0,0,True,,4,127:31,7,64,"0,0,00000000000858400000000200014149000",0,0,1,0,1,0,0,.901,2,0,0,3.29,,,,-2.185410284948027,215,64
2025-26,mhockey,Little East Conference (LEC),lec,Western Connecticut,"Andreoni, Blake",Blake,Andreoni,0,770,"Andreoni, Blake","Andreoni,Blake",AndreoniBlakeWES,11,3,27,,Western Connecticut,WES,1074-3037,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,2,5,-3,3,,0,5,1,0,1,0.20,0,0,False,,,,,,,,,,,,,,,,,,,,,,-2.2056521137181235,216,64
2025-26,mhockey,Little East Conference (LEC),lec,Western Connecticut,"Boiteau, Raphael-Noah",Raphael-Noah,Boiteau,0,770,"Boiteau, Raphael-Noah","Boiteau,Raphael-Noah",BoiteauRaphael-NoahWES,7,0,8,,Western Connecticut,WES,1074-3020,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,1,1,2,.500,1.00,2,4,-2,4,,0,5,1,0,1,0.20,0,0,False,,,,,,,,,,,,,,,,,,,,,,-2.2056521137181235,217,64
2025-26,mhockey,Little East Conference (LEC),lec,Southern Maine,"Caputo, Danny",Danny,Caputo,0,662,"Caputo, Danny","Caputo,Danny",CaputoDannyUSM,8,0,11,,Southern Maine,USM,1073-5112,0,,0,0,0,0,0,0,1,0,0,0,00:00,0,0,0,0,0,0,0,3,4,7,.429,1.33,0,2,-2,2,,0,9,1,0,1,0.11,0,0,False,,,,,,,,,,,,,,,,,,,,,,-2.2056521137181235,218,64
2025-26,mhockey,Little East Conference (LEC),lec,Babson,"Corrigan, Luke",Luke,Corrigan,0,45,"Corrigan, Luke","Corrigan,Luke",CorriganLukeBC,6,0,24,,Babson,BC,1133-2871,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,NaN,0,2,2,0,1,,0,9,1,0,1,0.11,0,0,False,,,,,,,,,,,,,,,,,,,,,,-2.2056521137181235,219,64
2025-26,mhockey,Little East Conference (LEC),lec,Plymouth State,"Golisano, Luke",Luke,Golisano,0,548,"Golisano, Luke","Golisano,Luke",GolisanoLukePSU,8,0,26,,Plymouth State,PSU,1069-7474,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,12,17,29,.414,1.42,3,4,-1,2,,0,9,1,0,1,0.11,0,0,False,,,,,,,,,,,,,,,,,,,,,,-2.2056521137181235,220,64
