conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs
pac,Presidents Athletic Conference (PAC),2025-26,softball,Grove City,Noel Anthony,,,,39,39,105,29,40,27,12,2,1,11,0,1,6,0,12,1,0,3,0,0,0,0,0,0,0,0.433,59,120,13,.923,.381,.562,62,1,3,0,0,0,0,0,0,66,.955,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,27,28,"13,33",0.39,13,33,"23,58",0.40,23,58,"18,42",0.43,18,42,"6,8",0.75,6,8,0,0,0,0,"12,31","9,15","41,66",89,0,0,0,0,0,0,0,7,25,0,,,,,,,,
pac,Presidents Athletic Conference (PAC),2025-26,softball,Grove City,Alexis Jackson,,,,26,18,58,11,15,13,3,1,0,3,0,1,9,4,2,0,0,0,0,0,0,0,0,0,0,0.306,20,62,2,1.000,.259,.345,27,3,0,0,0,9,0,0,0,30,1.000,9,1.000,21,1,3,2,1,0,0,0,0,0,16.0,17,16,10,8,3,0,2,7.00,70,80,4,0,0,0,0,0,0,4,.300,2,4,18,12,"7,18",0.39,7,18,"10,33",0.30,10,33,"9,23",0.39,9,23,"0,2",0,0,2,0,0,0,0,"3,13","2,5","19,35","0,1",0,0,1,8,0,0,0,4,6,0,12,26,0,0,0,"1,3",0,0
pac,Presidents Athletic Conference (PAC),2025-26,softball,Grove City,Abby Stouffer,,,,28,5,9,17,1,1,0,1,0,2,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0.333,3,12,2,1.000,.111,.333,8,4,4,0,0,0,0,0,0,16,.750,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,2,"0,3",0,0,3,"0,7",0,0,7,"0,7",0,0,7,"0,1",0,0,1,0,0,0,0,"1,2","1,1","4,9",0,0,0,0,12,0,0,0,0,5,0,,,,,,,,
pac,Presidents Athletic Conference (PAC),2025-26,softball,Grove City,Elena Tylka,,,,12,0,3,8,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.333,1,3,1,1.000,.333,.333,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,0,1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.00,1,1,0,0,0,0,0,0,0,0,.000,0,0,1,1,"0,1",0,0,1,"1,3",0.33,1,3,"1,3",0.33,1,3,0,0,0,0,0,0,0,0,0,"1,1","1,3",0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,"0,1",0,0,"0,1"
pac,Presidents Athletic Conference (PAC),2025-26,softball,Grove City,Sydney Shay,,,,26,19,55,7,15,11,6,0,1,13,0,1,3,2,0,0,0,1,0,0,0,2,0,3,0,0.414,24,70,0,.000,.273,.436,22,23,7,1,0,4,0,1,0,52,.865,4,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,15,22,"5,18",0.28,5,18,"8,35",0.23,8,35,"7,24",0.29,7,24,"2,5",0.40,2,5,0,0,0,0,"6,8","3,4","24,44",44,0,0,0,4,0,0,0,10,8,0,,,,,,,,
pac,Presidents Athletic Conference (PAC),2025-26,softball,Grove City,Kristin Tesch,,,,23,21,54,8,16,12,3,0,2,3,0,3,5,1,2,0,0,0,0,0,0,0,0,1,0,0.367,25,60,2,1.000,.296,.463,121,2,0,5,0,27,1,1,0,123,1.000,28,.964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,14,16,"6,14",0.43,6,14,"10,31",0.32,10,31,"8,26",0.31,8,26,0,0,0,0,0,0,0,0,"6,15","4,8","17,33",2,0,0,0,0,0,0,0,4,10,0,,,,,,,,
pac,Presidents Athletic Conference (PAC),2025-26,softball,Grove City,Abigail Meadors,,,,28,22,72,5,23,5,7,0,0,2,0,1,5,0,1,0,3,0,0,0,0,1,0,1,0,0.347,30,78,1,1.000,.319,.417,23,23,1,0,0,23,1,1,0,47,.979,24,.958,124,1,19,12,5,2,12,2,0,0,133.2,67,60,50,124,21,4,5,3.14,517,584,13,3,0,7,7,0,0,36,.240,3,5,18,27,"6,23",0.26,6,23,"9,38",0.24,9,38,"6,27",0.22,6,27,"1,5",0.20,1,5,0,0,0,0,"9,18","3,6","19,41",3,0,0,0,2,0,0,0,8,14,0,183,86,0,"0,3","1,2","1,4",0,"2,5"
pac,Presidents Athletic Conference (PAC),2025-26,softball,Grove City,Ellie Day,,,,5,0,5,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.400,2,5,0,.000,.400,.400,0,1,0,0,0,2,0,0,0,1,1.000,2,1.000,5,1,0,0,1,0,0,0,0,0,3.2,7,0,2,3,0,0,0,0.00,19,22,0,0,0,1,0,0,0,1,.263,0,1,1,0,"0,1",0,0,1,"2,4",0.50,2,4,"2,3",0.67,2,3,0,0,0,0,0,0,0,0,"0,1","2,2","3,4",14,0,0,0,11,0,0,0,0,1,0,4,4,0,"0,4","4,8",0,0,"3,10"
pac,Presidents Athletic Conference (PAC),2025-26,softball,Geneva,Molly Shelley,,,,44,44,159,61,68,33,15,7,6,6,0,1,14,5,48,1,0,3,0,0,0,0,0,2,0,0.444,115,169,49,.980,.428,.723,72,1,2,0,0,0,0,0,0,75,.973,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,28,45,"15,37",0.41,15,37,"32,70",0.46,32,70,"20,40",0.50,20,40,"1,7",0.14,1,7,0,0,0,0,"33,69","10,14","41,73",3,0,0,0,0,0,0,0,5,15,0,,,,,,,,
pac,Presidents Athletic Conference (PAC),2025-26,softball,Geneva,A. wolfe,,,,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,2,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,"0,1",0,0,1,"0,1",0,0,1,"0,1",0,0,1,0,0,0,0,0,0,0,0,"0,1",0,"0,1",0,0,0,0,"0,1",0,0,1,0,2,0,,,,,,,,
pac,Presidents Athletic Conference (PAC),2025-26,softball,Geneva,Kyra Wilcox,,,,45,42,125,28,44,24,7,1,0,13,1,1,14,3,9,2,9,4,0,0,0,0,0,0,0,0.406,53,152,11,.818,.352,.424,62,58,8,0,0,0,0,5,0,128,.938,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,39,36,"10,38",0.26,10,38,"29,70",0.41,29,70,"21,54",0.39,21,54,"0,6",0,0,6,0,0,0,0,"11,26","17,22","56,84",53,0,0,0,22,0,0,0,31,32,0,,,,,,,,
pac,Presidents Athletic Conference (PAC),2025-26,softball,Geneva,Ad. Campbell,,,,6,0,5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.200,1,5,0,.000,.200,.200,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,1,"0,2",0,0,2,"0,3",0,0,3,"0,2",0,0,2,0,0,0,0,0,0,0,0,0,"1,1","1,3",2,0,0,0,10,0,0,0,0,2,0,,,,,,,,
pac,Presidents Athletic Conference (PAC),2025-26,softball,Geneva,Malerie Branson,,,,18,11,34,8,8,6,2,0,0,2,0,0,9,2,1,0,0,2,0,0,0,0,0,0,0,0.263,10,38,1,1.000,.235,.294,10,30,4,0,0,0,0,2,0,44,.909,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,8,9,"4,11",0.36,4,11,"5,23",0.22,5,23,"4,16",0.25,4,16,0,0,0,0,0,0,0,0,"5,12","4,5","9,25",0,0,0,0,0,0,0,0,3,9,0,,,,,,,,
pac,Presidents Athletic Conference (PAC),2025-26,softball,Geneva,Lexi Zanic,,,,46,46,137,46,57,36,7,2,0,26,0,1,3,1,18,3,1,7,0,0,0,0,0,1,0,0.491,68,172,21,.857,.416,.496,73,81,14,0,0,0,0,6,0,168,.917,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,27,55,"19,44",0.43,19,44,"31,79",0.39,31,79,"25,61",0.41,25,61,"2,6",0.33,2,6,0,0,0,0,"11,21","19,29","54,93",2,0,0,0,0,0,0,0,20,18,0,,,,,,,,
pac,Presidents Athletic Conference (PAC),2025-26,softball,Geneva,Lydia Shaffer,,,,5,0,4,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.800,3,5,0,.000,.750,.750,2,1,1,0,0,0,0,0,0,4,.750,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,"1,2",0.50,1,2,"3,3",1.00,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,3",0,0,0,0,14,0,0,0,0,0,0,,,,,,,,
pac,Presidents Athletic Conference (PAC),2025-26,softball,Geneva,Julia Hart,,,,46,46,153,40,57,49,13,1,11,9,0,4,20,6,7,0,0,1,0,0,0,0,0,0,0,0.419,105,167,7,1.000,.373,.686,319,13,5,0,0,0,0,13,0,337,.985,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,25,43,"20,61",0.33,20,61,"35,104",0.34,35,104,"26,70",0.37,26,70,"2,6",0.33,2,6,0,0,0,0,"13,25","14,17","56,111",29,0,0,0,3,0,0,0,9,38,0,,,,,,,,
pac,Presidents Athletic Conference (PAC),2025-26,softball,Geneva,Callie Mangan,,,,33,17,52,12,13,6,2,0,1,13,0,1,14,5,1,0,0,1,0,0,0,0,0,0,0,0.403,18,67,1,1.000,.250,.346,24,0,0,0,0,0,0,1,0,24,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,15,9,"3,20",0.15,3,20,"7,29",0.24,7,29,"6,18",0.33,6,18,"1,4",0.25,1,4,0,0,0,0,"8,13","2,6","18,36",0,0,0,0,145,0,0,0,5,17,0,,,,,,,,
pac,Presidents Athletic Conference (PAC),2025-26,softball,Geneva,Justine Robbins,,,,45,45,147,20,57,39,18,2,5,8,1,0,25,4,1,0,0,0,0,0,0,2,0,3,0,0.419,94,155,1,1.000,.388,.639,37,5,4,0,0,0,0,0,0,46,.913,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,21,43,"20,49",0.41,20,49,"39,87",0.45,39,87,"25,60",0.42,25,60,"1,6",0.17,1,6,0,0,0,0,"11,35","7,12","46,87","1,1",1.00,1,1,4,0,0,0,8,32,0,,,,,,,,
pac,Presidents Athletic Conference (PAC),2025-26,softball,Geneva,Makenna Redfern,,,,32,5,19,10,1,0,0,0,0,3,0,0,9,2,1,0,0,0,0,0,0,1,0,2,0,0.182,1,22,1,1.000,.053,.053,10,1,1,0,0,0,0,0,0,12,.917,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,4,5,"0,7",0,0,7,"0,12",0,0,12,"0,8",0,0,8,"0,1",0,0,1,0,0,0,0,"1,3","0,1","2,13",3,0,0,0,5,0,0,0,0,11,0,,,,,,,,
pac,Presidents Athletic Conference (PAC),2025-26,softball,Geneva,Megan Gray,,,,26,22,69,3,13,9,5,0,0,5,0,0,11,3,1,0,0,1,0,0,0,1,0,1,0,0.240,18,75,1,1.000,.188,.261,1,0,0,0,0,0,0,0,0,1,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,17,28,"7,30",0.23,7,30,"8,43",0.19,8,43,"7,32",0.22,7,32,0,0,0,0,0,0,0,0,"2,12","2,5","14,45",18,0,0,0,88,0,0,0,6,31,0,,,,,,,,
pac,Presidents Athletic Conference (PAC),2025-26,softball,Geneva,Stacey Rodriguez,,,,27,13,38,13,9,6,3,1,0,5,0,1,14,4,2,1,0,0,0,0,0,0,0,0,0,0.341,14,44,3,.667,.237,.368,13,0,1,0,0,0,0,0,0,14,.929,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,8,7,"5,13",0.38,5,13,"7,24",0.29,7,24,"5,17",0.29,5,17,"0,2",0,0,2,0,0,0,0,"2,7","1,3","12,25","0,1",0,0,1,"0,1",0,0,1,4,10,0,,,,,,,,
pac,Presidents Athletic Conference (PAC),2025-26,softball,Geneva,Ma. Rapp,,,,45,42,121,25,45,25,9,3,0,20,0,3,18,7,9,2,2,3,0,0,0,0,0,0,0,0.463,60,149,11,.818,.372,.496,154,52,6,3,0,11,4,3,0,212,.972,15,.733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,30,26,"17,38",0.45,17,38,"28,66",0.42,28,66,"20,45",0.44,20,45,"2,4",0.50,2,4,0,0,0,0,"13,25","7,10","47,73",43,0,0,0,0,0,0,0,15,14,0,,,,,,,,
pac,Presidents Athletic Conference (PAC),2025-26,softball,Geneva,Isabela Skrlac,,,,34,26,60,21,19,7,1,0,0,6,0,0,12,2,6,1,2,0,0,0,0,0,0,0,0,0.379,20,68,7,.857,.317,.333,66,12,3,14,0,28,4,0,0,81,.963,32,.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,12,14,"3,18",0.17,3,18,"12,34",0.35,12,34,"10,25",0.40,10,25,0,0,0,0,0,0,0,0,"7,16","4,6","20,38",99,0,0,0,0,0,0,0,6,15,0,,,,,,,,
