season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats,pass_stats,receiving_stats,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,kickreturn_stats,puntreturn_stats,interception_return_stats,fumblereturn_stats,fumble_stats,scoring_stats,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,fumble_stats_number,fumble_stats_number_lost,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,defense_stats,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,fumblereturn_stats_number,fumblereturn_stats_yards,fumblereturn_stats_touchdowns,fumblereturn_stats_longest_interception_return,composite_score,global_rank,rating
2026-27,football,Northwest Conference (NWC),nwc,George Fox,"McGraw,Rylan",Rylan,McGraw,,1094,"McGraw,Rylan","MCGRAW,RYLAN",George Fox ,GFU,1260-3200,1,1,75,75,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,113,78
2026-27,football,Northwest Conference (NWC),nwc,Pacific Lutheran,"Moberg,Caleb",Caleb,Moberg,,1297,"Moberg,Caleb","MOBERG,CALEB",Pacific Lutheran ,PLU,1266-5053,1,0,47,47,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,114,78
2026-27,football,Northwest Conference (NWC),nwc,Pacific Lutheran,"Moore,Howie",Howie,Moore,,1297,"Moore,Howie","MOORE,HOWIE",Pacific Lutheran ,PLU,1266-5050,1,0,23,2H,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,115,78
2026-27,football,Northwest Conference (NWC),nwc,Pacific Lutheran,"Morgan,Ryan",Ryan,Morgan,,1297,"Morgan,Ryan","MORGAN,RYAN",Pacific Lutheran ,PLU,1266-3071,1,0,40,40,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,116,78
2026-27,football,Northwest Conference (NWC),nwc,Linfield,"Murphy,Jackson",Jackson,Murphy,,1179,"Murphy,Jackson","MURPHY,JACKSON",Linfield,LIN,1262-11419,1,0,62,62,0,OG,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,117,77
2026-27,football,Northwest Conference (NWC),nwc,Lewis & Clark,"Murphy,John",John,Murphy,,22235,"Murphy,John","MURPHY,JOHN",Lewis & Clark,L&C,1261-2788,1,1,37,37,0,0,CB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,118,77
2026-27,football,Northwest Conference (NWC),nwc,Pacific Lutheran,"Nauta,Connor",Connor,Nauta,,1297,"Nauta,Connor","NAUTA,CONNOR",Pacific Lutheran ,PLU,1266-4864,1,0,10,0N,0,0,DE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,119,77
2026-27,football,Northwest Conference (NWC),nwc,George Fox,"Neale,Jack",Jack,Neale,,1094,"Neale,Jack","NEALE,JACK",George Fox ,GFU,1260-3202,1,0,44,4A,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,120,77
2026-27,football,Northwest Conference (NWC),nwc,Pacific Lutheran,"Nielsen,Laurits",Laurits,Nielsen,,1297,"Nielsen,Laurits","NIELSEN,LAURITS",Pacific Lutheran ,PLU,1266-4917,1,0,63,63,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,121,77
2026-27,football,Northwest Conference (NWC),nwc,Linfield,"Nowlin,Max",Max,Nowlin,,1179,"Nowlin,Max","NOWLIN,MAX",Linfield,LIN,1262-11624,1,0,16,6Q,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,122,76
2026-27,football,Northwest Conference (NWC),nwc,Willamette,"Orozco,Jake",Jake,Orozco,,785,"Orozco,Jake","OROZCO,JAKE",Willamette,WIL,0,1,0,58,58,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,123,76
2026-27,football,Northwest Conference (NWC),nwc,Lewis & Clark,"Packer,Ramses",Ramses,Packer,,22235,"Packer,Ramses","PACKER,RAMSES",Lewis & Clark,L&C,1261-2501,1,1,71,71,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,124,76
2026-27,football,Northwest Conference (NWC),nwc,Pacific Lutheran,"Peralta,JP",JP,Peralta,,1297,"Peralta,JP","PERALTA,JP",Pacific Lutheran ,PLU,1266-3776,1,1,55,5P,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,125,76
2026-27,football,Northwest Conference (NWC),nwc,Pacific Lutheran,"Pola,Cross",Cross,Pola,,1297,"Pola,Cross","POLA,CROSS",Pacific Lutheran ,PLU,1266-3031,1,0,8,8D,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,126,76
2026-27,football,Northwest Conference (NWC),nwc,Lewis & Clark,"Rajbhandari,Avi",Avi,Rajbhandari,,22235,"Rajbhandari,Avi","RAJBHANDARI,AVI",Lewis & Clark,L&C,1261-2787,1,0,94,94,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,160,0,0,53.3,,,,,,,,,,,,,,,,,,,,,,0.0,127,76
2026-27,football,Northwest Conference (NWC),nwc,Linfield,"Relling,Dawson",Dawson,Relling,,1179,"Relling,Dawson","RELLING,DAWSON",Linfield,LIN,1262-11652,1,1,56,59,0,OT,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,128,75
2026-27,football,Northwest Conference (NWC),nwc,Pacific Lutheran,"Rhinelander,Caleb",Caleb,Rhinelander,,1297,"Rhinelander,Caleb","RHINELANDER,CALEB",Pacific Lutheran ,PLU,1266-3779,1,1,64,64,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,129,75
2026-27,football,Northwest Conference (NWC),nwc,Lewis & Clark,"Rivera,Daniel",Daniel,Rivera,,22235,"Rivera,Daniel","RIVERA,DANIEL",Lewis & Clark,L&C,1261-2785,1,0,47,47,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,130,75
2026-27,football,Northwest Conference (NWC),nwc,Puget Sound,"Robison,Zac",Zac,Robison,,557,"Robison,Zac","ROBISON,ZAC",Puget Sound,UPS,0,1,1,21,21,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,131,75
2026-27,football,Northwest Conference (NWC),nwc,Pacific Lutheran,"Saleumsay,Kaidyn",Kaidyn,Saleumsay,,1297,"Saleumsay,Kaidyn","SALEUMSAY,KAIDYN",Pacific Lutheran ,PLU,1266-4915,1,0,6,6D,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,132,75
2026-27,football,Northwest Conference (NWC),nwc,Pacific Lutheran,"Santi,Preston",Preston,Santi,,1297,"Santi,Preston","SANTI,PRESTON",Pacific Lutheran ,PLU,1266-4233,1,0,8,8,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,133,75
2026-27,football,Northwest Conference (NWC),nwc,Lewis & Clark,"Sheffler,Ty",Ty,Sheffler,,22235,"Sheffler,Ty","SHEFFLER,TY",Lewis & Clark,L&C,1261-2346,1,1,76,76,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,134,74
2026-27,football,Northwest Conference (NWC),nwc,Pacific Lutheran,"Swan,Shane",Shane,Swan,,1297,"Swan,Shane","SWAN,SHANE",Pacific Lutheran ,PLU,1266-4853,1,1,62,62,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,135,74
2026-27,football,Northwest Conference (NWC),nwc,Puget Sound,"Tasaka,Rees",Rees,Tasaka,,557,"Tasaka,Rees","TASAKA,REES",Puget Sound,UPS,0,1,0,37,37,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,136,74
2026-27,football,Northwest Conference (NWC),nwc,Pacific Lutheran,"Thelen,Drew",Drew,Thelen,,1297,"Thelen,Drew","THELEN,DREW",Pacific Lutheran ,PLU,1266-3016,1,0,53,53,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,137,74
2026-27,football,Northwest Conference (NWC),nwc,George Fox,"Tolentino,Dreylen",Dreylen,Tolentino,,1094,"Tolentino,Dreylen","TOLENTINO,DREYLEN",George Fox ,GFU,1260-2834,1,1,4,4,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,138,74
2026-27,football,Northwest Conference (NWC),nwc,Pacific Lutheran,"Toomer Jr.,Anthony",Anthony,Toomer Jr.,,1297,"Toomer Jr.,Anthony","TOOMER JR.,ANTHONY",Pacific Lutheran ,PLU,1266-5045,1,0,11,11,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,139,74
2026-27,football,Northwest Conference (NWC),nwc,George Fox,"Turnbaugh,Mason",Mason,Turnbaugh,,1094,"Turnbaugh,Mason","TURNBAUGH,MASON",George Fox ,GFU,1260-3428,1,0,85,85,0,0,DE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,140,73
2026-27,football,Northwest Conference (NWC),nwc,Pacific Lutheran,"Victor,Illjay",Illjay,Victor,,1297,"Victor,Illjay","VICTOR,ILLJAY",Pacific Lutheran ,PLU,1266-5064,1,0,22,2V,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,141,73
2026-27,football,Northwest Conference (NWC),nwc,Linfield,"Wallace,Jake",Jake,Wallace,,1179,"Wallace,Jake","WALLACE,JAKE",Linfield,LIN,1262-11159,1,1,88,88,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,142,73
2026-27,football,Northwest Conference (NWC),nwc,Puget Sound,"Wani,Daniel",Daniel,Wani,,557,"Wani,Daniel","WANI,DANIEL",Puget Sound,UPS,0,1,1,50,50,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,143,73
2026-27,football,Northwest Conference (NWC),nwc,George Fox,"Williamson,Gabe",Gabe,Williamson,,1094,"Williamson,Gabe","WILLIAMSON,GABE",George Fox ,GFU,1260-3426,1,0,28,28,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,144,73
2026-27,football,Northwest Conference (NWC),nwc,Pacific Lutheran,"Willingham,Tyger",Tyger,Willingham,,1297,"Willingham,Tyger","WILLINGHAM,TYGER",Pacific Lutheran ,PLU,1266-3142,1,0,20,2G,0,0,S,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,145,73
2026-27,football,Northwest Conference (NWC),nwc,Lewis & Clark,"Wong,Cody",Cody,Wong,,22235,"Wong,Cody","WONG,CODY",Lewis & Clark,L&C,1261-2500,1,1,62,62,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,146,72
2026-27,football,Northwest Conference (NWC),nwc,Lewis & Clark,"Yankosky,Joseph",Joseph,Yankosky,,22235,"Yankosky,Joseph","YANKOSKY,JOSEPH",Lewis & Clark,L&C,1261-2667,1,0,98,98,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,190,0,0,47.5,,,,,,,,,,,,,,,,,,,,,,0.0,147,72
2026-27,football,Northwest Conference (NWC),nwc,Puget Sound,"Damasiewicz,Peyton",Peyton,Damasiewicz,,557,"Damasiewicz,Peyton","DAMASIEWICZ,PEYTON",Puget Sound,UPS,0,1,0,7,7A,0,0,LB,0,,,,,,,,0,2,3,5,5,.0,.0,.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.011166499137192615,148,72
2026-27,football,Northwest Conference (NWC),nwc,Lewis & Clark,"Strozyk,Cody",Cody,Strozyk,,22235,"Strozyk,Cody","STROZYK,CODY",Lewis & Clark,L&C,1261-2643,1,0,32,32,0,0,DL,0,,,,,,,,0,2,3,5,5,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.011166499137192615,149,72
2026-27,football,Northwest Conference (NWC),nwc,George Fox,"Cabezudo,Vincent",Vincent,Cabezudo,,1094,"Cabezudo,Vincent","CABEZUDO,VINCENT",George Fox ,GFU,1260-2754,1,0,1,1D,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,0,10,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.048903008389015686,150,72
2026-27,football,Northwest Conference (NWC),nwc,Willamette,"Gianni,Nicholas",Nicholas,Gianni,,785,"Gianni,Nicholas","GIANNI,NICHOLAS",Willamette,WIL,0,1,0,35,35,0,0,CB,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2,56,1,42,28.0,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11154080237984401,151,72
2026-27,football,Northwest Conference (NWC),nwc,Willamette,"Rodriguez,Javi",Javi,Rodriguez,,785,"Rodriguez,Javi","RODRIGUEZ,JAVI",Willamette,WIL,0,1,0,34,34,0,0,LB,0,,,,,,,,0,2,1,3,3,.5,.0,.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12735266352792954,152,71
2026-27,football,Northwest Conference (NWC),nwc,Lewis & Clark,"Moss,Jayden",Jayden,Moss,,22235,"Moss,Jayden","MOSS,JAYDEN",Lewis & Clark,L&C,1261-2808,1,0,10,1T,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,6,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1294491398532768,153,71
2026-27,football,Northwest Conference (NWC),nwc,George Fox,"Frey,Kaelan",Kaelan,Frey,,1094,"Frey,Kaelan","FREY,KAELAN",George Fox ,GFU,1260-2768,1,1,88,88,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,44,0,20,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.20363641938033453,154,71
2026-27,football,Northwest Conference (NWC),nwc,Lewis & Clark,"Maehara,Mateo",Mateo,Maehara,,22235,"Maehara,Mateo","MAEHARA,MATEO",Lewis & Clark,L&C,1261-2317,1,1,5,5K,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,42,0,17,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.24849657779994758,155,71
2026-27,football,Northwest Conference (NWC),nwc,Pacific Lutheran,"Tracy,Sam",Sam,Tracy,,1297,"Tracy,Sam","TRACY,SAM",Pacific Lutheran ,PLU,1266-4921,1,1,9,9,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,42,0,26,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.24849657779994758,156,71
2026-27,football,Northwest Conference (NWC),nwc,Linfield,"O'Dell,Andrew",Andrew,O'Dell,,1179,"O'Dell,Andrew","O'DELL,ANDREW",Linfield,LIN,1262-11408,1,0,46,,0,0,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,2,0,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,644,0,5,64.4,2,2,37,0,100.0,5,5,0,0,0,0,0,0,0,0,0,0,,,,,-0.29009266916108495,157,71
2026-27,football,Northwest Conference (NWC),nwc,Puget Sound,"James,Josiah",Josiah,James,,557,"James,Josiah","JAMES,JOSIAH",Puget Sound,UPS,0,1,1,80,80,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,0,5,95,0,39,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.29703596901464446,158,70
2026-27,football,Northwest Conference (NWC),nwc,Lewis & Clark,"Chavez,JT",JT,Chavez,,22235,"Chavez,JT","CHAVEZ,JT",Lewis & Clark,L&C,1261-2341,1,1,91,91,0,0,DL,0,,,,,,,,0,2,2,4,4,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.30538971203230636,159,70
