season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,team_name,team_id,sdrm_id,this_is_softball,pitching_stats,pitching_summary_stats,global_rank,rating,composite_score,ranking_segment,pitching_stats_k_per_9,pitching_stats_whip
2026-27,baseball,Conference of New England (CCC),ccc,Gordon College,Aaron Ferreira,Aaron,Ferreira,,1099,Aaron Ferreira,0,0GORDON,12,12,,,44,12,11,7,2,0,0,7,0,0,5,5,2,0,0,0,0,0,0,1,0,2,0,0.353,13,51,2,1.000,.250,.295,79,7,5,0,0,0,0,8,0,91,.945,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,15,9,"3,15",0.20,3,15,"10,33",0.30,10,33,"7,23",0.30,7,23,"2,7",0.29,2,7,0,0,0,0,"1,5","4,6","19,36",1,0,0,0,0,0,0,0,6,15,0,,,,,,,,,Gordon College,GORDON,693-3276,False,,,34,76,29.0,batting,,
2026-27,baseball,Conference of New England (CCC),ccc,Suffolk University,Luke Thornton,Luke,Thornton,,684,Luke Thornton,0,0SUF,13,13,,,41,9,12,5,2,2,1,4,0,3,8,6,1,0,0,1,0,0,0,0,0,1,0,0.388,21,49,1,1.000,.293,.512,25,32,3,0,0,0,0,5,0,60,.950,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,8,12,"4,10",0.40,4,10,"4,9",0.44,4,9,"1,4",0.25,1,4,"2,5",0.40,2,5,0,0,0,0,"5,14","2,2","13,16",0,0,0,0,0,0,0,0,2,0,0,,,,,,,,,Suffolk University,SUF,0,False,,,35,75,28.0,batting,,
2026-27,baseball,Conference of New England (CCC),ccc,Western New England University,Mark Zigmont,Mark,Zigmont,,775,Mark Zigmont,0,0WESTERN,10,9,,,37,4,10,5,2,1,0,0,0,0,11,5,0,0,2,1,0,0,0,1,0,1,0,0.263,14,40,0,.000,.270,.378,10,2,0,0,0,0,0,0,0,12,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,9,9,"4,11",0.36,4,11,"5,17",0.29,5,17,"3,13",0.23,3,13,"2,9",0.22,2,9,0,0,0,0,"4,14","2,5","10,20",126,0,0,0,8,0,0,0,5,12,0,,,,,,,,,Western New England University,WESTERN,1022-4662,False,,,36,74,27.0,batting,,
2026-27,baseball,Conference of New England (CCC),ccc,Nichols College,Julian Galvan,Julian,Galvan,,484,Julian Galvan,0,0NC,12,12,,,49,7,14,5,0,0,1,2,0,0,9,4,2,0,0,2,0,0,0,1,0,1,0,0.302,17,53,2,1.000,.286,.347,9,26,2,0,0,0,0,0,0,37,.946,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,17,9,"3,15",0.20,3,15,"8,25",0.32,8,25,"4,16",0.25,4,16,"3,4",0.75,3,4,0,0,0,0,"1,5","2,6","15,28","0,1",0,0,1,0,0,0,0,6,8,0,,,,,,,,,Nichols College,NC,695-4772,False,,,37,73,26.0,batting,,
2026-27,baseball,Conference of New England (CCC),ccc,Endicott College,Shea Lafleur,Shea,Lafleur,,8981,Shea Lafleur,0,0ENDICOTT,11,9,,,31,6,8,5,1,0,0,6,0,2,8,6,0,0,0,0,0,0,0,0,0,0,0,0.410,9,39,0,.000,.258,.290,78,4,0,0,0,0,0,10,0,82,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,8,5,"5,12",0.42,5,12,"4,23",0.17,4,23,"4,19",0.21,4,19,"1,4",0.25,1,4,0,0,0,0,"2,3","2,6","14,27",39,0,0,0,1,0,0,0,3,7,0,,,,,,,,,Endicott College,ENDICOTT,0,False,,,38,72,25.0,batting,,
2026-27,baseball,Conference of New England (CCC),ccc,Western New England University,Jack Gamache,Jack,Gamache,,775,Jack Gamache,0,0WESTERN,12,12,,,44,5,12,5,0,0,0,7,0,3,10,5,2,2,0,0,0,0,0,1,0,2,0,0.407,12,54,4,.500,.273,.273,27,0,0,0,0,0,0,0,0,27,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,13,7,"4,10",0.40,4,10,"9,24",0.38,9,24,"7,15",0.47,7,15,"3,7",0.43,3,7,0,0,0,0,"3,9","4,6","18,29",33,0,0,0,0,0,0,0,3,6,0,,,,,,,,,Western New England University,WESTERN,1022-4081,False,,,39,72,24.0,batting,,
2026-27,baseball,Conference of New England (CCC),ccc,Wentworth Institute of Technology,Jake Samela,Jake,Samela,,762,Jake Samela,0,0WIT,15,15,,,53,11,14,4,1,0,1,9,0,0,4,2,1,0,0,0,0,0,0,2,0,4,0,0.371,18,62,1,1.000,.264,.340,2,0,0,0,0,0,0,0,0,2,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,22,12,"4,18",0.22,4,18,"5,25",0.20,5,25,"1,17",0.06,1,17,"4,7",0.57,4,7,0,0,0,0,"7,15","1,4","11,27","1,1",1.00,1,1,0,0,0,0,5,12,0,,,,,,,,,Wentworth Institute of Technology,WIT,0,False,,,40,71,23.0,batting,,
2026-27,baseball,Conference of New England (CCC),ccc,Suffolk University,Jack Mihalchik,Jack,Mihalchik,,684,Jack Mihalchik,0,0SUF,13,13,,,47,5,13,4,1,1,0,3,0,2,4,1,3,1,0,1,0,0,0,0,0,1,0,0.340,16,53,4,.750,.277,.340,27,0,1,0,0,0,0,0,0,28,.964,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,15,16,"5,17",0.29,5,17,"6,20",0.30,6,20,"3,9",0.33,3,9,"2,4",0.50,2,4,0,0,0,0,"6,16","2,2","11,23","1,1",1.00,1,1,0,0,0,0,3,10,0,,,,,,,,,Suffolk University,SUF,0,False,,,41,70,22.0,batting,,
2026-27,baseball,Conference of New England (CCC),ccc,Endicott College,Tj Liponis,Tj,Liponis,,8981,Tj Liponis,0,0ENDICOTT,13,13,,,49,7,14,4,2,0,0,9,0,2,5,3,3,3,0,0,0,0,0,1,1,1,0,0.417,16,60,6,.500,.286,.327,9,39,2,0,0,0,0,9,0,50,.960,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,11,18,"2,17",0.12,2,17,"6,29",0.21,6,29,"4,20",0.20,4,20,"1,4",0.25,1,4,0,0,0,0,"6,11","1,3","12,32",1,0,0,0,0,0,0,0,1,14,0,,,,,,,,,Endicott College,ENDICOTT,0,False,,,42,69,21.0,batting,,
2026-27,baseball,Conference of New England (CCC),ccc,Suffolk University,Cole Hilliard,Cole,Hilliard,,684,Cole Hilliard,0,0SUF,13,13,,,43,6,12,4,0,1,0,6,0,2,3,2,1,1,0,0,0,0,0,0,0,0,0,0.392,14,51,2,.500,.279,.326,86,7,2,0,0,0,0,5,0,95,.979,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,13,12,"6,19",0.32,6,19,"7,19",0.37,7,19,"5,16",0.31,5,16,"3,4",0.75,3,4,0,0,0,0,"5,11",0,"10,21",0,0,0,0,0,0,0,0,0,12,0,,,,,,,,,Suffolk University,SUF,0,False,,,43,68,20.0,batting,,
2026-27,baseball,Conference of New England (CCC),ccc,Endicott College,John Fusco,John,Fusco,,8981,John Fusco,0,0ENDICOTT,11,10,,,39,4,10,4,1,0,0,4,0,2,12,5,5,0,1,1,0,0,0,0,1,0,0,0.348,11,47,5,1.000,.256,.282,16,0,3,0,0,0,0,0,0,19,.842,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,7,11,"1,13",0.08,1,13,"4,17",0.24,4,17,"2,11",0.18,2,11,"1,1",1.00,1,1,0,0,0,0,"5,12","2,3","7,20",0,0,0,0,1,0,0,0,3,13,0,,,,,,,,,Endicott College,ENDICOTT,0,False,,,44,67,19.0,batting,,
2026-27,baseball,Conference of New England (CCC),ccc,Western New England University,Ryan Montini,Ryan,Montini,,775,Ryan Montini,0,0WESTERN,8,8,,,34,7,10,3,3,0,1,5,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0.385,16,39,0,.000,.294,.471,6,0,0,0,0,0,0,0,0,6,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,8,7,"3,12",0.25,3,12,"7,19",0.37,7,19,"3,11",0.27,3,11,"0,2",0,0,2,0,0,0,0,"2,7","0,1","11,21",3,0,0,0,0,0,0,0,1,8,0,,,,,,,,,Western New England University,WESTERN,1022-285,False,,,45,66,18.0,batting,,
2026-27,baseball,Conference of New England (CCC),ccc,Endicott College,Brenden Walsh,Brenden,Walsh,,8981,Brenden Walsh,0,0ENDICOTT,13,12,,,39,10,11,14,2,0,2,6,0,4,15,4,7,1,2,1,0,0,0,0,0,0,0,0.420,19,52,8,.875,.282,.487,23,0,0,0,0,0,0,0,0,23,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,11,"3,12",0.25,3,12,"7,24",0.29,7,24,"4,13",0.31,4,13,"1,4",0.25,1,4,0,0,0,0,"4,10","5,8","17,32",46,0,0,0,1,0,0,0,6,12,0,,,,,,,,,Endicott College,ENDICOTT,0,False,,,46,65,17.0,batting,,
2026-27,baseball,Conference of New England (CCC),ccc,Western New England University,Corey Kilroy,Corey,Kilroy,,775,Corey Kilroy,0,0WESTERN,15,15,,,54,16,14,13,3,0,2,10,1,3,9,1,0,0,0,1,0,0,0,0,1,1,0,0.397,23,68,0,.000,.259,.426,100,4,3,0,0,0,0,3,0,107,.972,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,14,15,"7,20",0.35,7,20,"10,35",0.29,10,35,"7,22",0.32,7,22,"1,9",0.11,1,9,0,0,0,0,"4,13","4,8","23,43",77,0,0,0,0,0,0,0,4,12,0,,,,,,,,,Western New England University,WESTERN,1022-4077,False,,,47,64,16.0,batting,,
2026-27,baseball,Conference of New England (CCC),ccc,Endicott College,Trevor Kamuda,Trevor,Kamuda,,8981,Trevor Kamuda,0,0ENDICOTT,13,12,,,41,5,12,12,2,1,3,5,0,1,13,2,7,1,3,0,0,0,0,0,0,0,0,0.383,25,50,8,.875,.293,.610,22,1,2,0,0,0,0,1,0,25,.920,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,11,"6,17",0.35,6,17,"5,18",0.28,5,18,"3,11",0.27,3,11,"0,2",0,0,2,0,0,0,0,"4,11","3,4","12,23",27,0,0,0,1,0,0,0,3,8,0,,,,,,,,,Endicott College,ENDICOTT,0,False,,,48,64,15.0,batting,,
2026-27,baseball,Conference of New England (CCC),ccc,Endicott College,Kyle Grabowski,Kyle,Grabowski,,8981,Kyle Grabowski,0,0ENDICOTT,13,13,,,55,13,14,11,4,1,3,3,0,4,8,3,7,0,0,0,0,0,0,3,0,3,0,0.339,29,62,7,1.000,.255,.527,1,7,1,0,0,0,0,0,0,9,.889,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,16,9,"1,17",0.06,1,17,"10,28",0.36,10,28,"6,14",0.43,6,14,"1,4",0.25,1,4,0,0,0,0,"1,5","1,1","17,31",22,0,0,0,0,0,0,0,1,4,0,,,,,,,,,Endicott College,ENDICOTT,0,False,,,49,63,14.0,batting,,
2026-27,baseball,Conference of New England (CCC),ccc,Gordon College,Adam Gracie,Adam,Gracie,,1099,Adam Gracie,0,0GORDON,14,14,,,60,9,17,11,4,1,0,4,0,2,15,6,2,0,0,0,0,0,0,1,0,3,0,0.348,23,66,2,1.000,.283,.383,25,27,3,0,0,0,0,5,0,55,.945,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,13,12,"4,13",0.31,4,13,"12,33",0.36,12,33,"10,25",0.40,10,25,"3,10",0.30,3,10,0,0,0,0,"10,23","3,8","17,36",3,0,0,0,1,0,0,0,2,12,0,,,,,,,,,Gordon College,GORDON,693-3124,False,,,50,62,13.0,batting,,
2026-27,baseball,Conference of New England (CCC),ccc,Wentworth Institute of Technology,Matthew Favazzo,Matthew,Favazzo,,762,Matthew Favazzo,0,0WIT,16,16,,,55,12,16,10,3,0,1,8,1,5,7,0,4,0,0,1,0,0,0,1,0,1,0,0.420,22,69,4,1.000,.291,.400,41,9,3,3,0,11,1,3,0,53,.943,12,.917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,12,20,"9,27",0.33,9,27,"8,31",0.26,8,31,"7,23",0.30,7,23,"2,8",0.25,2,8,0,0,0,0,"1,8","2,4","21,40",0,0,0,0,0,0,0,0,5,18,0,,,,,,,,,Wentworth Institute of Technology,WIT,0,False,,,51,61,12.0,batting,,
2026-27,baseball,Conference of New England (CCC),ccc,Roger Williams University,Nick Dimaso,Nick,Dimaso,,583,Nick Dimaso,0,0RWU,11,11,,,35,6,6,8,1,1,2,8,0,1,10,5,0,0,0,1,0,0,0,0,1,0,0,0.333,15,45,0,.000,.171,.429,13,14,5,0,0,0,0,1,0,32,.844,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,16,"1,9",0.11,1,9,"4,23",0.17,4,23,"1,12",0.08,1,12,"2,10",0.20,2,10,0,0,0,0,"3,7","2,7","10,27",3,0,0,0,0,0,0,0,2,6,0,,,,,,,,,Roger Williams University,RWU,697-9899,False,,,52,60,11.0,batting,,
