season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats,pass_stats,receiving_stats,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats,kickreturn_stats,puntreturn_stats,interception_return_stats,fumblereturn_stats,fumble_stats,scoring_stats,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,fumble_stats_number,fumble_stats_number_lost,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt,fumblereturn_stats_number,fumblereturn_stats_yards,fumblereturn_stats_touchdowns,fumblereturn_stats_longest_interception_return
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Ragan,Tyler",Tyler,Ragan,,372,"Ragan,Tyler","RAGAN,TYLER",Luther,LUT,1046-7644,1,1,8,8,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,2,7,7,1.5,.0,.0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Petersen,Dane",Dane,Petersen,,372,"Petersen,Dane","PETERSEN,DANE",Luther,LUT,1046-7548,1,1,9,9,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,4,5,5,.5,.0,.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Hiner,Christian",Christian,Hiner,,372,"Hiner,Christian","HINER,CHRISTIAN",Luther,LUT,1046-7987,1,0,10,10,0,QB,0,0,,,,,,,,,,,,,,,,,,,,3,3,7,4,0,5,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0,0,0,0,0,0,NaN,.00,.00,.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Walker,CJ",CJ,Walker,,372,"Walker,CJ","WALKER,CJ",Luther,LUT,1046-8188,1,0,12,12,0,QB,0,0,,,,,,,,,,,,,,,,,,,,4,16,16,0,0,8,4.0,16.0,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Thornton,Anthony",Anthony,Thornton,,372,"Thornton,Anthony","THORNTON,ANTHONY",Luther,LUT,1046-8054,1,1,13,13,0,WR,0,0,,,,,,,,,,,,,,,3,66,0,58,22.0,1,7,7,0,0,7,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Liljedahl,Brett",Brett,Liljedahl,,372,"Liljedahl,Brett","LILJEDAHL,BRETT",Luther,LUT,1046-7654,1,1,14,14,0,QB,0,0,,,,,,,,,,,,,,,,,,,,2,8,8,0,0,7,4.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,58,4,145,0,16,11,227.4,9.06,13.18,145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Luther,"White III,Michael",Michael,White III,,372,"White III,Michael","WHITE III,MICHAEL",Luther,LUT,1046-7858,1,1,16,16,0,WR,0,0,,,,,,,,,,,,,,,1,7,0,7,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Baesemann,Conor",Conor,Baesemann,,372,"Baesemann,Conor","BAESEMANN,CONOR",Luther,LUT,1046-7530,1,1,17,17,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,4,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Rieder,Cody",Cody,Rieder,,372,"Rieder,Cody","RIEDER,CODY",Luther,LUT,1046-7978,1,1,20,20,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Lemon Jr.,Ronnie",Ronnie,Lemon Jr.,,372,"Lemon Jr.,Ronnie","LEMON JR.,RONNIE",Luther,LUT,1046-7843,1,0,21,21,0,RB,0,0,,,,,,,,,,,,,,,,,,,,6,30,32,2,0,12,5.0,30.0,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Moore,Kylle",Kylle,Moore,,372,"Moore,Kylle","MOORE,KYLLE",Luther,LUT,1046-7849,1,0,22,22,0,RB,0,0,,,,,,,,,,,,,,,,,,,,2,29,29,0,0,27,14.5,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Ray,Joe",Joe,Ray,,372,"Ray,Joe","RAY,JOE",Luther,LUT,1046-8046,1,0,26,26,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,1.0,.0,.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2,31,0,20,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Brown,Ja'Marion",Ja'Marion,Brown,,372,"Brown,Ja'Marion","BROWN,JA'MARION",Luther,LUT,1046-8198,1,0,27,27,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Hernandez,Anthony",Anthony,Hernandez,,372,"Hernandez,Anthony","HERNANDEZ,ANTHONY",Luther,LUT,1046-8060,1,0,28,28,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Songstad,Caleb",Caleb,Songstad,,372,"Songstad,Caleb","SONGSTAD,CALEB",Luther,LUT,1046-7660,1,0,29,29,0,RB,0,0,,,,,,,,,,,,,,,,,,,,8,17,20,3,0,5,2.1,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Medcalfe,Sean",Sean,Medcalfe,,372,"Medcalfe,Sean","MEDCALFE,SEAN",Luther,LUT,1046-7657,1,0,30,30,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,6,316,0,1,52.7,1,3,23,0,33.3,4,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,3,156,55,0,1,0,2,1,52.0,,,,
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Olerud,Jacob",Jacob,Olerud,,372,"Olerud,Jacob","OLERUD,JACOB",Luther,LUT,1046-8045,1,0,33,33,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Whitfield,Kyle",Kyle,Whitfield,,372,"Whitfield,Kyle","WHITFIELD,KYLE",Luther,LUT,1046-7986,1,1,34,34,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,3,3,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Luther,"O'Connor,Matthew",Matthew,O'Connor,,372,"O'Connor,Matthew","O'CONNOR,MATTHEW",Luther,LUT,1046-8053,1,0,38,38,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Frame,Reid",Reid,Frame,,372,"Frame,Reid","FRAME,REID",Luther,LUT,1046-8200,1,0,41,41,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Wiley,Ash",Ash,Wiley,,372,"Wiley,Ash","WILEY,ASH",Luther,LUT,1046-7859,1,0,43,43,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Vix,Axel",Axel,Vix,,372,"Vix,Axel","VIX,AXEL",Luther,LUT,1046-8213,1,0,44,44,0,TE,0,0,,,,,,,,,,,,,,,0,0,0,0,.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Whitehill,Jacob",Jacob,Whitehill,,372,"Whitehill,Jacob","WHITEHILL,JACOB",Luther,LUT,1046-7661,1,1,46,46,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,6,6,1.0,.0,.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Gentry,Jeremiah",Jeremiah,Gentry,,372,"Gentry,Jeremiah","GENTRY,JEREMIAH",Luther,LUT,1046-8201,1,0,49,49,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,1,0,0,0
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Quijada,Noah",Noah,Quijada,,372,"Quijada,Noah","QUIJADA,NOAH",Luther,LUT,1046-7851,1,1,51,51,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Popp,Connor",Connor,Popp,,372,"Popp,Connor","POPP,CONNOR",Luther,LUT,1046-7659,1,1,53,53,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Capobianco,Jackson",Jackson,Capobianco,,372,"Capobianco,Jackson","CAPOBIANCO,JACKSON",Luther,LUT,1046-8064,1,0,54,54,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Smith,De'Ontaye",De'Ontaye,Smith,,372,"Smith,De'Ontaye","SMITH,DE'ONTAYE",Luther,LUT,1046-8055,1,1,55,55,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,5,5,1.0,.0,.0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Thao,Astyanax",Astyanax,Thao,,372,"Thao,Astyanax","THAO,ASTYANAX",Luther,LUT,1046-8037,1,1,57,57,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Barclay,Jameson",Jameson,Barclay,,372,"Barclay,Jameson","BARCLAY,JAMESON",Luther,LUT,1046-7828,1,1,77,77,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Baltierrez,Carlos",Carlos,Baltierrez,,372,"Baltierrez,Carlos","BALTIERREZ,CARLOS",Luther,LUT,1046-7827,1,1,78,78,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Buraie,Salah",Salah,Buraie,,372,"Buraie,Salah","BURAIE,SALAH",Luther,LUT,1046-7830,1,0,84,84,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Moore,Aaron",Aaron,Moore,,372,"Moore,Aaron","MOORE,AARON",Luther,LUT,1046-7850,1,0,87,87,0,TE,0,0,,,,,,,,,,,,,,,1,6,1,6,6.0,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Weis,Kinnick",Kinnick,Weis,,372,"Weis,Kinnick","WEIS,KINNICK",Luther,LUT,1046-8189,1,0,90,90,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Nkwenti,Kongcho",Kongcho,Nkwenti,,372,"Nkwenti,Kongcho","NKWENTI,KONGCHO",Luther,LUT,1046-8105,1,0,91,91,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,4,1.5,.0,.0,1,1,6,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Lorence,Ben",Ben,Lorence,,372,"Lorence,Ben","LORENCE,BEN",Luther,LUT,1046-7715,1,0,92,92,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,.5,.0,.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Kinstler,Logan",Logan,Kinstler,,372,"Kinstler,Logan","KINSTLER,LOGAN",Luther,LUT,1046-8187,1,0,94,94,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Weiss,Stephen",Stephen,Weiss,,372,"Weiss,Stephen","WEISS,STEPHEN",Luther,LUT,1046-7545,1,1,95,95,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Luther,"Franzen,Luke",Luke,Franzen,,372,"Franzen,Luke","FRANZEN,LUKE",Luther,LUT,1046-8194,1,0,99,99,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Illinois Col.,"Arroyo,Keyan",Keyan,Arroyo,,297,"Arroyo,Keyan","ARROYO,KEYAN",Illinois Col.,ILC,1096-4436,1,0,28,28,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,4,4,1.0,.0,.0,1,0,24,1,1,0,24,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Illinois Col.,"Beadle,Dylan",Dylan,Beadle,,297,"Beadle,Dylan","BEADLE,DYLAN",Illinois Col.,ILC,1096-3795,1,1,9,9B,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3,2,5,5,1.0,.0,.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20,1,20,20.0,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Illinois Col.,"Brendel,Chase",Chase,Brendel,,297,"Brendel,Chase","BRENDEL,CHASE",Illinois Col.,ILC,1096-3802,1,1,70,70,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Illinois Col.,"Buckles,Blake",Blake,Buckles,,297,"Buckles,Blake","BUCKLES,BLAKE",Illinois Col.,ILC,1096-3752,1,1,55,55,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Illinois Col.,"Carson,Ki'on",Ki'on,Carson,,297,"Carson,Ki'on","CARSON,KI'ON",Illinois Col.,ILC,1096-4067,1,0,0,0A,0,RB,0,0,,,,,,,,,,,,,,,1,9,0,9,9.0,1,4,4,0,0,4,4.0,4.0,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Illinois Col.,"Carson,Kani",Kani,Carson,,297,"Carson,Kani","CARSON,KANI",Illinois Col.,ILC,1096-4328,1,1,2,2,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,4,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Illinois Col.,"Cole III,Bobby",Bobby,Cole III,,297,"Cole III,Bobby","COLE III,BOBBY",Illinois Col.,ILC,1096-4429,1,0,19,19,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Midwest Conference (MWC),mwc,Illinois Col.,"Dinardo,Clayton",Clayton,Dinardo,,297,"Dinardo,Clayton","DINARDO,CLAYTON",Illinois Col.,ILC,1096-3809,1,1,5,5D,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
