conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,goal_stats_hat_tricks,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_misc10,penalty_stats_miscgame,penalty_stats_miscgross,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_total_faceoffs,misc_stats_faceoff_win_pct,misc_stats_faceoffs_won_pct,misc_stats_plus,misc_stats_minus,misc_stats_plusminus,misc_stats_blocks,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_pct,shot_stats_penalty_shot_goals,shot_stats_penalty_shots_attempted,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_saves_by_prd,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_save_pct,goalie_stats_games_started,goalie_stats_penalty_shot_goals_allowed,goalie_stats_shootout_goals_allowed,goalie_stats_goals_against_avg,z_shot_stats_points,z_shot_stats_goals,z_shot_stats_assists,z_misc_stats_plusminus,z_penalty_stats_minutes,composite_score,global_rank,rating
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Curry College,"Robles, Sophia",,0,5,24,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00:00,0,0,0,0,0,0,0,5.0,3.0,8.0,0.625,0.6,5.0,5.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,-0.8124152972734717,-0.6806606912543698,-0.8185451531622039,-0.08347036548279954,,,11,94
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Curry College,"Ganter, Reilly",,0,6,18,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00:00,0,0,0,0,0,0,0,4.0,6.0,10.0,0.4,1.5,6.0,4.0,2.0,3.0,0.0,13.0,2.0,1.0,1.0,0.08,0.0,0.0,,,,,,,,,,,,,,,,,,-0.5532435886923941,-0.4126230812030794,-0.599090079658482,0.10953602112995535,,,12,94
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Curry College,"Oxman, Margot",,0,8,24,1,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7,14:00,0,0,0,0,0,0,7,16.0,21.0,37.0,0.432,1.31,5.0,11.0,-6.0,5.0,0.0,34.0,3.0,1.0,2.0,0.06,0.0,0.0,,,,,,,,,,,,,,,,,,-0.4236577344018552,-0.14458547115178896,-0.599090079658482,-0.6624895253210643,,,13,93
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Curry College,"Mardesich, Bella",,0,9,26,22,0.0,,0.0,0.0,1.0,5.0,4.0,0.0,1.0,2.0,0.0,5,10:00,0,0,0,0,0,0,5,25.0,27.0,52.0,0.481,1.08,22.0,17.0,5.0,8.0,0.0,158.0,17.0,4.0,13.0,0.08,0.0,0.0,,,,,,,,,,,,,,,,,,1.3905442256656881,2.8038282394124057,0.059275140852683636,0.3990456010490877,,,14,93
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Curry College,"McIntyre, Kailyn",,0,10,21,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,08:00,0,0,0,0,0,0,4,11.0,12.0,23.0,0.478,1.09,9.0,7.0,2.0,4.0,0.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,-0.6828294429829329,-0.6806606912543698,-0.599090079658482,0.10953602112995535,,,15,93
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Curry College,"Kahl, Anna",,0,11,26,5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,18:00,0,0,0,0,0,0,9,0.0,6.0,6.0,0.0,0.0,11.0,5.0,6.0,25.0,0.0,19.0,3.0,2.0,1.0,0.05,0.0,0.0,,,,,,,,,,,,,,,,,,-0.4236577344018552,-0.4126230812030794,-0.37963500615476015,0.49554879435546517,,,16,93
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Curry College,"Rowe Smiley, Eleanor",,0,13,19,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,06:00,0,0,0,0,0,0,3,2.0,5.0,7.0,0.286,2.5,3.0,7.0,-4.0,0.0,0.0,16.0,3.0,2.0,1.0,0.06,0.0,0.0,,,,,,,,,,,,,,,,,,-0.4236577344018552,-0.4126230812030794,-0.37963500615476015,-0.4694831387083094,,,17,92
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Curry College,"Sawatzky, Megan",,0,14,26,8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00:00,0,0,0,0,0,0,0,2.0,7.0,9.0,0.222,3.5,12.0,16.0,-4.0,22.0,0.0,38.0,7.0,7.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.09468568276030001,-0.6806606912543698,0.7176403613638493,-0.4694831387083094,,,18,92
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Curry College,"Nash, Tommi",,0,16,26,7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,10:00,0,0,0,0,0,0,5,10.0,16.0,26.0,0.385,1.6,10.0,17.0,-7.0,10.0,0.0,48.0,5.0,4.0,1.0,0.02,0.0,0.0,,,,,,,,,,,,,,,,,,-0.16448602582077762,-0.4126230812030794,0.059275140852683636,-0.7589927186274417,,,19,92
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Curry College,"Marshall, Darby",,0,17,26,15,0.0,,0.0,0.0,0.0,3.0,3.0,0.0,3.0,2.0,0.0,3,06:00,0,0,0,0,0,0,3,3.0,12.0,15.0,0.2,4.0,14.0,13.0,1.0,13.0,0.0,105.0,15.0,8.0,7.0,0.07,0.0,0.0,,,,,,,,,,,,,,,,,,1.1313725170846105,1.1956025791046632,0.9370954348675712,0.013032827823577911,,,20,92
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Curry College,"Grzybowski, Hannah",,0,18,14,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,00:00,0,0,0,0,0,0,0,26.0,27.0,53.0,0.491,1.04,1.0,0.0,1.0,2.0,0.0,9.0,1.0,0.0,1.0,0.11,0.0,0.0,,,,,,,,,,,,,,,,,,-0.6828294429829329,-0.4126230812030794,-0.8185451531622039,0.013032827823577911,,,21,92
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Curry College,"Doyle, Ava",,0,19,24,5,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5,10:00,0,0,0,0,0,0,5,4.0,5.0,9.0,0.444,1.25,14.0,8.0,6.0,24.0,0.0,37.0,5.0,3.0,2.0,0.05,0.0,0.0,,,,,,,,,,,,,,,,,,-0.16448602582077762,-0.14458547115178896,-0.16017993265103825,0.49554879435546517,,,22,91
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Curry College,"Ponik, Sara",,0,20,12,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,02:00,0,0,0,0,0,0,1,1.0,0.0,1.0,1.0,100.0,4.0,2.0,2.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,-0.8124152972734717,-0.6806606912543698,-0.8185451531622039,0.10953602112995535,,,23,91
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Curry College,"Harrison, Kylie",,0,21,26,8,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,6,12:00,0,0,0,0,0,0,6,6.0,11.0,17.0,0.353,1.83,17.0,10.0,7.0,9.0,0.0,110.0,11.0,4.0,7.0,0.06,0.0,0.0,,,,,,,,,,,,,,,,,,0.6130290999224552,1.1956025791046632,0.059275140852683636,0.5920519876618426,,,24,91
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Curry College,"Holmes, Alaina",,0,22,25,8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6,12:00,0,0,0,0,0,0,6,1.0,1.0,2.0,0.5,1.0,7.0,13.0,-6.0,3.0,0.0,37.0,4.0,1.0,3.0,0.08,0.0,0.0,,,,,,,,,,,,,,,,,,-0.2940718801113164,0.12345213889950146,-0.599090079658482,-0.6624895253210643,,,25,91
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Curry College,"Slough, Morgan",,0,24,26,22,0.0,,0.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,13,40:00,0,0,1,0,0,2,10,321.0,235.0,556.0,0.577,0.73,18.0,11.0,7.0,11.0,0.0,80.0,13.0,7.0,6.0,0.08,0.0,0.0,,,,,,,,,,,,,,,,,,0.8722008085035329,0.9275649690533728,0.7176403613638493,0.5920519876618426,,,26,91
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Curry College,"Waara, Allison",,0,25,25,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,08:00,0,0,0,0,0,0,4,55.0,30.0,85.0,0.647,0.55,4.0,7.0,-3.0,5.0,0.0,43.0,1.0,0.0,1.0,0.02,0.0,0.0,,,,,,,,,,,,,,,,,,-0.6828294429829329,-0.4126230812030794,-0.8185451531622039,-0.3729799454019319,,,27,91
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Curry College,"Phillips, Niomi",,0,27,7,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,04:00,0,0,0,0,0,0,2,5.0,2.0,7.0,0.714,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,-0.8124152972734717,-0.6806606912543698,-0.8185451531622039,-0.08347036548279954,,,28,90
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Curry College,"Inoue, Grace",,0,28,21,2,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4,08:00,0,0,0,0,0,0,4,105.0,103.0,208.0,0.505,0.0,9.0,6.0,3.0,7.0,0.0,19.0,7.0,5.0,2.0,0.11,0.0,0.0,,,,,,,,,,,,,,,,,,0.09468568276030001,-0.14458547115178896,0.27873021435640555,0.2060392144363328,,,29,90
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Curry College,"Inoue, Lily",,0,29,3,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00:00,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,-0.8124152972734717,-0.6806606912543698,-0.8185451531622039,-0.08347036548279954,,,30,90
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Curry College,"Kerr, Sarah",,0,1,6,6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00:00,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,355:58,12.0,137.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.919,5.0,0.0,0.0,2.02,-0.8124152972734717,-0.6806606912543698,-0.8185451531622039,-0.08347036548279954,,,31,90
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Curry College,"Sheppard, Emma",,0,30,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00:00,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8124152972734717,-0.6806606912543698,-0.8185451531622039,-0.08347036548279954,,,32,90
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Curry College,"Hoag, Coriann",,0,31,20,20,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,04:00,0,0,0,0,0,0,2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1207:45,41.0,540.0,1110611106.0,0.0,1.0,1.0,1.0,13.0,1.0,0.0,0.929,17.0,0.0,0.0,2.04,-0.8124152972734717,-0.6806606912543698,-0.8185451531622039,-0.08347036548279954,,,33,90
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Endicott College,"Corso, Lilly",,0,2,26,7,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,13,26:00,0,0,0,0,0,0,13,3.0,2.0,5.0,0.6,0.67,26.0,9.0,17.0,20.0,0.0,90.0,18.0,9.0,9.0,0.1,0.0,0.0,,,,,,,,,,,,,,,,,,1.520130079956227,1.731677799207244,1.156550508371293,1.557083920725617,,,34,90
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Endicott College,"Tewsbury, Lilly",,0,4,16,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,06:00,0,0,0,0,0,0,3,0.0,0.0,0.0,,0.0,2.0,3.0,-1.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,-0.8124152972734717,-0.6806606912543698,-0.8185451531622039,-0.179973558789177,,,35,89
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Endicott College,"Perkins, Riley",,0,7,15,0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,04:00,0,0,0,0,0,0,2,0.0,3.0,3.0,0.0,0.0,8.0,1.0,7.0,6.0,0.0,31.0,5.0,4.0,1.0,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,-0.16448602582077762,-0.4126230812030794,0.059275140852683636,0.5920519876618426,,,36,89
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Endicott College,"Carrigan, Julia",,0,8,25,0,0.0,,0.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1,02:00,0,0,0,0,0,0,1,23.0,22.0,45.0,0.511,0.96,10.0,9.0,1.0,18.0,0.0,53.0,7.0,2.0,5.0,0.09,0.0,0.0,,,,,,,,,,,,,,,,,,0.09468568276030001,0.6595273590020824,-0.37963500615476015,0.013032827823577911,,,37,89
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Endicott College,"Rago, Ella",,0,9,26,9,0.0,,0.0,0.0,0.0,2.0,2.0,0.0,2.0,3.0,0.0,4,08:00,0,0,0,0,0,0,4,63.0,45.0,108.0,0.583,0.71,17.0,5.0,12.0,8.0,0.0,88.0,18.0,10.0,8.0,0.09,0.0,0.0,,,,,,,,,,,,,,,,,,1.520130079956227,1.4636401891559536,1.376005581875015,1.0745679541937299,,,38,89
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Endicott College,"Anderson, Lily",,0,10,26,13,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9,18:00,0,0,0,0,0,0,9,82.0,43.0,125.0,0.656,0.52,18.0,12.0,6.0,9.0,0.0,98.0,15.0,13.0,2.0,0.02,0.0,0.0,,,,,,,,,,,,,,,,,,1.1313725170846105,-0.14458547115178896,2.0343708023861806,0.49554879435546517,,,39,89
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Endicott College,"Hydon, Kenzie",,0,11,9,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00:00,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,2.0,1.0,1.0,3.0,0.0,5.0,1.0,0.0,1.0,0.2,0.0,0.0,,,,,,,,,,,,,,,,,,-0.6828294429829329,-0.4126230812030794,-0.8185451531622039,0.013032827823577911,,,40,89
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Endicott College,"Kurrle, Gracyn",,0,12,26,0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1,02:00,0,0,0,0,0,0,1,196.0,160.0,356.0,0.551,0.82,11.0,5.0,6.0,10.0,0.0,32.0,7.0,1.0,6.0,0.19,0.0,0.0,,,,,,,,,,,,,,,,,,0.09468568276030001,0.9275649690533728,-0.599090079658482,0.49554879435546517,,,41,89
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Endicott College,"Hall, Teaghan",,0,14,26,25,0.0,,0.0,0.0,0.0,4.0,0.0,0.0,2.0,3.0,0.0,5,10:00,0,0,0,0,0,0,5,134.0,205.0,339.0,0.395,1.53,27.0,6.0,21.0,4.0,0.0,113.0,27.0,16.0,11.0,0.1,0.0,0.0,,,,,,,,,,,,,,,,,,2.6864027685710763,2.2677530193098248,2.6927360228973463,1.943096693951127,,,42,88
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Endicott College,"Barto, Ellen",,0,15,3,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00:00,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,0.0,1.0,-1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,-0.8124152972734717,-0.6806606912543698,-0.8185451531622039,-0.179973558789177,,,43,88
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Endicott College,"Baker, Ava",,0,17,20,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00:00,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,11.0,4.0,7.0,2.0,0.0,17.0,2.0,1.0,1.0,0.06,0.0,0.0,,,,,,,,,,,,,,,,,,-0.5532435886923941,-0.4126230812030794,-0.599090079658482,0.5920519876618426,,,44,88
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Endicott College,"Brown, Joey",,0,18,26,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,22:00,0,0,0,0,0,0,11,0.0,0.0,0.0,,0.0,22.0,5.0,17.0,16.0,0.0,37.0,5.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,-0.16448602582077762,-0.6806606912543698,0.27873021435640555,1.557083920725617,,,45,88
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Endicott College,"Wimler, Jo",,0,19,26,5,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,3,06:00,0,0,0,0,0,0,3,166.0,113.0,279.0,0.595,0.68,14.0,11.0,3.0,12.0,0.0,61.0,18.0,13.0,5.0,0.08,0.0,0.0,,,,,,,,,,,,,,,,,,1.520130079956227,0.6595273590020824,2.0343708023861806,0.2060392144363328,,,46,88
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Endicott College,"DiNardo, Maddie",,0,20,26,9,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,9,18:00,0,0,0,0,0,0,9,5.0,3.0,8.0,0.625,0.6,15.0,2.0,13.0,9.0,0.0,67.0,11.0,7.0,4.0,0.06,0.0,0.0,,,,,,,,,,,,,,,,,,0.6130290999224552,0.3914897489507919,0.7176403613638493,1.1710711475001074,,,47,88
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Endicott College,"Echavarria, Adriana",,0,21,25,7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,02:00,0,0,0,0,0,0,1,0.0,0.0,0.0,,0.0,11.0,9.0,2.0,14.0,0.0,13.0,4.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,-0.2940718801113164,-0.6806606912543698,0.059275140852683636,0.10953602112995535,,,48,88
ccc,The Commonwealth Coast Conference (CCC),2025-26,whky,Endicott College,"Holt, Maggie",,0,23,22,7,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2,04:00,0,0,0,0,0,0,2,0.0,0.0,0.0,,0.0,17.0,6.0,11.0,14.0,0.0,44.0,10.0,7.0,3.0,0.07,0.0,0.0,,,,,,,,,,,,,,,,,,0.4834432456319165,0.12345213889950146,0.7176403613638493,0.9780647608873524,,,49,88
