conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs
nac,North Atlantic Conference (NAC),2025-26,softball,SUNY Cobleskill,Prignon Laci,,,,31,17,41,11,11,7,0,0,0,5,0,0,12,4,1,0,2,0,0,0,0,0,0,0,0,0.348,11,48,1,1.000,.268,.268,23,16,6,0,0,0,0,1,0,45,.867,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,12,6,"4,13",0.31,4,13,"8,23",0.35,8,23,"6,18",0.33,6,18,"0,3",0,0,3,0,0,0,0,"2,12","3,5","17,27",166,0,0,0,2,0,0,0,4,11,0,,,,,,,,
nac,North Atlantic Conference (NAC),2025-26,softball,SUNY Cobleskill,Bargren Samantha,,,,24,17,40,16,10,5,1,0,0,8,0,1,6,5,0,0,1,1,0,0,0,0,0,0,0,0.380,11,51,0,.000,.250,.275,40,5,1,5,0,12,2,0,0,46,.978,14,.857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,10,7,"0,3",0,0,3,"5,21",0.24,5,21,"5,11",0.45,5,11,"0,2",0,0,2,0,0,0,0,"6,13","5,5","18,25",99,0,0,0,1,0,0,0,3,4,0,,,,,,,,
nac,North Atlantic Conference (NAC),2025-26,softball,SUNY Cobleskill,Dixon Brielle,,,,18,10,25,5,8,3,1,0,0,2,0,0,8,1,0,0,0,0,0,0,0,0,0,2,0,0.370,9,27,0,.000,.320,.360,24,2,1,0,0,9,2,0,0,27,.963,11,.818,39,1,4,1,2,0,1,0,0,0,16.2,30,27,11,6,6,2,2,11.34,86,99,3,1,0,1,0,0,0,0,.453,1,1,7,2,"1,4",0.25,1,4,"4,12",0.33,4,12,"4,9",0.44,4,9,0,0,0,0,0,0,0,0,"3,7","1,1","5,14",2,0,0,0,59,0,0,0,0,9,0,25,15,0,"1,2","2,3","1,2",0,"3,4"
nac,North Atlantic Conference (NAC),2025-26,softball,SUNY Cobleskill,Chamberlain Jaydaci,,,,10,3,-1,1,-3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.000,-1,-1,0,.000,3.000,1.000,-12,4,0,0,0,5,3,0,0,-8,1.000,8,.625,58,1,5,3,2,0,2,0,0,0,27.2,44,37,11,13,13,5,2,9.36,138,159,3,5,0,3,2,0,0,3,.420,1,0,2,4,"2,3",0.67,2,3,"1,4",0.25,1,4,"1,3",0.33,1,3,0,0,0,0,0,0,0,0,"0,2","1,1","2,4",0,0,0,0,9,0,0,0,0,1,0,41,25,0,"1,1","2,4","1,2",0,"1,3"
nac,North Atlantic Conference (NAC),2025-26,softball,Husson ,Rice Lydia,,,,32,29,76,11,24,12,4,1,0,6,0,3,12,5,5,2,1,1,0,0,0,0,0,2,0,0.384,30,87,7,.714,.316,.395,24,44,5,0,0,0,0,0,0,73,.932,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,20,19,"9,26",0.35,9,26,"12,36",0.33,12,36,"10,26",0.38,10,26,0,0,0,0,0,0,0,0,"13,25","2,5","18,39",13,0,0,0,1,0,0,0,4,17,0,,,,,,,,
nac,North Atlantic Conference (NAC),2025-26,softball,Husson ,Biamby Tatyanna,,,,31,29,88,22,26,15,1,1,0,10,0,0,4,3,4,0,3,1,0,0,0,0,0,2,0,0.364,29,102,4,1.000,.295,.330,21,1,0,0,0,0,0,0,0,22,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,27,30,"3,15",0.20,3,15,"14,46",0.30,14,46,"11,37",0.30,11,37,0,0,0,0,0,0,0,0,"6,17","7,8","29,52",23,0,0,0,0,0,0,0,15,12,0,,,,,,,,
nac,North Atlantic Conference (NAC),2025-26,softball,Husson ,Watterson Tayler,,,,14,3,21,0,3,3,0,0,0,0,0,0,6,2,0,0,1,1,0,0,0,0,0,0,0,0.136,3,23,0,.000,.143,.143,3,0,0,0,0,0,0,0,0,3,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,11,"1,8",0.13,1,8,"2,13",0.15,2,13,"2,9",0.22,2,9,0,0,0,0,0,0,0,0,"0,3","1,2","6,15",1,0,0,0,67,0,0,0,4,6,0,,,,,,,,
nac,North Atlantic Conference (NAC),2025-26,softball,Husson ,Mccabe Bulla,,,,39,39,134,25,47,39,14,2,4,3,0,0,11,3,2,0,0,1,0,0,0,0,0,2,0,0.362,77,138,2,1.000,.351,.575,173,16,6,4,2,28,4,0,0,195,.969,32,.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,11,29,42,"16,40",0.40,16,40,"32,79",0.41,32,79,"26,52",0.50,26,52,"0,1",0,0,1,0,0,0,0,"5,18","11,17","48,82",45,0,0,0,4,0,0,0,11,16,0,,,,,,,,
nac,North Atlantic Conference (NAC),2025-26,softball,Husson ,Exel Tori,,,,39,39,116,26,42,14,8,0,3,6,0,6,8,3,4,0,2,0,0,0,0,0,0,0,0,0.422,59,130,4,1.000,.362,.509,261,5,2,0,0,0,0,2,0,268,.993,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,30,32,"11,36",0.31,11,36,"21,61",0.34,21,61,"11,39",0.28,11,39,"1,1",1.00,1,1,0,0,0,0,"9,25","2,5","40,69",4,0,0,0,0,0,0,0,9,29,0,,,,,,,,
nac,North Atlantic Conference (NAC),2025-26,softball,Husson ,Hosford Ella,,,,22,8,13,4,0,1,0,0,0,6,0,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0.316,0,20,2,.500,.000,.000,14,15,2,0,0,0,0,0,0,31,.935,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7,3,"0,4",0,0,4,"0,6",0,0,6,"0,4",0,0,4,0,0,0,0,0,0,0,0,"1,4","1,2","2,7","0,1",0,0,1,"0,1",0,0,1,4,4,0,,,,,,,,
nac,North Atlantic Conference (NAC),2025-26,softball,Husson ,Gregoire Julia,,,,38,37,111,13,51,29,11,4,2,9,0,3,7,3,4,1,0,0,0,0,0,1,0,1,0,0.512,76,123,5,.800,.459,.685,13,28,7,0,0,0,0,0,0,48,.854,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,26,22,"19,43",0.44,19,43,"33,67",0.49,33,67,"18,41",0.44,18,41,"1,1",1.00,1,1,0,0,0,0,"10,23","9,10","40,68",2,0,0,0,57,0,0,0,6,26,0,,,,,,,,
nac,North Atlantic Conference (NAC),2025-26,softball,Husson ,Kaler Payson,,,,11,0,0,5,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0.000,0,1,3,.333,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,1",0,0,0,0,0,0,0,0,2,0,0,,,,,,,,
nac,North Atlantic Conference (NAC),2025-26,softball,Husson ,Curtis Morgan,,,,23,7,16,8,3,3,1,0,0,1,0,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0.435,4,23,0,.000,.188,.250,13,12,1,0,0,0,0,0,0,26,.962,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,3,3,"0,2",0,0,2,"3,7",0.43,3,7,"2,5",0.40,2,5,0,0,0,0,0,0,0,0,"1,5","2,2","9,12",0,0,0,0,0,0,0,0,1,2,0,,,,,,,,
nac,North Atlantic Conference (NAC),2025-26,softball,Husson ,Volinsky Lexi,,,,34,31,84,13,22,15,6,1,0,2,0,0,17,4,4,4,2,2,0,0,0,0,0,0,0,0.273,30,90,8,.500,.262,.357,49,57,2,0,0,0,0,0,0,108,.981,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,17,27,"9,33",0.27,9,33,"12,51",0.24,12,51,"9,37",0.24,9,37,"0,1",0,0,1,0,0,0,0,"5,12","6,8","24,56",5,0,0,0,0,0,0,0,8,29,0,,,,,,,,
nac,North Atlantic Conference (NAC),2025-26,softball,Husson ,Dunbar Emily,,,,13,7,24,3,3,1,1,0,0,2,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0.192,4,26,0,.000,.125,.167,10,2,1,0,0,6,0,0,0,13,.923,6,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,11,"2,9",0.22,2,9,"1,16",0.06,1,16,"1,11",0.09,1,11,0,0,0,0,0,0,0,0,"0,2","1,4","2,16",11,0,0,0,36,0,0,0,1,7,0,,,,,,,,
nac,North Atlantic Conference (NAC),2025-26,softball,Husson ,Mcleod Kiara,,,,37,37,100,16,37,21,2,3,1,9,0,1,12,4,3,2,3,2,0,0,0,0,0,0,0,0.420,48,115,5,.600,.370,.480,34,0,1,0,0,0,0,0,0,35,.971,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,32,22,"9,24",0.38,9,24,"23,56",0.41,23,56,"17,38",0.45,17,38,"1,1",1.00,1,1,0,0,0,0,"9,26","7,13","35,63",45,0,0,0,0,0,0,0,8,16,0,,,,,,,,
nac,North Atlantic Conference (NAC),2025-26,softball,Husson ,Tainter Morgan,,,,19,15,42,5,13,6,0,0,1,2,0,0,4,1,2,0,1,0,0,0,0,0,0,0,0,0.341,16,45,2,1.000,.310,.381,83,6,1,0,0,3,1,0,0,90,.989,4,.750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,10,16,"6,18",0.33,6,18,"7,25",0.28,7,25,"3,14",0.21,3,14,"0,1",0,0,1,0,0,0,0,"4,8","0,3","12,28",0,0,0,0,"0,1",0,0,1,3,11,0,,,,,,,,
nac,North Atlantic Conference (NAC),2025-26,softball,Husson ,King Camryn,,,,38,37,110,39,40,15,8,0,3,16,0,5,13,4,29,6,2,2,0,0,0,0,0,0,0,0.459,57,135,35,.829,.364,.518,27,24,6,0,0,0,0,1,0,57,.895,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,17,42,"5,34",0.15,5,34,"15,43",0.35,15,43,"8,26",0.31,8,26,0,0,0,0,0,0,0,0,"32,52","3,4","26,50",22,0,0,0,0,0,0,0,7,27,0,,,,,,,,
nac,North Atlantic Conference (NAC),2025-26,softball,Husson ,Johnson Sky,,,,23,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,1,0,.000,.000,.000,3,36,2,0,0,21,2,0,0,41,.951,23,.913,108,1,18,14,5,0,17,6,0,0,130.0,43,29,23,135,6,1,1,1.56,498,532,4,1,0,2,7,0,0,18,.217,0,0,1,0,"0,1",0,0,1,"0,1",0,0,1,"0,1",0,0,1,0,0,0,0,0,0,0,0,0,0,"0,1",0,0,0,0,"0,1",0,0,1,0,2,0,94,155,0,"4,19","11,32","6,29",0,"6,25"
nac,North Atlantic Conference (NAC),2025-26,softball,Husson ,Lang Ana,,,,15,13,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.000,0,3,0,.000,.000,.000,4,14,2,0,0,13,2,0,0,20,.900,15,.867,74,1,13,8,4,1,10,3,0,0,83.2,26,19,29,107,12,1,1,1.59,316,357,7,2,0,1,8,0,0,16,.234,0,0,0,2,"0,2",0,0,2,"0,2",0,0,2,"0,1",0,0,1,0,0,0,0,0,0,0,0,"0,1",0,"0,2",0,0,0,0,0,0,0,0,0,3,0,64,77,0,"3,6","2,13","1,3",0,"0,6"
nac,North Atlantic Conference (NAC),2025-26,softball,Husson ,Yates Sierra,,,,6,3,4,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.250,1,4,0,.000,.250,.250,6,2,0,0,0,0,0,0,0,8,1.000,0,.000,4,1,2,2,0,0,1,1,0,0,12.0,0,0,4,8,0,0,0,0.00,40,45,0,1,0,0,0,0,0,2,.100,0,0,1,1,"0,2",0,0,2,"0,2",0,0,2,"0,2",0,0,2,0,0,0,0,0,0,0,0,"1,2",0,"0,2",0,0,0,0,0,0,0,0,0,4,0,13,14,0,"3,13","2,14","1,2",0,"1,12"
nac,North Atlantic Conference (NAC),2025-26,softball,Husson ,Casavant Allie,,,,12,3,17,5,3,4,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0.211,3,19,0,.000,.176,.176,2,0,0,0,0,0,0,0,0,2,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,7,"1,7",0.14,1,7,"2,8",0.25,2,8,"1,5",0.20,1,5,0,0,0,0,0,0,0,0,"0,4","3,4","7,10","1,1",1.00,1,1,9,0,0,0,2,2,0,,,,,,,,
