season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,team_name,team_id,sdrm_id,this_is_softball,pitching_stats,pitching_summary_stats,hitting_stats,fielding_stats,hitting_summary_stats
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Rose-Hulman,Tyler Orr,Tyler,Orr,,585,Tyler Orr,0,0ROSE-HUL,8,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,1,4,0,0,0,9,2,0,0,5,1.000,11,.818,26,1,1,2,3,1,0,0,0,0,27.1,16,14,11,25,5,1,2,4.61,99,121,0,4,0,3,4,0,1,8,.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,26,1,"1,2","3,4","1,1",0,"1,3",Rose-Hulman,ROSE-HUL,1038-4711,False,,,,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Rose-Hulman,Issei Takahashi,Issei,Takahashi,,585,Issei Takahashi,0,0ROSE-HUL,16,12,,,43,11,14,9,2,0,0,13,0,0,3,2,3,0,0,0,0,0,0,1,0,1,0,0.482,16,56,3,1.000,.326,.372,26,1,1,0,0,0,0,0,0,28,.964,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,16,10,"4,16",0.25,4,16,"12,27",0.44,12,27,"9,17",0.53,9,17,"0,2",0,0,2,0,0,0,0,"4,6","2,2","18,31","0,1",0,0,1,55,0,0,0,2,11,0,,,,,,,,,Rose-Hulman,ROSE-HUL,1038-5131,False,,,,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Rose-Hulman,Andrew Noblitt,Andrew,Noblitt,,585,Andrew Noblitt,0,0ROSE-HUL,4,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,1,2,0,0,0,0.000,3,.333,4,1,1,0,0,0,0,0,0,0,7.1,3,3,6,5,0,0,2,3.68,22,28,1,0,0,0,0,0,0,0,.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,"1,4","1,8","1,5",0,"0,2",Rose-Hulman,ROSE-HUL,1038-5129,False,,,,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Rose-Hulman,Jack Reeves,Jack,Reeves,,585,Jack Reeves,0,0ROSE-HUL,6,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,1,0,0,3,0,0,0,1,.000,3,1.000,11,1,0,1,0,2,0,0,0,0,13.1,8,5,2,15,1,0,2,3.38,51,59,2,4,0,1,1,0,0,5,.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,0,"1,2","2,5","0,3",0,"1,4",Rose-Hulman,ROSE-HUL,1038-5305,False,,,,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Rose-Hulman,Alex Powers,Alex,Powers,,585,Alex Powers,0,0ROSE-HUL,5,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,1,1,0,0,2,0,0,0,2,.500,2,1.000,10,1,0,0,0,0,0,0,0,0,8.1,9,7,5,6,1,0,1,7.56,32,40,0,2,0,1,0,0,0,2,.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,1,"0,1","0,1","0,1",0,"0,2",Rose-Hulman,ROSE-HUL,1038-5318,False,,,,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Rose-Hulman,Connor Smith,Connor,Smith,,585,Connor Smith,0,0ROSE-HUL,8,4,,,13,2,2,4,0,0,0,3,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0.353,2,17,0,.000,.154,.154,3,7,1,0,0,0,0,1,0,11,.909,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,5,1,"0,7",0,0,7,"2,8",0.25,2,8,"1,3",0.33,1,3,"0,1",0,0,1,0,0,0,0,"0,3","1,1","6,11",0,0,0,0,33,0,0,0,1,7,0,,,,,,,,,Rose-Hulman,ROSE-HUL,1038-5307,False,,,,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Rose-Hulman,Nolan Raissle,Nolan,Raissle,,585,Nolan Raissle,0,0ROSE-HUL,5,0,,,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,1,2,0,.000,1.000,1.000,11,0,0,0,0,1,0,0,0,11,1.000,1,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,"1,1",1.00,1,1,"1,1",1.00,1,1,0,0,0,0,0,0,0,0,0,0,"1,1",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Rose-Hulman,ROSE-HUL,1038-5303,False,,,,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Rose-Hulman,Nicholas Douglas,Nicholas,Douglas,,585,Nicholas Douglas,0,0ROSE-HUL,3,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,1,1,1,0,0,1,0,0,0,3,.667,1,1.000,5,1,0,0,0,0,0,0,0,0,2.2,7,7,2,0,1,0,2,23.62,13,18,0,2,0,0,1,0,0,0,.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,"0,1","3,6","0,2",0,"0,1",Rose-Hulman,ROSE-HUL,1038-4710,False,,,,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Rose-Hulman,Austin Leonard,Austin,Leonard,,585,Austin Leonard,0,0ROSE-HUL,11,3,,,11,1,3,2,0,0,0,0,0,1,4,3,0,0,0,1,0,0,0,0,0,0,0,0.308,3,13,0,.000,.273,.273,17,4,0,0,0,1,0,6,0,21,1.000,1,1.000,4,1,0,0,0,0,0,0,0,0,5.1,7,7,5,5,1,1,0,11.81,19,28,3,3,0,0,1,0,0,2,.211,0,0,1,4,"1,4",0.25,1,4,"1,4",0.25,1,4,"1,3",0.33,1,3,"1,2",0.50,1,2,0,0,0,0,"1,3","1,1","3,6","0,1",0,0,1,"0,1",0,0,1,1,4,0,5,6,0,"0,1","1,3","0,1",0,"0,1",Rose-Hulman,ROSE-HUL,1038-5133,False,,,,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Rose-Hulman,Warren Goik,Warren,Goik,,585,Warren Goik,0,0ROSE-HUL,3,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,1,1,0,0,0,0,0,0,0,0,3.1,3,2,2,3,0,1,0,5.40,12,16,1,2,0,0,0,0,0,1,.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,Rose-Hulman,ROSE-HUL,1038-4708,False,,,,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Rose-Hulman,Patrick Lacy,Patrick,Lacy,,585,Patrick Lacy,0,0ROSE-HUL,3,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,3,1,0,0,0,0,0,0,0,0,3.2,3,3,5,3,0,0,0,7.36,16,21,0,0,2,0,0,0,0,1,.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,"0,3",0,0,Rose-Hulman,ROSE-HUL,1038-5132,False,,,,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Rose-Hulman,Jahdier Rodriguez,Jahdier,Rodriguez,,585,Jahdier Rodriguez,0,0ROSE-HUL,4,0,,,3,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.500,1,4,0,.000,.333,.333,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,"0,1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,1",0,0,0,0,0,0,23,0,0,0,0,0,0,,,,,,,,,Rose-Hulman,ROSE-HUL,1038-5306,False,,,,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Rose-Hulman,Kole Miller,Kole,Miller,,585,Kole Miller,0,0ROSE-HUL,3,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,8,1,0,0,0,0,0,0,0,0,1.2,9,9,4,2,3,0,1,48.60,12,17,0,0,0,1,0,0,0,1,.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,"1,1","2,4",0,0,"1,2",Rose-Hulman,ROSE-HUL,1038-5302,False,,,,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Rose-Hulman,Camden Judson,Camden,Judson,,585,Camden Judson,0,0ROSE-HUL,6,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,1,5,2,0,0,6,0,0,0,8,.750,6,1.000,38,1,6,2,4,0,0,0,0,0,30.0,22,20,6,28,5,1,5,6.00,121,136,1,3,0,3,3,0,1,9,.314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,22,0,"3,6","1,13","2,3",0,"1,7",Rose-Hulman,ROSE-HUL,1038-4896,False,,,,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Rose-Hulman,Liam Richardson,Liam,Richardson,,585,Liam Richardson,0,0ROSE-HUL,6,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,4,0,0,0,8,2,0,0,4,1.000,10,.800,31,1,6,1,1,0,0,0,0,0,30.2,16,10,15,24,1,1,1,2.93,120,143,0,5,0,1,2,0,0,12,.258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,24,0,"3,6","5,11","2,3",0,"7,13",Rose-Hulman,ROSE-HUL,1038-5137,False,,,,,
