season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats,pass_stats,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats,kickreturn_stats,puntreturn_stats,interception_return_stats,fumblereturn_stats,fumble_stats,scoring_stats,receiving_stats,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,fumble_stats_number,fumble_stats_number_lost,fumblereturn_stats_number,fumblereturn_stats_yards,fumblereturn_stats_touchdowns,fumblereturn_stats_longest_interception_return,composite_score,global_rank,rating
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Washington and Lee,"Campbell,Jake",Jake,Campbell,,752,"Campbell,Jake","CAMPBELL,JAKE",Washington and Lee,WLU,1299-9524,1,0,45,45,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,2,2,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22460986455006804,78,87
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Roanoke,"Easley,Joshua",Joshua,Easley,,578,"Easley,Joshua","EASLEY,JOSHUA",Roanoke,RC,1296-3875,1,0,0,O,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,2,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22460986455006804,79,87
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Shenandoah,"Jones,Steven",Steven,Jones,,637,"Jones,Steven","JONES,STEVEN",Shenandoah,SUH,1184-561,1,1,4,4B,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,2,.0,.0,.0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22460986455006804,80,87
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Averett,"Williams,A.J.",A.J.,Williams,,44,"Williams,A.J.","WILLIAMS,A.J.",Averett,AUC,1169-4509,1,0,83,83,0,WR,0,0,,,1,2,1,2,2.0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18718048817124716,81,87
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Shenandoah,"Marion,Jacob",Jacob,Marion,,637,"Marion,Jacob","MARION,JACOB",Shenandoah,SUH,1184-4193,1,1,9,9B,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,2,1.0,.0,.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1761002054566308,82,87
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Randolph-Macon,"McCandless,Bennett",Bennett,McCandless,,565,"McCandless,Bennett","MCCANDLESS,BENNETT",Randolph-Macon,RMC,1294-6085,1,0,13,1M,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,2,1.0,.0,.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1761002054566308,83,87
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Hampden-Sydney,"Nitti,Max",Max,Nitti,,269,"Nitti,Max","NITTI,MAX",Hampden-Sydney,HSC,1291-2533,1,1,29,29,0,WR,0,0,,,3,31,0,13,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15523716142686178,84,87
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Bridgewater,"Jones,Baylor",Baylor,Jones,,75,"Jones,Baylor","JONES,BAYLOR",Bridgewater,BCE,1287-3710,1,1,90,90,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,2,7,7,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10706601398322452,85,87
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Washington and Lee,"Johnson,Henry",Henry,Johnson,,752,"Johnson,Henry","JOHNSON,HENRY",Washington and Lee,WLU,1299-9343,1,1,38,38,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,4,4,.5,.0,.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024118347100427623,86,86
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Averett,"Martin,Chavis",Chavis,Martin,,44,"Martin,Chavis","MARTIN,CHAVIS",Averett,AUC,1169-4064,1,1,5,5,0,0,DT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,4,4,.5,.0,.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024118347100427623,87,86
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Randolph-Macon,"Semidey,Gabe",Gabe,Semidey,,565,"Semidey,Gabe","SEMIDEY,GABE",Randolph-Macon,RMC,1294-5033,1,1,47,47,0,0,DE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,4,4,.5,.0,.0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024118347100427623,88,86
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Averett,"Layell,Oliver",Oliver,Layell,,44,"Layell,Oliver","LAYELL,OLIVER",Averett,AUC,1169-4799,1,0,91,91,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,88,46,0,0,0,0,1,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005176568285959068,89,86
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Guilford,"Sullivan,Evan",Evan,Sullivan,,1112,"Sullivan,Evan","SULLIVAN,EVAN",Guilford,GUL,1290-3805,1,0,21,21,0,RB,0,0,,,,,,,,,,,,,,,,,,,,11,43,48,5,0,19,3.9,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004670837730719468,90,86
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Randolph-Macon,"Arruza,Will",Will,Arruza,,565,"Arruza,Will","ARRUZA,WILL",Randolph-Macon,RMC,1294-6086,1,0,3,3,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,91,86
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Roanoke,"Bach,Wyatt",Wyatt,Bach,,578,"Bach,Wyatt","BACH,WYATT",Roanoke,RC,1296-3549,1,0,11,11,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,92,86
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Shenandoah,"Baker,Jack",Jack,Baker,,637,"Baker,Jack","BAKER,JACK",Shenandoah,SUH,1184-3604,1,1,70,70,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,93,86
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Hampden-Sydney,"Ball,Bill",Bill,Ball,,269,"Ball,Bill","BALL,BILL",Hampden-Sydney,HSC,1291-2360,1,1,53,53,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,94,85
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Hampden-Sydney,"Ballou,Tanner",Tanner,Ballou,,269,"Ballou,Tanner","BALLOU,TANNER",Hampden-Sydney,HSC,1291-2329,1,0,13,1Q,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,95,85
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Bridgewater,"Bannister,Demontrez",Demontrez,Bannister,,75,"Bannister,Demontrez","BANNISTER,DEMONTREZ",Bridgewater,BCE,1287-4210,1,0,31,31,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,96,85
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Averett,"Barahona,Diego",Diego,Barahona,,44,"Barahona,Diego","BARAHONA,DIEGO",Averett,AUC,1169-4742,1,1,42,42,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,97,85
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Hampden-Sydney,"Beamer,JR",JR,Beamer,,269,"Beamer,JR","BEAMER,JR",Hampden-Sydney,HSC,1291-2747,1,0,53,5B,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,98,85
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Guilford,"Bialer,Dom",Dom,Bialer,,1112,"Bialer,Dom","BIALER,DOM",Guilford,GUL,1290-3757,1,1,60,60,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,99,85
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Bridgewater,"Booth,Jayden",Jayden,Booth,,75,"Booth,Jayden","BOOTH,JAYDEN",Bridgewater,BCE,1287-3960,1,0,50,50,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100,85
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Bridgewater,"Bratburd,Charlie",Charlie,Bratburd,,75,"Bratburd,Charlie","BRATBURD,CHARLIE",Bridgewater,BCE,1287-3415,1,1,85,85,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,101,85
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Averett,"Bridges,Alex",Alex,Bridges,,44,"Bridges,Alex","BRIDGES,ALEX",Averett,AUC,1169-4376,1,1,52,52,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,102,85
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Randolph-Macon,"Bridges,Myles",Myles,Bridges,,565,"Bridges,Myles","BRIDGES,MYLES",Randolph-Macon,RMC,1294-5000,1,1,51,51,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,103,84
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Guilford,"Brooks,Nate",Nate,Brooks,,1112,"Brooks,Nate","BROOKS,NATE",Guilford,GUL,1290-4299,1,0,14,9O,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,104,84
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Roanoke,"Brotherton,Jack",Jack,Brotherton,,578,"Brotherton,Jack","BROTHERTON,JACK",Roanoke,RC,1296-4212,1,0,98,98,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,105,84
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Shenandoah,"Brown,Evan",Evan,Brown,,637,"Brown,Evan","BROWN,EVAN",Shenandoah,SUH,1184-3494,1,1,78,78,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,106,84
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Roanoke,"Buford,James",James,Buford,,578,"Buford,James","BUFORD,JAMES",Roanoke,RC,1296-3905,1,0,77,77,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,107,84
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Bridgewater,"Burrell,Porter",Porter,Burrell,,75,"Burrell,Porter","BURRELL,PORTER",Bridgewater,BCE,1287-3192,1,0,52,52,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,108,84
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Roanoke,"Carpenter,JaePharoah",JaePharoah,Carpenter,,578,"Carpenter,JaePharoah","CARPENTER,JAEPHAROAH",Roanoke,RC,1296-3558,1,0,17,17,0,0,S,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,109,84
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Roanoke,"Chewning,Parker",Parker,Chewning,,578,"Chewning,Parker","CHEWNING,PARKER",Roanoke,RC,1296-3914,1,0,99,99,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,110,84
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Averett,"Clark,Jaquavis",Jaquavis,Clark,,44,"Clark,Jaquavis","CLARK,JAQUAVIS",Averett,AUC,1169-4860,1,0,9,9,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,111,83
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Averett,"Clark,Tyler",Tyler,Clark,,44,"Clark,Tyler","CLARK,TYLER",Averett,AUC,1169-4863,1,0,38,3U,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,112,83
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Washington and Lee,"Clayton,Jack",Jack,Clayton,,752,"Clayton,Jack","CLAYTON,JACK",Washington and Lee,WLU,1299-9174,1,1,73,73,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,113,83
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Hampden-Sydney,"Covington,Joe",Joe,Covington,,269,"Covington,Joe","COVINGTON,JOE",Hampden-Sydney,HSC,1291-2400,1,0,75,75,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,114,83
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Washington and Lee,"Crawford,Anthony",Anthony,Crawford,,752,"Crawford,Anthony","CRAWFORD,ANTHONY",Washington and Lee,WLU,1299-9010,1,0,3,3,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,115,83
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Bridgewater,"Crouch,Jon Michael",Jon Michael,Crouch,,75,"Crouch,Jon Michael","CROUCH,JON MICHAEL",Bridgewater,BCE,1287-3957,1,0,99,99,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,116,83
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Hampden-Sydney,"Davis,Johnnie",Johnnie,Davis,,269,"Davis,Johnnie","DAVIS,JOHNNIE",Hampden-Sydney,HSC,1291-2310,1,0,88,88,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,117,83
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Randolph-Macon,"Deaver,Chop",Chop,Deaver,,565,"Deaver,Chop","DEAVER,CHOP",Randolph-Macon,RMC,1294-5008,1,1,79,79,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,118,83
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Averett,"Diggs,Tage",Tage,Diggs,,44,"Diggs,Tage","DIGGS,TAGE",Averett,AUC,1169-4829,1,1,64,64,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,119,83
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Hampden-Sydney,"DuPuis,Nate",Nate,DuPuis,,269,"DuPuis,Nate","DUPUIS,NATE",Hampden-Sydney,HSC,1291-2178,1,0,10,10,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,120,82
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Bridgewater,"Dudley,Zion",Zion,Dudley,,75,"Dudley,Zion","DUDLEY,ZION",Bridgewater,BCE,1287-4256,1,0,44,44,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,121,82
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Roanoke,"Elliott,Elijah",Elijah,Elliott,,578,"Elliott,Elijah","ELLIOTT,ELIJAH",Roanoke,RC,1296-3869,1,0,10,10,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,122,82
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Roanoke,"Emerson,Will",Will,Emerson,,578,"Emerson,Will","EMERSON,WILL",Roanoke,RC,1296-3896,1,0,49,49,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,123,82
2026-27,football,Old Dominion Athletic Conference (ODAC),odac,Randolph-Macon,"Epps,Luke",Luke,Epps,,565,"Epps,Luke","EPPS,LUKE",Randolph-Macon,RMC,1294-6107,1,1,72,72,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,124,82
