season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats,pass_stats,receiving_stats,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,kickreturn_stats,puntreturn_stats,interception_return_stats,fumblereturn_stats,fumble_stats,scoring_stats,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,defense_stats,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,fumblereturn_stats_number,fumblereturn_stats_yards,fumblereturn_stats_touchdowns,fumblereturn_stats_longest_interception_return,fumble_stats_number,fumble_stats_number_lost,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt,composite_score,global_rank,rating
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Adrian,"Boyd,Macguire",Macguire,Boyd,,4,"Boyd,Macguire","BOYD,MACGUIRE",Adrian,ADR,1083-13589,1,0,46,46,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,112,84
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Trine,"Boykin,Jaiden",Jaiden,Boykin,,30037,"Boykin,Jaiden","BOYKIN,JAIDEN",Trine,TRI,1091-4202,1,1,51,51,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,113,84
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Albion,"Boylan,Nick",Nick,Boylan,,15,"Boylan,Nick","BOYLAN,NICK",Albion,AC,1084-3504,1,0,77,77,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,114,84
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Trine,"Branch,George",George,Branch,,30037,"Branch,George","BRANCH,GEORGE",Trine,TRI,1091-5090,1,0,55,55,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,115,83
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Albion,"Brewer,Jonathan",Jonathan,Brewer,,15,"Brewer,Jonathan","BREWER,JONATHAN",Albion,AC,1084-4402,1,0,27,27,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,116,83
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Adrian,"Brickerson-Smith,Elijah",Elijah,Brickerson-Smith,,4,"Brickerson-Smith,Elijah","BRICKERSON-SMITH,ELIJAH",Adrian,ADR,1083-6787,1,0,27,27,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,117,83
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Alma,"Brosseau,Hunter",Hunter,Brosseau,,21,"Brosseau,Hunter","BROSSEAU,HUNTER",Alma,ALM,1085-3738,1,1,61,61,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,118,83
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Adrian,"Bush,Eric",Eric,Bush,,4,"Bush,Eric","BUSH,ERIC",Adrian,ADR,1083-13601,1,0,63,63,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,119,83
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Albion,"Bush,Terron",Terron,Bush,,15,"Bush,Terron","BUSH,TERRON",Albion,AC,1084-4350,1,0,84,84,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,120,83
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Hope,"Carefelle,Micah",Micah,Carefelle,,286,"Carefelle,Micah","CAREFELLE,MICAH",Hope,HOP,1087-3829,1,0,9,2A,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,121,83
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Trine,"Carey,Hunter",Hunter,Carey,,30037,"Carey,Hunter","CAREY,HUNTER",Trine,TRI,1091-5094,1,0,46,46,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,122,83
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Olivet,"Chris Singleton, Jr.",Jr.,Chris Singleton,,525,"Chris Singleton, Jr.","CHRIS SINGLETON,JR",Olivet,OLIVET,0,1,1,76,76,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,123,83
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Hope,"Clark,Cooper",Cooper,Clark,,286,"Clark,Cooper","CLARK,COOPER",Hope,HOP,1087-3826,1,0,16,16,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,323,0,4,64.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,124,82
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Hope,"Clay,Timothy",Timothy,Clay,,286,"Clay,Timothy","CLAY,TIMOTHY",Hope,HOP,1087-3255,1,1,75,75,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,125,82
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Hope,"Clinger,Caleb",Caleb,Clinger,,286,"Clinger,Caleb","CLINGER,CALEB",Hope,HOP,1087-3291,1,0,14,14,0,0,CB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,126,82
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Adrian,"Cochrane,Jayden",Jayden,Cochrane,,4,"Cochrane,Jayden","COCHRANE,JAYDEN",Adrian,ADR,1083-14445,1,0,85,85,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,127,82
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Hope,"Collins,Nolan",Nolan,Collins,,286,"Collins,Nolan","COLLINS,NOLAN",Hope,HOP,1087-3535,1,0,61,61,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,128,82
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Olivet,Colton Caudill,Colton,Caudill,,525,Colton Caudill,"CAUDILL,COLTON",Olivet,OLIVET,0,1,0,55,55,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,129,82
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Calvin,"Cox,Breylon",Breylon,Cox,,114,"Cox,Breylon","COX,BREYLON",Calvin,CAL,1086-2428,1,0,45,45,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,130,82
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Kalamazoo,"Curtis,Daeshawn",Daeshawn,Curtis,,326,"Curtis,Daeshawn","CURTIS,DAESHAWN",Kalamazoo,KAL,1088-2045,1,1,59,5C,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,131,82
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Trine,"Daring,Mickey",Mickey,Daring,,30037,"Daring,Mickey","DARING,MICKEY",Trine,TRI,1091-4639,1,0,24,24,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,132,82
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Hope,"Daugherty,Royce",Royce,Daugherty,,286,"Daugherty,Royce","DAUGHERTY,ROYCE",Hope,HOP,1087-4441,1,0,53,53,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,133,81
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Hope,"DeYoung,Nick",Nick,DeYoung,,286,"DeYoung,Nick","DEYOUNG,NICK",Hope,HOP,1087-4423,1,0,81,81,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,134,81
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Hope,"Deyoung,Will",Will,Deyoung,,286,"Deyoung,Will","DEYOUNG,WILL",Hope,HOP,1087-4424,1,0,84,84,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,135,81
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Calvin,"Dohm,Tyler",Tyler,Dohm,,114,"Dohm,Tyler","DOHM,TYLER",Calvin,CAL,1086-2434,1,0,51,51,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,136,81
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Adrian,"Drake,Jeremiah",Jeremiah,Drake,,4,"Drake,Jeremiah","DRAKE,JEREMIAH",Adrian,ADR,1083-14504,1,0,86,86,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,137,81
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Kalamazoo,"Duggins,Jack",Jack,Duggins,,326,"Duggins,Jack","DUGGINS,JACK",Kalamazoo,KAL,1088-1788,1,1,45,45,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,138,81
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Trine,"Durak,Joseph",Joseph,Durak,,30037,"Durak,Joseph","DURAK,JOSEPH",Trine,TRI,1091-5170,1,0,87,87,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,139,81
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Hope,"Edwards,Quentin",Quentin,Edwards,,286,"Edwards,Quentin","EDWARDS,QUENTIN",Hope,HOP,1087-4427,1,0,0,0,0,0,CB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,140,81
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Trine,"Eisel,Quinten",Quinten,Eisel,,30037,"Eisel,Quinten","EISEL,QUINTEN",Trine,TRI,1091-5638,1,0,85,85,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,141,80
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Alma,"Evans,Abram",Abram,Evans,,21,"Evans,Abram","EVANS,ABRAM",Alma,ALM,1085-3335,1,0,76,1D,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,142,80
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Trine,"Fields,Thomas",Thomas,Fields,,30037,"Fields,Thomas","FIELDS,THOMAS",Trine,TRI,1091-5100,1,0,24,2E,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,143,80
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Calvin,"Fles,Jayden",Jayden,Fles,,114,"Fles,Jayden","FLES,JAYDEN",Calvin,CAL,1086-2820,1,1,79,79,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,144,80
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Alma,"Foster,Joseph",Joseph,Foster,,21,"Foster,Joseph","FOSTER,JOSEPH",Alma,ALM,1085-3336,1,1,56,56,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,145,80
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Trine,"Frieden,Tyler",Tyler,Frieden,,30037,"Frieden,Tyler","FRIEDEN,TYLER",Trine,TRI,1091-5586,1,0,59,59,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,146,80
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Kalamazoo,"Geiger,Will",Will,Geiger,,326,"Geiger,Will","GEIGER,WILL",Kalamazoo,KAL,1088-1791,1,1,60,60,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,147,80
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Adrian,"Glover,Harrold",Harrold,Glover,,4,"Glover,Harrold","GLOVER,HARROLD",Adrian,ADR,1083-14513,1,0,40,40,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,148,80
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Hope,"Griffiths,Trevor",Trevor,Griffiths,,286,"Griffiths,Trevor","GRIFFITHS,TREVOR",Hope,HOP,1087-3257,1,0,2,2,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,149,80
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Calvin,"Hall,Logan",Logan,Hall,,114,"Hall,Logan","HALL,LOGAN",Calvin,CAL,1086-3128,1,0,68,68,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,150,79
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Adrian,"Hall,Matthew",Matthew,Hall,,4,"Hall,Matthew","HALL,MATTHEW",Adrian,ADR,1083-6170,1,1,67,67,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,151,79
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Calvin,"Hallam,Matthew",Matthew,Hallam,,114,"Hallam,Matthew","HALLAM,MATTHEW",Calvin,CAL,1086-2447,1,0,66,66,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,152,79
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Olivet,Hayden Stanley,Hayden,Stanley,,525,Hayden Stanley,"STANLEY,HAYDEN",Olivet,OLIVET,0,1,0,43,43,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.0,153,79
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Hope,"Hembree,Braden",Braden,Hembree,,286,"Hembree,Braden","HEMBREE,BRADEN",Hope,HOP,1087-3814,1,0,72,72,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,154,79
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Kalamazoo,"Hollern,TJ",TJ,Hollern,,326,"Hollern,TJ","HOLLERN,TJ",Kalamazoo,KAL,1088-1929,1,0,28,28,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,155,79
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Alma,"Horrigan,Adam",Adam,Horrigan,,21,"Horrigan,Adam","HORRIGAN,ADAM",Alma,ALM,1085-3338,1,1,59,59,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,156,79
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Trine,"Huddleston,Nick",Nick,Huddleston,,30037,"Huddleston,Nick","HUDDLESTON,NICK",Trine,TRI,1091-4232,1,0,68,68,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,157,79
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Hope,"Hunt,Aaron",Aaron,Hunt,,286,"Hunt,Aaron","HUNT,AARON",Hope,HOP,1087-3811,1,1,73,73,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,158,79
2026-27,football,Michigan Intercollegiate Athletic Association (MIAA),miaa,Adrian,"Iwuagwu,Vincent",Vincent,Iwuagwu,,4,"Iwuagwu,Vincent","IWUAGWU,VINCENT",Adrian,ADR,1083-14530,1,0,54,54,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,159,78
