season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,hitting_summary_stats,global_rank,rating,composite_score,ranking_segment,pitching_stats_k_per_9,pitching_stats_whip
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Braden Fuentes,Braden,Fuentes,,1203,Braden Fuentes,0,0UMHB,20,15,,,59,14,19,19,1,3,6,5,0,2,13,2,4,0,0,2,0,0,0,0,1,3,0,0.382,44,68,4,1.000,.322,.746,19,0,0,0,0,0,0,0,0,19,1.000,0,.000,,2,4,14,14,"7,17",0.41,7,17,"10,36",0.28,10,36,"5,23",0.22,5,23,"1,7",0.14,1,7,0,0,0,0,"4,9","5,11","14,39",7,0,0,0,11,0,0,0,5,17,0,,Mary Hardin-Baylor,UMHB,641-6746,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,81,29.0,batting,,
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Jobee Boone,Jobee,Boone,,1062,Jobee Boone,0,0EAST TEX,21,20,,,68,18,21,17,5,0,2,13,0,2,8,3,8,1,1,3,0,0,0,0,0,0,0,0.419,32,87,9,.889,.309,.471,21,41,1,0,0,0,0,4,0,63,.984,0,.000,,2,4,14,26,"9,26",0.35,9,26,"13,40",0.33,13,40,"10,30",0.33,10,30,"3,3",1.00,3,3,0,0,0,0,"7,17","6,11","23,45",1,0,0,0,"1,1",1.00,1,1,7,16,0,,East Texas Baptist,EAST TEX,636-5083,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,80,28.0,batting,,
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Easton Cline,Easton,Cline,,1203,Easton Cline,0,0UMHB,28,27,,,106,21,34,17,4,1,1,17,0,3,14,9,9,2,0,2,0,0,0,0,0,3,0,0.422,43,128,11,.818,.321,.406,32,62,19,0,0,0,0,10,0,113,.832,0,.000,,4,5,23,33,"11,28",0.39,11,28,"23,62",0.37,23,62,"16,46",0.35,16,46,"5,11",0.45,5,11,0,0,0,0,"8,19","4,17","34,69",8,0,0,0,2,0,0,0,5,22,0,,Mary Hardin-Baylor,UMHB,641-5999,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,79,27.0,batting,,
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Kahne Nolen,Kahne,Nolen,,1062,Kahne Nolen,0,0EAST TEX,19,19,,,63,23,22,14,9,2,6,11,0,7,26,4,2,1,0,1,0,0,0,0,1,0,0,0.488,53,82,3,.667,.349,.841,137,15,4,12,0,18,6,0,0,156,.974,24,.750,,2,1,6,9,"5,24",0.21,5,24,"10,36",0.28,10,36,"3,21",0.14,3,21,"1,6",0.17,1,6,0,0,0,0,"9,15","2,7","17,42",1,0,0,0,0,0,0,0,3,21,0,,East Texas Baptist,EAST TEX,636-5381,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,78,26.0,batting,,
2026-27,baseball,American Southwest Conference (ASC),asc,Howard Payne,Franks Braden,Franks,Braden,,2741,Franks Braden,0,0HOWARD P,19,18,,,73,24,25,14,4,0,2,8,0,1,13,4,2,0,2,0,0,0,0,3,0,3,0,0.415,35,84,2,1.000,.342,.479,26,2,1,0,0,0,0,0,0,29,.966,0,.000,,4,2,17,15,"6,20",0.30,6,20,"13,38",0.34,13,38,"10,29",0.34,10,29,"2,3",0.67,2,3,0,0,0,0,"8,17","3,9","21,42",31,0,0,0,2,0,0,0,4,19,0,,Howard Payne,HOWARD P,0,False,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,.000,,,,,,,,,,30,77,25.0,batting,,
2026-27,baseball,American Southwest Conference (ASC),asc,Howard Payne,John Garza,John,Garza,,2741,John Garza,0,0HOWARD P,16,16,,,63,11,22,13,2,0,0,5,0,3,5,2,0,0,0,0,0,0,0,1,1,1,0,0.423,24,71,0,.000,.349,.381,29,20,5,0,0,0,0,5,0,54,.907,0,.000,,1,4,15,21,"4,14",0.29,4,14,"16,41",0.39,16,41,"12,25",0.48,12,25,"1,3",0.33,1,3,0,0,0,0,"6,14","2,5","23,45",33,0,0,0,0,0,0,0,3,13,0,,Howard Payne,HOWARD P,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,76,24.0,batting,,
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Hemmerling Jr,Hemmerling,Jr,,1203,Hemmerling Jr,0,0UMHB,9,10,,,33,4,11,12,0,0,3,6,0,7,3,-1,6,0,1,2,0,0,0,0,1,1,0,0.500,20,49,6,1.000,.333,.606,110,-2,-2,6,0,13,2,0,0,106,1.019,15,.867,,1,0,8,13,"2,9",0.22,2,9,"5,17",0.29,5,17,"4,11",0.36,4,11,"0,3",0,0,3,0,0,0,0,"3,6","5,6","16,23",1,0,0,0,"1,1",1.00,1,1,7,8,0,,Mary Hardin-Baylor,UMHB,641-6419,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,75,23.0,batting,,
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Brody Tewers,Brody,Tewers,,1062,Brody Tewers,0,0EAST TEX,17,12,,,46,7,12,9,4,1,0,7,0,2,13,4,0,1,2,1,0,0,0,0,0,0,0,0.375,18,58,1,.000,.261,.391,93,2,1,0,0,0,0,4,0,96,.990,0,.000,,1,2,11,12,"5,14",0.36,5,14,"9,28",0.32,9,28,"5,17",0.29,5,17,"3,3",1.00,3,3,0,0,0,0,"3,10","3,8","19,33",1,0,0,0,"0,1",0,0,1,9,7,0,,East Texas Baptist,EAST TEX,636-5104,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,74,22.0,batting,,
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Deck III,Deck,III,,1203,Deck III,0,0UMHB,9,6,,,19,6,5,7,1,0,1,6,0,1,5,2,1,1,0,0,0,0,0,0,0,0,0,0.462,9,26,2,.500,.263,.474,18,2,1,2,0,0,0,3,0,21,.952,0,.000,,1,2,4,4,"2,5",0.40,2,5,"4,12",0.33,4,12,"3,9",0.33,3,9,"0,4",0,0,4,0,0,0,0,"5,7","3,3","9,13","1,1",1.00,1,1,0,0,0,0,3,1,0,,Mary Hardin-Baylor,UMHB,641-6363,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,72,21.0,batting,,
2026-27,baseball,American Southwest Conference (ASC),asc,Howard Payne,Fields Skyler,Fields,Skyler,,2741,Fields Skyler,0,0HOWARD P,10,5,,,19,9,5,5,0,0,2,5,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0.440,11,25,0,.000,.263,.579,35,0,2,0,0,0,0,2,0,37,.946,0,.000,,0,0,3,3,"0,3",0,0,3,"3,9",0.33,3,9,"2,7",0.29,2,7,"1,2",0.50,1,2,0,0,0,0,"3,4","1,3","6,11",0,0,0,0,20,0,0,0,1,3,0,,Howard Payne,HOWARD P,0,False,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,.000,,,,,,,,,,35,71,20.0,batting,,
2026-27,baseball,American Southwest Conference (ASC),asc,Howard Payne,Ty Phillips,Ty,Phillips,,2741,Ty Phillips,0,0HOWARD P,16,10,,,26,5,7,5,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0.367,7,30,1,1.000,.269,.269,8,2,0,0,0,5,1,0,0,10,1.000,6,.833,,3,1,7,8,"3,8",0.38,3,8,"5,15",0.33,5,15,"4,9",0.44,4,9,"1,3",0.33,1,3,0,0,0,0,"2,7","3,4","9,17",79,0,0,0,"0,1",0,0,1,2,6,0,,Howard Payne,HOWARD P,0,False,43,1,5,1,1,0,0,0,0,0,24.2,29,29,5,16,11,1,1,10.58,114,125,2,3,1,1,2,0,0,3,.377,36,19,2,"0,3","4,7","0,1",0,"4,7",,36,70,19.0,batting,,
2026-27,baseball,American Southwest Conference (ASC),asc,Hardin-Simmons,Karson Leatherwood,Karson,Leatherwood,,271,Karson Leatherwood,0,0HSU,12,7,,,23,4,6,4,0,1,1,1,0,4,9,4,2,0,2,0,0,0,0,0,0,0,0,0.393,11,30,2,1.000,.261,.478,9,1,0,0,0,0,0,0,0,10,1.000,0,.000,,1,0,3,7,"4,9",0.44,4,9,"3,12",0.25,3,12,"3,11",0.27,3,11,"1,2",0.50,1,2,0,0,0,0,"0,5","0,3","8,16","0,1",0,0,1,"1,1",1.00,1,1,4,5,0,,Hardin-Simmons,HSU,637-210,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,69,18.0,batting,,
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Colby Wilson,Colby,Wilson,,1062,Colby Wilson,0,0EAST TEX,15,11,,,40,10,10,4,2,0,1,5,0,5,4,2,1,0,0,1,0,0,0,0,0,1,0,0.392,15,51,1,1.000,.250,.375,64,14,1,6,0,26,5,0,0,79,.987,31,.839,,1,0,11,15,"3,14",0.21,3,14,"3,18",0.17,3,18,"2,13",0.15,2,13,"0,3",0,0,3,0,0,0,0,"5,10","1,5","8,21","0,1",0,0,1,1,0,0,0,3,6,0,,East Texas Baptist,EAST TEX,636-5109,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,68,17.0,batting,,
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Riley Bender,Riley,Bender,,1203,Riley Bender,0,0UMHB,28,28,,,105,25,30,30,8,1,4,22,2,3,17,2,2,1,1,5,0,0,0,0,0,2,0,0.407,52,136,3,.667,.286,.495,23,49,4,0,0,0,0,5,0,76,.947,0,.000,,6,3,24,34,"15,42",0.36,15,42,"14,60",0.23,14,60,"11,41",0.27,11,41,"5,14",0.36,5,14,0,0,0,0,"12,21","11,19","37,76",24,0,0,0,0,0,0,0,14,26,0,,Mary Hardin-Baylor,UMHB,641-5990,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,67,16.0,batting,,
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Joaquin Costa,Joaquin,Costa,,1062,Joaquin Costa,0,0EAST TEX,28,28,,,114,25,34,21,7,0,2,16,0,2,9,3,5,2,2,2,0,0,0,0,2,2,0,0.388,47,136,7,.714,.298,.412,35,86,8,0,0,0,0,8,0,129,.938,0,.000,,2,3,30,42,"7,28",0.25,7,28,"16,48",0.33,16,48,"12,33",0.36,12,33,"2,8",0.25,2,8,0,0,0,0,"13,35","10,16","26,54",15,0,0,0,0,0,0,0,7,22,0,,East Texas Baptist,EAST TEX,636-4818,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,66,15.0,batting,,
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Jeffrey Hughes,Jeffrey,Hughes,,1203,Jeffrey Hughes,0,0UMHB,9,3,,,15,2,4,2,0,0,0,2,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0.353,4,17,0,.000,.267,.267,29,0,0,0,0,0,0,3,0,29,1.000,0,.000,,1,1,2,2,"2,6",0.33,2,6,"3,10",0.30,3,10,"2,7",0.29,2,7,0,0,0,0,0,0,0,0,"1,4","0,2","5,10",1,0,0,0,1,0,0,0,0,9,0,,Mary Hardin-Baylor,UMHB,641-6421,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,65,14.0,batting,,
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Raef Wright,Raef,Wright,,1062,Raef Wright,0,0EAST TEX,19,17,,,65,18,17,18,1,0,4,7,2,7,12,5,8,1,2,0,0,0,0,0,0,0,0,0.392,30,81,9,.889,.262,.462,25,2,1,0,0,0,0,0,0,28,.964,0,.000,,2,2,24,12,"4,18",0.22,4,18,"12,34",0.35,12,34,"10,28",0.36,10,28,"1,9",0.11,1,9,0,0,0,0,"8,18","4,11","19,37",26,0,0,0,"0,1",0,0,1,12,15,0,,East Texas Baptist,EAST TEX,636-5384,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,64,13.0,batting,,
2026-27,baseball,American Southwest Conference (ASC),asc,Howard Payne,Cornish Huston,Cornish,Huston,,2741,Cornish Huston,0,0HOWARD P,20,20,,,75,22,21,18,5,0,2,9,0,3,9,3,6,1,1,2,0,0,0,2,0,3,0,0.371,32,90,7,.857,.280,.427,31,0,1,0,0,0,0,0,0,32,.969,0,.000,,2,1,20,21,"0,19",0,0,19,"12,48",0.25,12,48,"10,30",0.33,10,30,"3,8",0.38,3,8,0,0,0,0,"4,8","8,10","26,57",25,0,0,0,0,0,0,0,10,25,0,,Howard Payne,HOWARD P,0,False,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,.000,,,,,,,,,,43,63,12.0,batting,,
2026-27,baseball,American Southwest Conference (ASC),asc,Hardin-Simmons,Mike Lozano,Mike,Lozano,,271,Mike Lozano,0,0HSU,18,16,,,57,14,17,16,4,0,3,7,0,4,12,1,1,0,0,2,0,0,0,2,0,2,0,0.400,30,70,1,1.000,.298,.526,104,3,2,0,0,0,0,10,0,109,.982,0,.000,,1,1,12,17,"6,19",0.32,6,19,"10,36",0.28,10,36,"7,27",0.26,7,27,"1,4",0.25,1,4,0,0,0,0,"5,11","3,7","21,42",1,0,0,0,"1,1",1.00,1,1,6,16,0,,Hardin-Simmons,HSU,637-3804,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,62,11.0,batting,,
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Kaden Wharton,Kaden,Wharton,,1062,Kaden Wharton,0,0EAST TEX,22,20,,,62,16,18,13,4,0,0,10,0,1,9,3,4,1,2,2,0,0,0,0,0,1,0,0.387,22,77,5,.800,.290,.355,28,40,2,0,0,0,0,4,0,70,.971,0,.000,,2,2,14,23,"5,24",0.21,5,24,"14,38",0.37,14,38,"12,29",0.41,12,29,"0,3",0,0,3,0,0,0,0,"4,16","6,11","24,46",13,0,0,0,0,0,0,0,6,23,0,,East Texas Baptist,EAST TEX,636-4830,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,61,10.0,batting,,
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Jacob Newland,Jacob,Newland,,1203,Jacob Newland,0,0UMHB,24,20,,,72,20,21,10,10,1,2,12,0,4,20,8,6,2,2,0,0,0,0,0,1,2,0,0.420,39,90,8,.750,.292,.542,123,12,2,2,0,19,3,1,0,137,.985,22,.864,,0,4,11,20,"2,21",0.10,2,21,"7,37",0.19,7,37,"5,28",0.18,5,28,"6,9",0.67,6,9,0,0,0,0,"8,13","5,7","18,44",2,0,0,0,"0,1",0,0,1,4,21,0,,Mary Hardin-Baylor,UMHB,641-6732,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,60,9.0,batting,,
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Nathan Harmon,Nathan,Harmon,,1062,Nathan Harmon,0,0EAST TEX,17,15,,,57,12,15,10,6,1,0,6,0,0,13,6,3,0,0,2,0,0,0,1,0,2,0,0.323,23,65,3,1.000,.263,.404,123,4,0,0,0,0,0,7,0,127,1.000,0,.000,,1,1,10,19,"3,23",0.13,3,23,"6,32",0.19,6,32,"2,18",0.11,2,18,"0,5",0,0,5,0,0,0,0,"4,8","4,6","17,38",11,0,0,0,3,0,0,0,8,16,0,,East Texas Baptist,EAST TEX,636-4821,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,59,8.0,batting,,
2026-27,baseball,American Southwest Conference (ASC),asc,Hardin-Simmons,Rayshawn Riley,Rayshawn,Riley,,271,Rayshawn Riley,0,0HSU,7,6,,,24,2,6,1,1,1,0,1,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0.269,9,26,1,1.000,.250,.375,11,1,2,0,0,0,0,0,0,14,.857,0,.000,,0,2,5,8,"2,11",0.18,2,11,"3,14",0.21,3,14,"0,10",0,0,10,"0,2",0,0,2,0,0,0,0,"1,4","1,2","6,16","0,1",0,0,1,0,0,0,0,1,14,0,,Hardin-Simmons,HSU,637-3806,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,58,7.0,batting,,
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Juan Ortigoza,Juan,Ortigoza,,1062,Juan Ortigoza,0,0EAST TEX,14,10,,,29,8,7,8,2,0,1,9,0,0,9,3,2,2,2,2,0,0,0,0,0,0,0,0.400,12,42,4,.500,.241,.414,18,23,3,0,0,0,0,5,0,44,.932,0,.000,,0,0,6,11,"2,10",0.20,2,10,"4,18",0.22,4,18,"3,9",0.33,3,9,"1,1",1.00,1,1,0,0,0,0,"3,4","3,5","11,24",11,0,0,0,12,0,0,0,6,6,0,,East Texas Baptist,EAST TEX,636-5098,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,56,6.0,batting,,
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Tyler Betts,Tyler,Betts,,1203,Tyler Betts,0,0UMHB,14,8,,,31,3,6,5,0,0,0,4,0,0,9,2,0,1,0,0,0,0,0,0,0,2,0,0.286,6,35,1,.000,.194,.194,9,1,0,0,0,0,0,0,0,10,1.000,0,.000,,1,5,12,2,"2,10",0.20,2,10,"2,14",0.14,2,14,"2,9",0.22,2,9,"0,5",0,0,5,0,0,0,0,"3,10","3,4","7,15",1,0,0,0,12,0,0,0,1,8,0,,Mary Hardin-Baylor,UMHB,641-4099,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,55,5.0,batting,,
2026-27,baseball,American Southwest Conference (ASC),asc,Howard Payne,Mcnair Eli,Mcnair,Eli,,2741,Mcnair Eli,0,0HOWARD P,13,10,,,31,8,7,4,0,0,0,9,0,3,11,4,3,1,0,1,0,0,0,0,0,0,0,0.432,7,44,4,.750,.226,.226,8,0,0,0,0,0,0,0,0,8,1.000,0,.000,,3,0,5,4,"1,7",0.14,1,7,"3,14",0.21,3,14,"2,11",0.18,2,11,"0,3",0,0,3,0,0,0,0,"6,9","3,3","9,17",5,0,0,0,"0,1",0,0,1,2,6,0,,Howard Payne,HOWARD P,0,False,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,.000,,,,,,,,,,51,54,4.0,batting,,
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Chris Perez,Chris,Perez,,1203,Chris Perez,0,0UMHB,21,12,,,41,8,5,3,2,1,0,10,0,3,5,1,4,2,1,0,0,0,0,0,0,1,0,0.333,9,55,6,.667,.122,.220,27,29,2,0,0,0,0,7,0,58,.966,0,.000,,3,3,10,18,"0,10",0,0,10,"1,20",0.05,1,20,"1,10",0.10,1,10,"1,7",0.14,1,7,0,0,0,0,"2,6","2,4","9,25",1,0,0,0,0,0,0,0,0,14,0,,Mary Hardin-Baylor,UMHB,641-5992,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,53,3.0,batting,,
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Justin Flannery,Justin,Flannery,,1062,Justin Flannery,0,0EAST TEX,27,24,,,74,21,17,22,7,0,2,15,0,3,16,3,4,0,4,4,0,0,0,0,1,0,0,0.365,30,100,4,1.000,.230,.405,56,2,0,0,0,0,0,0,0,58,1.000,0,.000,,2,3,17,29,"3,20",0.15,3,20,"13,48",0.27,13,48,"8,34",0.24,8,34,"2,7",0.29,2,7,0,0,0,0,"7,17","9,17","34,63",23,0,0,0,0,0,0,0,18,19,0,,East Texas Baptist,EAST TEX,636-5088,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,52,2.0,batting,,
2026-27,baseball,American Southwest Conference (ASC),asc,Howard Payne,Ben Marasco,Ben,Marasco,,2741,Ben Marasco,0,0HOWARD P,9,5,,,20,3,3,1,0,0,0,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.261,3,23,0,.000,.150,.150,9,12,1,0,0,0,0,1,0,22,.955,0,.000,,0,1,9,3,"0,6",0,0,6,"2,12",0.17,2,12,"1,10",0.10,1,10,"0,2",0,0,2,0,0,0,0,"1,6","1,7","3,12",5,0,0,0,"0,1",0,0,1,0,7,0,,Howard Payne,HOWARD P,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,51,1.0,batting,,
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Alex Hill,Alex,Hill,,1203,Alex Hill,0,0UMHB,8,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,3,5,0,0,0,5,1,0,0,8,1.000,6,.833,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Mary Hardin-Baylor,UMHB,641-6364,False,33,1,8,5,2,0,0,0,0,0,47.0,14,14,17,68,4,1,4,2.68,169,193,10,6,0,0,1,0,0,12,0.195,36,31,0,"16,47","13,76","4,14",0,"11,56",,1,99,25.0,pitching,13.02127659574468,1.0638297872340425
2026-27,baseball,American Southwest Conference (ASC),asc,Mary Hardin-Baylor,Carter Kammlah,Carter,Kammlah,,1203,Carter Kammlah,0,0UMHB,7,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,3,1,0,0,0,0.000,4,.750,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Mary Hardin-Baylor,UMHB,641-6365,False,16,1,2,0,0,0,0,0,0,0,17.1,11,6,7,21,2,0,2,3.12,69,79,0,3,0,0,0,0,0,6,0.232,12,17,0,"2,8","4,14","4,8",0,"3,13",,2,99,24.0,pitching,11.052631578947368,1.3450292397660817
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Aiden Leonard,Aiden,Leonard,,1062,Aiden Leonard,0,0EAST TEX,9,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,2,0,0,0,6,2,0,0,2,1.000,8,.750,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,East Texas Baptist,EAST TEX,636-5091,False,15,1,1,5,0,0,0,0,0,0,23.1,9,9,9,28,2,0,2,3.47,78,97,3,7,1,2,1,0,0,6,0.192,25,13,1,"3,5","2,10","3,13",0,"0,6",,3,99,23.0,pitching,10.909090909090908,1.0389610389610389
