season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,composite_score,global_rank,rating
2026-27,msoc,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Westminster,"Mahoro, Christian",Christian,Mahoro,,1450,"Mahoro, Christian","MAHORO,CHRISTIAN",Westminster,WC,1216-1546,2,0,37,0,37,0,0,1,1,2,0,1,0,0,.50,.50,1.00,.500,.000,0,0,0,0,0,1,0,.000,0,0,0,0,.00,.00,.00,.00,0,,48:00,0,.00,.00,,,,,,,,,,,,,,,,,,10.030912117670482,12,96
2026-27,msoc,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Westminster,"McDuffie, Parker",Parker,McDuffie,,1450,"McDuffie, Parker","MCDUFFIE,PARKER",Westminster,WC,1216-1937,2,0,22,0,22,0,0,1,1,2,0,1,0,0,.50,.50,1.00,.500,.000,0,1,0,0,0,1,0,.000,0,0,1,0,.00,.50,.00,.00,0,,47:00,0,.00,.00,,,,,,,,,,,,,,,,,,10.030912117670482,13,95
2026-27,msoc,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Lyon,"Rangel, Micah",Micah,Rangel,,22989,"Rangel, Micah","RANGEL,MICAH",Lyon,LCS,783-5224,3,2,8,0,8,0,0,1,1,2,0,1,0,0,.33,.33,.67,.333,.000,0,1,0,0,0,0,0,.000,4,0,0,0,1.33,.00,.00,.00,0,,207:00,0,.00,.00,,,,,,,,,,,,,,,,,,10.030912117670482,14,95
2026-27,msoc,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Westminster,"Schaupert, Brandon",Brandon,Schaupert,,1450,"Schaupert, Brandon","SCHAUPERT,BRANDON",Westminster,WC,1216-1709,3,3,8,0,8,0,0,1,3,2,0,1,1,1,1.00,.33,.67,.333,.000,0,0,0,0,1,1,0,.000,1,0,0,0,.33,.00,.00,.00,0,,160:00,0,.00,.00,,,,,,,,,,,,,,,,,,10.030912117670482,15,95
2026-27,msoc,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Blackburn,"Soto, Nathan",Nathan,Soto,,64,"Soto, Nathan","SOTO,NATHAN",Blackburn,BBN,0,3,3,10,0,10,0,0,1,3,2,0,1,1,1,1.00,.33,.67,.333,.000,0,0,0,0,1,1,0,.000,2,0,0,0,.67,.00,.00,.00,0,,199:00,0,.00,.00,,,,,,,,,,,,,,,,,,10.030912117670482,16,95
2026-27,msoc,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Blackburn,"Vasquez, Axel",Axel,Vasquez,,64,"Vasquez, Axel","VASQUEZ,AXEL",Blackburn,BBN,0,3,2,11,0,11,0,0,1,3,2,0,1,0,0,1.00,.33,.67,.333,.000,0,0,0,0,0,1,1,.333,2,0,1,0,.67,.33,.00,.00,0,,183:00,0,.00,.00,,,,,,,,,,,,,,,,,,10.030912117670482,17,94
2026-27,msoc,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Blackburn,"Miller, Talan",Talan,Miller,,64,"Miller, Talan","MILLER,TALAN",Blackburn,BBN,0,3,1,35,0,35,0,0,3,3,0,0,0,0,0,1.00,1.00,.00,.000,.000,3,0,0,0,0,0,0,.000,4,0,1,0,1.33,.33,.00,.00,0,,148:00,0,.00,.00,,,,,,,,,,,,,,,,,,1.715265940870339,18,94
2026-27,msoc,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Eureka,"Peich, Owen",Owen,Peich,,218,"Peich, Owen","PEICH,OWEN",Eureka,EUR,0,2,2,18,0,18,0,0,3,8,0,0,0,0,0,4.00,1.50,.00,.000,.000,3,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,109:00,0,.00,.00,,,,,,,,,,,,,,,,,,1.715265940870339,19,94
2026-27,msoc,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Principia,"Cartagena, Edgar",Edgar,Cartagena,,555,"Cartagena, Edgar","CARTAGENA,EDGAR",Principia,PRIN,1258-2519,1,1,30,0,30,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,1,0,.00,1.00,.00,.00,0,,90:00,0,.00,.00,,11,0,0,1,1,1.000,0.00,8,0,90:00,1,1,.00,1.000,1.000,8.00,1.640656501184388,20,94
2026-27,msoc,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Westminster,"Christian, Alexander",Alexander,Christian,,1450,"Christian, Alexander","CHRISTIAN,ALEXANDER",Westminster,WC,1216-1539,3,1,4,0,4,0,0,2,2,0,0,0,0,0,.67,.67,.00,.000,.000,2,0,0,0,0,0,0,.000,2,0,0,0,.67,.00,.00,.00,0,,145:00,0,.00,.00,,,,,,,,,,,,,,,,,,0.8867766834019675,21,94
2026-27,msoc,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Principia,"Peng, Travis",Travis,Peng,,555,"Peng, Travis","PENG,TRAVIS",Principia,PRIN,1258-2601,1,0,8,0,8,0,0,2,2,0,0,0,0,0,2.00,2.00,.00,.000,.000,2,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,55:00,0,.00,.00,,,,,,,,,,,,,,,,,,0.8867766834019675,22,94
2026-27,msoc,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Lyon,"Arruda Santos Megale, Henrique",Henrique,Arruda Santos Megale,,22989,"Arruda Santos Megale, Henrique","ARRUDA SANTOS MEGALE,HENRIQUE",Lyon,LCS,783-5248,2,2,99,0,99,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,135:00,0,.00,.00,,11,1,0,0,0,.833,0.67,5,1,135:00,2,2,.50,0.833,.000,2.50,0.7123477659310882,23,94
2026-27,msoc,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,MUW,"Ballard, Drake",Drake,Ballard,,431,"Ballard, Drake","BALLARD,DRAKE",MUW,MUW,3082-1078,1,1,16,0,16,0,0,1,1,0,0,0,0,0,1.00,1.00,.00,.000,.000,1,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,90:00,0,.00,.00,,,,,,,,,,,,,,,,,,0.05828742593359593,24,93
2026-27,msoc,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Lyon,"Biasi, Tomas",Tomas,Biasi,,22989,"Biasi, Tomas","BIASI,TOMAS",Lyon,LCS,783-5229,3,2,16,0,16,0,0,1,1,0,0,0,0,0,.33,.33,.00,.000,.000,1,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,235:00,0,.00,.00,,,,,,,,,,,,,,,,,,0.05828742593359593,25,93
2026-27,msoc,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Blackburn,"Castenada, Sean",Sean,Castenada,,64,"Castenada, Sean","CASTENADA,SEAN",Blackburn,BBN,0,3,1,6,0,6,0,0,1,1,0,0,0,0,0,.33,.33,.00,.000,.000,1,0,0,0,0,0,0,.000,7,0,1,0,2.33,.33,.00,.00,0,,137:00,0,.00,.00,,,,,,,,,,,,,,,,,,0.05828742593359593,26,93
2026-27,msoc,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Principia,"Castro, Sebastian",Sebastian,Castro,,555,"Castro, Sebastian","CASTRO,SEBASTIAN",Principia,PRIN,1258-2520,1,1,5,0,5,0,0,1,1,0,0,0,0,0,1.00,1.00,.00,.000,.000,1,0,0,0,0,0,0,.000,2,0,0,0,2.00,.00,.00,.00,0,,78:00,0,.00,.00,,,,,,,,,,,,,,,,,,0.05828742593359593,27,93
2026-27,msoc,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Lyon,"Craig, Harrison",Harrison,Craig,,22989,"Craig, Harrison","CRAIG,HARRISON",Lyon,LCS,783-5269,3,3,7,0,7,0,0,1,1,0,0,0,0,0,.33,.33,.00,.000,.000,1,0,0,0,0,0,0,.000,1,0,0,0,.33,.00,.00,.00,0,,150:00,0,.00,.00,,,,,,,,,,,,,,,,,,0.05828742593359593,28,93
2026-27,msoc,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Eureka,"DeCarlo, Michael",Michael,DeCarlo,,218,"DeCarlo, Michael","DECARLO,MICHAEL",Eureka,EUR,0,2,2,8,0,8,0,0,1,1,0,0,0,0,0,.50,.50,.00,.000,.000,1,0,0,0,0,0,0,.000,2,0,0,0,1.00,.00,.00,.00,0,,142:00,0,.00,.00,,,,,,,,,,,,,,,,,,0.05828742593359593,29,93
2026-27,msoc,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Westminster,"Gianino, Dominic",Dominic,Gianino,,1450,"Gianino, Dominic","GIANINO,DOMINIC",Westminster,WC,1216-1929,2,2,12,0,12,0,0,1,1,0,0,0,0,0,.50,.50,.00,.000,.000,1,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,125:00,0,.00,.00,,,,,,,,,,,,,,,,,,0.05828742593359593,30,93
2026-27,msoc,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Spalding,"Gritton, Adam",Adam,Gritton,,23260,"Gritton, Adam","GRITTON,ADAM",Spalding,SPA,926-1698,3,0,27,0,27,0,0,1,4,0,0,0,0,0,1.33,.33,.00,.000,.000,1,0,0,0,0,0,0,.000,2,0,0,0,.67,.00,.00,.00,0,,136:00,0,.00,.00,,,,,,,,,,,,,,,,,,0.05828742593359593,31,92
2026-27,msoc,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Greenville,"Hijas, Juan Fernandez-Macias",Juan Fernandez-Macias,Hijas,,1111,"Hijas, Juan Fernandez-Macias","HIJAS,JUAN FERNANDEZ-MACIAS",Greenville,GRE,0,2,2,8,0,8,0,0,1,2,0,0,0,0,0,1.00,.50,.00,.000,.000,1,0,0,0,0,0,0,.000,3,0,0,0,1.50,.00,.00,.00,0,,153:00,0,.00,.00,,,,,,,,,,,,,,,,,,0.05828742593359593,32,92
2026-27,msoc,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Westminster,"Jacobs, Patrick",Patrick,Jacobs,,1450,"Jacobs, Patrick","JACOBS,PATRICK",Westminster,WC,1216-1935,3,0,21,0,21,0,0,1,1,0,0,0,0,0,.33,.33,.00,.000,.000,1,0,0,0,0,0,0,.000,1,0,0,0,.33,.00,.00,.00,0,,73:00,0,.00,.00,,,,,,,,,,,,,,,,,,0.05828742593359593,33,92
2026-27,msoc,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Westminster,"Kahiya, Blessing",Blessing,Kahiya,,1450,"Kahiya, Blessing","KAHIYA,BLESSING",Westminster,WC,1216-1545,3,2,11,0,11,0,0,1,1,0,0,0,0,0,.33,.33,.00,.000,.000,1,0,0,0,0,0,0,.000,2,0,0,0,.67,.00,.00,.00,0,,150:00,0,.00,.00,,,,,,,,,,,,,,,,,,0.05828742593359593,34,92
2026-27,msoc,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Principia,"Liborio, Alejandro",Alejandro,Liborio,,555,"Liborio, Alejandro","LIBORIO,ALEJANDRO",Principia,PRIN,1258-2524,1,1,10,0,10,0,0,1,1,0,0,0,0,0,1.00,1.00,.00,.000,.000,1,0,0,0,0,0,0,.000,3,0,0,0,3.00,.00,.00,.00,0,,59:00,0,.00,.00,,,,,,,,,,,,,,,,,,0.05828742593359593,35,92
2026-27,msoc,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Blackburn,"Lopez, Jose",Jose,Lopez,,64,"Lopez, Jose","LOPEZ,JOSE",Blackburn,BBN,0,3,3,18,0,18,0,0,1,7,0,0,0,0,0,2.33,.33,.00,.000,.000,1,0,0,0,0,0,0,.000,1,0,1,0,.33,.33,.00,.00,0,,214:00,0,.00,.00,,,,,,,,,,,,,,,,,,0.05828742593359593,36,92
2026-27,msoc,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Principia,"Lubega, Jamaine",Jamaine,Lubega,,555,"Lubega, Jamaine","LUBEGA,JAMAINE",Principia,PRIN,1258-2525,1,1,17,0,17,0,0,1,1,0,0,0,0,0,1.00,1.00,.00,.000,.000,1,0,0,0,0,0,0,.000,2,0,0,0,2.00,.00,.00,.00,0,,39:00,0,.00,.00,,,,,,,,,,,,,,,,,,0.05828742593359593,37,92
2026-27,msoc,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Westminster,"Mathes, Davin",Davin,Mathes,,1450,"Mathes, Davin","MATHES,DAVIN",Westminster,WC,1216-1533,2,1,24,0,24,0,0,1,1,0,0,0,0,0,.50,.50,.00,.000,.000,1,0,0,0,0,0,0,.000,4,0,0,0,2.00,.00,.00,.00,0,,58:00,0,.00,.00,,,,,,,,,,,,,,,,,,0.05828742593359593,38,91
2026-27,msoc,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Westminster,"Murphy, Parker",Parker,Murphy,,1450,"Murphy, Parker","MURPHY,PARKER",Westminster,WC,1216-1708,3,2,9,0,9,0,0,1,1,0,0,0,0,0,.33,.33,.00,.000,.000,1,0,0,0,0,0,0,.000,1,0,0,0,.33,.00,.00,.00,0,,119:00,0,.00,.00,,,,,,,,,,,,,,,,,,0.05828742593359593,39,91
2026-27,msoc,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Greenville,"Paez, Samuel",Samuel,Paez,,1111,"Paez, Samuel","PAEZ,SAMUEL",Greenville,GRE,0,2,2,6,0,6,0,0,1,2,0,0,0,0,0,1.00,.50,.00,.000,.000,1,0,0,0,0,0,0,.000,1,0,0,0,.50,.00,.00,.00,0,,160:00,0,.00,.00,,,,,,,,,,,,,,,,,,0.05828742593359593,40,91
2026-27,msoc,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Blackburn,"Parra, Luis",Luis,Parra,,64,"Parra, Luis","PARRA,LUIS",Blackburn,BBN,0,3,3,17,0,17,0,0,1,2,0,0,0,0,0,.67,.33,.00,.000,.000,1,0,0,0,0,0,0,.000,5,0,0,0,1.67,.00,.00,.00,0,,213:00,0,.00,.00,,,,,,,,,,,,,,,,,,0.05828742593359593,41,91
2026-27,msoc,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Spalding,"Roberson, Ryder",Ryder,Roberson,,23260,"Roberson, Ryder","ROBERSON,RYDER",Spalding,SPA,926-1706,3,3,5,0,5,0,0,1,2,0,0,0,0,0,.67,.33,.00,.000,.000,1,0,0,0,0,0,0,.000,1,0,0,0,.33,.00,.00,.00,0,,270:00,0,.00,.00,,,,,,,,,,,,,,,,,,0.05828742593359593,42,91
2026-27,msoc,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Blackburn,"Schmitt, Zory",Zory,Schmitt,,64,"Schmitt, Zory","SCHMITT,ZORY",Blackburn,BBN,0,2,0,14,0,14,0,0,1,2,0,0,0,0,0,1.00,.50,.00,.000,.000,1,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,52:00,0,.00,.00,,,,,,,,,,,,,,,,,,0.05828742593359593,43,91
2026-27,msoc,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Eureka,"Spera, Brody",Brody,Spera,,218,"Spera, Brody","SPERA,BRODY",Eureka,EUR,0,1,0,12,0,12,0,0,1,1,0,0,0,0,0,1.00,1.00,.00,.000,.000,1,0,0,0,0,0,0,.000,1,0,0,0,1.00,.00,.00,.00,0,,35:00,0,.00,.00,,,,,,,,,,,,,,,,,,0.05828742593359593,44,90
2026-27,msoc,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,MUW,"Ware, Jordan",Jordan,Ware,,431,"Ware, Jordan","WARE,JORDAN",MUW,MUW,3082-896,1,1,9,0,9,0,0,1,1,0,0,0,0,0,1.00,1.00,.00,.000,.000,1,0,0,0,0,0,0,.000,7,0,0,0,7.00,.00,.00,.00,0,,80:00,0,.00,.00,,,,,,,,,,,,,,,,,,0.05828742593359593,45,90
2026-27,msoc,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Eureka,"Williams, James",James,Williams,,218,"Williams, James","WILLIAMS,JAMES",Eureka,EUR,0,2,2,3,0,3,0,0,1,1,0,0,0,0,0,.50,.50,.00,.000,.000,1,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,146:00,0,.00,.00,,,,,,,,,,,,,,,,,,0.05828742593359593,46,90
2026-27,msoc,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Westminster,"Monroy, Danny",Danny,Monroy,,1450,"Monroy, Danny","MONROY,DANNY",Westminster,WC,1216-1707,3,3,1,0,1,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,270:00,0,.00,.00,,47,1,1,1,1,.750,1.67,15,5,270:00,3,3,1.67,0.750,.333,5.00,-0.03807194871679054,47,90
2026-27,msoc,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Lyon,"Telfer, Preston",Preston,Telfer,,22989,"Telfer, Preston","TELFER,PRESTON",Lyon,LCS,783-5528,2,0,1,0,1,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,90:00,0,.00,.00,,15,0,1,1,0,.714,2.00,5,2,90:00,0,2,1.00,0.714,.000,2.50,-0.31860202473320753,48,90
2026-27,msoc,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Eureka,"Wyzukovicz, Charles",Charles,Wyzukovicz,,218,"Wyzukovicz, Charles","WYZUKOVICZ,CHARLES",Eureka,EUR,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,1,0,0,0,.50,.00,.00,.00,0,,180:00,0,.00,.00,,16,0,1,1,0,.600,1.00,3,2,180:00,2,2,1.00,0.600,.000,1.50,-0.3207536603728455,49,90
2026-27,msoc,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Blackburn,"Keys, Brayden",Brayden,Keys,,64,"Keys, Brayden","KEYS,BRAYDEN",Blackburn,BBN,0,3,3,00,0,00,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,270:00,0,.00,.00,,35,0,2,1,0,.684,2.00,13,6,270:00,3,3,2.00,0.684,.000,4.33,-0.43320679888866664,50,90
2026-27,msoc,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Greenville,"Messer, Dominick",Dominick,Messer,,1111,"Messer, Dominick","MESSER,DOMINICK",Greenville,GRE,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,1,0,0,0,.50,.00,.00,.00,0,,180:00,0,.00,.00,,32,0,2,0,0,.737,2.50,14,5,180:00,2,2,2.50,0.737,.000,7.00,-0.44741161762290904,51,89
2026-27,msoc,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Spalding,"Ali, Ali",Ali,Ali,,23260,"Ali, Ali","ALI,ALI",Spalding,SPA,926-1692,0,0,20,0,20,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,-0.7702018315347756,52,89
2026-27,msoc,St. Louis Intercollegiate Athletic Conference (SLIAC),sliac,Blackburn,"Alvarado, Jose",Jose,Alvarado,,64,"Alvarado, Jose","ALVARADO,JOSE",Blackburn,BBN,0,2,0,99,0,99,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,46:00,0,.00,.00,,,,,,,,,,,,,,,,,,-0.7702018315347756,53,89
