season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,team_name,team_id,sdrm_id,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,avg_points_game,goalie_stats,goal_stats,penalty_stats,misc_stats,shot_stats,composite_score,global_rank,rating
2026-27,mlax,Atlantic East Conference (AEC),aec,Gwynedd Mercy Univ.,David Crespo,David,Crespo,,12399,David Crespo,"CRESPO,DAVID",CRESPODAVIDGWYNEDD,12,12,,,Gwynedd Mercy Univ.,GWYNEDD,1305-2608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,13,0,20,3,713:00,132,1,1.000,,,,,,,,,,,,,,,17,29,0,24,17,7,.586,2.00,,,,,,4.136025689341285,11,96
2026-27,mlax,Atlantic East Conference (AEC),aec,Gwynedd Mercy Univ.,Nick Citrigno,Nick,Citrigno,,12399,Nick Citrigno,"CITRIGNO,NICK",CITRIGNONICKGWYNEDD,14,8,,,Gwynedd Mercy Univ.,GWYNEDD,1305-2371,0,0,0,0,0,0,11,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,26,2,472:00,110,0,1.000,,,,,,,,,,,,,,,45,75,0,26,10,16,.600,1.86,,,,,,3.952620220505294,12,96
2026-27,mlax,Atlantic East Conference (AEC),aec,Immaculata,John Stelacio,John,Stelacio,,303,John Stelacio,"STELACIO,JOHN",STELACIOJOHNIMMACULA,18,18,,,Immaculata,IMMACULA,1306-3716,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,23,5,1036:00,147,0,1.000,,,,,,,,,,,,,,,22,35,0,21,15,6,.629,1.17,,,,,,3.4507631663628024,13,95
2026-27,mlax,Atlantic East Conference (AEC),aec,Immaculata,Matthew Ludlow,Matthew,Ludlow,,303,Matthew Ludlow,"LUDLOW,MATTHEW",LUDLOWMATTHEWIMMACULA,18,18,,,Immaculata,IMMACULA,1306-3273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,21,5,1036:00,147,0,1.000,18,1011:26,138,260,0,12,5,0,0,0,0,655,8.19,.653,0,2,0,0,0,0,.000,0.00,,,,,,3.3757212918617645,14,95
2026-27,mlax,Atlantic East Conference (AEC),aec,Gwynedd Mercy Univ.,Caleb Gaines,Caleb,Gaines,,12399,Caleb Gaines,"GAINES,CALEB",GAINESCALEBGWYNEDD,14,14,,,Gwynedd Mercy Univ.,GWYNEDD,1305-2750,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,65,0,9,27,824:00,154,0,1.000,,,,,,,,,,,,,,,6,6,0,3,0,3,1.000,0.21,,,,,,3.1271931600961973,15,94
2026-27,mlax,Atlantic East Conference (AEC),aec,Immaculata,Matt Frame,Matt,Frame,,303,Matt Frame,"FRAME,MATT",FRAMEMATTIMMACULA,14,13,,,Immaculata,IMMACULA,1306-3271,0,0,0,0,0,1,6,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,16,2,736:00,147,0,1.000,,,,,,,,,,,,,,,43,62,0,22,3,19,.694,1.57,,,,,,3.0565052815658817,16,94
2026-27,mlax,Atlantic East Conference (AEC),aec,Gwynedd Mercy Univ.,Joe Oriold,Joe,Oriold,,12399,Joe Oriold,"ORIOLD,JOE",ORIOLDJOEGWYNEDD,14,14,,,Gwynedd Mercy Univ.,GWYNEDD,1305-2445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,55,0,14,33,824:00,154,1,1.000,,,,,,,,,,,,,,,1,1,0,1,0,1,1.000,0.07,,,,,,2.993420881890491,17,93
2026-27,mlax,Atlantic East Conference (AEC),aec,Marymount (VA),Braden Miller,Braden,Miller,,394,Braden Miller,"MILLER,BRADEN",MILLERBRADENMARYMOUN,17,0,,,Marymount (VA),MARYMOUN,658-2396,0,0,0,0,0,2,7,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,29,2,00:00,0,0,1.000,,,,,,,,,,,,,,,21,47,0,20,12,8,.447,1.18,,,,,,2.7776023772930936,18,93
2026-27,mlax,Atlantic East Conference (AEC),aec,Marymount (VA),Winston Horshaw,Winston,Horshaw,,394,Winston Horshaw,"HORSHAW,WINSTON",HORSHAWWINSTONMARYMOUN,17,17,,,Marymount (VA),MARYMOUN,658-2177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,218,74,153,0,10,2,1009:00,140,292,1.000,,,,,,,,,,,,,,,1,5,0,0,0,0,.200,0.00,,,,,,2.660957303816995,19,92
2026-27,mlax,Atlantic East Conference (AEC),aec,Gwynedd Mercy Univ.,Colin Vannais,Colin,Vannais,,12399,Colin Vannais,"VANNAIS,COLIN",VANNAISCOLINGWYNEDD,14,2,,,Gwynedd Mercy Univ.,GWYNEDD,1305-2603,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,13,0,32,4,111:00,22,0,1.000,,,,,,,,,,,,,,,34,66,0,17,6,11,.515,1.21,,,,,,2.317481971198587,20,92
2026-27,mlax,Atlantic East Conference (AEC),aec,Immaculata,Colton Rhoades,Colton,Rhoades,,303,Colton Rhoades,"RHOADES,COLTON",RHOADESCOLTONIMMACULA,18,16,,,Immaculata,IMMACULA,1306-3284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,56,0,13,26,911:00,127,1,1.000,,,,,,,,,,,,,,,1,2,0,1,1,0,.500,0.06,,,,,,2.3156051091029073,21,92
2026-27,mlax,Atlantic East Conference (AEC),aec,Marymount (VA),James Doss,James,Doss,,394,James Doss,"DOSS,JAMES",DOSSJAMESMARYMOUN,17,0,,,Marymount (VA),MARYMOUN,658-2176,0,0,0,0,0,1,6,0,1,1,0,0,0,0,0,0,0,3,1,0,0,0,0,5,0,20,4,00:00,0,0,1.000,,,,,,,,,,,,,,,35,55,0,17,7,10,.636,1.00,,,,,,2.0907108857948375,22,91
2026-27,mlax,Atlantic East Conference (AEC),aec,Marymount (VA),Matthew Kurczeski,Matthew,Kurczeski,,394,Matthew Kurczeski,"KURCZESKI,MATTHEW",KURCZESKIMATTHEWMARYMOUN,17,0,,,Marymount (VA),MARYMOUN,658-2391,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,17,7,00:00,0,0,1.000,,,,,,,,,,,,,,,38,53,0,15,5,10,.717,0.88,,,,,,2.026974339490824,23,91
2026-27,mlax,Atlantic East Conference (AEC),aec,Marymount (VA),William Cate,William,Cate,,394,William Cate,"CATE,WILLIAM",CATEWILLIAMMARYMOUN,16,14,,,Marymount (VA),MARYMOUN,658-2026,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,17,5,844:00,89,0,1.000,,,,,,,,,,,,,,,25,37,0,16,1,15,.676,1.00,,,,,,1.8406672086853473,24,90
2026-27,mlax,Atlantic East Conference (AEC),aec,Gwynedd Mercy Univ.,Cooper Lachowicz,Cooper,Lachowicz,,12399,Cooper Lachowicz,"LACHOWICZ,COOPER",LACHOWICZCOOPERGWYNEDD,14,9,,,Gwynedd Mercy Univ.,GWYNEDD,1305-2751,0,0,0,0,0,1,6,0,2,0,0,0,0,0,0,0,1,2,1,0,0,0,1,12,0,21,2,536:00,99,1,1.000,,,,,,,,,,,,,,,23,28,0,16,4,12,.821,1.14,,,,,,1.7835241310283725,25,90
2026-27,mlax,Atlantic East Conference (AEC),aec,Gwynedd Mercy Univ.,Ethan Galvan,Ethan,Galvan,,12399,Ethan Galvan,"GALVAN,ETHAN",GALVANETHANGWYNEDD,14,6,,,Gwynedd Mercy Univ.,GWYNEDD,1305-2739,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,24,2,348:00,55,0,1.000,,,,,,,,,,,,,,,32,59,0,16,6,10,.542,1.14,,,,,,1.7196632314957436,26,89
2026-27,mlax,Atlantic East Conference (AEC),aec,Immaculata,Colin Wolk,Colin,Wolk,,303,Colin Wolk,"WOLK,COLIN",WOLKCOLINIMMACULA,18,18,,,Immaculata,IMMACULA,1306-3706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,39,0,9,27,1036:00,147,0,1.000,,,,,,,,,,,,,,,0,0,0,0,0,0,.000,0.00,,,,,,1.6136482297056929,27,89
2026-27,mlax,Atlantic East Conference (AEC),aec,Gwynedd Mercy Univ.,Alexander Guardino,Alexander,Guardino,,12399,Alexander Guardino,"GUARDINO,ALEXANDER",GUARDINOALEXANDERGWYNEDD,14,14,,,Gwynedd Mercy Univ.,GWYNEDD,1305-2581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,39,0,16,4,824:00,154,0,1.000,14,825:46,115,134,0,8,7,0,0,0,0,469,8.36,.538,0,0,0,1,1,0,.000,0.07,,,,,,1.0408815159352842,28,89
2026-27,mlax,Atlantic East Conference (AEC),aec,Marymount (VA),Spencer Carfang,Spencer,Carfang,,394,Spencer Carfang,"CARFANG,SPENCER",CARFANGSPENCERMARYMOUN,17,17,,,Marymount (VA),MARYMOUN,658-2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,0,0,0,0,36,0,18,22,1009:00,140,0,1.000,,,,,,,,,,,,,,,0,2,0,0,0,0,.000,0.00,,,,,,0.9852953112869859,29,88
2026-27,mlax,Atlantic East Conference (AEC),aec,Gwynedd Mercy Univ.,Gunnar Seaman,Gunnar,Seaman,,12399,Gunnar Seaman,"SEAMAN,GUNNAR",SEAMANGUNNARGWYNEDD,4,4,,,Gwynedd Mercy Univ.,GWYNEDD,1305-2362,0,0,0,0,0,1,4,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,8,0,13,4,237:00,33,0,1.000,,,,,,,,,,,,,,,21,35,0,12,4,8,.600,3.00,,,,,,0.9736894017834717,30,88
2026-27,mlax,Atlantic East Conference (AEC),aec,Immaculata,Daniel Alvarez,Daniel,Alvarez,,303,Daniel Alvarez,"ALVAREZ,DANIEL",ALVAREZDANIELIMMACULA,18,18,,,Immaculata,IMMACULA,1306-3267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,0,17,18,1036:00,147,0,1.000,,,,,,,,,,,,,,,1,1,0,1,0,1,1.000,0.06,,,,,,0.9135214909969349,31,87
2026-27,mlax,Atlantic East Conference (AEC),aec,Marymount (VA),Jacob Brooks,Jacob,Brooks,,394,Jacob Brooks,"BROOKS,JACOB",BROOKSJACOBMARYMOUN,12,10,,,Marymount (VA),MARYMOUN,658-1864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,13,5,584:00,120,0,1.000,12,566:37,92,116,0,4,7,0,0,0,0,320,9.74,.558,0,3,0,1,1,0,.000,0.08,,,,,,0.5507494754853639,32,87
2026-27,mlax,Atlantic East Conference (AEC),aec,Marymount (VA),Kanye Otto,Kanye,Otto,,394,Kanye Otto,"OTTO,KANYE",OTTOKANYEMARYMOUN,11,9,,,Marymount (VA),MARYMOUN,658-2183,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,27,0,8,16,527:00,68,0,1.000,,,,,,,,,,,,,,,6,8,0,2,0,2,.750,0.18,,,,,,0.5020722433074832,33,87
2026-27,mlax,Atlantic East Conference (AEC),aec,Gwynedd Mercy Univ.,Dylan Gazda,Dylan,Gazda,,12399,Dylan Gazda,"GAZDA,DYLAN",GAZDADYLANGWYNEDD,14,14,,,Gwynedd Mercy Univ.,GWYNEDD,1305-2365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,34,0,16,17,824:00,154,0,1.000,,,,,,,,,,,,,,,0,1,0,0,0,0,.000,0.00,,,,,,0.38941583214118425,34,86
2026-27,mlax,Atlantic East Conference (AEC),aec,Marymount (VA),Matthew Mulkins,Matthew,Mulkins,,394,Matthew Mulkins,"MULKINS,MATTHEW",MULKINSMATTHEWMARYMOUN,17,0,,,Marymount (VA),MARYMOUN,658-2182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,23,0,11,12,00:00,0,0,1.000,,,,,,,,,,,,,,,1,1,0,3,3,0,1.000,0.18,,,,,,0.2695601951726776,35,86
2026-27,mlax,Atlantic East Conference (AEC),aec,Immaculata,Carnell Lofton jr.,Carnell Lofton,jr.,,303,Carnell Lofton jr.,"JR,CARNELL LOFTON",JRCARNELLLOFTONIMMACULA,12,0,,,Immaculata,IMMACULA,1306-3707,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,55,70,0,7,2,00:00,0,159,1.000,,,,,,,,,,,,,,,5,9,0,1,0,1,.556,0.08,,,,,,0.1887403472641388,36,85
2026-27,mlax,Atlantic East Conference (AEC),aec,Marymount (VA),Isaac Armlin,Isaac,Armlin,,394,Isaac Armlin,"ARMLIN,ISAAC",ARMLINISAACMARYMOUN,17,17,,,Marymount (VA),MARYMOUN,658-2171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,34,0,8,15,1009:00,140,0,1.000,,,,,,,,,,,,,,,0,0,0,0,0,0,.000,0.00,,,,,,0.1770427919011881,37,85
2026-27,mlax,Atlantic East Conference (AEC),aec,Marymount (VA),Connor Howard,Connor,Howard,,394,Connor Howard,"HOWARD,CONNOR",HOWARDCONNORMARYMOUN,10,7,,,Marymount (VA),MARYMOUN,658-2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,4,2,425:00,20,0,1.000,9,438:42,62,97,0,7,2,0,0,0,0,272,8.48,.610,0,0,0,0,0,0,.000,0.00,,,,,,0.16732925484789501,38,84
2026-27,mlax,Atlantic East Conference (AEC),aec,Gwynedd Mercy Univ.,Colton Munyan,Colton,Munyan,,12399,Colton Munyan,"MUNYAN,COLTON",MUNYANCOLTONGWYNEDD,14,3,,,Gwynedd Mercy Univ.,GWYNEDD,1305-2748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,29,0,5,15,171:00,22,0,1.000,,,,,,,,,,,,,,,0,2,0,0,0,0,.000,0.00,,,,,,0.014675595536659536,39,84
2026-27,mlax,Atlantic East Conference (AEC),aec,Gwynedd Mercy Univ.,Anthony Bracy,Anthony,Bracy,,12399,Anthony Bracy,"BRACY,ANTHONY",BRACYANTHONYGWYNEDD,0,0,,,Gwynedd Mercy Univ.,GWYNEDD,1305-2741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.0,40,84
2026-27,mlax,Atlantic East Conference (AEC),aec,Marymount (VA),James Conte,James,Conte,,394,James Conte,"CONTE,JAMES",CONTEJAMESMARYMOUN,0,0,,,Marymount (VA),MARYMOUN,658-2392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.0,41,83
2026-27,mlax,Atlantic East Conference (AEC),aec,Centenary (NJ),John Polukort,John,Polukort,,12884,John Polukort,"POLUKORT,JOHN",POLUKORTJOHNCENTENAR,0,0,,,Centenary (NJ),CENTENAR,1331-3882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.0,42,83
2026-27,mlax,Atlantic East Conference (AEC),aec,Centenary (NJ),Jonathan Martinez,Jonathan,Martinez,,12884,Jonathan Martinez,"MARTINEZ,JONATHAN",MARTINEZJONATHANCENTENAR,0,0,,,Centenary (NJ),CENTENAR,1331-3846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.0,43,82
2026-27,mlax,Atlantic East Conference (AEC),aec,Gwynedd Mercy Univ.,Zac Womer,Zac,Womer,,12399,Zac Womer,"WOMER,ZAC",WOMERZACGWYNEDD,7,5,,,Gwynedd Mercy Univ.,GWYNEDD,1305-2370,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,13,0,8,4,304:00,55,0,1.000,,,,,,,,,,,,,,,8,12,0,7,3,4,.667,1.00,,,,,,-0.012352346123089393,44,82
2026-27,mlax,Atlantic East Conference (AEC),aec,Immaculata,Seth Panowitz,Seth,Panowitz,,303,Seth Panowitz,"PANOWITZ,SETH",PANOWITZSETHIMMACULA,16,0,,,Immaculata,IMMACULA,1306-3451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,31,0,13,12,00:00,0,1,1.000,,,,,,,,,,,,,,,3,5,0,1,0,1,.600,0.06,,,,,,-0.01585858317920441,45,81
2026-27,mlax,Atlantic East Conference (AEC),aec,Marymount (VA),Jack Gillespie,Jack,Gillespie,,394,Jack Gillespie,"GILLESPIE,JACK",GILLESPIEJACKMARYMOUN,17,17,,,Marymount (VA),MARYMOUN,658-2034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,0,8,15,1009:00,140,0,1.000,,,,,,,,,,,,,,,0,1,0,0,0,0,.000,0.00,,,,,,-0.017797843736246266,46,81
2026-27,mlax,Atlantic East Conference (AEC),aec,Immaculata,Brady Lynch,Brady,Lynch,,303,Brady Lynch,"LYNCH,BRADY",LYNCHBRADYIMMACULA,17,1,,,Immaculata,IMMACULA,1306-3710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,27,0,7,14,60:00,0,0,1.000,,,,,,,,,,,,,,,0,1,0,0,0,0,.000,0.00,,,,,,-0.1564578031291497,47,81
2026-27,mlax,Atlantic East Conference (AEC),aec,Immaculata,Brian Fuchs,Brian,Fuchs,,303,Brian Fuchs,"FUCHS,BRIAN",FUCHSBRIANIMMACULA,18,0,,,Immaculata,IMMACULA,1306-3572,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5,0,0,70,129,38,0,9,4,00:00,0,199,1.000,,,,,,,,,,,,,,,11,18,0,3,0,3,.611,0.17,,,,,,-0.1918796630322112,48,80
2026-27,mlax,Atlantic East Conference (AEC),aec,Marymount (VA),Drew Bedard,Drew,Bedard,,394,Drew Bedard,"BEDARD,DREW",BEDARDDREWMARYMOUN,3,3,,,Marymount (VA),MARYMOUN,658-2172,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,2,165:00,51,0,1.000,,,,,,,,,,,,,,,13,22,0,8,2,6,.591,2.67,,,,,,-0.2944508262275095,49,80
2026-27,mlax,Atlantic East Conference (AEC),aec,Immaculata,Gael Avalos,Gael,Avalos,,303,Gael Avalos,"AVALOS,GAEL",AVALOSGAELIMMACULA,18,0,,,Immaculata,IMMACULA,1306-3575,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,16,0,6,12,00:00,0,0,1.000,,,,,,,,,,,,,,,2,3,0,1,0,1,.667,0.06,,,,,,-0.5029601722727901,50,79
2026-27,mlax,Atlantic East Conference (AEC),aec,Marymount (VA),Wyatt Labonte,Wyatt,Labonte,,394,Wyatt Labonte,"LABONTE,WYATT",LABONTEWYATTMARYMOUN,17,0,,,Marymount (VA),MARYMOUN,658-2399,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,7,2,00:00,0,0,1.000,,,,,,,,,,,,,,,21,37,0,6,3,3,.568,0.35,,,,,,-0.5127507680072154,51,79
2026-27,mlax,Atlantic East Conference (AEC),aec,Marymount (VA),Chris Lasky,Chris,Lasky,,394,Chris Lasky,"LASKY,CHRIS",LASKYCHRISMARYMOUN,16,8,,,Marymount (VA),MARYMOUN,658-2398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,18,0,3,10,482:00,72,0,1.000,,,,,,,,,,,,,,,1,1,0,1,1,0,1.000,0.06,,,,,,-0.6173699051874778,52,78
