season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,team_name,team_id,sdrm_id,this_is_softball,pitching_stats,pitching_summary_stats,hitting_stats,fielding_stats,hitting_summary_stats,global_rank,rating,composite_score,ranking_segment,pitching_stats_k_per_9,pitching_stats_whip
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Berea,Miguel Serra,Miguel,Serra,,30171,Miguel Serra,0,0BEREA,11,10,,,29.0,3.0,9.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,13.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.429,11.0,35.0,2.0,0.0,0.31,0.379,58.0,5.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,63.0,1.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,36.0,4.0,7.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0,5.0,1.0,"3,10",0.3,3.0,10.0,"2,13",0.15,2.0,13.0,"0,6",0.0,0.0,6.0,"2,5",0.4,2.0,5.0,0,0.0,0.0,0.0,"6,11","0,1","5,14",0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,7.0,0.0,1.0,2.0,0.0,"0,1","1,2","0,2",0,"0,1",Berea,BEREA,921-1136,False,,,,,,47,80,71.0,batting,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Transylvania,Calvin Schubert,Calvin,Schubert,,28749,Calvin Schubert,0,0TRANSYLV,17,17,,,57.0,8.0,16.0,14.0,3.0,0.0,0.0,6.0,0.0,10.0,7.0,1.0,8.0,4.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.427,19.0,77.0,12.0,0.667,0.281,0.333,32.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.914,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,11.0,26.0,"7,24",0.29,7.0,24.0,"9,27",0.33,9.0,27.0,"7,18",0.39,7.0,18.0,"0,4",0.0,0.0,4.0,0,0.0,0.0,0.0,"5,15","6,11","21,36",23,0.0,0.0,0.0,0,0.0,0.0,0.0,10.0,12.0,0.0,,,,,,,,,Transylvania,TRANSYLV,1039-2412,False,,,,,,48,80,70.0,batting,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Rose-Hulman,Jackson Harms,Jackson,Harms,,585,Jackson Harms,0,0ROSE-HUL,16,16,,,58.0,12.0,16.0,13.0,5.0,1.0,2.0,10.0,0.0,2.0,15.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.394,29.0,71.0,0.0,0.0,0.276,0.5,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.923,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1,6.0,6.0,1.0,0.0,0.0,0.0,1.0,40.5,6.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,13.0,14.0,"5,19",0.26,5.0,19.0,"11,36",0.31,11.0,36.0,"8,27",0.3,8.0,27.0,"1,5",0.2,1.0,5.0,0,0.0,0.0,0.0,"4,16","4,9","21,43",1,0.0,0.0,0.0,0,0.0,0.0,0.0,5.0,16.0,0.0,2.0,1.0,0.0,"0,1","2,4",0,0,"2,2",Rose-Hulman,ROSE-HUL,1038-5135,False,,,,,,49,80,69.0,batting,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Mount St. Joseph,Brennan Martin,Brennan,Martin,,8567,Brennan Martin,0,0MT. ST.,16,16,,,58.0,14.0,17.0,11.0,2.0,0.0,4.0,10.0,2.0,4.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.431,31.0,72.0,0.0,0.0,0.293,0.534,100.0,6.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,109.0,0.972,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.0,13.0,17.0,"5,20",0.25,5.0,20.0,"6,35",0.17,6.0,35.0,"4,25",0.16,4.0,25.0,"0,2",0.0,0.0,2.0,0,0.0,0.0,0.0,"11,15","3,8","13,37",33,0.0,0.0,0.0,0,0.0,0.0,0.0,8.0,18.0,0.0,,,,,,,,,Mount St. Joseph,MT. ST.,1037-2751,False,,,,,,50,79,68.0,batting,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Franklin,Garrett Dehart,Garrett,Dehart,,2694,Garrett Dehart,0,0FRANKLIN,15,15,,,61.0,15.0,17.0,11.0,9.0,0.0,1.0,11.0,0.0,0.0,14.0,2.0,8.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.378,29.0,75.0,8.0,1.0,0.279,0.475,23.0,37.0,6.0,0.0,0.0,1.0,0.0,4.0,0.0,66.0,0.909,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.0,2.0,2.0,1.0,0.0,0.0,1.0,54.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.0,3.0,10.0,20.0,"10,21",0.48,10.0,21.0,"11,37",0.3,11.0,37.0,"5,20",0.25,5.0,20.0,"3,4",0.75,3.0,4.0,0,0.0,0.0,0.0,"2,10","2,5","20,41",2,0.0,0.0,0.0,0,0.0,0.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,"0,1",0,"0,1",0,0,Franklin,FRANKLIN,1034-2242,False,,,,,,51,79,67.0,batting,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Earlham,Sean Jeffries,Sean,Jeffries,,195,Sean Jeffries,0,0EARLHAM,16,16,,,64.0,16.0,18.0,11.0,5.0,3.0,0.0,2.0,0.0,2.0,10.0,5.0,7.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.31,29.0,73.0,7.0,1.0,0.281,0.453,24.0,36.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,66.0,0.909,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,14.0,21.0,"3,26",0.12,3.0,26.0,"6,27",0.22,6.0,27.0,"6,22",0.27,6.0,22.0,"0,3",0.0,0.0,3.0,0,0.0,0.0,0.0,"7,16","6,8","15,32",6,0.0,0.0,0.0,0,0.0,0.0,0.0,7.0,12.0,0.0,,,,,,,,,Earlham,EARLHAM,1215-1660,False,,,,,,52,78,66.0,batting,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Hanover,Jack Shaeffer,Jack,Shaeffer,,1115,Jack Shaeffer,0,0HAN,14,14,,,47.0,11.0,13.0,11.0,0.0,1.0,2.0,5.0,0.0,10.0,19.0,5.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.444,21.0,64.0,9.0,0.556,0.277,0.447,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,11.0,5.0,"8,21",0.38,8.0,21.0,"8,26",0.31,8.0,26.0,"7,22",0.32,7.0,22.0,"2,10",0.2,2.0,10.0,0,0.0,0.0,0.0,"3,6","3,7","19,36",3,0.0,0.0,0.0,0,0.0,0.0,0.0,5.0,17.0,0.0,,,,,,,,,Hanover,HAN,1035-2811,False,,,,,,53,78,65.0,batting,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Mount St. Joseph,Andrew Clements,Andrew,Clements,,8567,Andrew Clements,0,0MT. ST.,12,12,,,41.0,4.0,12.0,11.0,3.0,0.0,0.0,5.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.383,15.0,47.0,0.0,0.0,0.293,0.366,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,14.0,10.0,"5,13",0.38,5.0,13.0,"7,22",0.32,7.0,22.0,"7,17",0.41,7.0,17.0,"0,2",0.0,0.0,2.0,0,0.0,0.0,0.0,"4,9","3,3","12,22",173,0.0,0.0,0.0,0,0.0,0.0,0.0,6.0,9.0,0.0,,,,,,,,,Mount St. Joseph,MT. ST.,1037-2411,False,,,,,,54,77,64.0,batting,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Manchester,C. Bortone,C.,Bortone,,1192,C. Bortone,0,0MANCHEST,16,16,,,55.0,11.0,14.0,11.0,3.0,0.0,1.0,10.0,0.0,3.0,10.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.397,20.0,68.0,5.0,0.8,0.255,0.364,118.0,5.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,125.0,0.984,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,18.0,8.0,"2,17",0.12,2.0,17.0,"9,31",0.29,9.0,31.0,"7,22",0.32,7.0,22.0,"1,8",0.13,1.0,8.0,0,0.0,0.0,0.0,"8,13","4,6","15,32",22,0.0,0.0,0.0,0,0.0,0.0,0.0,4.0,16.0,0.0,,,,,,,,,Manchester,MANCHEST,1036-2754,False,,,,,,55,77,63.0,batting,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Transylvania,Brenton Alcorn,Brenton,Alcorn,,28749,Brenton Alcorn,0,0TRANSYLV,15,14,,,43.0,6.0,12.0,10.0,3.0,0.0,0.0,3.0,0.0,1.0,14.0,5.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,15.0,47.0,9.0,0.667,0.279,0.349,19.0,31.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,54.0,0.926,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,7.0,10.0,"3,18",0.17,3.0,18.0,"9,27",0.33,9.0,27.0,"8,18",0.44,8.0,18.0,"0,4",0.0,0.0,4.0,0,0.0,0.0,0.0,"0,2","6,8","10,27",34,0.0,0.0,0.0,"0,1",0.0,0.0,1.0,1.0,13.0,0.0,,,,,,,,,Transylvania,TRANSYLV,1039-3186,False,,,,,,56,77,62.0,batting,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Mount St. Joseph,Zac Clow,Zac,Clow,,8567,Zac Clow,0,0MT. ST.,16,16,,,61.0,7.0,17.0,10.0,4.0,0.0,0.0,6.0,0.0,0.0,14.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.343,21.0,67.0,1.0,1.0,0.279,0.344,8.0,33.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,48.0,0.854,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.0,2.0,0.0,0.0,1.0,0.0,0.0,27.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.714,5.0,2.0,12.0,14.0,"9,21",0.43,9.0,21.0,"11,34",0.32,11.0,34.0,"6,21",0.29,6.0,21.0,"2,4",0.5,2.0,4.0,0,0.0,0.0,0.0,"3,14","6,10","20,38",22,0.0,0.0,0.0,0,0.0,0.0,0.0,5.0,13.0,0.0,2.0,0.0,0.0,"1,1","4,6",0,0,"4,4",Mount St. Joseph,MT. ST.,1037-3491,False,,,,,,57,76,61.0,batting,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Hanover,Trevor Jones,Trevor,Jones,,1115,Trevor Jones,0,0HAN,18,18,,,54.0,13.0,14.0,10.0,3.0,0.0,0.0,10.0,0.0,4.0,12.0,7.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.412,17.0,70.0,8.0,0.875,0.259,0.315,16.0,39.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,57.0,0.965,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,16.0,12.0,"4,17",0.24,4.0,17.0,"5,22",0.23,5.0,22.0,"5,16",0.31,5.0,16.0,"3,13",0.23,3.0,13.0,0,0.0,0.0,0.0,"10,20","3,3","17,32",11,0.0,0.0,0.0,0,0.0,0.0,0.0,4.0,15.0,0.0,,,,,,,,,Hanover,HAN,1035-2347,False,,,,,,58,76,60.0,batting,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Earlham,Noah Rosato,Noah,Rosato,,195,Noah Rosato,0,0EARLHAM,13,12,,,42.0,7.0,11.0,9.0,2.0,0.0,3.0,4.0,1.0,0.0,7.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.319,22.0,47.0,0.0,0.0,0.262,0.524,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,8.0,15.0,"4,11",0.36,4.0,11.0,"6,22",0.27,6.0,22.0,"3,14",0.21,3.0,14.0,"1,5",0.2,1.0,5.0,0,0.0,0.0,0.0,"3,9","1,2","11,25",0,0.0,0.0,0.0,2,0.0,0.0,0.0,3.0,6.0,0.0,,,,,,,,,Earlham,EARLHAM,1215-1798,False,,,,,,59,75,59.0,batting,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Anderson,Will Loftus,Will,Loftus,,939,Will Loftus,0,0ANDERSON,15,12,,,49.0,5.0,13.0,9.0,4.0,0.0,1.0,6.0,0.0,1.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357,20.0,56.0,2.0,1.0,0.265,0.408,42.0,2.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,44.0,1.0,14.0,0.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,9.0,17.0,"7,20",0.35,7.0,20.0,"11,32",0.34,11.0,32.0,"8,19",0.42,8.0,19.0,"2,4",0.5,2.0,4.0,"0,4",0.0,0.0,4.0,"3,9","1,7","12,33",2,0.0,0.0,0.0,3,0.0,0.0,0.0,1.0,12.0,0.0,,,,,,,,,Anderson,ANDERSON,0,False,,,,,,60,75,58.0,batting,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Manchester,A. Westfield,A.,Westfield,,1192,A. Westfield,0,0MANCHEST,17,17,,,60.0,8.0,15.0,9.0,3.0,0.0,1.0,10.0,0.0,0.0,17.0,2.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.357,21.0,73.0,9.0,0.667,0.25,0.35,22.0,52.0,10.0,0.0,0.0,0.0,0.0,8.0,0.0,84.0,0.881,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,11.0,17.0,"3,16",0.19,3.0,16.0,"8,34",0.24,8.0,34.0,"5,22",0.23,5.0,22.0,"0,7",0.0,0.0,7.0,0,0.0,0.0,0.0,"6,15","5,6","16,38",1,0.0,0.0,0.0,0,0.0,0.0,0.0,5.0,14.0,0.0,,,,,,,,,Manchester,MANCHEST,1036-2777,False,,,,,,61,74,57.0,batting,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Rose-Hulman,Matthew Furtado,Matthew,Furtado,,585,Matthew Furtado,0,0ROSE-HUL,11,8,,,27.0,5.0,8.0,8.0,2.0,0.0,2.0,4.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.387,16.0,31.0,0.0,0.0,0.296,0.593,5.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,"4,9",0.44,4.0,9.0,"5,18",0.28,5.0,18.0,"3,11",0.27,3.0,11.0,"1,3",0.33,1.0,3.0,0,0.0,0.0,0.0,"2,4","1,1","9,20","1,1",1.0,1.0,1.0,2,0.0,0.0,0.0,2.0,5.0,0.0,1.0,1.0,0.0,"0,1","0,2",0,0,"0,1",Rose-Hulman,ROSE-HUL,1038-5298,False,,,,,,62,74,56.0,batting,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Earlham,Austin Dick,Austin,Dick,,195,Austin Dick,0,0EARLHAM,13,9,,,37.0,7.0,11.0,8.0,1.0,2.0,1.0,2.0,0.0,0.0,6.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.333,19.0,39.0,5.0,1.0,0.297,0.514,11.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.838,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,8.0,10.0,"3,10",0.3,3.0,10.0,"7,20",0.35,7.0,20.0,"6,17",0.35,6.0,17.0,"2,4",0.5,2.0,4.0,0,0.0,0.0,0.0,"1,6","2,2","10,22",22,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,10.0,0.0,,,,,,,,,Earlham,EARLHAM,1215-2010,False,,,,,,63,74,55.0,batting,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Hanover,Alex Yuskewich,Alex,Yuskewich,,1115,Alex Yuskewich,0,0HAN,17,12,,,47.0,11.0,14.0,8.0,3.0,0.0,2.0,5.0,0.0,5.0,14.0,3.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.414,23.0,58.0,6.0,0.667,0.298,0.489,26.0,12.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,39.0,0.974,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,8.0,12.0,"3,11",0.27,3.0,11.0,"8,21",0.38,8.0,21.0,"4,12",0.33,4.0,12.0,"0,6",0.0,0.0,6.0,0,0.0,0.0,0.0,"8,19","2,3","15,27",0,0.0,0.0,0.0,2,0.0,0.0,0.0,2.0,7.0,0.0,,,,,,,,,Hanover,HAN,1035-2816,False,,,,,,64,73,54.0,batting,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Earlham,Noah Wagster,Noah,Wagster,,195,Noah Wagster,0,0EARLHAM,12,10,,,35.0,5.0,9.0,8.0,2.0,0.0,0.0,4.0,0.0,2.0,5.0,1.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,11.0,45.0,8.0,1.0,0.257,0.314,24.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,0.933,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,4.0,21.0,"1,7",0.14,1.0,7.0,"4,14",0.29,4.0,14.0,"4,13",0.31,4.0,13.0,"3,6",0.5,3.0,6.0,0,0.0,0.0,0.0,"5,12","6,6","10,20",3,0.0,0.0,0.0,"1,1",1.0,1.0,1.0,5.0,6.0,0.0,,,,,,,,,Earlham,EARLHAM,1215-1898,False,,,,,,65,73,53.0,batting,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Bluffton,Xander Greulich,Xander,Greulich,,987,Xander Greulich,0,0BLU,16,13,,,46.0,4.0,12.0,8.0,1.0,0.0,0.0,4.0,1.0,1.0,9.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.321,13.0,54.0,0.0,0.0,0.261,0.283,77.0,3.0,2.0,2.0,0.0,27.0,2.0,0.0,0.0,82.0,0.976,29.0,0.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,9.0,18.0,"4,15",0.27,4.0,15.0,"8,30",0.27,8.0,30.0,"6,20",0.3,6.0,20.0,"0,3",0.0,0.0,3.0,0,0.0,0.0,0.0,"4,12","3,5","17,35",1,0.0,0.0,0.0,"0,1",0.0,0.0,1.0,7.0,12.0,0.0,,,,,,,,,Bluffton,BLU,0,False,,,,,,66,72,52.0,batting,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Rose-Hulman,Sam Erickson,Sam,Erickson,,585,Sam Erickson,0,0ROSE-HUL,13,10,,,39.0,8.0,11.0,7.0,2.0,0.0,1.0,6.0,0.0,0.0,11.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378,16.0,45.0,1.0,1.0,0.282,0.41,74.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,77.0,0.987,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,7.0,9.0,"3,17",0.18,3.0,17.0,"6,26",0.23,6.0,26.0,"3,17",0.18,3.0,17.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,"5,9","2,2","13,29",11,0.0,0.0,0.0,3,0.0,0.0,0.0,2.0,19.0,0.0,,,,,,,,,Rose-Hulman,ROSE-HUL,1038-5128,False,,,,,,67,72,51.0,batting,,
2026-27,baseball,Heartland Collegiate Athletic Conference (HCAC),hcac,Rose-Hulman,Issei Takahashi,Issei,Takahashi,,585,Issei Takahashi,0,0ROSE-HUL,11,8,,,28.0,7.0,8.0,7.0,2.0,0.0,0.0,7.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.429,10.0,35.0,2.0,1.0,0.286,0.357,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.947,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,11.0,6.0,"2,9",0.22,2.0,9.0,"6,15",0.4,6.0,15.0,"6,10",0.6,6.0,10.0,"0,2",0.0,0.0,2.0,0,0.0,0.0,0.0,"3,5","2,2","9,17","0,1",0.0,0.0,1.0,0,0.0,0.0,0.0,1.0,8.0,0.0,,,,,,,,,Rose-Hulman,ROSE-HUL,1038-5131,False,,,,,,68,71,50.0,batting,,
