season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats,pass_stats,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats,kickreturn_stats,puntreturn_stats,interception_return_stats,fumblereturn_stats,fumble_stats,scoring_stats,receiving_stats,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,fumblereturn_stats_number,fumblereturn_stats_yards,fumblereturn_stats_touchdowns,fumblereturn_stats_longest_interception_return,fumble_stats_number,fumble_stats_number_lost
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Brockway,Harison",Harison,Brockway,,271,"Brockway,Harison","BROCKWAY,HARISON",Hardin-Simmons,HSU,637-3596,1,1,8,8,0,WR,0,0,,,4,31,0,12,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Wright,Bruin",Bruin,Wright,,271,"Wright,Bruin","WRIGHT,BRUIN",Hardin-Simmons,HSU,637-3639,1,1,10,10,0,0,DB,0,,,,,,,,,,,,,,,,,,,,0,2,4,6,6,.5,.0,.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Ikwuemesi,Chuks",Chuks,Ikwuemesi,,271,"Ikwuemesi,Chuks","IKWUEMESI,CHUKS",Hardin-Simmons,HSU,637-3884,1,0,11,11,0,0,DL,0,,,,,,,,,,,,,,,,,,,,0,1,1,2,2,1.0,.0,.0,1,0,4,1,1,0,4,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Ables,Keagan",Keagan,Ables,,271,"Ables,Keagan","ABLES,KEAGAN",Hardin-Simmons,HSU,637-3591,1,0,13,13,0,QB,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,6,4,14,14,0,1,8,3.5,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Thompson,Ty",Ty,Thompson,,271,"Thompson,Ty","THOMPSON,TY",Hardin-Simmons,HSU,637-3630,1,1,15,15,0,QB,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,12,12,15,58,66,8,2,17,3.9,58.0,6,1,40,0,255,0,32,23,138.8,7.97,11.09,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Powell,Guy",Guy,Powell,,271,"Powell,Guy","POWELL,GUY",Hardin-Simmons,HSU,637-3681,1,0,16,16,0,RB,0,0,,,4,28,0,12,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,30,30,0,0,7,4.3,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,8,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Williams-Wright,Ethan",Ethan,Williams-Wright,,271,"Williams-Wright,Ethan","WILLIAMS-WRIGHT,ETHAN",Hardin-Simmons,HSU,637-3684,1,0,17,17,0,0,DB,0,,,,,,,,,,,,,,,,,,,,0,2,0,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Evans,Micah",Micah,Evans,,271,"Evans,Micah","EVANS,MICAH",Hardin-Simmons,HSU,637-3383,1,0,18,18,0,0,DB,0,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"McClure,Brody",Brody,McClure,,271,"McClure,Brody","MCCLURE,BRODY",Hardin-Simmons,HSU,637-3147,1,0,20,20,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Jenkins,Zavyn",Zavyn,Jenkins,,271,"Jenkins,Zavyn","JENKINS,ZAVYN",Hardin-Simmons,HSU,637-3662,1,0,21,21,0,0,CB,0,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"House,Keyon",Keyon,House,,271,"House,Keyon","HOUSE,KEYON",Hardin-Simmons,HSU,637-3461,1,1,22,22,0,0,CB,0,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Moore,Jayden",Jayden,Moore,,271,"Moore,Jayden","MOORE,JAYDEN",Hardin-Simmons,HSU,637-3619,1,1,23,23,0,0,S,0,,,,,,,,,,,,,,,,,,,,0,1,2,3,3,1.0,.0,.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Bobo,Brody",Brody,Bobo,,271,"Bobo,Brody","BOBO,BRODY",Hardin-Simmons,HSU,637-3595,1,0,24,24,0,0,S,0,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Kazouh,Shawn",Shawn,Kazouh,,271,"Kazouh,Shawn","KAZOUH,SHAWN",Hardin-Simmons,HSU,637-3665,1,0,25,25,0,0,S,0,,,,,,,,,,,,,,,,,,,,28,2,1,3,3,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28,0,28,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Washington,J.T.",J.T.,Washington,,271,"Washington,J.T.","WASHINGTON,J.T.",Hardin-Simmons,HSU,637-3635,1,1,26,26,0,RB,0,0,,,1,-1,0,0,-1.0,,,,,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,6,14,84,84,0,1,27,6.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Scott,Tank",Tank,Scott,,271,"Scott,Tank","SCOTT,TANK",Hardin-Simmons,HSU,637-3947,1,0,28,28,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Jones,Cayden",Cayden,Jones,,271,"Jones,Cayden","JONES,CAYDEN",Hardin-Simmons,HSU,637-3886,1,0,30,30,0,RB,0,0,,,1,3,0,3,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9,12,3,0,6,1.5,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Meyers,Phillip",Phillip,Meyers,,271,"Meyers,Phillip","MEYERS,PHILLIP",Hardin-Simmons,HSU,637-3422,1,0,31,31,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Roden,Kaiden",Kaiden,Roden,,271,"Roden,Kaiden","RODEN,KAIDEN",Hardin-Simmons,HSU,637-3346,1,1,32,32,0,0,LB,0,,,,,,,,,,,,,,,,,,,,0,0,8,8,8,.5,.0,.0,0,1,1,0.5,0,1,1,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Sink,Kade",Kade,Sink,,271,"Sink,Kade","SINK,KADE",Hardin-Simmons,HSU,637-3640,1,0,33,33,0,0,LB,0,,,,,,,,,,,,,,,,,,,,0,2,4,6,6,1.0,.0,.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Donnelly,Colyn",Colyn,Donnelly,,271,"Donnelly,Colyn","DONNELLY,COLYN",Hardin-Simmons,HSU,637-3600,1,1,35,35,0,0,LB,0,,,,,,,,,,,,,,,,,,,,0,0,5,5,5,.0,.0,.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Rios,Aidan",Aidan,Rios,,271,"Rios,Aidan","RIOS,AIDAN",Hardin-Simmons,HSU,637-3153,1,0,38,38,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Bullard,Dawson",Dawson,Bullard,,271,"Bullard,Dawson","BULLARD,DAWSON",Hardin-Simmons,HSU,637-3970,1,0,39,39,0,0,DB,0,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Pascuzzi,Matt",Matt,Pascuzzi,,271,"Pascuzzi,Matt","PASCUZZI,MATT",Hardin-Simmons,HSU,637-3428,1,1,40,40,0,0,LB,0,,,,,,,,,,,,,,,,,,,,0,0,6,6,6,.5,.0,.0,0,1,2,0.5,0,1,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Howard,Hunter",Hunter,Howard,,271,"Howard,Hunter","HOWARD,HUNTER",Hardin-Simmons,HSU,637-3402,1,0,41,41,0,0,LB,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Woodley,Chris",Chris,Woodley,,271,"Woodley,Chris","WOODLEY,CHRIS",Hardin-Simmons,HSU,637-3458,1,1,44,44,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Ham,Bode",Bode,Ham,,271,"Ham,Bode","HAM,BODE",Hardin-Simmons,HSU,637-3972,1,0,45,45,0,0,S,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Lain,Levi",Levi,Lain,,271,"Lain,Levi","LAIN,LEVI",Hardin-Simmons,HSU,637-3412,1,0,46,46,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Chipper,Nick",Nick,Chipper,,271,"Chipper,Nick","CHIPPER,NICK",Hardin-Simmons,HSU,637-3157,1,0,48,48,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"McDonald,Casen",Casen,McDonald,,271,"McDonald,Casen","MCDONALD,CASEN",Hardin-Simmons,HSU,637-3658,1,0,51,51,0,0,DE,0,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Butchee,Mason",Mason,Butchee,,271,"Butchee,Mason","BUTCHEE,MASON",Hardin-Simmons,HSU,637-3181,1,1,53,53,0,OG,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Williams,Caleb",Caleb,Williams,,271,"Williams,Caleb","WILLIAMS,CALEB",Hardin-Simmons,HSU,637-3644,1,0,54,54,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Sampson-Stuckey,Caden",Caden,Sampson-Stuckey,,271,"Sampson-Stuckey,Caden","SAMPSON-STUCKEY,CADEN",Hardin-Simmons,HSU,637-3116,1,1,55,55,0,0,DT,0,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Carter,DeMonte",DeMonte,Carter,,271,"Carter,DeMonte","CARTER,DEMONTE",Hardin-Simmons,HSU,637-3368,1,0,56,56,0,0,DE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Alexander,Jaxon",Jaxon,Alexander,,271,"Alexander,Jaxon","ALEXANDER,JAXON",Hardin-Simmons,HSU,637-3187,1,0,57,57,0,OG,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Tyson,Jahmye",Jahmye,Tyson,,271,"Tyson,Jahmye","TYSON,JAHMYE",Hardin-Simmons,HSU,637-3891,1,1,51,58,0,0,DL,0,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,.5,.0,.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Chandler,Carter",Carter,Chandler,,271,"Chandler,Carter","CHANDLER,CARTER",Hardin-Simmons,HSU,637-3191,1,1,63,63,0,OC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Willis,Micah",Micah,Willis,,271,"Willis,Micah","WILLIS,MICAH",Hardin-Simmons,HSU,637-3638,1,0,64,64,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Adams,Luke",Luke,Adams,,271,"Adams,Luke","ADAMS,LUKE",Hardin-Simmons,HSU,637-3352,1,0,65,65,0,OT,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Landin,Zander",Zander,Landin,,271,"Landin,Zander","LANDIN,ZANDER",Hardin-Simmons,HSU,637-3190,1,0,66,66,0,OT,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Reyes,JoJo",JoJo,Reyes,,271,"Reyes,JoJo","REYES,JOJO",Hardin-Simmons,HSU,637-3173,1,1,67,67,0,OT,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Singh,Jose",Jose,Singh,,271,"Singh,Jose","SINGH,JOSE",Hardin-Simmons,HSU,637-1580,1,0,68,68,0,OT,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Burk,Cole",Cole,Burk,,271,"Burk,Cole","BURK,COLE",Hardin-Simmons,HSU,637-3189,1,0,69,69,0,OG,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Hargrove,Brant",Brant,Hargrove,,271,"Hargrove,Brant","HARGROVE,BRANT",Hardin-Simmons,HSU,637-3607,1,0,75,75,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Carter,Jamarion",Jamarion,Carter,,271,"Carter,Jamarion","CARTER,JAMARION",Hardin-Simmons,HSU,637-3672,1,0,76,76,0,OT,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"McAfee,Mike",Mike,McAfee,,271,"McAfee,Mike","MCAFEE,MIKE",Hardin-Simmons,HSU,637-3175,1,1,77,77,0,OT,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Rodriguez,Nate",Nate,Rodriguez,,271,"Rodriguez,Nate","RODRIGUEZ,NATE",Hardin-Simmons,HSU,637-3197,1,1,79,79,0,OG,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
