conference_code,conference,season,team,player_name,first_name,last_name,gp,mpg,ppg,rpg,apg,spg,bpg,tov_pg,class_year,position,mp_total,pts_total,reb_total,ast_total,stl_total,blk_total,tov_total,fgm,fga,fg_pct,tpm,tpa,tp_pct,ftm,fta,ft_pct
usa_south_athletic_confe,USA South Athletic Conference,2025-26,Mary Baldwin,"Wynne,Mason",Mason,Wynne,20,7.05,3.35,0.6,0.3,0.3,0.0,0.4,0.0,G,141.0,67.0,12.0,6.0,6.0,0.0,8.0,23.0,61.0,0.38,16.0,42.0,0.38,5.0,6.0,0.83
usa_south_athletic_confe,USA South Athletic Conference,2025-26,Mary Baldwin,"Sutherland,Nathaniel",Nathaniel,Sutherland,25,9.64,1.0,2.12,0.4,0.24,0.0,0.72,0.0,G,241.0,25.0,53.0,10.0,6.0,0.0,18.0,11.0,46.0,0.24,2.0,10.0,0.2,1.0,2.0,0.5
usa_south_athletic_confe,USA South Athletic Conference,2025-26,Mary Baldwin,"Jones,Andrew",Andrew,Jones,7,5.428571428571429,1.0,1.86,0.43,0.14,0.0,0.2857142857142857,0.0,C,38.0,7.0,13.0,3.0,1.0,0.0,2.0,2.0,6.0,0.33,2.0,2.0,1.0,1.0,2.0,0.5
usa_south_athletic_confe,USA South Athletic Conference,2025-26,Mary Baldwin,"Ukaegbu,Jamal",Jamal,Ukaegbu,25,24.48,7.44,4.56,1.12,0.84,1.24,1.52,0.0,G,612.0,186.0,114.0,28.0,21.0,31.0,38.0,71.0,157.0,0.45,0.0,0.0,0.0,44.0,88.0,0.5
usa_south_athletic_confe,USA South Athletic Conference,2025-26,Mary Baldwin,"Shifflett,Tucker",Tucker,Shifflett,7,17.857142857142858,2.43,2.29,1.29,0.71,0.0,1.0,0.0,G,125.0,17.0,16.0,9.0,5.0,0.0,7.0,5.0,21.0,0.24,0.0,7.0,0.0,7.0,10.0,0.7
usa_south_athletic_confe,USA South Athletic Conference,2025-26,Mary Baldwin,"Dent,Promyse",Promyse,Dent,3,4.333333333333333,0.33,0.67,0.0,0.0,0.0,0.3333333333333333,0.0,F,13.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,2.0,0.5
usa_south_athletic_confe,USA South Athletic Conference,2025-26,William Peace,"Whitehurst,Tyler",Tyler,Whitehurst,19,28.57894736842105,8.16,2.32,1.63,0.26,0.05,1.0526315789473684,0.0,G,543.0,155.0,44.0,31.0,5.0,1.0,20.0,51.0,127.0,0.4,35.0,90.0,0.39,18.0,27.0,0.67
usa_south_athletic_confe,USA South Athletic Conference,2025-26,William Peace,"Jones,Shawn",Shawn,Jones,25,30.08,11.04,7.2,1.92,0.8,1.32,2.16,0.0,G,752.0,276.0,180.0,48.0,20.0,33.0,54.0,100.0,214.0,0.47,20.0,67.0,0.3,56.0,95.0,0.59
usa_south_athletic_confe,USA South Athletic Conference,2025-26,William Peace,"Green,Elijah",Elijah,Green,24,26.916666666666668,8.92,2.17,3.0,0.42,0.04,1.875,0.0,G,646.0,214.0,52.0,72.0,10.0,1.0,45.0,70.0,200.0,0.35,37.0,106.0,0.35,37.0,51.0,0.73
usa_south_athletic_confe,USA South Athletic Conference,2025-26,William Peace,"Johnson,Dalton",Dalton,Johnson,24,11.416666666666666,3.46,0.75,1.08,0.42,0.08,0.9583333333333334,0.0,G,274.0,83.0,18.0,26.0,10.0,2.0,23.0,32.0,67.0,0.48,8.0,26.0,0.31,11.0,14.0,0.79
usa_south_athletic_confe,USA South Athletic Conference,2025-26,William Peace,"Hodgson,Parker",Parker,Hodgson,23,31.47826086956522,12.65,7.17,2.13,1.17,0.39,2.260869565217391,0.0,G,724.0,291.0,165.0,49.0,27.0,9.0,52.0,99.0,236.0,0.42,27.0,100.0,0.27,66.0,84.0,0.79
usa_south_athletic_confe,USA South Athletic Conference,2025-26,William Peace,"Kearney,Jordan",Jordan,Kearney,14,9.714285714285714,3.0,1.79,0.5,0.36,0.0,0.5714285714285714,0.0,G,136.0,42.0,25.0,7.0,5.0,0.0,8.0,15.0,34.0,0.44,3.0,14.0,0.21,9.0,10.0,0.9
usa_south_athletic_confe,USA South Athletic Conference,2025-26,William Peace,"Blount,Larry",Larry,Blount,7,1.8571428571428572,0.71,0.14,0.14,0.14,0.0,0.0,0.0,G,13.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.5,1.0,2.0,0.5,2.0,4.0,0.5
usa_south_athletic_confe,USA South Athletic Conference,2025-26,William Peace,"Lominack,Ryan",Ryan,Lominack,24,11.083333333333334,3.21,0.92,0.42,0.04,0.0,0.875,0.0,G,266.0,77.0,22.0,10.0,1.0,0.0,21.0,25.0,95.0,0.26,18.0,72.0,0.25,9.0,11.0,0.82
usa_south_athletic_confe,USA South Athletic Conference,2025-26,William Peace,"Young,Junior",Junior,Young,6,1.5,0.33,0.5,0.0,0.0,0.0,0.1666666666666666,0.0,G,9.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,0.5
usa_south_athletic_confe,USA South Athletic Conference,2025-26,William Peace,"Overman,Grant",Grant,Overman,23,7.869565217391305,2.26,2.26,0.22,0.04,0.61,0.3043478260869565,0.0,C,181.0,52.0,52.0,5.0,1.0,14.0,7.0,21.0,30.0,0.7,0.0,0.0,0.0,10.0,27.0,0.37
usa_south_athletic_confe,USA South Athletic Conference,2025-26,William Peace,"Richardson,Jordan",Jordan,Richardson,12,5.333333333333333,1.42,1.0,0.17,0.0,0.0,0.0833333333333333,0.0,G,64.0,17.0,12.0,2.0,0.0,0.0,1.0,5.0,21.0,0.24,5.0,17.0,0.29,2.0,2.0,1.0
usa_south_athletic_confe,USA South Athletic Conference,2025-26,William Peace,"Ezeonu,Chuks",Chuks,Ezeonu,25,22.68,7.64,5.52,1.04,0.24,0.56,1.72,0.0,F,567.0,191.0,138.0,26.0,6.0,14.0,43.0,77.0,119.0,0.65,0.0,0.0,0.0,37.0,75.0,0.49
usa_south_athletic_confe,USA South Athletic Conference,2025-26,William Peace,"Caruso,Sully",Sully,Caruso,17,17.235294117647058,4.06,5.0,0.71,0.29,0.76,1.1176470588235294,0.0,C,293.0,69.0,85.0,12.0,5.0,13.0,19.0,28.0,56.0,0.5,1.0,3.0,0.33,12.0,24.0,0.5
usa_south_athletic_confe,USA South Athletic Conference,2025-26,William Peace,"Cathcart,Elijah",Elijah,Cathcart,21,25.61904761904762,10.0,3.33,0.9,0.38,0.0,1.5238095238095235,0.0,G,538.0,210.0,70.0,19.0,8.0,0.0,32.0,70.0,191.0,0.37,51.0,149.0,0.34,19.0,21.0,0.9
usa_south_athletic_confe,USA South Athletic Conference,2025-26,William Peace,Tyler Alston,Tyler Alston,,7,2.5714285714285716,0.0,0.71,0.14,0.0,0.0,0.4285714285714285,0.0,0,18.0,0.0,5.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-Oshkosh,"Beck,Brandon",Brandon,Beck,20,19.85,15.85,3.35,0.95,1.05,0.9,1.85,0.0,F,397.0,317.0,67.0,19.0,21.0,18.0,37.0,111.0,221.0,0.5,45.0,118.0,0.38,50.0,65.0,0.77
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-Oshkosh,"Hawkinson,Aiden",Aiden,Hawkinson,26,15.5,6.73,2.08,0.85,0.85,0.12,0.7692307692307693,0.0,G,403.0,175.0,54.0,22.0,22.0,3.0,20.0,57.0,137.0,0.42,34.0,93.0,0.37,27.0,34.0,0.79
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-Oshkosh,"LaChapell,Joey",Joey,LaChapell,26,22.115384615384617,12.35,2.19,3.31,0.81,0.08,1.8076923076923077,0.0,G,575.0,321.0,57.0,86.0,21.0,2.0,47.0,97.0,198.0,0.49,41.0,108.0,0.38,86.0,94.0,0.91
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-Oshkosh,"Niemi,Andrew",Andrew,Niemi,0,,0.0,0.0,0.0,0.0,0.0,,0.0,G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-Oshkosh,"Imig,Matt",Matt,Imig,26,14.307692307692308,3.31,1.15,2.27,0.46,0.0,0.8846153846153846,0.0,G,372.0,86.0,30.0,59.0,12.0,0.0,23.0,31.0,92.0,0.34,19.0,63.0,0.3,5.0,8.0,0.63
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-Oshkosh,"Nazos,Nate",Nate,Nazos,26,19.923076923076923,3.5,2.85,2.0,1.27,0.12,0.7692307692307693,0.0,G,518.0,91.0,74.0,52.0,33.0,3.0,20.0,32.0,78.0,0.41,19.0,48.0,0.4,8.0,13.0,0.62
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-Oshkosh,"Dalton,Jay",Jay,Dalton,22,7.590909090909091,3.18,1.09,0.45,0.32,0.14,0.5454545454545454,0.0,G,167.0,70.0,24.0,10.0,7.0,3.0,12.0,30.0,69.0,0.43,2.0,18.0,0.11,8.0,17.0,0.47
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-Oshkosh,"Rindfleisch,Jonah",Jonah,Rindfleisch,26,16.423076923076923,4.65,4.27,1.31,0.5,0.46,0.8461538461538461,0.0,F,427.0,121.0,111.0,34.0,13.0,12.0,22.0,38.0,80.0,0.48,11.0,33.0,0.33,34.0,54.0,0.63
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-Oshkosh,"Rindfleisch,Logan",Logan,Rindfleisch,25,12.92,3.8,2.52,0.76,0.48,0.2,0.52,0.0,G,323.0,95.0,63.0,19.0,12.0,5.0,13.0,32.0,85.0,0.38,13.0,38.0,0.34,18.0,26.0,0.69
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-Oshkosh,"Dante,Vitorio",Vitorio,Dante,24,10.0,3.29,2.83,0.17,0.33,0.25,0.4583333333333333,0.0,F,240.0,79.0,68.0,4.0,8.0,6.0,11.0,28.0,88.0,0.32,8.0,41.0,0.2,15.0,26.0,0.58
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-Oshkosh,"Thomas,Carter",Carter,Thomas,26,21.692307692307693,10.85,2.92,1.08,0.85,0.31,1.0,0.0,G,564.0,282.0,76.0,28.0,22.0,8.0,26.0,70.0,176.0,0.4,41.0,121.0,0.34,101.0,120.0,0.84
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-Oshkosh,"Seckar,Reed",Reed,Seckar,8,2.0,1.25,0.38,0.38,0.38,0.0,0.0,0.0,G,16.0,10.0,3.0,3.0,3.0,0.0,0.0,4.0,10.0,0.4,2.0,6.0,0.33,0.0,0.0,0.0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-Oshkosh,"Kangas,Oskar",Oskar,Kangas,26,17.73076923076923,5.54,3.65,0.73,0.96,0.35,0.8846153846153846,0.0,F,461.0,144.0,95.0,19.0,25.0,9.0,23.0,53.0,129.0,0.41,28.0,89.0,0.31,10.0,21.0,0.48
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-Oshkosh,"Tutas,Max",Max,Tutas,11,3.636363636363636,0.73,0.82,0.09,0.0,0.0,0.0909090909090909,0.0,G,40.0,8.0,9.0,1.0,0.0,0.0,1.0,3.0,9.0,0.33,1.0,4.0,0.25,1.0,2.0,0.5
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-Oshkosh,"Guyette,Adam",Adam,Guyette,8,4.125,0.88,0.13,0.13,0.13,0.13,0.0,0.0,G,33.0,7.0,1.0,1.0,1.0,1.0,0.0,3.0,10.0,0.3,0.0,6.0,0.0,1.0,2.0,0.5
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-Oshkosh,"Rindfleisch,Riley",Riley,Rindfleisch,7,1.7142857142857142,0.71,0.29,0.14,0.0,0.14,0.0,0.0,F,12.0,5.0,2.0,1.0,0.0,1.0,0.0,2.0,3.0,0.67,1.0,1.0,1.0,0.0,0.0,0.0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-Oshkosh,"Ohrmundt,AJ",AJ,Ohrmundt,14,8.928571428571429,1.79,1.0,0.5,0.36,0.29,0.2857142857142857,0.0,F,125.0,25.0,14.0,7.0,5.0,4.0,4.0,11.0,29.0,0.38,1.0,13.0,0.08,2.0,4.0,0.5
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-Oshkosh,"Grabner,Ben",Ben,Grabner,5,1.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,F,5.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-Oshkosh,"Johanknecht,Tristan",Tristan,Johanknecht,14,7.428571428571429,0.93,1.71,0.14,0.0,0.36,0.1428571428571428,0.0,F,104.0,13.0,24.0,2.0,0.0,5.0,2.0,4.0,13.0,0.31,0.0,2.0,0.0,5.0,16.0,0.31
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-Oshkosh,"Metcalf-Grassman,Michael",Michael,Metcalf-Grassman,20,22.15,14.35,3.95,1.0,1.4,0.8,1.85,0.0,G,443.0,287.0,79.0,20.0,28.0,16.0,37.0,97.0,200.0,0.49,14.0,57.0,0.25,79.0,125.0,0.63
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-Oshkosh,"Ambrose,Jack",Jack,Ambrose,0,,0.0,0.0,0.0,0.0,0.0,,0.0,G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-Oshkosh,"Lomax,Isaiah",Isaiah,Lomax,0,,0.0,0.0,0.0,0.0,0.0,,0.0,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-La Crosse,"Butler,Jacob",Jacob,Butler,27,21.11111111111111,4.48,4.44,0.74,0.81,0.67,0.7777777777777778,0.0,G,570.0,121.0,120.0,20.0,22.0,18.0,21.0,46.0,112.0,0.41,24.0,74.0,0.32,5.0,8.0,0.63
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-La Crosse,"Ferge,Sam",Sam,Ferge,17,21.058823529411764,5.24,1.65,0.59,0.71,0.0,0.8235294117647058,0.0,G,358.0,89.0,28.0,10.0,12.0,0.0,14.0,31.0,83.0,0.37,11.0,44.0,0.25,16.0,24.0,0.67
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-La Crosse,"Wollan,Carter",Carter,Wollan,19,7.736842105263157,2.32,1.05,0.0,0.05,0.0,0.4210526315789473,0.0,G,147.0,44.0,20.0,0.0,1.0,0.0,8.0,14.0,38.0,0.37,4.0,19.0,0.21,12.0,16.0,0.75
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-La Crosse,"Bauer,Carson",Carson,Bauer,27,17.925925925925927,3.56,2.0,0.15,0.33,0.15,0.5555555555555556,0.0,G,484.0,96.0,54.0,4.0,9.0,4.0,15.0,30.0,66.0,0.45,9.0,29.0,0.31,27.0,34.0,0.79
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-La Crosse,"Fielding,Devon",Devon,Fielding,17,21.058823529411764,5.06,3.59,1.0,0.47,0.29,0.4117647058823529,0.0,G,358.0,86.0,61.0,17.0,8.0,5.0,7.0,29.0,91.0,0.32,19.0,66.0,0.29,9.0,12.0,0.75
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-La Crosse,"Campos,Aedan",Aedan,Campos,0,,0.0,0.0,0.0,0.0,0.0,,0.0,G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-La Crosse,"Derousseau,Dustin",Dustin,Derousseau,28,33.92857142857143,15.64,4.61,2.75,1.86,1.43,2.607142857142857,0.0,G,950.0,438.0,129.0,77.0,52.0,40.0,73.0,149.0,322.0,0.46,42.0,131.0,0.32,98.0,134.0,0.73
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-La Crosse,"Paider,JJ",JJ,Paider,28,29.892857142857142,14.79,7.86,1.96,1.32,0.5,1.7857142857142858,0.0,F,837.0,414.0,220.0,55.0,37.0,14.0,50.0,148.0,248.0,0.6,0.0,14.0,0.0,118.0,205.0,0.58
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-La Crosse,"Grieger,Sam",Sam,Grieger,28,36.42857142857143,25.79,4.96,3.54,1.18,0.39,1.3928571428571428,0.0,G,1020.0,722.0,139.0,99.0,33.0,11.0,39.0,249.0,478.0,0.52,32.0,106.0,0.3,192.0,224.0,0.86
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-La Crosse,"Hannah,Griffin",Griffin,Hannah,7,2.142857142857143,0.14,0.57,0.0,0.0,0.0,0.0,0.0,G,15.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.5
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-La Crosse,"Ladwig,Sean",Sean,Ladwig,9,3.4444444444444446,0.56,0.0,0.22,0.22,0.0,0.0,0.0,G,31.0,5.0,0.0,2.0,2.0,0.0,0.0,1.0,6.0,0.17,1.0,5.0,0.2,2.0,3.0,0.67
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-La Crosse,"Schroeder,Eli",Eli,Schroeder,22,10.272727272727272,3.41,0.86,0.32,0.27,0.05,0.4090909090909091,0.0,G,226.0,75.0,19.0,7.0,6.0,1.0,9.0,26.0,64.0,0.41,22.0,56.0,0.39,1.0,3.0,0.33
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-La Crosse,"Crowley,Jack",Jack,Crowley,21,19.285714285714285,5.52,1.95,0.29,0.43,0.14,0.3333333333333333,0.0,G,405.0,116.0,41.0,6.0,9.0,3.0,7.0,36.0,94.0,0.38,28.0,79.0,0.35,16.0,20.0,0.8
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-La Crosse,"Hendrickson,Hutson",Hutson,Hendrickson,6,2.3333333333333335,0.33,1.0,0.0,0.0,0.0,0.1666666666666666,0.0,F,14.0,2.0,6.0,0.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-La Crosse,"Goedheer,Ben",Ben,Goedheer,18,10.055555555555555,2.83,1.61,0.17,0.22,0.0,0.5,0.0,F,181.0,51.0,29.0,3.0,4.0,0.0,9.0,21.0,36.0,0.58,1.0,3.0,0.33,8.0,17.0,0.47
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-La Crosse,"Van Asten,Kade",Kade,Van Asten,12,4.5,1.33,0.83,0.08,0.17,0.0,0.0833333333333333,0.0,F,54.0,16.0,10.0,1.0,2.0,0.0,1.0,5.0,10.0,0.5,4.0,8.0,0.5,2.0,2.0,1.0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-Whitewater,"Verges,Isaac",Isaac,Verges,25,22.84,10.04,4.44,1.88,1.2,0.16,1.52,0.0,G,571.0,251.0,111.0,47.0,30.0,4.0,38.0,89.0,169.0,0.53,11.0,29.0,0.38,62.0,86.0,0.72
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-Whitewater,"Keyes Jr.,Agape",Agape,Keyes Jr.,6,3.8333333333333335,1.5,0.17,0.17,0.17,0.0,0.0,0.0,G,23.0,9.0,1.0,1.0,1.0,0.0,0.0,3.0,12.0,0.25,3.0,7.0,0.43,0.0,0.0,0.0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-Whitewater,"McEwen,Kelton",Kelton,McEwen,26,10.923076923076923,3.77,0.35,0.54,0.27,0.04,0.2692307692307692,0.0,G,284.0,98.0,9.0,14.0,7.0,1.0,7.0,30.0,70.0,0.43,21.0,52.0,0.4,17.0,26.0,0.65
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-Whitewater,"Howard,Zay",Zay,Howard,3,1.3333333333333333,0.0,0.0,0.33,0.33,0.0,0.0,0.0,G,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-Whitewater,"Robinson,Isaiah",Isaiah,Robinson,19,7.7894736842105265,1.16,0.53,0.58,1.26,0.05,0.2105263157894736,0.0,G,148.0,22.0,10.0,11.0,24.0,1.0,4.0,7.0,20.0,0.35,3.0,12.0,0.25,5.0,10.0,0.5
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-Whitewater,"Chestnut,Darius",Darius,Chestnut,18,9.444444444444445,3.56,1.11,0.28,0.33,0.06,0.6666666666666666,0.0,G,170.0,64.0,20.0,5.0,6.0,1.0,12.0,23.0,45.0,0.51,9.0,18.0,0.5,9.0,14.0,0.64
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-Whitewater,"Lukenbill,JR",JR,Lukenbill,24,12.666666666666666,2.75,1.63,0.63,0.42,0.17,0.5416666666666666,0.0,F,304.0,66.0,39.0,15.0,10.0,4.0,13.0,24.0,56.0,0.43,6.0,20.0,0.3,12.0,22.0,0.55
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-Whitewater,"Quast,Jake",Jake,Quast,26,16.53846153846154,6.31,3.12,0.65,1.0,0.08,0.8461538461538461,0.0,G,430.0,164.0,81.0,17.0,26.0,2.0,22.0,53.0,105.0,0.5,9.0,31.0,0.29,49.0,73.0,0.67
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-Whitewater,"Wildes,Mikey",Mikey,Wildes,4,2.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,G,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-Whitewater,"Madson,Collin",Collin,Madson,27,33.0,18.0,5.37,1.15,1.22,0.11,1.1851851851851851,0.0,G,891.0,486.0,145.0,31.0,33.0,3.0,32.0,159.0,286.0,0.56,45.0,100.0,0.45,123.0,154.0,0.8
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-Whitewater,"Ambrose,Austin",Austin,Ambrose,8,9.25,2.75,1.75,0.13,0.13,0.25,0.75,0.0,F,74.0,22.0,14.0,1.0,1.0,2.0,6.0,9.0,20.0,0.45,2.0,10.0,0.2,2.0,6.0,0.33
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-Whitewater,"Marino,Brock",Brock,Marino,26,21.615384615384617,9.12,5.54,0.69,0.54,0.23,1.3846153846153846,0.0,F,562.0,237.0,144.0,18.0,14.0,6.0,36.0,85.0,163.0,0.52,9.0,25.0,0.36,58.0,107.0,0.54
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-Whitewater,"Berezowitz,Joey",Joey,Berezowitz,27,12.77777777777778,2.93,1.07,1.19,1.04,0.07,0.4074074074074074,0.0,G,345.0,79.0,29.0,32.0,28.0,2.0,11.0,26.0,58.0,0.45,16.0,39.0,0.41,11.0,11.0,1.0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-Whitewater,"Turner,Mauryon",Mauryon,Turner,3,3.3333333333333335,1.33,0.33,0.0,0.33,0.0,0.3333333333333333,0.0,G,10.0,4.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.67,0.0,0.0,0.0,0.0,2.0,0.0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-Whitewater,"Warren,Richie",Richie,Warren,27,21.37037037037037,7.96,4.96,1.04,0.74,0.78,1.0,0.0,F,577.0,215.0,134.0,28.0,20.0,21.0,27.0,86.0,214.0,0.4,5.0,30.0,0.17,38.0,57.0,0.67
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-Whitewater,"Lynch,Tristian",Tristian,Lynch,2,4.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,F,8.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.33,0.0,2.0,0.0,0.0,0.0,0.0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-Whitewater,"McKay,Matthew",Matthew,McKay,3,2.0,1.33,0.67,0.0,0.67,0.0,0.3333333333333333,0.0,F,6.0,4.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-Whitewater,"Bara,Luke",Luke,Bara,27,23.96296296296296,10.3,1.52,1.3,0.63,0.0,1.1851851851851851,0.0,G,647.0,278.0,41.0,35.0,17.0,0.0,32.0,88.0,224.0,0.39,56.0,146.0,0.38,46.0,51.0,0.9
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-Whitewater,"Grunewald,Trent",Trent,Grunewald,6,4.5,0.33,1.33,0.33,0.0,0.0,0.3333333333333333,0.0,G,27.0,2.0,8.0,2.0,0.0,0.0,2.0,1.0,7.0,0.14,0.0,3.0,0.0,0.0,0.0,0.0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-Whitewater,"Rogers,Rashad",Rashad,Rogers,17,9.0,2.53,2.12,0.47,0.29,0.47,0.6470588235294118,0.0,F,153.0,43.0,36.0,8.0,5.0,8.0,11.0,16.0,33.0,0.48,2.0,7.0,0.29,9.0,13.0,0.69
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-Whitewater,"Teague-Johnson,Tyshawn",Tyshawn,Teague-Johnson,16,11.375,4.5,2.19,0.25,0.13,0.31,0.625,0.0,F,182.0,72.0,35.0,4.0,2.0,5.0,10.0,29.0,65.0,0.45,7.0,17.0,0.41,7.0,21.0,0.33
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-Stevens Point,"Orr,Zach",Zach,Orr,0,,0.0,0.0,0.0,0.0,0.0,,0.0,G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,UW-Stevens Point,"Daoust,Drew",Drew,Daoust,17,5.9411764705882355,1.12,0.71,0.18,0.24,0.06,0.2352941176470588,0.0,G,101.0,19.0,12.0,3.0,4.0,1.0,4.0,7.0,27.0,0.26,4.0,21.0,0.19,1.0,2.0,0.5
