season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,team_name,team_id,sdrm_id,this_is_softball,pitching_stats,pitching_summary_stats,hitting_stats,fielding_stats,hitting_summary_stats,composite_score,global_rank,rating
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Messiah,Jalyn Rosario,Jalyn,Rosario,,411,Jalyn Rosario,0,0MESS,1,-1,,,-3,0,-2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.667,-2,-3,1,1.000,.667,.667,-5,0,0,0,0,0,0,0,0,-5,1.000,0,.000,2,1,0,0,0,0,0,0,0,0,1.0,1,1,0,0,2,0,0,7.00,4,4,1,0,0,0,0,0,0,0,.500,0,0,1,1,"1,1",1.00,1,1,"0,1",0,0,1,"0,1",0,0,1,"1,2",0.50,1,2,0,0,0,0,"1,2",0,"1,1",0,0,0,0,"0,1",0,0,1,2,0,0,2,0,0,"0,1","1,2",0,0,0,Messiah,MESS,995-4665,True,,,,,,4.321495414394788,53,89
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Delaware Valley,Amelia Funston,Amelia,Funston,,179,Amelia Funston,0,0DELAWARE,35,34,,,96,15,40,14,6,0,1,6,0,3,6,3,0,0,1,0,0,0,0,3,0,3,0,0.467,49,106,0,.000,.417,.510,139,13,1,3,0,21,6,0,0,153,.993,27,.778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,26,23,"12,34",0.35,12,34,"24,61",0.39,24,61,"11,38",0.29,11,38,"6,10",0.60,6,10,0,0,0,0,"9,14","5,11","33,65",2,0,0,0,0,0,0,0,4,23,0,,,,,,,,,Delaware Valley,DELAWARE,0,True,,,,,,4.2951126147421546,54,89
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Lebanon Valley,Bella Mackison,Bella,Mackison,,351,Bella Mackison,0,0LVC,39,37,,,107,14,28,24,8,0,3,14,0,0,24,9,3,0,5,3,0,0,0,0,0,2,0,0.339,45,129,3,1.000,.262,.421,70,29,2,2,0,21,6,1,0,101,.980,27,.778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,23,32,"10,52",0.19,10,52,"16,75",0.21,16,75,"12,57",0.21,12,57,"4,9",0.44,4,9,"2,3",0.67,2,3,"5,13","13,18","38,90",0,0,0,0,0,0,0,0,15,47,0,,,,,,,,,Lebanon Valley,LVC,0,True,,,,,,4.201221933262856,55,89
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Eastern,Sydney Ostolaza,Sydney,Ostolaza,,8968,Sydney Ostolaza,0,0EASTERN,35,35,,,100,13,28,22,12,0,3,7,0,0,15,4,0,0,1,3,0,0,0,0,0,2,0,0.318,49,111,0,.000,.280,.490,169,13,1,4,0,24,4,1,0,183,.995,28,.857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,18,40,"9,33",0.27,9,33,"18,63",0.29,18,63,"12,43",0.28,12,43,"4,12",0.33,4,12,0,0,0,0,"5,23","7,15","31,69",27,0,0,0,"0,1",0,0,1,10,29,0,,,,,,,,,Eastern,EASTERN,0,True,,,,,,4.063510964206697,56,89
2026-27,softball,Middle Atlantic Conferences (MAC),mac,York,Courtney Freese,Courtney,Freese,,815,Courtney Freese,0,0YORK (PA,22,13,,,-5,0,-3,-2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.500,-2,-4,0,.000,.600,.400,-8,9,1,0,0,19,2,0,0,2,.500,21,.905,99,1,14,6,8,1,3,0,0,0,78.1,80,74,83,66,20,0,2,6.61,317,416,4,3,0,6,7,0,0,22,.312,0,0,0,2,"2,3",0.67,2,3,"3,4",0.75,3,4,"2,3",0.67,2,3,0,0,0,0,0,0,0,0,"0,1",0,"3,4",0,0,0,0,0,0,0,0,0,2,0,63,89,1,"11,18","18,52","13,40",0,"6,21",York,YORK (PA,140-4288,True,,,,,,3.9448422925660576,57,89
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Stevenson,Rebecca Maiorano,Rebecca,Maiorano,,21852,Rebecca Maiorano,0,0STEVENSO,34,34,,,110,19,39,29,4,2,0,9,0,3,6,3,2,0,0,2,0,0,0,0,0,0,0,0.411,47,124,2,1.000,.355,.427,30,31,2,0,0,0,0,0,0,63,.968,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,13,28,30,"17,36",0.47,17,36,"24,67",0.36,24,67,"18,47",0.38,18,47,"3,10",0.30,3,10,0,0,0,0,"10,21","12,18","46,75",15,0,0,0,23,0,0,0,7,16,0,,,,,,,,,Stevenson,STEVENSO,0,True,,,,,,3.917166259822327,58,89
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Eastern,Morgan Joseph,Morgan,Joseph,,8968,Morgan Joseph,0,0EASTERN,25,16,,,40,16,15,6,2,2,0,5,0,2,4,0,10,0,2,0,0,0,0,0,0,0,0,0.468,21,49,10,1.000,.375,.525,7,1,1,0,0,0,0,0,0,9,.889,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,11,9,"2,7",0.29,2,7,"7,17",0.41,7,17,"5,9",0.56,5,9,"2,5",0.40,2,5,0,0,0,0,"12,19","2,5","14,20",0,0,0,0,1,0,0,0,4,3,0,,,,,,,,,Eastern,EASTERN,0,True,,,,,,3.8667123004753168,59,88
2026-27,softball,Middle Atlantic Conferences (MAC),mac,FDU - Florham,Mollie Reece,Mollie,Reece,,221,Mollie Reece,0,0FDU-FLOR,37,37,,,124,33,42,9,5,0,0,9,0,1,7,4,13,5,3,0,0,0,0,0,0,2,0,0.388,47,137,18,.722,.339,.379,54,62,10,0,0,0,0,4,0,126,.921,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,35,35,"6,31",0.19,6,31,"11,36",0.31,11,36,"9,25",0.36,9,25,"2,6",0.33,2,6,0,0,0,0,"30,63","3,5","21,42",24,0,0,0,0,0,0,0,8,23,0,,,,,,,,,FDU - Florham,FDU-FLOR,1000-3845,True,,,,,,3.831875861328265,60,88
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Stevens,Kacey Dipasquale,Kacey,Dipasquale,,679,Kacey Dipasquale,0,0STEVENS,37,36,,,75,15,21,24,6,0,2,6,0,1,13,3,3,0,6,1,0,0,0,0,0,0,0,0.337,33,89,3,1.000,.280,.440,95,16,3,7,0,39,6,0,0,114,.974,45,.867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,17,26,"4,29",0.14,4,29,"14,44",0.32,14,44,"11,33",0.33,11,33,"1,2",0.50,1,2,0,0,0,0,"4,13","8,12","29,55",49,0,0,0,"1,1",1.00,1,1,12,27,0,,,,,,,,,Stevens,STEVENS,1230-7842,True,,,,,,3.8106346869032284,61,88
2026-27,softball,Middle Atlantic Conferences (MAC),mac,York,Sara DeFrancesco,Sara,DeFrancesco,,815,Sara DeFrancesco,0,0YORK (PA,30,15,,,60,16,17,16,6,1,2,9,0,4,11,4,0,0,0,1,0,0,0,0,0,0,0,0.405,31,74,0,.000,.283,.517,60,4,1,4,0,14,2,1,0,65,.985,16,.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,9,21,"3,16",0.19,3,16,"11,37",0.30,11,37,"7,25",0.28,7,25,"1,6",0.17,1,6,0,0,0,0,"4,14","5,11","23,44",35,0,0,0,21,0,0,0,1,17,0,,,,,,,,,York,YORK (PA,140-4290,True,,,,,,3.769686505189114,62,88
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Hood,Rory Achey,Rory,Achey,,8404,Rory Achey,0,0HOOD,40,40,,,122,35,44,11,5,0,0,25,0,3,17,6,2,0,3,0,0,0,0,1,1,1,0,0.480,49,153,2,1.000,.361,.402,169,6,2,8,0,60,4,0,0,177,.989,64,.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,28,31,"13,36",0.36,13,36,"24,60",0.40,24,60,"14,37",0.38,14,37,"1,5",0.20,1,5,0,0,0,0,"19,41","2,8","46,74",3,0,0,0,0,0,0,0,7,31,0,,,,,,,,,Hood,HOOD,656-3533,True,,,,,,3.7665837416114947,63,88
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Messiah,Lucy Murphy,Lucy,Murphy,,411,Lucy Murphy,0,0MESS,47,47,,,151,37,50,17,2,0,0,10,0,2,12,6,7,1,8,0,0,0,0,0,0,0,0,0.380,52,171,8,.875,.331,.344,60,1,3,0,0,0,0,0,0,64,.953,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,5,67,15,"16,52",0.31,16,52,"31,94",0.33,31,94,"22,68",0.32,22,68,"-1,-1",1.00,-1,-1,0,0,0,0,"9,17","6,16","62,101",26,0,0,0,0,0,0,0,24,28,0,,,,,,,,,Messiah,MESS,995-4451,True,,,,,,3.7293528468891366,64,88
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Arcadia,Sophia Passaro,Sophia,Passaro,,966,Sophia Passaro,0,0ARCADIA,15,12,,,40,14,18,5,1,1,0,5,0,0,5,2,2,0,0,0,0,0,0,0,0,0,0,0.511,21,45,2,1.000,.450,.525,14,0,2,0,0,0,0,0,0,16,.875,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,11,6,"4,11",0.36,4,11,"7,17",0.41,7,17,"6,10",0.60,6,10,0,0,0,0,0,0,0,0,"10,18","2,4","8,18",0,0,0,0,3,0,0,0,0,9,0,,,,,,,,,Arcadia,ARCADIA,0,True,,,,,,3.6923228865829887,65,88
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Arcadia,Samantha Edwards,Samantha,Edwards,,966,Samantha Edwards,0,0ARCADIA,17,12,,,35,8,11,13,3,0,2,4,0,2,4,2,0,0,0,0,0,0,0,0,0,1,0,0.415,20,41,0,.000,.314,.571,13,15,3,0,0,0,0,1,0,31,.903,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,13,"3,11",0.27,3,11,"8,23",0.35,8,23,"8,17",0.47,8,17,0,0,0,0,0,0,0,0,"5,12","2,4","13,26",12,0,0,0,2,0,0,0,0,7,0,,,,,,,,,Arcadia,ARCADIA,0,True,,,,,,3.6907743928579846,66,87
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Alvernia,Alexia Fitzgerald,Alexia,Fitzgerald,,938,Alexia Fitzgerald,0,0ALVERNIA,37,37,,,125,25,39,14,4,1,0,16,0,1,14,8,15,2,0,1,0,0,0,0,0,0,0,0.392,45,143,17,.882,.312,.360,42,1,2,0,0,0,0,0,0,45,.956,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,34,32,"15,37",0.41,15,37,"16,55",0.29,16,55,"8,34",0.24,8,34,"2,7",0.29,2,7,0,0,0,0,"26,54","6,9","34,63",15,0,0,0,0,0,0,0,8,20,0,,,,,,,,,Alvernia,ALVERNIA,1300-8400,True,,,,,,3.679666866718933,67,87
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Arcadia,Breanna Farrow,Breanna,Farrow,,966,Breanna Farrow,0,0ARCADIA,7,0,,,6,1,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,3,8,0,.000,.500,.500,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2,"1,2",0.50,1,2,"2,4",0.50,2,4,"2,3",0.67,2,3,0,0,0,0,0,0,0,0,"1,1","1,1","3,5","1,1",1.00,1,1,36,0,0,0,0,1,0,,,,,,,,,Arcadia,ARCADIA,0,True,,,,,,3.5431195390514674,68,87
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Messiah,Ava Fair,Ava,Fair,,411,Ava Fair,0,0MESS,47,47,,,123,27,34,11,1,1,1,15,0,1,31,8,14,3,6,0,0,0,0,0,0,1,0,0.360,40,145,17,.824,.276,.325,92,103,7,0,0,0,0,3,0,202,.965,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,38,20,"8,40",0.20,8,40,"18,70",0.26,18,70,"16,47",0.34,16,47,"-1,-1",1.00,-1,-1,0,0,0,0,"10,23","7,14","38,83",11,0,0,0,0,0,0,0,14,31,0,,,,,,,,,Messiah,MESS,995-4663,True,,,,,,3.475579652146221,69,87
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Albright,Katie Behler,Katie,Behler,,16,Katie Behler,0,0ALBRIGHT,32,27,,,97,13,34,20,5,0,1,8,0,0,13,5,0,0,0,0,0,0,0,1,0,1,0,0.400,42,105,0,.000,.351,.433,198,2,2,0,0,0,0,1,0,202,.990,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,28,20,"9,24",0.38,9,24,"21,58",0.36,21,58,"11,34",0.32,11,34,"2,5",0.40,2,5,0,0,0,0,"6,17","4,7","29,60",23,0,0,0,24,0,0,0,5,10,0,,,,,,,,,Albright,ALBRIGHT,992-3688,True,,,,,,3.30482510110253,70,87
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Arcadia,Kritzie Diaz-Rivera,Kritzie,Diaz-Rivera,,966,Kritzie Diaz-Rivera,0,0ARCADIA,22,21,,,65,18,26,11,2,0,0,6,0,0,8,4,4,2,0,1,0,0,0,0,0,0,0,0.444,28,72,6,.667,.400,.431,37,0,2,0,0,0,0,0,0,39,.949,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,13,18,"9,20",0.45,9,20,"11,28",0.39,11,28,"8,16",0.50,8,16,"1,3",0.33,1,3,0,0,0,0,"10,21","5,6","18,31",14,0,0,0,"1,1",1.00,1,1,9,9,0,,,,,,,,,Arcadia,ARCADIA,0,True,,,,,,3.2892441234684093,71,87
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Misericordia,Edna Kiefer,Edna,Kiefer,,16142,Edna Kiefer,0,0MISERICO,14,3,,,9,9,4,0,1,0,0,1,0,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0.500,5,11,3,1.000,.444,.556,5,9,3,0,0,0,0,1,0,17,.824,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,1,"1,4",0.25,1,4,"2,4",0.50,2,4,"1,3",0.33,1,3,0,0,0,0,0,0,0,0,"3,5",0,"4,5",0,0,0,0,11,0,0,0,1,4,0,,,,,,,,,Misericordia,MISERICO,1308-7290,True,,,,,,3.190885821460374,72,86
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Widener,Hailey Hernandez,Hailey,Hernandez,,783,Hailey Hernandez,0,0WIDENER,33,30,,,83,18,26,9,4,1,0,18,0,0,16,5,14,1,2,1,0,0,0,0,0,0,0,0.431,32,104,15,.933,.313,.386,41,55,7,0,0,3,1,2,0,103,.932,4,.750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,19,23,"11,29",0.38,11,29,"16,40",0.40,16,40,"8,23",0.35,8,23,"6,12",0.50,6,12,0,0,0,0,"10,25","3,4","27,45",3,0,0,0,0,0,0,0,10,22,0,,,,,,,,,Widener,WIDENER,997-5011,True,,,,,,3.177018227743297,73,86
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Albright,Grace Landante,Grace,Landante,,16,Grace Landante,0,0ALBRIGHT,40,40,,,131,15,46,19,12,1,0,11,0,0,19,8,3,0,1,0,0,0,0,0,0,0,0,0.401,60,143,3,1.000,.351,.458,62,63,12,1,0,9,1,0,0,137,.912,10,.900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,27,34,"18,51",0.35,18,51,"32,87",0.37,32,87,"23,62",0.37,23,62,"2,5",0.40,2,5,0,0,0,0,"14,31","3,13","47,90",29,0,0,0,0,0,0,0,12,39,0,,,,,,,,,Albright,ALBRIGHT,992-3498,True,,,,,,3.11494249810645,74,86
2026-27,softball,Middle Atlantic Conferences (MAC),mac,DeSales,Kiara Castera,Kiara,Castera,,20,Kiara Castera,0,0DESALES,35,34,,,99,18,29,15,9,2,1,5,0,0,20,8,6,1,6,2,0,0,0,0,0,0,0,0.321,45,112,7,.857,.293,.455,44,4,1,0,0,0,0,0,0,49,.980,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10,29,21,"14,34",0.41,14,34,"16,56",0.29,16,56,"11,33",0.33,11,33,"1,4",0.25,1,4,0,0,0,0,"5,13","5,8","40,67",25,0,0,0,0,0,0,0,11,21,0,,,,,,,,,DeSales,DESALES,999-4202,True,,,,,,3.0244186657590864,75,86
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Delaware Valley,Jillian Collins,Jillian,Collins,,179,Jillian Collins,0,0DELAWARE,37,36,,,118,28,40,5,0,0,0,19,0,0,9,4,10,0,1,0,0,0,0,0,0,0,0,0.431,40,138,10,1.000,.339,.339,48,2,2,0,0,0,0,0,0,52,.962,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,38,18,"5,32",0.16,5,32,"10,51",0.20,10,51,"8,41",0.20,8,41,"5,7",0.71,5,7,0,0,0,0,"23,43","2,11","29,58",4,0,0,0,0,0,0,0,4,31,0,,,,,,,,,Delaware Valley,DELAWARE,0,True,,,,,,2.972150277052011,76,86
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Stevenson,Teagan Kreshik,Teagan,Kreshik,,21852,Teagan Kreshik,0,0STEVENSO,10,0,,,4,2,2,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0.500,2,4,2,1.000,.500,.500,3,0,0,0,0,0,0,0,0,3,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,"1,1",1.00,1,1,"1,1",1.00,1,1,"1,1",1.00,1,1,0,0,0,0,0,0,0,0,"1,2",0,"1,1",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Stevenson,STEVENSO,0,True,,,,,,2.929959775884173,77,86
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Stevens,Isabella Won,Isabella,Won,,679,Isabella Won,0,0STEVENS,36,36,,,81,13,32,11,4,0,0,6,0,1,2,0,3,1,4,0,0,0,0,0,0,0,0,0.443,36,92,4,.750,.395,.444,34,63,9,0,0,0,0,1,0,106,.915,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,36,14,"11,23",0.48,11,23,"13,38",0.34,13,38,"10,28",0.36,10,28,"0,1",0,0,1,0,0,0,0,"9,19","3,6","33,47",1,0,0,0,0,0,0,0,19,9,0,,,,,,,,,Stevens,STEVENS,1230-7591,True,,,,,,2.9262628501508607,78,86
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Stevenson,Tessa Boswell,Tessa,Boswell,,21852,Tessa Boswell,0,0STEVENSO,34,34,,,97,15,37,14,3,1,0,10,0,0,14,6,1,0,3,1,0,0,0,0,0,0,0,0.435,42,111,1,1.000,.381,.433,46,63,14,0,0,0,0,2,0,123,.886,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,28,19,"13,33",0.39,13,33,"20,53",0.38,20,53,"14,35",0.40,14,35,"5,11",0.45,5,11,0,0,0,0,"15,25","7,10","39,58",40,0,0,0,0,0,0,0,16,17,0,,,,,,,,,Stevenson,STEVENSO,0,True,,,,,,2.834836915123479,79,85
2026-27,softball,Middle Atlantic Conferences (MAC),mac,DeSales,Katie Sharkey,Katie,Sharkey,,20,Katie Sharkey,0,0DESALES,33,28,,,80,19,26,10,1,2,0,10,0,0,17,2,10,0,3,0,0,0,0,0,0,0,0,0.400,31,93,10,1.000,.325,.388,59,4,3,0,0,0,0,2,0,66,.955,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,22,16,"8,29",0.28,8,29,"11,42",0.26,11,42,"7,25",0.28,7,25,"1,5",0.20,1,5,0,0,0,0,"13,22","3,5","22,50",22,0,0,0,"0,1",0,0,1,6,26,0,,,,,,,,,DeSales,DESALES,999-4382,True,,,,,,2.8120439176644103,80,85
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Alvernia,Meryn Bellacima,Meryn,Bellacima,,938,Meryn Bellacima,0,0ALVERNIA,30,30,,,89,14,29,17,4,0,1,8,0,4,11,4,0,0,0,1,0,0,0,0,0,3,0,0.402,36,102,0,.000,.326,.404,13,0,0,0,0,0,0,0,0,13,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,21,26,"7,27",0.26,7,27,"17,54",0.31,17,54,"10,35",0.29,10,35,"4,8",0.50,4,8,0,0,0,0,"8,19","4,9","29,60",26,0,0,0,0,0,0,0,6,25,0,,,,,,,,,Alvernia,ALVERNIA,1300-8396,True,,,,,,2.789101203224253,81,85
2026-27,softball,Middle Atlantic Conferences (MAC),mac,DeSales,Ava DiDonato,Ava,DiDonato,,20,Ava DiDonato,0,0DESALES,26,4,,,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,2,3,0,.000,.333,.667,3,8,1,0,0,11,3,0,0,12,.917,14,.786,80,1,4,3,5,5,1,0,0,0,63.1,56,36,27,27,18,3,3,3.98,262,308,6,4,0,5,10,0,0,11,.305,1,0,1,1,"1,1",1.00,1,1,"1,2",0.50,1,2,"0,1",0,0,1,0,0,0,0,0,0,0,0,0,"1,1","2,2",0,0,0,0,0,0,0,0,2,0,0,88,70,0,"2,7","5,16","3,8",0,"7,14",DeSales,DESALES,999-4375,True,,,,,,2.7351263094021245,82,85
2026-27,softball,Middle Atlantic Conferences (MAC),mac,DeSales,Paige Hromin,Paige,Hromin,,20,Paige Hromin,0,0DESALES,37,37,,,96,22,30,14,6,1,0,15,0,3,13,1,4,1,4,0,0,0,0,0,0,1,0,0.421,38,118,5,.800,.313,.396,30,77,5,0,0,0,0,1,0,112,.955,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,18,37,"11,30",0.37,11,30,"16,48",0.33,16,48,"12,33",0.36,12,33,"0,2",0,0,2,0,0,0,0,"11,25","4,10","29,56",35,0,0,0,0,0,0,0,8,21,0,,,,,,,,,DeSales,DESALES,999-4204,True,,,,,,2.714053815261897,83,85
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Hood,Anna Sommerkamp,Anna,Sommerkamp,,8404,Anna Sommerkamp,0,0HOOD,35,29,,,68,21,20,15,0,0,0,15,0,2,8,3,9,0,2,0,0,0,0,0,0,1,0,0.435,20,87,9,1.000,.294,.294,68,35,7,0,0,0,0,4,0,110,.936,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,22,15,"6,21",0.29,6,21,"8,33",0.24,8,33,"7,21",0.33,7,21,"2,2",1.00,2,2,0,0,0,0,"7,16","5,11","23,41",35,0,0,0,2,0,0,0,6,15,0,,,,,,,,,Hood,HOOD,656-3378,True,,,,,,2.6533703486945406,84,85
