season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,team_name,team_id,sdrm_id,this_is_softball,pitching_stats,pitching_summary_stats,hitting_stats,fielding_stats,hitting_summary_stats,composite_score,global_rank,rating
2026-27,softball,Middle Atlantic Conferences (MAC),mac,King's,Makenzie Johnson,Makenzie,Johnson,,336,Makenzie Johnson,0,0KING'S,13,8,,,20,9,8,2,0,0,0,1,0,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0.435,8,24,1,1.000,.400,.400,4,1,1,0,0,0,0,0,0,6,.833,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,5,4,"0,3",0,0,3,"3,8",0.38,3,8,"2,5",0.40,2,5,"1,2",0.50,1,2,0,0,0,0,"4,7","2,2","6,10",0,0,0,0,"0,1",0,0,1,3,5,0,,,,,,,,,King's,KING'S,0,True,,,,,,1.571567373426892,117,80
2026-27,softball,Middle Atlantic Conferences (MAC),mac,York,Kate Miller,Kate,Miller,,815,Kate Miller,0,0YORK (PA,39,39,,,110,18,24,15,8,0,1,10,0,5,23,3,5,2,0,2,0,0,0,0,0,0,0,0.307,35,127,7,.714,.218,.318,29,0,2,0,0,0,0,1,0,31,.935,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,23,39,"9,35",0.26,9,35,"11,61",0.18,11,61,"5,39",0.13,5,39,"3,11",0.27,3,11,0,0,0,0,"10,20","6,15","27,68",54,0,0,0,0,0,0,0,13,30,0,,,,,,,,,York,YORK (PA,140-4043,True,,,,,,1.5053235613103604,118,80
2026-27,softball,Middle Atlantic Conferences (MAC),mac,DeSales,Abigayle Freideman,Abigayle,Freideman,,20,Abigayle Freideman,0,0DESALES,31,28,,,73,12,22,19,8,0,1,15,0,1,17,5,0,0,1,0,0,0,0,1,0,1,0,0.427,33,90,0,.000,.301,.452,61,1,1,0,0,1,0,1,0,63,.984,1,1.000,2,1,0,0,0,0,0,0,0,0,1.2,2,1,1,0,0,0,0,4.20,7,8,0,0,0,0,0,0,0,0,.286,2,0,13,21,"10,32",0.31,10,32,"16,46",0.35,16,46,"13,28",0.46,13,28,"2,5",0.40,2,5,0,0,0,0,"8,21","4,6","30,53","1,1",1.00,1,1,11,0,0,0,10,20,0,0,4,0,"0,1","1,4",0,0,"1,3",DeSales,DESALES,999-4203,True,,,,,,1.4977703540079665,119,80
2026-27,softball,Middle Atlantic Conferences (MAC),mac,King's,Paige Bergan,Paige,Bergan,,336,Paige Bergan,0,0KING'S,35,30,,,101,18,26,21,5,2,0,5,0,3,8,2,2,1,3,0,0,0,0,1,0,2,0,0.312,35,112,3,.667,.257,.347,165,4,2,0,0,0,0,3,0,171,.988,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,26,32,"12,31",0.39,12,31,"10,48",0.21,10,48,"11,32",0.34,11,32,"3,7",0.43,3,7,"0,2",0,0,2,"7,14","8,10","29,53",12,0,0,0,11,0,0,0,22,13,0,,,,,,,,,King's,KING'S,0,True,,,,,,1.4597715967745593,120,80
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Albright,Riley Winchell,Riley,Winchell,,16,Riley Winchell,0,0ALBRIGHT,27,21,,,69,12,21,10,4,0,0,4,0,0,5,1,7,0,0,0,0,0,0,1,0,1,0,0.342,25,73,7,1.000,.304,.362,31,0,1,0,0,0,0,0,0,32,.969,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,19,21,"8,25",0.32,8,25,"12,36",0.33,12,36,"10,27",0.37,10,27,"0,4",0,0,4,0,0,0,0,"6,14","4,5","18,39",23,0,0,0,3,0,0,0,0,21,0,,,,,,,,,Albright,ALBRIGHT,992-3697,True,,,,,,1.4574301851711808,121,79
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Hood,Bailey Pysher,Bailey,Pysher,,8404,Bailey Pysher,0,0HOOD,40,40,,,116,19,33,12,4,0,0,20,0,3,7,2,2,0,0,0,0,0,0,0,0,1,0,0.403,37,139,2,1.000,.284,.319,72,6,6,4,0,24,1,1,0,84,.929,25,.960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,23,48,"10,42",0.24,10,42,"15,69",0.22,15,69,"7,40",0.18,7,40,"1,4",0.25,1,4,0,0,0,0,"14,31","5,11","36,82",14,0,0,0,0,0,0,0,4,30,0,,,,,,,,,Hood,HOOD,656-3381,True,,,,,,1.4367825721863263,122,79
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Stevenson,Sierra Williams,Sierra,Williams,,21852,Sierra Williams,0,0STEVENSO,34,34,,,107,16,34,13,7,1,0,2,0,0,15,10,0,0,3,0,0,0,0,0,0,0,0,0.330,43,112,0,.000,.318,.402,195,9,8,0,0,0,0,2,0,212,.962,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,25,30,"9,39",0.23,9,39,"21,67",0.31,21,67,"14,45",0.31,14,45,"5,9",0.56,5,9,0,0,0,0,"5,19","4,9","34,71",25,0,0,0,0,0,0,0,5,30,0,,,,,,,,,Stevenson,STEVENSO,0,True,,,,,,1.4209735345415615,123,79
2026-27,softball,Middle Atlantic Conferences (MAC),mac,DeSales,Gianna Angermeier,Gianna,Angermeier,,20,Gianna Angermeier,0,0DESALES,35,35,,,108,13,29,16,3,4,0,5,0,1,6,1,6,1,3,0,0,0,0,0,0,1,0,0.307,40,117,7,.857,.269,.370,87,43,7,0,0,0,0,4,0,137,.949,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,47,26,"8,26",0.31,8,26,"13,47",0.28,13,47,"11,26",0.42,11,26,"1,4",0.25,1,4,0,0,0,0,"14,35","4,5","23,50",23,0,0,0,0,0,0,0,10,15,0,,,,,,,,,DeSales,DESALES,999-4374,True,,,,,,1.4152523687485767,124,79
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Eastern,Hailey Burke,Hailey,Burke,,8968,Hailey Burke,0,0EASTERN,31,29,,,76,14,24,11,3,1,0,4,0,2,5,0,1,1,2,0,0,0,0,0,0,0,0,0.366,29,84,2,.500,.316,.382,39,38,8,0,0,0,0,1,0,85,.906,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,19,27,"8,28",0.29,8,28,"16,46",0.35,16,46,"10,32",0.31,10,32,"3,9",0.33,3,9,0,0,0,0,"4,12","6,10","24,48",47,0,0,0,"0,1",0,0,1,7,26,0,,,,,,,,,Eastern,EASTERN,0,True,,,,,,1.352192003506858,125,79
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Albright,Adriana Buonacore,Adriana,Buonacore,,16,Adriana Buonacore,0,0ALBRIGHT,37,33,,,91,22,28,5,1,0,0,8,0,1,7,3,4,0,7,0,0,0,0,0,0,0,0,0.370,29,107,4,1.000,.308,.319,53,31,3,0,0,0,0,2,0,87,.966,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,32,28,"10,36",0.28,10,36,"17,53",0.32,17,53,"10,32",0.31,10,32,"1,5",0.20,1,5,0,0,0,0,"6,14","3,8","40,66",29,0,0,0,"0,1",0,0,1,12,35,0,,,,,,,,,Albright,ALBRIGHT,992-4169,True,,,,,,1.2884166458681017,126,79
2026-27,softball,Middle Atlantic Conferences (MAC),mac,York,Kyrsten Coppage,Kyrsten,Coppage,,815,Kyrsten Coppage,0,0YORK (PA,22,11,,,13,7,4,2,2,0,0,6,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0.550,6,20,3,1.000,.308,.462,2,8,0,0,0,8,2,0,0,10,1.000,10,.800,48,1,6,3,1,0,1,0,0,0,35.2,46,44,32,20,10,0,3,8.64,146,194,11,11,0,3,2,0,0,8,.329,1,0,2,4,"1,3",0.33,1,3,"4,8",0.50,4,8,"2,5",0.40,2,5,0,0,0,0,0,0,0,0,"1,3","0,1","8,11",0,0,0,0,"1,1",1.00,1,1,0,1,0,39,42,1,"1,1","32,92","11,23",0,"17,53",York,YORK (PA,140-3848,True,,,,,,1.265362386292548,127,79
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Lebanon Valley,Katie Muller,Katie,Muller,,351,Katie Muller,0,0LVC,34,32,,,80,16,22,9,5,2,0,8,0,0,16,2,5,0,5,1,0,0,0,0,0,1,0,0.337,31,94,5,1.000,.275,.388,47,5,3,0,0,0,0,1,0,55,.945,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,23,23,"10,33",0.30,10,33,"15,44",0.34,15,44,"8,30",0.27,8,30,"5,8",0.63,5,8,"0,3",0,0,3,"3,17","6,11","31,54",12,0,0,0,0,0,0,0,13,19,0,,,,,,,,,Lebanon Valley,LVC,0,True,,,,,,1.265271948866022,128,78
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Widener,Brenna Quinn,Brenna,Quinn,,783,Brenna Quinn,0,0WIDENER,30,22,,,56,9,10,5,2,0,3,8,0,0,19,8,3,2,1,0,0,0,0,0,0,1,0,0.281,21,65,5,.600,.179,.375,82,5,1,3,0,18,1,0,0,88,.989,19,.947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,9,16,"2,22",0.09,2,22,"4,35",0.11,4,35,"1,16",0.06,1,16,"1,7",0.14,1,7,0,0,0,0,"7,12","0,3","9,38",0,0,0,0,3,0,0,0,1,18,0,,,,,,,,,Widener,WIDENER,997-5003,True,,,,,,1.227733576728138,129,78
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Delaware Valley,Madison Karns,Madison,Karns,,179,Madison Karns,0,0DELAWARE,22,16,,,43,3,13,3,2,0,0,4,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0.362,15,48,0,.000,.302,.349,6,25,1,0,0,13,6,0,0,32,.969,19,.684,78,1,16,12,4,0,9,4,0,0,97.1,31,22,17,63,9,2,1,1.58,365,398,3,7,0,1,8,0,0,27,.214,0,2,16,13,"4,13",0.31,4,13,"8,29",0.28,8,29,"5,18",0.28,5,18,"0,2",0,0,2,0,0,0,0,"3,9","1,4","15,30",22,0,0,0,2,0,0,0,7,7,0,103,115,0,"35,95","32,168","13,44",0,"28,123",Delaware Valley,DELAWARE,0,True,,,,,,1.2240776142978156,130,78
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Lebanon Valley,Nikki Sellers,Nikki,Sellers,,351,Nikki Sellers,0,0LVC,39,36,,,101,10,28,10,4,0,1,10,0,1,9,4,2,1,4,1,0,0,0,0,0,1,0,0.345,35,117,3,.667,.277,.347,221,7,2,0,0,0,0,13,0,230,.991,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,23,41,"9,34",0.26,9,34,"14,50",0.28,14,50,"8,35",0.23,8,35,"3,11",0.27,3,11,"0,1",0,0,1,"9,23","4,9","29,60",13,0,0,0,2,0,0,0,11,24,0,,,,,,,,,Lebanon Valley,LVC,0,True,,,,,,1.2163311000880621,131,78
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Alvernia,Lauren Jascewsky,Lauren,Jascewsky,,938,Lauren Jascewsky,0,0ALVERNIA,28,27,,,88,14,26,13,2,2,0,10,0,1,12,8,0,0,0,1,0,0,0,0,0,0,0,0.370,32,100,0,.000,.295,.364,30,1,0,0,0,0,0,0,0,31,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,16,30,"4,26",0.15,4,26,"14,50",0.28,14,50,"9,30",0.30,9,30,"1,3",0.33,1,3,0,0,0,0,"8,18","4,7","28,58",5,0,0,0,"0,1",0,0,1,5,27,0,,,,,,,,,Alvernia,ALVERNIA,1300-8633,True,,,,,,1.1555603532665155,132,78
2026-27,softball,Middle Atlantic Conferences (MAC),mac,York,Allison Hunsberger,Allison,Hunsberger,,815,Allison Hunsberger,0,0YORK (PA,37,32,,,103,22,23,17,6,0,0,12,0,10,11,4,3,1,2,0,0,0,0,0,0,1,0,0.360,29,127,4,.750,.223,.282,31,2,1,0,0,0,0,1,0,34,.971,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,41,26,"4,29",0.14,4,29,"14,49",0.29,14,49,"12,41",0.29,12,41,"2,6",0.33,2,6,0,0,0,0,"18,40","8,15","32,59",16,0,0,0,2,0,0,0,9,23,0,,,,,,,,,York,YORK (PA,140-4291,True,,,,,,1.1472402744035364,133,78
2026-27,softball,Middle Atlantic Conferences (MAC),mac,DeSales,Emily Richards,Emily,Richards,,20,Emily Richards,0,0DESALES,21,12,,,43,7,10,7,3,0,2,1,0,3,9,2,0,0,3,1,0,0,0,0,0,0,0,0.292,19,51,0,.000,.233,.442,36,0,1,0,0,1,0,0,0,37,.973,1,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,11,16,"5,17",0.29,5,17,"6,24",0.25,6,24,"3,13",0.23,3,13,"0,1",0,0,1,0,0,0,0,"3,9","1,3","16,31",2,0,0,0,17,0,0,0,6,15,0,,,,,,,,,DeSales,DESALES,999-4603,True,,,,,,1.1247550940950681,134,78
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Widener,Jocelin Mayorga,Jocelin,Mayorga,,783,Jocelin Mayorga,0,0WIDENER,33,25,,,82,6,22,16,6,0,2,6,0,0,17,3,0,0,0,1,0,0,0,0,0,1,0,0.315,34,89,0,.000,.268,.415,9,13,2,0,0,8,0,0,0,24,.917,8,1.000,61,1,5,3,5,0,1,0,0,0,38.1,33,22,15,8,9,4,3,4.02,173,194,3,0,0,2,4,0,0,1,.353,3,5,17,24,"6,22",0.27,6,22,"12,41",0.29,12,41,"9,28",0.32,9,28,"1,10",0.10,1,10,0,0,0,0,"7,20","5,9","24,45",1,0,0,0,34,0,0,0,5,14,0,54,46,1,"0,1","39,98","13,27",0,"0,1",Widener,WIDENER,997-4761,True,,,,,,1.0557987653397176,135,77
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Stevenson,Mykaela Getz,Mykaela,Getz,,21852,Mykaela Getz,0,0STEVENSO,34,34,,,86,17,24,10,1,1,0,13,0,1,14,7,3,0,5,1,0,0,0,0,0,1,0,0.376,27,106,3,1.000,.279,.314,67,3,1,0,0,0,0,0,0,71,.986,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,27,25,"7,28",0.25,7,28,"16,58",0.28,16,58,"9,40",0.23,9,40,"5,9",0.56,5,9,0,0,0,0,"5,11","6,16","32,68",42,0,0,0,0,0,0,0,13,32,0,,,,,,,,,Stevenson,STEVENSO,0,True,,,,,,1.0550720850853055,136,77
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Misericordia,Gabby Cruz,Gabby,Cruz,,16142,Gabby Cruz,0,0MISERICO,23,19,,,23,3,5,3,1,0,0,5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0.357,6,28,0,.000,.217,.261,4,29,2,0,0,30,2,0,0,35,.943,32,.938,98,1,19,16,4,0,10,1,0,0,102.2,52,43,49,84,13,4,3,2.93,400,467,10,1,0,5,11,0,0,28,.245,0,2,9,4,"1,5",0.20,1,5,"3,9",0.33,3,9,"4,8",0.50,4,8,0,0,0,0,0,0,0,0,"2,8","1,6","6,10",1,0,0,0,2,0,0,0,0,4,0,95,121,1,"1,3","2,6","0,1",0,"0,2",Misericordia,MISERICO,1308-7586,True,,,,,,1.052234073056951,137,77
2026-27,softball,Middle Atlantic Conferences (MAC),mac,King's,Ellie Higdon,Ellie,Higdon,,336,Ellie Higdon,0,0KING'S,35,33,,,105,15,30,16,2,1,0,6,0,2,9,0,0,0,2,0,0,2,0,0,0,1,0,0.336,34,117,0,.000,.286,.324,66,30,8,7,0,38,3,1,0,104,.923,41,.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,28,31,"12,33",0.36,12,33,"20,52",0.38,20,52,"18,38",0.47,18,38,"2,7",0.29,2,7,"0,1",0,0,1,"5,26","2,6","32,58",12,0,0,0,"0,0",0,0,0,6,23,0,,,,,,,,,King's,KING'S,0,True,,,,,,0.9562751319654115,138,77
2026-27,softball,Middle Atlantic Conferences (MAC),mac,DeSales,Alyssa Lynch,Alyssa,Lynch,,20,Alyssa Lynch,0,0DESALES,8,3,,,11,1,4,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.417,5,13,0,.000,.364,.455,4,3,2,0,0,0,0,0,0,9,.778,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,7,1,"0,4",0,0,4,"2,6",0.33,2,6,"1,3",0.33,1,3,0,0,0,0,0,0,0,0,"0,2",0,"3,7",0,0,0,0,23,0,0,0,1,5,0,,,,,,,,,DeSales,DESALES,999-4600,True,,,,,,0.8356007772834936,139,77
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Stevens,Riley Lawrence,Riley,Lawrence,,679,Riley Lawrence,0,0STEVENS,40,40,,,78,15,19,11,4,2,0,13,0,1,7,1,3,0,4,0,0,0,0,0,0,2,0,0.359,27,96,3,1.000,.244,.346,63,112,7,0,0,0,0,5,0,182,.962,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,28,22,"7,27",0.26,7,27,"11,48",0.23,11,48,"9,34",0.26,9,34,"2,5",0.40,2,5,0,0,0,0,"6,15","5,12","29,57",15,0,0,0,0,0,0,0,8,22,0,,,,,,,,,Stevens,STEVENS,1230-7592,True,,,,,,0.8041769646725221,140,77
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Alvernia,Lizzy Williams,Lizzy,Williams,,938,Lizzy Williams,0,0ALVERNIA,14,6,,,23,2,8,2,3,0,0,2,0,0,7,2,0,0,0,1,0,0,0,0,0,0,0,0.385,11,26,0,.000,.348,.478,5,0,0,0,0,0,0,0,0,5,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,5,"3,5",0.60,3,5,"4,13",0.31,4,13,"1,9",0.11,1,9,"0,3",0,0,3,0,0,0,0,"3,6","1,6","9,16",1,0,0,0,6,0,0,0,5,4,0,,,,,,,,,Alvernia,ALVERNIA,1300-10163,True,,,,,,0.7716192911215953,141,77
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Stevens,Madison Disarno,Madison,Disarno,,679,Madison Disarno,0,0STEVENS,38,26,,,83,19,21,13,0,1,0,13,0,0,12,7,2,0,4,0,0,0,0,1,0,1,0,0.354,23,100,2,1.000,.253,.277,47,19,4,0,0,0,0,1,0,70,.943,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,32,16,"6,29",0.21,6,29,"14,49",0.29,14,49,"11,37",0.30,11,37,"1,6",0.17,1,6,0,0,0,0,"7,14","9,17","29,56",17,0,0,0,56,0,0,0,7,28,0,,,,,,,,,Stevens,STEVENS,1230-7843,True,,,,,,0.7533487538954245,142,76
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Hood,Hanna Janke,Hanna,Janke,,8404,Hanna Janke,0,0HOOD,38,37,,,102,19,27,11,4,0,0,12,0,1,7,1,1,1,1,0,0,0,0,0,0,1,0,0.348,31,116,2,.500,.265,.304,45,60,7,0,0,0,0,5,0,112,.938,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,30,33,"9,31",0.29,9,31,"13,54",0.24,13,54,"9,32",0.28,9,32,"0,1",0,0,1,0,0,0,0,"8,28","6,13","31,62",39,0,0,0,0,0,0,0,4,26,0,,,,,,,,,Hood,HOOD,656-3380,True,,,,,,0.7007414259353284,143,76
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Eastern,Mackenzie Maki,Mackenzie,Maki,,8968,Mackenzie Maki,0,0EASTERN,31,11,,,48,7,12,10,3,0,1,6,0,0,8,2,0,1,0,0,0,0,0,1,0,2,0,0.333,18,54,1,.000,.250,.375,7,6,1,0,0,0,0,0,0,14,.929,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,16,9,"4,20",0.20,4,20,"7,26",0.27,7,26,"6,17",0.35,6,17,"2,6",0.33,2,6,0,0,0,0,"5,9","3,4","15,30",11,0,0,0,57,0,0,0,3,17,0,,,,,,,,,Eastern,EASTERN,0,True,,,,,,0.6951322233942661,144,76
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Eastern,Becca Taylor,Becca,Taylor,,8968,Becca Taylor,0,0EASTERN,18,17,,,54,3,18,11,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.345,21,55,0,.000,.333,.389,74,1,0,0,0,0,0,4,0,75,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,14,17,"4,21",0.19,4,21,"11,32",0.34,11,32,"11,28",0.39,11,28,"0,7",0,0,7,0,0,0,0,"6,14","4,4","19,32","1,1",1.00,1,1,"0,1",0,0,1,9,14,0,,,,,,,,,Eastern,EASTERN,0,True,,,,,,0.68477460754082,145,76
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Alvernia,Kalli Bunnell,Kalli,Bunnell,,938,Kalli Bunnell,0,0ALVERNIA,38,38,,,90,14,26,10,3,0,0,7,0,3,25,7,1,0,3,1,0,0,0,2,0,2,0,0.356,29,104,1,1.000,.289,.322,66,61,7,0,0,0,0,3,0,134,.948,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,16,24,"7,30",0.23,7,30,"17,48",0.35,17,48,"11,28",0.39,11,28,"2,5",0.40,2,5,0,0,0,0,"9,22","3,6","24,54",11,0,0,0,0,0,0,0,4,22,0,,,,,,,,,Alvernia,ALVERNIA,1300-8398,True,,,,,,0.6824905057633711,146,76
2026-27,softball,Middle Atlantic Conferences (MAC),mac,Arcadia,Caitlynn Pleska,Caitlynn,Pleska,,966,Caitlynn Pleska,0,0ARCADIA,16,14,,,38,8,12,4,0,1,0,3,0,1,8,5,2,0,0,0,0,0,0,0,0,0,0,0.381,14,42,2,1.000,.316,.368,34,19,2,0,0,0,0,2,0,55,.964,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,9,7,"5,16",0.31,5,16,"6,18",0.33,6,18,"5,8",0.63,5,8,"0,1",0,0,1,0,0,0,0,"3,8","0,1","10,20",22,0,0,0,"0,1",0,0,1,0,9,0,,,,,,,,,Arcadia,ARCADIA,0,True,,,,,,0.60678400646326,147,76
2026-27,softball,Middle Atlantic Conferences (MAC),mac,FDU - Florham,Victoria Fantozzi,Victoria,Fantozzi,,221,Victoria Fantozzi,0,0FDU-FLOR,19,11,,,38,5,13,3,1,0,0,5,0,0,4,3,0,0,0,0,0,0,0,1,0,1,0,0.419,14,43,0,.000,.342,.368,1,0,0,0,0,0,0,0,0,1,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7,14,"5,12",0.42,5,12,"8,22",0.36,8,22,"7,17",0.41,7,17,"0,4",0,0,4,0,0,0,0,"4,10","0,2","9,23",0,0,0,0,46,0,0,0,0,9,0,,,,,,,,,FDU - Florham,FDU-FLOR,1000-3398,True,,,,,,0.5847559940206913,148,76
