conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs
nescac,New England Small College Athletic Conference (NESCAC),2025-26,softball,Bowdoin,Kathleen Hester,,,,24,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,2,10,1,0,0,16,4,0,0,13,.923,20,.800,96,1,12,8,9,3,7,0,0,0,96.0,58,53,58,77,18,4,1,3.86,364,446,15,8,0,9,7,0,0,17,.264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,56,2,"0,3","0,2","0,1",0,"0,4"
nescac,New England Small College Athletic Conference (NESCAC),2025-26,softball,Bowdoin,Maddie Current,,,,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,6,13,2,0,0,15,0,0,0,21,.905,15,1.000,118,1,15,7,6,0,5,0,0,0,86.1,71,53,37,71,17,2,2,4.30,376,427,15,1,0,4,7,0,0,26,.314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,94,0,"3,4","3,13","0,3",0,"2,6"
nescac,New England Small College Athletic Conference (NESCAC),2025-26,softball,Bowdoin,Ava Biasotti,,,,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,1,4,0,0,0,2,1,0,0,5,1.000,3,.667,38,1,4,1,1,1,0,0,0,0,25.1,28,23,18,10,13,2,2,6.36,111,133,1,2,0,1,1,0,0,3,.342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,23,0,"1,1","3,4","0,1",0,"1,2"
nescac,New England Small College Athletic Conference (NESCAC),2025-26,softball,Bowdoin,Chloe Garcia,,,,32,31,102,15,33,38,9,0,6,12,0,0,16,4,1,0,1,4,0,0,0,0,0,1,0,0.381,60,119,1,1.000,.324,.588,17,31,7,3,0,2,0,1,0,55,.873,2,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,23,29,"13,36",0.36,13,36,"24,68",0.35,24,68,"19,52",0.37,19,52,"1,2",0.50,1,2,0,0,0,0,"6,17","8,11","45,78",76,0,0,0,1,0,0,0,16,30,0,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,softball,Bowdoin,Anna Halliday,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,2,0,0,0,0,0,0,0,2,1.000,0,.000,3,1,1,0,0,0,0,0,0,0,3.0,2,2,1,1,0,0,0,4.67,11,13,1,0,0,0,1,0,0,1,.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,"1,3","2,4","0,2",0,"1,4"
nescac,New England Small College Athletic Conference (NESCAC),2025-26,softball,Bowdoin,Liv Barrett,,,,15,12,39,3,11,7,2,0,0,4,0,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0.378,13,45,0,.000,.282,.333,68,2,4,0,0,0,0,2,0,74,.946,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8,8,"5,10",0.50,5,10,"5,14",0.36,5,14,"6,10",0.60,6,10,"2,4",0.50,2,4,0,0,0,0,"2,7","2,3","7,15",2,0,0,0,3,0,0,0,1,5,0,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,softball,Bowdoin,Ella Davies,,,,20,0,1,12,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.667,0,3,3,1.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,"0,1",0,0,1,"0,1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,3",0,0,0,0,3,0,0,0,0,1,0,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,softball,Bowdoin,Kyla Gary,,,,30,29,107,22,43,17,4,0,0,2,0,0,13,3,7,0,0,0,0,0,0,0,0,0,0,0.413,47,109,7,1.000,.402,.439,40,1,3,0,0,0,0,0,0,44,.932,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,33,11,"14,27",0.52,14,27,"25,59",0.42,25,59,"20,44",0.45,20,44,"1,6",0.17,1,6,0,0,0,0,"7,13","3,8","33,59",291,0,0,0,0,0,0,0,10,17,0,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,softball,Bowdoin,Katie Rea,,,,3,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.000,0,3,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,"0,1",0,0,1,"0,1",0,0,1,0,0,0,0,0,0,0,0,"0,2",0,"0,1",0,0,0,0,3,0,0,0,0,0,0,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,softball,Bowdoin,Jk Bradley,,,,25,24,81,9,23,11,7,0,0,3,0,3,7,1,1,0,0,0,0,0,0,1,0,1,0,0.333,30,87,1,1.000,.284,.370,59,41,5,0,0,0,0,4,0,105,.952,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,29,19,"7,33",0.21,7,33,"13,40",0.33,13,40,"6,22",0.27,6,22,"1,3",0.33,1,3,0,0,0,0,"1,10","2,2","21,42",123,0,0,0,0,0,0,0,5,21,0,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,softball,Bowdoin,K. Murray,,,,1,1,2,2,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.750,1,4,1,1.000,.500,.500,12,0,0,0,0,0,0,0,0,12,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,"1,2",0.50,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,1",0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,softball,Bowdoin,L. Tsai,,,,1,1,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,4,0,.000,.000,.000,1,0,0,0,0,0,0,0,0,1,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,"0,1",0,0,1,"0,3",0,0,3,"0,2",0,0,2,0,0,0,0,0,0,0,0,"0,1",0,"1,3",0,0,0,0,0,0,0,0,2,1,0,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,softball,Bowdoin,H. Bibeau,,,,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0,4,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,2,"0,1",0,0,1,"0,1",0,0,1,"0,1",0,0,1,0,0,0,0,0,0,0,0,"0,2",0,"0,1",0,0,0,0,0,0,0,0,0,1,0,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,softball,Bowdoin,R. Siegel,,,,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,3,0,.000,.000,.000,1,0,0,0,0,0,0,0,0,1,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,"0,2",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,softball,Hamilton,Y. Everett,,,,27,22,75,17,26,5,3,1,0,3,0,1,9,2,15,2,5,0,0,0,0,0,0,0,0,0.380,31,84,17,.882,.347,.413,15,25,0,0,0,10,3,1,0,40,1.000,13,.769,62,1,8,3,4,1,2,1,0,0,51.1,41,37,38,28,6,6,0,5.05,197,251,5,4,0,3,9,0,2,7,.315,1,3,24,19,"6,24",0.25,6,24,"11,36",0.31,11,36,"6,24",0.25,6,24,"1,7",0.14,1,7,0,0,0,0,"10,25","3,4","22,42",13,0,0,0,6,0,0,0,10,21,0,47,66,1,"2,6","5,12","1,3",0,"0,4"
nescac,New England Small College Athletic Conference (NESCAC),2025-26,softball,Hamilton,J. Merklin,,,,24,19,48,13,10,5,2,0,0,13,0,0,12,2,14,0,1,2,0,0,0,0,0,0,0,0.365,12,64,14,1.000,.208,.250,16,2,1,0,0,0,0,0,0,19,.947,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,16,11,"2,12",0.17,2,12,"6,23",0.26,6,23,"2,13",0.15,2,13,"0,2",0,0,2,0,0,0,0,"8,19","4,7","14,29",34,0,0,0,0,0,0,0,3,10,0,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,softball,Hamilton,A. Mayer,,,,32,32,95,28,33,38,6,7,5,17,0,1,19,2,8,2,0,2,0,0,0,0,0,2,0,0.443,68,115,10,.800,.347,.716,38,3,2,0,0,0,0,0,0,43,.953,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,15,26,"12,38",0.32,12,38,"26,64",0.41,26,64,"21,45",0.47,21,45,"3,8",0.38,3,8,0,0,0,0,"7,17","12,15","39,67",118,0,0,0,0,0,0,0,10,24,0,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,softball,Hamilton,C. Quinn,,,,27,24,77,7,22,17,6,0,0,1,0,0,11,0,0,0,1,3,0,0,0,1,0,1,0,0.284,28,82,0,.000,.286,.364,9,6,2,0,0,0,0,1,0,17,.882,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,20,27,"7,24",0.29,7,24,"16,47",0.34,16,47,"12,33",0.36,12,33,"2,6",0.33,2,6,0,0,0,0,"4,14","9,13","25,51",196,0,0,0,27,0,0,0,10,21,0,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,softball,Hamilton,H. Rogers,,,,27,21,47,6,9,1,1,0,0,1,0,2,6,0,1,0,0,0,0,0,0,2,0,4,0,0.240,10,50,1,1.000,.191,.213,149,6,0,0,0,0,0,10,0,155,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,15,16,"3,18",0.17,3,18,"3,29",0.10,3,29,"2,18",0.11,2,18,"2,6",0.33,2,6,0,0,0,0,"5,8","0,2","10,31",12,0,0,0,10,0,0,0,5,19,0,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,softball,Hamilton,A. Zorn,,,,30,30,84,5,25,13,5,1,0,6,0,1,9,2,1,0,2,1,0,0,0,0,1,1,0,0.348,32,94,1,1.000,.298,.381,33,61,4,0,0,0,0,7,0,98,.959,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,22,29,"10,31",0.32,10,31,"13,42",0.31,13,42,"10,27",0.37,10,27,"2,8",0.25,2,8,0,0,0,0,"5,18","5,6","25,47",133,0,0,0,0,0,0,0,10,22,0,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,softball,Hamilton,G. Guerra,,,,23,20,52,8,22,13,0,1,0,4,0,3,6,2,0,0,0,1,0,0,0,0,0,0,0,0.483,24,60,0,.000,.423,.462,18,1,3,0,0,0,0,1,0,22,.864,0,.000,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,.000,1,1,9,15,"7,21",0.33,7,21,"12,25",0.48,12,25,"10,20",0.50,10,20,"1,4",0.25,1,4,0,0,0,0,"8,15","9,11","18,28",7,0,0,0,2,0,0,0,5,13,0,0,0,0,0,0,0,0,0
nescac,New England Small College Athletic Conference (NESCAC),2025-26,softball,Hamilton,E. Tansky,,,,29,21,63,22,28,2,0,0,0,6,0,0,10,2,21,1,2,0,0,0,0,0,1,0,0,0.493,28,71,22,.955,.444,.444,42,34,1,0,0,8,4,2,0,77,.987,12,.667,85,1,10,7,4,1,4,1,0,0,83.2,46,42,38,69,10,5,1,3.51,320,376,5,8,0,3,7,0,2,24,.266,2,5,19,5,"7,12",0.58,7,12,"11,32",0.34,11,32,"9,19",0.47,9,19,"2,9",0.22,2,9,0,0,0,0,"15,21","0,4","25,35",8,0,0,0,17,0,0,0,11,4,0,79,91,1,"4,5","4,13","2,3",0,"1,4"
