season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,hitting_stats,hitting_summary_stats,fielding_stats,composite_score,global_rank,rating,ranking_segment,pitching_stats_k_per_9,pitching_stats_whip,pitching_stats_strike_percentage
2026-27,baseball,Ohio Athletic Conference (OAC),oac,Baldwin Wallace,Sean Kolenich,Sean,Kolenich,,46,Sean Kolenich,0,0BW,21,21,,,88,39,40,31,13,3,4,16,1,5,6,2,12,2,0,2,0,0,0,1,0,1,0,0.550,71,111,14,.857,.455,.807,16,34,3,0,0,0,0,4,0,53,.943,0,.000,,3,2,15,25,"15,26",0.58,15,26,"24,48",0.50,24,48,"21,41",0.51,21,41,"2,8",0.25,2,8,0,0,0,0,"25,38","7,13","35,50",10,0,0,0,0,0,0,0,16,13,0,,Baldwin Wallace,BW,1273-306,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.864849054395345,1,99,batting,,,
2026-27,baseball,Ohio Athletic Conference (OAC),oac,Capital,Bryce Kyees,Bryce,Kyees,,117,Bryce Kyees,0,0CAPITAL,19,19,,,70,27,31,23,5,0,4,20,0,3,6,3,5,1,0,1,0,0,0,3,0,3,0,0.574,48,94,6,.833,.443,.686,126,6,1,0,0,0,0,11,0,133,.992,0,.000,,0,0,10,24,"9,21",0.43,9,21,"20,47",0.43,20,47,"14,30",0.47,14,30,"3,9",0.33,3,9,0,0,0,0,"12,14","4,9","36,58",0,0,0,0,0,0,0,0,8,10,0,,Capital,CAPITAL,1275-3118,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.01569762923151,2,99,batting,,,
2026-27,baseball,Ohio Athletic Conference (OAC),oac,Marietta,Michael Ciavolella,Michael,Ciavolella,,385,Michael Ciavolella,0,0MAR,14,13,,,54,15,22,21,6,2,5,6,0,0,11,1,2,2,0,0,0,0,0,0,1,0,0,0.467,47,60,4,.500,.407,.870,15,0,0,0,0,0,0,0,0,15,1.000,0,.000,,0,1,3,18,"6,13",0.46,6,13,"11,25",0.44,11,25,"9,17",0.53,9,17,"3,4",0.75,3,4,0,0,0,0,"5,11","3,3","17,27",49,0,0,0,6,0,0,0,3,3,0,,Marietta,MAR,1278-4165,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.60019338070061,3,99,batting,,,
2026-27,baseball,Ohio Athletic Conference (OAC),oac,Capital,Robby Harrison,Robby,Harrison,,117,Robby Harrison,0,0CAPITAL,18,18,,,76,15,32,27,6,2,4,6,0,1,22,2,1,0,0,1,0,0,0,0,0,1,0,0.464,54,84,1,1.000,.421,.711,78,12,1,3,0,15,8,0,0,91,.989,23,.652,,4,0,6,15,"15,30",0.50,15,30,"25,55",0.45,25,55,"20,43",0.47,20,43,"5,10",0.50,5,10,0,0,0,0,"3,8","5,15","32,58",8,0,0,0,0,0,0,0,5,16,0,,Capital,CAPITAL,1275-2733,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.79763097568096,4,98,batting,,,
2026-27,baseball,Ohio Athletic Conference (OAC),oac,Ohio Northern,Kyler Lapp,Kyler,Lapp,,517,Kyler Lapp,0,0OHIO NOR,18,18,,,58,22,23,19,8,0,3,12,0,11,6,2,1,0,0,1,0,0,0,0,0,0,0,0.561,40,82,1,1.000,.397,.690,10,33,4,0,0,0,0,1,0,47,.915,0,.000,,2,3,11,18,"9,19",0.47,9,19,"15,34",0.44,15,34,"11,22",0.50,11,22,"2,4",0.50,2,4,0,0,0,0,"10,15","5,11","29,42",12,0,0,0,0,0,0,0,4,7,0,,Ohio Northern,OHIO NOR,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.010007457281235,5,98,batting,,,
2026-27,baseball,Ohio Athletic Conference (OAC),oac,Mount Union,"Denham, Drew",Drew,Denham,,452,"Denham, Drew",0,0UMU,20,20,,,79,24,35,20,13,1,2,10,1,5,10,1,4,1,0,1,0,0,0,1,0,1,0,0.526,56,95,5,.800,.443,.709,14,29,8,0,0,0,0,2,0,51,.843,0,.000,,2,0,12,21,"5,14",0.36,5,14,"17,43",0.40,17,43,"14,33",0.42,14,33,"4,11",0.36,4,11,"12,28",0.43,12,28,"13,19","9,16","25,49",100,0,0,0,0,0,0,0,40,11,0,,Mount Union,UMU,1279-5873,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.913901849722551,6,98,batting,,,
2026-27,baseball,Ohio Athletic Conference (OAC),oac,Baldwin Wallace,Dennis Ritlinger-nir,Dennis,Ritlinger-nir,,46,Dennis Ritlinger-nir,0,0BW,19,17,,,73,25,29,24,10,2,2,15,1,3,5,0,4,2,0,2,0,0,0,1,0,1,0,0.505,49,93,6,.667,.397,.671,34,1,2,0,0,0,0,0,0,37,.946,0,.000,,1,4,18,21,"7,21",0.33,7,21,"18,50",0.36,18,50,"13,36",0.36,13,36,"1,12",0.08,1,12,0,0,0,0,"6,11","7,13","31,57",11,0,0,0,11,0,0,0,8,15,0,,Baldwin Wallace,BW,1273-331,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.144119089292589,7,97,batting,,,
2026-27,baseball,Ohio Athletic Conference (OAC),oac,Mount Union,"Tsouras, Chris",Chris,Tsouras,,452,"Tsouras, Chris",0,0UMU,20,20,,,80,21,24,29,8,1,6,14,0,2,22,1,2,1,0,1,0,0,0,2,0,3,0,0.412,52,97,3,.667,.300,.650,44,1,1,0,0,0,0,0,0,46,.978,0,.000,,2,0,25,8,"4,22",0.18,4,22,"18,54",0.33,18,54,"11,42",0.26,11,42,"4,10",0.40,4,10,"8,30",0.27,8,30,"7,19","6,22","29,60",40,0,0,0,0,0,0,0,35,22,0,,Mount Union,UMU,1279-5527,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1208083903639,8,97,batting,,,
2026-27,baseball,Ohio Athletic Conference (OAC),oac,Mount Union,"Curry, Derek",Derek,Curry,,452,"Curry, Derek",0,0UMU,16,10,,,41,11,18,12,3,1,1,10,0,1,12,1,8,1,0,0,0,0,0,1,0,1,0,0.558,26,52,9,.889,.439,.634,10,0,0,0,0,0,0,0,0,10,1.000,0,.000,,2,1,4,4,"6,16",0.38,6,16,"14,29",0.48,14,29,"12,23",0.52,12,23,"2,5",0.40,2,5,"8,19",0.42,8,19,"3,6","3,9","19,34",4,0,0,0,24,0,0,0,16,9,0,,Mount Union,UMU,1279-5506,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.074835271180425,9,97,batting,,,
2026-27,baseball,Ohio Athletic Conference (OAC),oac,Muskingum,Sam Palmieri,Sam,Palmieri,,455,Sam Palmieri,0,0MUSKINGU,17,16,,,58,9,18,20,6,0,5,7,1,8,9,3,4,0,0,2,0,0,0,0,1,2,0,0.440,39,75,4,1.000,.310,.672,41,24,2,0,0,0,0,6,0,67,.970,0,.000,,2,1,14,17,"3,14",0.21,3,14,"8,26",0.31,8,26,"7,17",0.41,7,17,"3,7",0.43,3,7,0,0,0,0,"5,12","6,6","20,32",1,0,0,0,0,0,0,0,8,11,0,,Muskingum,MUSKINGU,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.044972290048305,10,96,batting,,,
2026-27,baseball,Ohio Athletic Conference (OAC),oac,Baldwin Wallace,Carson Petrecca,Carson,Petrecca,,46,Carson Petrecca,0,0BW,20,16,,,50,16,17,22,6,1,3,8,0,4,11,1,3,2,0,1,0,0,0,0,1,0,0,0.460,34,63,5,.600,.340,.680,29,18,3,0,0,0,0,2,0,50,.940,0,.000,,1,2,11,11,"6,12",0.50,6,12,"10,27",0.37,10,27,"10,22",0.45,10,22,"2,8",0.25,2,8,0,0,0,0,"8,14","5,6","19,33",34,0,0,0,0,0,0,0,5,8,0,,Baldwin Wallace,BW,1273-4587,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.974321300704466,11,96,batting,,,
2026-27,baseball,Ohio Athletic Conference (OAC),oac,Capital,Ty Clifton,Ty,Clifton,,117,Ty Clifton,0,0CAPITAL,19,19,,,81,16,28,25,6,0,4,7,0,2,5,0,1,0,0,2,0,0,0,4,0,4,0,0.402,46,92,1,1.000,.346,.568,15,23,4,0,0,0,0,1,0,42,.905,0,.000,,2,2,18,30,"9,25",0.36,9,25,"21,56",0.38,21,56,"12,36",0.33,12,36,"6,12",0.50,6,12,0,0,0,0,"6,15","8,12","34,63",12,0,0,0,0,0,0,0,9,19,0,,Capital,CAPITAL,1275-2729,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.356292248724029,12,96,batting,,,
2026-27,baseball,Ohio Athletic Conference (OAC),oac,Ohio Northern,Andrew Stechschulte,Andrew,Stechschulte,,517,Andrew Stechschulte,0,0OHIO NOR,18,18,,,69,17,22,21,3,1,5,5,0,4,16,5,2,0,0,2,0,0,0,0,0,0,0,0.388,42,80,2,1.000,.319,.609,111,11,0,3,0,7,3,0,0,122,1.000,10,.700,,4,1,16,15,"7,23",0.30,7,23,"16,43",0.37,16,43,"9,27",0.33,9,27,"1,10",0.10,1,10,0,0,0,0,"4,16","5,11","24,47",12,0,0,0,0,0,0,0,8,19,0,,Ohio Northern,OHIO NOR,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0799297989887915,13,95,batting,,,
2026-27,baseball,Ohio Athletic Conference (OAC),oac,Baldwin Wallace,Colin West,Colin,West,,46,Colin West,0,0BW,20,20,,,77,19,27,26,11,2,1,9,0,7,15,2,2,0,0,2,0,0,0,0,0,0,0,0.453,45,95,2,1.000,.351,.584,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,1,3,9,27,"12,24",0.50,12,24,"23,53",0.43,23,53,"21,38",0.55,21,38,"7,12",0.58,7,12,0,0,0,0,"3,12","6,8","37,62",89,0,0,0,0,0,0,0,8,15,0,,Baldwin Wallace,BW,1273-3979,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.691440313653166,14,94,batting,,,
2026-27,baseball,Ohio Athletic Conference (OAC),oac,Baldwin Wallace,Ryan Gordon,Ryan,Gordon,,46,Ryan Gordon,0,0BW,21,21,,,69,12,27,18,7,0,0,10,1,15,10,4,2,1,0,0,0,0,0,2,0,2,0,0.553,34,94,3,.667,.391,.493,144,14,5,0,0,0,0,7,0,163,.969,0,.000,,2,4,15,13,"7,27",0.26,7,27,"17,45",0.38,17,45,"12,31",0.39,12,31,"5,10",0.50,5,10,0,0,0,0,"5,12","6,9","35,58",14,0,0,0,0,0,0,0,3,18,0,,Baldwin Wallace,BW,1273-3971,False,4,1,0,0,0,0,0,0,0,0,0.2,3,3,0,0,2,0,0,40.50,6,6,0,0,0,0,0,0,0,0,.667,2,0,0,"1,1","3,5",0,0,"3,3",,,,4.412712715543994,15,94,batting,,,
2026-27,baseball,Ohio Athletic Conference (OAC),oac,Mount Union,"Tome III, Daniel",Daniel,Tome III,,452,"Tome III, Daniel",0,0UMU,20,20,,,87,30,36,19,7,2,0,9,0,1,14,0,2,1,1,3,0,0,0,2,0,2,0,0.460,47,101,3,.667,.414,.540,60,53,2,1,0,8,4,11,0,115,.983,12,.667,,4,1,22,14,"10,27",0.37,10,27,"25,51",0.49,25,51,"14,32",0.44,14,32,"6,11",0.55,6,11,"9,32",0.28,9,32,"10,18","10,18","37,61",55,0,0,0,0,0,0,0,42,11,0,,Mount Union,UMU,1279-5526,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.904577913570818,16,93,batting,,,
2026-27,baseball,Ohio Athletic Conference (OAC),oac,Ohio Northern,Evan Russ,Evan,Russ,,517,Evan Russ,0,0OHIO NOR,18,18,,,69,21,23,17,4,0,3,9,0,2,15,3,7,0,0,0,0,0,0,2,0,2,0,0.425,36,80,7,1.000,.333,.522,38,1,2,0,0,0,0,0,0,41,.951,0,.000,,7,1,17,7,"8,26",0.31,8,26,"14,40",0.35,14,40,"7,25",0.28,7,25,"3,8",0.38,3,8,0,0,0,0,"9,18","3,7","24,46",13,0,0,0,0,0,0,0,2,17,0,,Ohio Northern,OHIO NOR,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4661274185554545,17,92,batting,,,
2026-27,baseball,Ohio Athletic Conference (OAC),oac,Capital,Gio Mastrorosa,Gio,Mastrorosa,,117,Gio Mastrorosa,0,0CAPITAL,19,19,,,67,13,20,18,6,0,3,13,0,7,10,3,0,1,0,2,0,0,0,2,0,2,0,0.449,35,89,1,.000,.299,.522,60,7,1,3,1,8,5,0,0,68,.985,13,.615,,5,0,5,29,"7,24",0.29,7,24,"12,42",0.29,12,42,"7,22",0.32,7,22,"3,10",0.30,3,10,0,0,0,0,"10,17","6,10","27,52",58,0,0,0,0,0,0,0,5,16,0,,Capital,CAPITAL,1275-2929,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4233040654946816,18,91,batting,,,
2026-27,baseball,Ohio Athletic Conference (OAC),oac,Capital,M. Andryszcz,M.,Andryszcz,,117,M. Andryszcz,0,0CAPITAL,19,19,,,71,19,24,12,7,2,3,6,0,2,14,5,4,3,1,0,0,0,0,0,2,0,0,0.405,44,80,7,.571,.338,.620,47,0,0,0,0,0,0,0,0,47,1.000,0,.000,,2,2,14,18,"7,24",0.29,7,24,"12,30",0.40,12,30,"9,23",0.39,9,23,"4,8",0.50,4,8,0,0,0,0,"8,22","2,2","20,33","0,1",0,0,1,0,0,0,0,6,14,0,,Capital,CAPITAL,1275-2920,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3169264752452476,19,91,batting,,,
2026-27,baseball,Ohio Athletic Conference (OAC),oac,Heidelberg,Grant Bomer,Grant,Bomer,,278,Grant Bomer,0,0BERG,17,14,,,61,13,23,17,10,1,1,2,0,0,10,7,4,1,0,3,0,0,0,0,0,0,0,0.379,38,66,5,.800,.377,.623,83,16,0,8,0,29,9,0,0,99,1.000,38,.763,,3,1,9,19,"5,19",0.26,5,19,"14,30",0.47,14,30,"10,20",0.50,10,20,"1,5",0.20,1,5,0,0,0,0,"3,10","7,11","18,33",25,0,0,0,4,0,0,0,5,14,0,,Heidelberg,BERG,1276-3802,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0840215222982192,20,90,batting,,,
2026-27,baseball,Ohio Athletic Conference (OAC),oac,Mount Union,"Ickes, Luke",Luke,Ickes,,452,"Ickes, Luke",0,0UMU,20,20,,,72,25,23,16,3,0,2,15,0,9,12,2,7,1,1,1,0,0,0,0,0,0,0,0.485,32,98,8,.875,.319,.444,16,7,0,0,0,0,0,0,0,23,1.000,0,.000,,2,2,14,22,"7,23",0.30,7,23,"14,43",0.33,14,43,"10,28",0.36,10,28,"3,11",0.27,3,11,"10,27",0.37,10,27,"8,15","6,9","29,54",2,0,0,0,6,0,0,0,32,21,0,,Mount Union,UMU,1279-4971,False,25,1,6,4,0,0,0,1,0,0,33.0,18,17,20,34,4,1,1,4.64,118,146,1,6,0,0,2,0,0,3,.212,27,28,4,"4,5","3,11","4,6","6,38","0,3",,,,2.8124468082787724,21,89,batting,,,
2026-27,baseball,Ohio Athletic Conference (OAC),oac,Mount Union,"Fox, Brycen",Brycen,Fox,,452,"Fox, Brycen",0,0UMU,20,20,,,76,28,25,16,5,2,1,20,0,6,9,4,15,2,0,3,0,0,0,0,1,0,0,0.486,37,105,17,.882,.329,.487,47,0,0,0,0,0,0,0,0,47,1.000,0,.000,,4,1,25,16,"10,28",0.36,10,28,"10,33",0.30,10,33,"6,20",0.30,6,20,"3,9",0.33,3,9,"11,28",0.39,11,28,"17,35","6,10","26,45",33,0,0,0,0,0,0,0,33,17,0,,Mount Union,UMU,1279-4965,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7283667701303083,22,88,batting,,,
2026-27,baseball,Ohio Athletic Conference (OAC),oac,Ohio Northern,Carson Stevens,Carson,Stevens,,517,Carson Stevens,0,0OHIO NOR,18,18,,,76,19,27,14,4,1,2,6,0,2,10,3,5,2,1,1,0,0,0,0,0,0,0,0.412,39,86,7,.714,.355,.513,36,31,2,0,0,0,0,9,0,69,.971,0,.000,,1,2,19,17,"5,21",0.24,5,21,"17,34",0.50,17,34,"11,21",0.52,11,21,"3,10",0.30,3,10,0,0,0,0,"5,12","2,3","27,39",12,0,0,0,0,0,0,0,5,8,0,,Ohio Northern,OHIO NOR,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5588015484540834,23,88,batting,,,
2026-27,baseball,Ohio Athletic Conference (OAC),oac,Mount Union,"Szekely, Trevor",Trevor,Szekely,,452,"Szekely, Trevor",0,0UMU,12,10,,,44,8,16,11,4,1,1,2,0,1,12,3,3,2,0,2,0,0,0,1,0,1,0,0.388,25,49,5,.600,.364,.568,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,2,6,10,"3,11",0.27,3,11,"10,31",0.32,10,31,"5,18",0.28,5,18,"0,5",0,0,5,"8,14",0.57,8,14,"1,5","5,9","16,34",7,0,0,0,6,0,0,0,23,9,0,,Mount Union,UMU,1279-4984,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7755574166325216,24,87,batting,,,
2026-27,baseball,Ohio Athletic Conference (OAC),oac,Heidelberg,Brayden Tucker,Brayden,Tucker,,278,Brayden Tucker,0,0BERG,17,13,,,46,14,18,9,1,2,0,1,0,5,9,1,3,0,2,1,0,0,0,0,0,0,0,0.453,23,55,3,1.000,.391,.500,13,32,5,0,0,0,0,2,0,50,.900,0,.000,,4,0,6,13,"2,13",0.15,2,13,"9,19",0.47,9,19,"8,16",0.50,8,16,"0,3",0,0,3,0,0,0,0,"7,15","6,7","14,23",5,0,0,0,4,0,0,0,7,8,0,,Heidelberg,BERG,1276-2754,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7748318147922957,25,86,batting,,,
2026-27,baseball,Ohio Athletic Conference (OAC),oac,Heidelberg,Braedy Limke,Braedy,Limke,,278,Braedy Limke,0,0BERG,18,17,,,75,20,25,20,8,0,1,2,0,5,5,1,5,0,2,2,0,0,0,1,0,1,0,0.381,36,86,5,1.000,.333,.480,39,42,8,0,0,0,0,13,0,89,.910,0,.000,,3,1,27,19,"11,29",0.38,11,29,"17,38",0.45,17,38,"11,26",0.42,11,26,"2,8",0.25,2,8,0,0,0,0,"10,23","7,9","27,43",23,0,0,0,"1,1",1.00,1,1,10,17,0,,Heidelberg,BERG,1276-2695,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7452418605613644,26,86,batting,,,
2026-27,baseball,Ohio Athletic Conference (OAC),oac,Capital,Kielan Lamarr,Kielan,Lamarr,,117,Kielan Lamarr,0,0CAPITAL,19,19,,,75,28,24,11,2,0,2,12,0,9,9,3,6,0,0,1,0,0,0,0,0,0,0,0.464,32,97,6,1.000,.320,.427,38,40,5,0,0,0,0,11,0,83,.940,0,.000,,3,2,12,29,"6,23",0.26,6,23,"13,42",0.31,13,42,"5,26",0.19,5,26,"4,11",0.36,4,11,0,0,0,0,"9,13","1,3","30,51",25,0,0,0,0,0,0,0,8,14,0,,Capital,CAPITAL,1275-2734,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7092676217729341,27,85,batting,,,
2026-27,baseball,Ohio Athletic Conference (OAC),oac,Capital,Charlie Colson,Charlie,Colson,,117,Charlie Colson,0,0CAPITAL,19,19,,,63,27,19,12,2,0,1,25,0,8,15,4,20,4,1,1,0,0,0,0,0,0,0,0.536,24,98,24,.833,.302,.381,30,0,0,0,0,0,0,0,0,30,1.000,0,.000,,1,1,17,13,"4,17",0.24,4,17,"9,23",0.39,9,23,"7,20",0.35,7,20,"2,8",0.25,2,8,0,0,0,0,"23,35","4,4","19,31",28,0,0,0,0,0,0,0,4,16,0,,Capital,CAPITAL,1275-3113,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6855521014338675,28,84,batting,,,
2026-27,baseball,Ohio Athletic Conference (OAC),oac,Marietta,Diego DeCello,Diego,DeCello,,385,Diego DeCello,0,0MAR,14,11,,,44,9,15,11,3,0,1,5,0,3,8,1,0,1,0,0,0,0,0,0,0,0,0,0.442,21,52,1,.000,.341,.477,22,10,3,0,0,0,0,3,0,35,.914,0,.000,,0,1,12,9,"3,16",0.19,3,16,"7,23",0.30,7,23,"6,17",0.35,6,17,"1,2",0.50,1,2,0,0,0,0,"6,12","3,4","13,27",64,0,0,0,35,0,0,0,2,13,0,,Marietta,MAR,1278-3746,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.513439460069385,29,83,batting,,,
2026-27,baseball,Ohio Athletic Conference (OAC),oac,Ohio Northern,Chase Armstrong,Chase,Armstrong,,517,Chase Armstrong,0,0OHIO NOR,18,18,,,65,17,15,19,2,0,4,10,1,4,8,2,1,0,0,2,0,0,0,0,0,0,0,0.358,29,81,1,1.000,.231,.446,132,2,2,0,0,0,0,10,0,136,.985,0,.000,,1,3,12,28,"6,26",0.23,6,26,"10,47",0.21,10,47,"8,33",0.24,8,33,"0,6",0,0,6,0,0,0,0,"3,9","6,9","27,56",3,0,0,0,0,0,0,0,8,24,0,,Ohio Northern,OHIO NOR,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1691184257145555,30,83,batting,,,
2026-27,baseball,Ohio Athletic Conference (OAC),oac,Wilmington,Dominic Depa,Dominic,Depa,,1461,Dominic Depa,0,0WILMINGT,15,15,,,55,7,18,15,2,0,2,1,0,1,12,4,0,0,0,0,0,0,0,0,0,0,0,0.351,26,57,0,.000,.327,.473,27,21,5,0,0,0,0,1,0,53,.906,0,.000,,3,1,13,11,"4,14",0.29,4,14,"13,28",0.46,13,28,"9,20",0.45,9,20,"1,5",0.20,1,5,0,0,0,0,"3,10","3,5","15,29",11,0,0,0,0,0,0,0,2,9,0,,Wilmington,WILMINGT,1286-196,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0599594196524353,31,82,batting,,,
2026-27,baseball,Ohio Athletic Conference (OAC),oac,Heidelberg,Thomas Mcguire,Thomas,Mcguire,,278,Thomas Mcguire,0,0BERG,15,14,,,56,12,20,10,1,0,1,4,0,3,11,5,4,0,0,2,0,0,0,1,1,2,0,0.415,24,65,4,1.000,.357,.429,21,1,1,0,0,0,0,0,0,23,.957,0,.000,,3,1,10,14,"8,24",0.33,8,24,"12,33",0.36,12,33,"6,23",0.26,6,23,"1,3",0.33,1,3,0,0,0,0,"6,10","2,5","19,38",22,0,0,0,4,0,0,0,4,15,0,,Heidelberg,BERG,1276-3005,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.865422107259796,32,81,batting,,,
