season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats,pass_stats,receiving_stats,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,kickreturn_stats,puntreturn_stats,interception_return_stats,fumblereturn_stats,fumble_stats,scoring_stats,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,defense_stats,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,fumble_stats_number,fumble_stats_number_lost,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt
2026-27,football,American Rivers Conference (ARC),arc,Loras,"Alons,Tyree",Tyree,Alons,,364,"Alons,Tyree","ALONS,TYREE",Loras,LOR,1045-4173,1,1,44,44,0,0,DL,0,,,,,,,,0,3,0,3,3,1.0,.0,.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Loras,"Speltz,Will",Will,Speltz,,364,"Speltz,Will","SPELTZ,WILL",Loras,LOR,1045-3691,1,1,46,46,0,0,LB,0,,,,,,,,0,10,1,11,11,1.0,.0,.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Loras,"Clark,Jonah",Jonah,Clark,,364,"Clark,Jonah","CLARK,JONAH",Loras,LOR,1045-4479,1,1,47,47,0,0,DL,0,,,,,,,,0,2,0,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Loras,"Stiffler,Brady",Brady,Stiffler,,364,"Stiffler,Brady","STIFFLER,BRADY",Loras,LOR,1045-4175,1,0,49,49,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,382,1,2,63.7,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Loras,"Helm,Lance",Lance,Helm,,364,"Helm,Lance","HELM,LANCE",Loras,LOR,1045-3931,1,0,52,52,0,0,LB,0,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Loras,"Baker,Beau",Beau,Baker,,364,"Baker,Beau","BAKER,BEAU",Loras,LOR,1045-3693,1,1,53,53,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Loras,"Marderosian,Ian",Ian,Marderosian,,364,"Marderosian,Ian","MARDEROSIAN,IAN",Loras,LOR,1045-4482,1,0,54,5K,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Loras,"Freud,Austin",Austin,Freud,,364,"Freud,Austin","FREUD,AUSTIN",Loras,LOR,1045-4180,1,1,61,61,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Loras,"Frederick,Ethen",Ethen,Frederick,,364,"Frederick,Ethen","FREDERICK,ETHEN",Loras,LOR,1045-4487,1,1,66,66,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Loras,"Brooks,Tanner",Tanner,Brooks,,364,"Brooks,Tanner","BROOKS,TANNER",Loras,LOR,1045-3699,1,1,67,67,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Loras,"Dost,Ted",Ted,Dost,,364,"Dost,Ted","DOST,TED",Loras,LOR,1045-4184,1,1,73,73,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Loras,"Peterson,Jimmy",Jimmy,Peterson,,364,"Peterson,Jimmy","PETERSON,JIMMY",Loras,LOR,1045-3704,1,0,82,82,0,WR,0,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1,17,0,17,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Loras,"Martin,Ethan",Ethan,Martin,,364,"Martin,Ethan","MARTIN,ETHAN",Loras,LOR,1045-4463,1,0,83,83,0,WR,0,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Loras,"Oster,Isaac",Isaac,Oster,,364,"Oster,Isaac","OSTER,ISAAC",Loras,LOR,1045-4198,1,0,84,84,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,48,0,22,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,35,0,13,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Loras,"McNett,Josh",Josh,McNett,,364,"McNett,Josh","MCNETT,JOSH",Loras,LOR,1045-4464,1,1,85,85,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Loras,"Tuttle,Avery",Avery,Tuttle,,364,"Tuttle,Avery","TUTTLE,AVERY",Loras,LOR,1045-3706,1,1,87,87,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,5,5.0,,,,,,,,,,,,,,,,,,,1,3,3,0,0,3,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Loras,"Boothe,Mason",Mason,Boothe,,364,"Boothe,Mason","BOOTHE,MASON",Loras,LOR,1045-4201,1,1,90,90,0,0,DL,0,,,,,,,,0,2,3,5,5,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Loras,"Pettenon,Dominic",Dominic,Pettenon,,364,"Pettenon,Dominic","PETTENON,DOMINIC",Loras,LOR,1045-3939,1,0,93,93,0,0,DL,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Univ. of Dubuque,"Freeman,Kali",Kali,Freeman,,192,"Freeman,Kali","FREEMAN,KALI",Univ. of Dubuque,DBQ,1044-2029,1,1,0,0,0,WR,0,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,6,52,0,11,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Univ. of Dubuque,"Williams,Etwood",Etwood,Williams,,192,"Williams,Etwood","WILLIAMS,ETWOOD",Univ. of Dubuque,DBQ,1044-2033,1,1,1,1A,0,0,DB,0,,,,,,,,0,2,3,5,5,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,38,0,23,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Univ. of Dubuque,"Irby,Kejuan",Kejuan,Irby,,192,"Irby,Kejuan","IRBY,KEJUAN",Univ. of Dubuque,DBQ,1044-1650,1,0,2,2A,0,0,DB,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Univ. of Dubuque,"Roling,Noah",Noah,Roling,,192,"Roling,Noah","ROLING,NOAH",Univ. of Dubuque,DBQ,1044-2010,1,1,2,25,0,RB,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2,11,1,10,5.5,,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,7,13,17,4,0,5,1.9,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Univ. of Dubuque,"Brown,Cameron",Cameron,Brown,,192,"Brown,Cameron","BROWN,CAMERON",Univ. of Dubuque,DBQ,1044-2255,1,1,3,3,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,14,180,1,27,12.9,,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Univ. of Dubuque,"Roberson,Trey",Trey,Roberson,,192,"Roberson,Trey","ROBERSON,TREY",Univ. of Dubuque,DBQ,1044-2309,1,1,4,4A,0,0,DB,0,,,,,,,,0,2,4,6,6,.0,.0,.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Univ. of Dubuque,"Phillips,Kaedon",Kaedon,Phillips,,192,"Phillips,Kaedon","PHILLIPS,KAEDON",Univ. of Dubuque,DBQ,1044-2304,1,0,5,5,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Univ. of Dubuque,"Diblich,Elijah",Elijah,Diblich,,192,"Diblich,Elijah","DIBLICH,ELIJAH",Univ. of Dubuque,DBQ,1044-1040,1,1,5,5A,0,0,DB,0,,,,,,,,0,1,2,3,3,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Univ. of Dubuque,"Jarvis,Dre",Dre,Jarvis,,192,"Jarvis,Dre","JARVIS,DRE",Univ. of Dubuque,DBQ,1044-2282,1,0,6,6A,0,0,DB,0,,,,,,,,0,3,3,6,6,.0,.0,.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Univ. of Dubuque,"Peters,Elijah",Elijah,Peters,,192,"Peters,Elijah","PETERS,ELIJAH",Univ. of Dubuque,DBQ,1044-2303,1,1,7,7,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,55,0,16,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Univ. of Dubuque,"Glennon,Matthew",Matthew,Glennon,,192,"Glennon,Matthew","GLENNON,MATTHEW",Univ. of Dubuque,DBQ,1044-2275,1,1,8,8,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,13,0,11,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Univ. of Dubuque,"Rhomberg,Joey",Joey,Rhomberg,,192,"Rhomberg,Joey","RHOMBERG,JOEY",Univ. of Dubuque,DBQ,1044-1995,1,1,9,9,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,-3,10,13,0,4,-.3,-3.0,,,,,,,,13,3,27,2,325,1,52,32,122.9,6.25,10.16,325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Univ. of Dubuque,"Speer,Jeremiah",Jeremiah,Speer,,192,"Speer,Jeremiah","SPEER,JEREMIAH",Univ. of Dubuque,DBQ,1044-2314,1,1,10,1B,0,0,DB,0,,,,,,,,0,2,2,4,4,.5,.0,.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Univ. of Dubuque,"Westbrooks,Mike",Mike,Westbrooks,,192,"Westbrooks,Mike","WESTBROOKS,MIKE",Univ. of Dubuque,DBQ,1044-1711,1,0,11,1C,0,0,LB,0,,,,,,,,0,2,3,5,5,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Univ. of Dubuque,"Bainbridge,Jake",Jake,Bainbridge,,192,"Bainbridge,Jake","BAINBRIDGE,JAKE",Univ. of Dubuque,DBQ,1044-2250,1,0,12,12,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Univ. of Dubuque,"Holmes,Armon",Armon,Holmes,,192,"Holmes,Armon","HOLMES,ARMON",Univ. of Dubuque,DBQ,1044-2008,1,0,13,1D,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,0,0,4,4.0,4.0,,,,,,,,0,0,0,0,0,0,1,0,.0,.00,.00,.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Univ. of Dubuque,"Rivera,Giovanni",Giovanni,Rivera,,192,"Rivera,Giovanni","RIVERA,GIOVANNI",Univ. of Dubuque,DBQ,1044-2608,1,1,15,15,0,0,LB,0,,,,,,,,0,1,5,6,6,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Univ. of Dubuque,"Jackson,DJ",DJ,Jackson,,192,"Jackson,DJ","JACKSON,DJ",Univ. of Dubuque,DBQ,1044-1592,1,0,17,1,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Univ. of Dubuque,"Francois,Marino",Marino,Francois,,192,"Francois,Marino","FRANCOIS,MARINO",Univ. of Dubuque,DBQ,1044-2811,1,0,18,18,0,0,LB,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Univ. of Dubuque,"Hicks-Davenport,Christopher",Christopher,Hicks-Davenport,,192,"Hicks-Davenport,Christopher","HICKS-DAVENPORT,CHRISTOPHER",Univ. of Dubuque,DBQ,1044-1609,1,1,19,19,0,0,DL,0,,,,,,,,0,1,4,5,5,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Univ. of Dubuque,"Martinez,Isaiah",Isaiah,Martinez,,192,"Martinez,Isaiah","MARTINEZ,ISAIAH",Univ. of Dubuque,DBQ,1044-2035,1,0,21,21,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,3,1.0,,,,,,,,,,,,,,,,,,,10,23,28,5,0,6,2.3,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Univ. of Dubuque,"Miyamoto,Jai",Jai,Miyamoto,,192,"Miyamoto,Jai","MIYAMOTO,JAI",Univ. of Dubuque,DBQ,1044-2601,1,0,22,22,0,0,DB,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Univ. of Dubuque,"Seymour,Dennis",Dennis,Seymour,,192,"Seymour,Dennis","SEYMOUR,DENNIS",Univ. of Dubuque,DBQ,1044-2614,1,0,23,,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Univ. of Dubuque,"Lee Jr.,Peter",Peter,Lee Jr.,,192,"Lee Jr.,Peter","LEE JR.,PETER",Univ. of Dubuque,DBQ,1044-2592,1,0,26,26,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Univ. of Dubuque,"Harp,Bennett",Bennett,Harp,,192,"Harp,Bennett","HARP,BENNETT",Univ. of Dubuque,DBQ,1044-2277,1,0,28,28,0,0,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,179,1,0,35.8,2,3,31,0,66.7,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Univ. of Dubuque,"Armstrong,Jayden",Jayden,Armstrong,,192,"Armstrong,Jayden","ARMSTRONG,JAYDEN",Univ. of Dubuque,DBQ,1044-1992,1,0,32,32,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,0,12,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Univ. of Dubuque,"Walter,Ben",Ben,Walter,,192,"Walter,Ben","WALTER,BEN",Univ. of Dubuque,DBQ,1044-2323,1,0,33,33,0,0,LB,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Univ. of Dubuque,"Egan,Ben",Ben,Egan,,192,"Egan,Ben","EGAN,BEN",Univ. of Dubuque,DBQ,1044-1691,1,1,42,42,0,0,DB,0,,,,,,,,0,1,4,5,5,.5,.0,.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Univ. of Dubuque,"Sogavo,Alex",Alex,Sogavo,,192,"Sogavo,Alex","SOGAVO,ALEX",Univ. of Dubuque,DBQ,1044-2313,1,0,44,44,0,0,LB,0,,,,,,,,0,0,2,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Rivers Conference (ARC),arc,Univ. of Dubuque,"Cochran,Ty",Ty,Cochran,,192,"Cochran,Ty","COCHRAN,TY",Univ. of Dubuque,DBQ,1044-2262,1,0,46,46,0,0,DL,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
