season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,team_name,team_id,sdrm_id,this_is_softball,pitching_stats,pitching_summary_stats,composite_score,global_rank,rating
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Trinity,Makenna True,Makenna,True,,713,Makenna True,0,0TRINITY,29,29,,,85,10,26,10,2,1,0,5,0,0,9,1,0,1,2,0,0,0,0,0,0,0,0,0.344,30,92,1,.000,.306,.353,29,8,3,5,0,24,3,0,0,40,.925,27,.889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,36,14,"10,28",0.36,10,28,"15,48",0.31,15,48,"11,27",0.41,11,27,"3,6",0.50,3,6,0,0,0,0,"6,18","5,6","23,51",10,0,0,0,0,0,0,0,11,25,0,,,,,,,,,Trinity,TRINITY,0,True,,,0.48539347760272256,86,76
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,S. Santana,S.,Santana,,267,S. Santana,0,0HAMILTON,24,15,,,55,14,17,4,0,0,0,2,0,1,6,1,4,2,0,0,0,0,0,0,1,0,0,0.345,17,58,6,.667,.309,.309,9,0,1,0,0,0,0,0,0,10,.900,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,15,12,"8,22",0.36,8,22,"11,34",0.32,11,34,"6,19",0.32,6,19,"0,6",0,0,6,0,0,0,0,"3,11","0,1","17,35",0,0,0,0,3,0,0,0,2,10,0,,,,,,,,,Hamilton,HAMILTON,0,True,,,0.4647280842167392,87,76
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Bowdoin,Jk Bradley,Jk,Bradley,,69,Jk Bradley,0,0BOWDOIN,25,24,,,81,9,23,11,7,0,0,3,0,3,7,1,1,0,0,0,0,0,0,1,0,1,0,0.333,30,87,1,1.000,.284,.370,59,41,5,0,0,0,0,4,0,105,.952,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,29,19,"7,33",0.21,7,33,"13,40",0.33,13,40,"6,22",0.27,6,22,"1,3",0.33,1,3,0,0,0,0,"1,10","2,2","21,42",123,0,0,0,0,0,0,0,5,21,0,,,,,,,,,Bowdoin,BOWDOIN,0,True,,,0.453920588431964,88,76
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,C. Quinn,C.,Quinn,,267,C. Quinn,0,0HAMILTON,27,24,,,77,7,22,17,6,0,0,1,0,0,11,0,0,0,1,3,0,0,0,1,0,1,0,0.284,28,82,0,.000,.286,.364,9,6,2,0,0,0,0,1,0,17,.882,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,20,27,"7,24",0.29,7,24,"16,47",0.34,16,47,"12,33",0.36,12,33,"2,6",0.33,2,6,0,0,0,0,"4,14","9,13","25,51",196,0,0,0,27,0,0,0,10,21,0,,,,,,,,,Hamilton,HAMILTON,0,True,,,0.4091293935950424,89,75
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,G. Garrison,G.,Garrison,,267,G. Garrison,0,0HAMILTON,17,14,,,37,8,12,4,2,0,0,1,0,0,8,2,2,0,0,0,0,0,0,0,0,0,0,0.342,14,38,2,1.000,.324,.378,13,18,2,0,0,0,0,1,0,33,.939,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,7,10,"3,10",0.30,3,10,"6,22",0.27,6,22,"5,16",0.31,5,16,"0,3",0,0,3,0,0,0,0,"2,7","2,5","9,23",7,0,0,0,11,0,0,0,1,8,0,,,,,,,,,Hamilton,HAMILTON,0,True,,,0.35462917346287254,90,75
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Trinity,Erin Steed,Erin,Steed,,713,Erin Steed,0,0TRINITY,34,34,,,91,9,22,6,1,0,1,15,0,1,14,6,4,0,4,1,0,0,0,0,0,1,0,0.352,26,112,4,1.000,.242,.286,74,3,4,0,0,0,0,0,0,81,.951,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,30,26,"2,28",0.07,2,28,"12,46",0.26,12,46,"10,35",0.29,10,35,"2,7",0.29,2,7,0,0,0,0,"10,26","3,7","32,59",12,0,0,0,0,0,0,0,12,27,0,,,,,,,,,Trinity,TRINITY,0,True,,,0.11087681987533479,91,75
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Middlebury,O. Schultz,O.,Schultz,,420,O. Schultz,0,0MIDSOFT,32,28,,,78,7,18,19,5,0,0,12,0,0,14,4,1,0,0,2,0,0,0,1,0,1,0,0.326,23,92,1,1.000,.231,.295,72,6,0,7,0,22,3,0,0,78,1.000,25,.880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,18,28,"10,38",0.26,10,38,"14,50",0.28,14,50,"12,40",0.30,12,40,"1,4",0.25,1,4,0,0,0,0,"6,13","7,9","29,58",227,0,0,0,47,0,0,0,8,32,0,,,,,,,,,Middlebury,MIDSOFT,1126-6133,True,,,0.10289143722477587,92,75
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Colby,Avery Lyman,Avery,Lyman,,151,Avery Lyman,0,0COLBY,29,28,,,78,9,19,12,5,0,1,3,0,0,4,0,0,0,2,1,0,0,0,1,1,3,0,0.268,27,84,0,.000,.244,.346,102,6,3,0,0,0,0,4,0,111,.973,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,27,28,"4,28",0.14,4,28,"9,37",0.24,9,37,"5,28",0.18,5,28,"2,8",0.25,2,8,0,0,0,0,"8,15","3,8","17,40",49,0,0,0,0,0,0,0,4,21,0,,,,,,,,,Colby,COLBY,0,True,,,0.018758504109067292,93,74
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Amherst,L. Daniels,L.,Daniels,,24,L. Daniels,0,0AMHERST,15,14,,,35,3,10,2,4,1,0,5,0,0,12,6,0,0,0,1,0,0,0,0,0,0,0,0.366,16,41,0,.000,.286,.457,48,2,0,7,0,10,1,0,0,50,1.000,11,.909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,9,"2,17",0.12,2,17,"6,23",0.26,6,23,"5,14",0.36,5,14,"2,3",0.67,2,3,0,0,0,0,"3,4","2,3","10,25",11,0,0,0,"1,1",1.00,1,1,1,12,0,,,,,,,,,Amherst,AMHERST,0,True,,,-0.08227328134133582,94,74
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Williams,K. Glickman,K.,Glickman,,789,K. Glickman,0,0WILLIAMS,27,23,,,55,8,11,11,0,0,2,4,0,2,11,1,1,0,1,0,0,0,0,0,0,2,0,0.279,17,62,1,1.000,.200,.309,208,7,1,0,0,0,0,1,0,216,.995,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,24,"6,22",0.27,6,22,"8,30",0.27,8,30,"7,20",0.35,7,20,"0,3",0,0,3,0,0,0,0,"2,7","2,4","14,34",17,0,0,0,3,0,0,0,3,14,0,,,,,,,,,Williams,WILLIAMS,0,True,,,-0.08633763430170377,95,74
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Amherst,A. Moravek,A.,Moravek,,24,A. Moravek,0,0AMHERST,25,17,,,40,2,8,8,2,0,1,1,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0.220,13,41,0,.000,.200,.325,53,15,4,0,0,17,2,0,0,72,.944,19,.895,78,1,12,8,4,1,6,1,0,0,81.1,51,38,40,74,13,3,6,3.27,317,380,9,12,0,3,8,0,0,26,.246,0,1,13,9,"1,12",0.08,1,12,"5,20",0.25,5,20,"4,14",0.29,4,14,"1,7",0.14,1,7,0,0,0,0,"3,12","4,5","8,20",12,0,0,0,"0,1",0,0,1,2,10,0,99,66,0,"4,4","3,10","2,3",0,"0,3",Amherst,AMHERST,0,True,,,-0.152967269391249,96,74
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Middlebury,S. Hausman,S.,Hausman,,420,S. Hausman,0,0MIDSOFT,24,14,,,19,3,6,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0.316,6,22,0,.000,.316,.316,5,29,2,0,0,13,1,0,0,36,.944,14,.929,81,1,14,8,6,1,4,1,1,0,76.2,52,38,25,46,13,3,3,3.47,309,341,7,3,0,3,1,0,0,14,.262,1,0,8,4,"2,8",0.25,2,8,"4,10",0.40,4,10,"2,8",0.25,2,8,0,0,0,0,0,0,0,0,"1,7",0,"7,13",0,0,0,0,117,0,0,0,3,9,0,57,117,0,"0,2","0,2","0,1",0,"0,3",Middlebury,MIDSOFT,1126-5495,True,,,-0.21480274053787457,97,73
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Bowdoin,Liv Barrett,Liv,Barrett,,69,Liv Barrett,0,0BOWDOIN,15,12,,,39,3,11,7,2,0,0,4,0,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0.378,13,45,0,.000,.282,.333,68,2,4,0,0,0,0,2,0,74,.946,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8,8,"5,10",0.50,5,10,"5,14",0.36,5,14,"6,10",0.60,6,10,"2,4",0.50,2,4,0,0,0,0,"2,7","2,3","7,15",2,0,0,0,3,0,0,0,1,5,0,,,,,,,,,Bowdoin,BOWDOIN,0,True,,,-0.29670676464232343,98,73
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Bowdoin,Rosie Panenka,Rosie,Panenka,,69,Rosie Panenka,0,0BOWDOIN,24,21,,,61,11,21,4,2,0,0,6,0,0,4,3,1,0,0,0,0,0,0,1,0,1,0,0.403,23,67,1,1.000,.344,.377,70,3,3,0,0,1,0,1,0,76,.961,1,1.000,1,1,0,0,0,0,0,0,0,0,3.0,0,0,0,0,1,0,0,0.00,10,11,0,1,0,0,0,0,0,0,.100,3,1,13,21,"6,20",0.30,6,20,"9,28",0.32,9,28,"7,20",0.35,7,20,"1,2",0.50,1,2,0,0,0,0,"6,15","1,6","14,30",3,0,0,0,6,0,0,0,3,9,0,3,6,0,"0,2","1,6",0,0,"0,3",Bowdoin,BOWDOIN,0,True,,,-0.3210154088853514,99,73
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Amherst,L. Ro,L.,Ro,,24,L. Ro,0,0AMHERST,12,12,,,36,5,9,6,0,0,1,2,0,0,7,1,1,1,0,0,0,0,0,0,0,0,0,0.289,12,38,2,.500,.250,.333,11,1,0,0,0,0,0,0,0,12,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,18,1,"6,17",0.35,6,17,"5,20",0.25,5,20,"4,15",0.27,4,15,"1,4",0.25,1,4,0,0,0,0,"4,9","0,3","10,20",34,0,0,0,0,0,0,0,2,6,0,,,,,,,,,Amherst,AMHERST,0,True,,,-0.5070271066102192,100,72
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,E. Heftved,E.,Heftved,,267,E. Heftved,0,0HAMILTON,21,15,,,31,8,7,1,2,0,0,10,0,0,4,2,4,0,2,0,0,0,0,0,0,1,0,0.415,9,43,4,1.000,.226,.290,67,9,5,5,0,12,6,0,0,81,.938,18,.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,8,13,"3,9",0.33,3,9,"1,15",0.07,1,15,"1,10",0.10,1,10,"0,2",0,0,2,0,0,0,0,"3,7","0,2","11,20",10,0,0,0,0,0,0,0,5,5,0,,,,,,,,,Hamilton,HAMILTON,0,True,,,-0.5263243542064135,101,72
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Bowdoin,Ellie Sullivan,Ellie,Sullivan,,69,Ellie Sullivan,0,0BOWDOIN,34,30,,,68,9,14,9,4,1,1,8,0,3,19,6,0,0,1,0,0,0,0,0,0,1,0,0.316,23,80,0,.000,.206,.338,19,37,7,0,0,7,0,0,0,63,.889,7,1.000,74,1,7,4,0,1,1,0,0,0,50.0,37,25,12,12,9,5,1,3.50,217,236,2,0,0,2,5,0,0,2,.341,1,2,15,20,"3,23",0.13,3,23,"7,36",0.19,7,36,"5,25",0.20,5,25,"0,5",0,0,5,0,0,0,0,"7,17","2,7","15,41",24,0,0,0,0,0,0,0,2,21,0,60,71,0,"1,5","7,15","3,4",0,"3,7",Bowdoin,BOWDOIN,0,True,,,-0.5748025957875769,102,72
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Middlebury,U. Corcoran,U.,Corcoran,,420,U. Corcoran,0,0MIDSOFT,30,27,,,81,16,19,5,2,0,0,7,0,1,18,5,3,1,0,1,0,0,0,0,0,1,0,0.300,21,90,4,.750,.235,.259,202,3,2,0,0,0,0,8,0,207,.990,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,16,25,"4,17",0.24,4,17,"11,40",0.28,11,40,"6,26",0.23,6,26,"0,5",0,0,5,0,0,0,0,"6,18","2,8","21,44",20,0,0,0,3,0,0,0,4,17,0,,,,,,,,,Middlebury,MIDSOFT,1126-6128,True,,,-0.5758309783766431,103,72
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Amherst,M. Mishima,M.,Mishima,,24,M. Mishima,0,0AMHERST,30,29,,,73,13,16,6,2,0,0,8,0,0,11,2,4,0,2,1,0,0,0,0,0,0,0,0.293,18,84,4,1.000,.219,.247,51,39,7,0,0,0,0,4,0,97,.928,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,20,24,"4,12",0.33,4,12,"10,30",0.33,10,30,"4,15",0.27,4,15,"2,10",0.20,2,10,0,0,0,0,"9,29","3,7","19,35",101,0,0,0,0,0,0,0,4,6,0,,,,,,,,,Amherst,AMHERST,0,True,,,-0.8119955087455724,104,71
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,Sophia Baez,Sophia,Baez,,764,Sophia Baez,0,0WESLEYAN,7,5,,,3,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.333,1,3,0,.000,.333,.333,21,0,1,0,0,5,0,0,0,22,.955,5,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,"1,2",0.50,1,2,"0,2",0,0,2,"0,2",0,0,2,0,0,0,0,0,0,0,0,0,0,"0,2",0,0,0,0,11,0,0,0,0,2,0,,,,,,,,,Wesleyan,WESLEYAN,0,True,,,-0.831531892285477,105,71
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Bates,Misora Hashiramoto,Misora,Hashiramoto,,50,Misora Hashiramoto,0,0BATES,20,17,,,41,8,10,3,0,1,0,8,0,1,13,1,0,1,1,1,0,0,0,1,0,2,0,0.373,12,52,1,.000,.244,.293,4,7,3,0,0,0,0,0,0,14,.786,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,9,11,"2,12",0.17,2,12,"3,17",0.18,3,17,"2,11",0.18,2,11,0,0,0,0,0,0,0,0,"6,12","3,3","11,23",11,0,0,0,2,0,0,0,5,8,0,,,,,,,,,Bates,BATES,0,True,,,-0.8670434419481061,106,71
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,Ruby Stewart,Ruby,Stewart,,764,Ruby Stewart,0,0WESLEYAN,3,0,,,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,1,3,0,.000,.333,.333,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,0,"0,2",0,0,2,"0,1",0,0,1,0,0,0,0,0,0,0,0,"1,1",0,"0,2",0,0,0,0,23,0,0,0,0,0,0,,,,,,,,,Wesleyan,WESLEYAN,0,True,,,-0.8934788012973783,107,71
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Bates,Sienna Pietrasiewicz,Sienna,Pietrasiewicz,,50,Sienna Pietrasiewicz,0,0BATES,35,35,,,109,12,24,10,5,1,0,6,0,0,18,4,0,0,0,1,0,0,0,0,0,1,0,0.259,31,116,0,.000,.220,.284,51,2,1,0,0,0,0,1,0,54,.981,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,11,27,36,"8,33",0.24,8,33,"13,59",0.22,13,59,"10,39",0.26,10,39,"0,6",0,0,6,0,0,0,0,"10,32","4,11","27,63",12,0,0,0,0,0,0,0,3,25,0,,,,,,,,,Bates,BATES,0,True,,,-0.9654633653269952,108,70
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Trinity,Kellie Schroffner,Kellie,Schroffner,,713,Kellie Schroffner,0,0TRINITY,22,21,,,50,9,11,5,2,1,0,5,0,0,20,6,3,0,4,0,0,0,0,0,0,0,0,0.291,15,59,3,1.000,.220,.300,34,23,7,0,0,0,0,2,0,64,.891,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,13,10,"4,18",0.22,4,18,"5,27",0.19,5,27,"4,19",0.21,4,19,"0,2",0,0,2,0,0,0,0,"3,11","1,5","12,33",38,0,0,0,0,0,0,0,6,19,0,,,,,,,,,Trinity,TRINITY,0,True,,,-0.9686724624024454,109,70
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Williams,A. Albert,A.,Albert,,789,A. Albert,0,0WILLIAMS,28,18,,,47,9,13,4,5,0,0,6,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0.358,18,53,3,1.000,.277,.383,61,6,1,2,0,16,1,0,0,68,.985,17,.941,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,.000,0,3,13,16,"4,15",0.27,4,15,"8,22",0.36,8,22,"5,11",0.45,5,11,"0,5",0,0,5,0,0,0,0,"2,11","3,4","12,24",0,0,0,0,9,0,0,0,2,10,0,0,0,0,0,0,0,0,0,Williams,WILLIAMS,0,True,,,-1.0196828201968187,110,70
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Amherst,H. Li,H.,Li,,24,H. Li,0,0AMHERST,32,22,,,77,13,17,6,1,1,0,2,0,0,9,2,3,0,3,1,0,0,0,0,0,0,0,0.238,20,83,3,1.000,.221,.260,35,0,2,0,0,0,0,0,0,37,.946,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,29,24,"4,22",0.18,4,22,"6,35",0.17,6,35,"2,19",0.11,2,19,"0,3",0,0,3,0,0,0,0,"7,21","3,6","17,39",7,0,0,0,0,0,0,0,5,24,0,,,,,,,,,Amherst,AMHERST,0,True,,,-1.154401501091704,111,70
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Colby,Kelsey Sulli,Kelsey,Sulli,,151,Kelsey Sulli,0,0COLBY,19,18,,,52,5,11,6,3,0,1,1,0,2,10,2,0,0,0,0,0,0,0,0,0,0,0,0.255,17,55,0,.000,.212,.327,51,1,1,3,0,17,0,0,0,53,.981,17,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,8,19,"4,17",0.24,4,17,"4,23",0.17,4,23,"3,14",0.21,3,14,"1,3",0.33,1,3,0,0,0,0,"4,12","1,2","7,24","0,1",0,0,1,2,0,0,0,1,15,0,,,,,,,,,Colby,COLBY,0,True,,,-1.1574410293050343,112,69
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,Sam Chappell,Sam,Chappell,,764,Sam Chappell,0,0WESLEYAN,26,15,,,33,8,7,2,2,0,0,9,0,0,10,2,1,2,0,0,0,0,0,0,0,0,0,0.381,9,42,3,.333,.212,.273,14,0,0,0,0,0,0,0,0,14,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,12,"1,10",0.10,1,10,"2,20",0.10,2,20,"2,12",0.17,2,12,"2,5",0.40,2,5,0,0,0,0,"6,9","1,4","4,21",0,0,0,0,1,0,0,0,1,12,0,,,,,,,,,Wesleyan,WESLEYAN,0,True,,,-1.1663536282981741,113,69
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Trinity,Lizzie Nelson,Lizzie,Nelson,,713,Lizzie Nelson,0,0TRINITY,17,9,,,28,8,5,3,0,0,0,8,0,1,8,2,7,2,1,0,0,0,0,0,0,0,0,0.378,5,38,9,.778,.179,.179,6,0,2,0,0,0,0,0,0,8,.750,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,6,9,"1,8",0.13,1,8,"3,16",0.19,3,16,"2,11",0.18,2,11,"0,1",0,0,1,0,0,0,0,"6,11","0,3","5,18",2,0,0,0,"0,1",0,0,1,1,6,0,,,,,,,,,Trinity,TRINITY,0,True,,,-1.2418369345117943,114,69
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,N. Dyche,N.,Dyche,,267,N. Dyche,0,0HAMILTON,22,16,,,46,6,10,7,4,0,0,6,0,0,3,3,0,0,2,1,0,0,0,0,0,0,0,0.302,14,55,0,.000,.217,.304,14,35,0,0,0,0,0,1,0,49,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,12,20,"3,16",0.19,3,16,"6,23",0.26,6,23,"5,16",0.31,5,16,"1,1",1.00,1,1,0,0,0,0,"3,11","3,4","16,29",3,0,0,0,12,0,0,0,5,12,0,,,,,,,,,Hamilton,HAMILTON,0,True,,,-1.2472326077609202,115,69
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Trinity,Mikayla O'brien,Mikayla,O'brien,,713,Mikayla O'brien,0,0TRINITY,23,16,,,52,10,11,3,0,2,0,6,0,0,13,2,1,0,2,0,0,0,0,0,0,0,0,0.293,15,60,1,1.000,.212,.288,29,21,1,0,0,0,0,1,0,51,.980,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,17,6,"5,22",0.23,5,22,"7,33",0.21,7,33,"6,26",0.23,6,26,"0,4",0,0,4,0,0,0,0,"2,8","1,8","20,38",25,0,0,0,0,0,0,0,5,16,0,,,,,,,,,Trinity,TRINITY,0,True,,,-1.397771293011232,116,68
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Bates,Maya Lee,Maya,Lee,,50,Maya Lee,0,0BATES,14,12,,,29,5,7,3,0,0,0,6,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0.361,7,36,0,.000,.241,.241,1,0,0,0,0,0,0,0,0,1,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,12,7,"5,12",0.42,5,12,"2,12",0.17,2,12,"1,9",0.11,1,9,"0,2",0,0,2,0,0,0,0,"2,7","2,2","7,15","0,1",0,0,1,"0,1",0,0,1,5,7,0,,,,,,,,,Bates,BATES,0,True,,,-1.4238349328058695,117,68
2025-26,softball,New England Small College Athletic Conference (NESCAC),nescac,Colby,Kc Desarno,Kc,Desarno,,151,Kc Desarno,0,0COLBY,23,13,,,16,2,4,3,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0.250,5,16,0,.000,.250,.313,9,12,1,0,0,17,3,0,0,22,.955,20,.850,65,1,10,6,4,0,3,2,0,0,73.0,41,32,46,51,12,2,8,3.07,276,336,7,5,0,5,3,0,0,17,.236,0,1,6,3,"4,9",0.44,4,9,"3,10",0.30,3,10,"2,4",0.50,2,4,0,0,0,0,0,0,0,0,"0,2",0,"3,10","1,1",1.00,1,1,0,0,0,0,0,3,0,111,48,1,"1,7","0,5","0,5",0,"1,8",Colby,COLBY,0,True,,,-1.4306787727097245,118,68
