season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,hitting_summary_stats
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Connor Massimini,Connor,Massimini,,1062,Connor Massimini,0,0EAST TEX,28,28,,,95,33,36,27,8,0,8,25,0,3,22,9,3,3,0,2,0,0,0,0,0,0,0,0.512,68,125,6,.500,.379,.716,51,3,0,0,0,0,0,0,0,54,1.000,0,.000,,2,1,13,26,"10,32",0.31,10,32,"14,41",0.34,14,41,"11,30",0.37,11,30,"4,7",0.57,4,7,0,0,0,0,"17,31","8,15","32,54",34,0,0,0,0,0,0,0,10,14,0,,East Texas Baptist,EAST TEX,636-4059,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Justin Flannery,Justin,Flannery,,1062,Justin Flannery,0,0EAST TEX,27,24,,,74,21,17,22,7,0,2,15,0,3,16,3,4,0,4,4,0,0,0,0,1,0,0,0.365,30,100,4,1.000,.230,.405,56,2,0,0,0,0,0,0,0,58,1.000,0,.000,,2,3,17,29,"3,20",0.15,3,20,"13,48",0.27,13,48,"8,34",0.24,8,34,"2,7",0.29,2,7,0,0,0,0,"7,17","9,17","34,63",23,0,0,0,0,0,0,0,18,19,0,,East Texas Baptist,EAST TEX,636-5088,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Raef Wright,Raef,Wright,,1062,Raef Wright,0,0EAST TEX,19,17,,,65,18,17,18,1,0,4,7,2,7,12,5,8,1,2,0,0,0,0,0,0,0,0,0.392,30,81,9,.889,.262,.462,25,2,1,0,0,0,0,0,0,28,.964,0,.000,,2,2,24,12,"4,18",0.22,4,18,"12,34",0.35,12,34,"10,28",0.36,10,28,"1,9",0.11,1,9,0,0,0,0,"8,18","4,11","19,37",26,0,0,0,"0,1",0,0,1,12,15,0,,East Texas Baptist,EAST TEX,636-5384,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Colby Wilson,Colby,Wilson,,1062,Colby Wilson,0,0EAST TEX,15,11,,,40,10,10,4,2,0,1,5,0,5,4,2,1,0,0,1,0,0,0,0,0,1,0,0.392,15,51,1,1.000,.250,.375,64,14,1,6,0,26,5,0,0,79,.987,31,.839,,1,0,11,15,"3,14",0.21,3,14,"3,18",0.17,3,18,"2,13",0.15,2,13,"0,3",0,0,3,0,0,0,0,"5,10","1,5","8,21","0,1",0,0,1,1,0,0,0,3,6,0,,East Texas Baptist,EAST TEX,636-5109,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Nathan Harmon,Nathan,Harmon,,1062,Nathan Harmon,0,0EAST TEX,17,15,,,57,12,15,10,6,1,0,6,0,0,13,6,3,0,0,2,0,0,0,1,0,2,0,0.323,23,65,3,1.000,.263,.404,123,4,0,0,0,0,0,7,0,127,1.000,0,.000,,1,1,10,19,"3,23",0.13,3,23,"6,32",0.19,6,32,"2,18",0.11,2,18,"0,5",0,0,5,0,0,0,0,"4,8","4,6","17,38",11,0,0,0,3,0,0,0,8,16,0,,East Texas Baptist,EAST TEX,636-4821,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Kaden Wharton,Kaden,Wharton,,1062,Kaden Wharton,0,0EAST TEX,22,20,,,62,16,18,13,4,0,0,10,0,1,9,3,4,1,2,2,0,0,0,0,0,1,0,0.387,22,77,5,.800,.290,.355,28,40,2,0,0,0,0,4,0,70,.971,0,.000,,2,2,14,23,"5,24",0.21,5,24,"14,38",0.37,14,38,"12,29",0.41,12,29,"0,3",0,0,3,0,0,0,0,"4,16","6,11","24,46",13,0,0,0,0,0,0,0,6,23,0,,East Texas Baptist,EAST TEX,636-4830,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Juan Ortigoza,Juan,Ortigoza,,1062,Juan Ortigoza,0,0EAST TEX,14,10,,,29,8,7,8,2,0,1,9,0,0,9,3,2,2,2,2,0,0,0,0,0,0,0,0.400,12,42,4,.500,.241,.414,18,23,3,0,0,0,0,5,0,44,.932,0,.000,,0,0,6,11,"2,10",0.20,2,10,"4,18",0.22,4,18,"3,9",0.33,3,9,"1,1",1.00,1,1,0,0,0,0,"3,4","3,5","11,24",11,0,0,0,12,0,0,0,6,6,0,,East Texas Baptist,EAST TEX,636-5098,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Aiden Leonard,Aiden,Leonard,,1062,Aiden Leonard,0,0EAST TEX,9,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,2,0,0,0,6,2,0,0,2,1.000,8,.750,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,East Texas Baptist,EAST TEX,636-5091,False,15,1,1,5,0,0,0,0,0,0,23.1,9,9,9,28,2,0,2,3.47,78,97,3,7,1,2,1,0,0,6,.192,25,13,1,"3,5","2,10","3,13",0,"0,6",
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Gar. Walker,Gar.,Walker,,1062,Gar. Walker,0,0EAST TEX,8,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,1,1,0,0,2,0,0,0,2,.500,2,1.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,East Texas Baptist,EAST TEX,636-5107,False,12,1,0,0,0,0,0,0,0,0,9.2,7,7,6,7,2,1,0,6.52,37,49,2,4,0,1,1,0,0,2,.324,10,10,0,"6,9","9,25","0,3",0,"4,13",
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Carter May,Carter,May,,1062,Carter May,0,0EAST TEX,9,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,2,0,0,0,2,1,0,0,2,1.000,3,.667,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,East Texas Baptist,EAST TEX,636-5093,False,15,1,3,1,0,0,0,0,0,0,15.2,10,10,12,11,1,0,3,5.74,56,73,2,3,1,1,1,0,0,3,.268,10,22,1,"10,16","6,27","0,4",0,"6,21",
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Conner Smeltzer,Conner,Smeltzer,,1062,Conner Smeltzer,0,0EAST TEX,8,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,2,1,0,0,3,0,0,0,3,.667,3,1.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,East Texas Baptist,EAST TEX,636-5388,False,20,1,0,1,0,2,0,0,0,0,16.2,13,11,9,11,3,2,0,5.94,70,83,2,3,0,0,1,0,0,2,.286,14,22,1,"5,16","11,38","2,10",0,"10,28",
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Harris Woodside,Harris,Woodside,,1062,Harris Woodside,0,0EAST TEX,6,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,2,0,0,0,0,0.000,2,1.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,East Texas Baptist,EAST TEX,636-5110,False,5,1,0,0,0,0,0,0,0,0,5.0,4,2,3,4,0,0,1,3.60,20,25,2,1,0,1,0,0,0,2,.250,5,6,0,"1,4","3,13","0,1",0,"1,5",
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Matthew Irwin,Matthew,Irwin,,1062,Matthew Irwin,0,0EAST TEX,8,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,3,2,0,0,0,4,4,0,0,5,1.000,8,.500,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,East Texas Baptist,EAST TEX,636-4056,False,37,1,6,0,2,0,0,0,0,0,23.0,27,22,13,19,8,1,2,8.61,102,119,3,3,0,1,0,0,0,5,.363,30,15,0,"13,26","22,59","7,14",0,"10,31",
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Tyler Bogusz,Tyler,Bogusz,,1062,Tyler Bogusz,0,0EAST TEX,8,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,1,5,1,0,0,4,0,0,0,7,.857,4,1.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,East Texas Baptist,EAST TEX,636-4814,False,17,1,3,2,2,0,0,0,0,0,23.2,7,5,4,17,4,0,1,1.90,89,95,0,1,0,0,1,0,0,5,.191,21,32,0,"2,10","3,15","2,13",0,"5,14",
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Jake Steffes,Jake,Steffes,,1062,Jake Steffes,0,0EAST TEX,1,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,1,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,1",0,0,0,0,0,0,"0,1",0,0,1,0,0,0,,East Texas Baptist,EAST TEX,636-5101,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Carter Nannini,Carter,Nannini,,1062,Carter Nannini,0,0EAST TEX,20,15,,,55,7,21,13,4,0,0,9,0,1,7,3,3,3,6,2,0,0,0,0,0,0,0,0.463,25,73,6,.500,.382,.455,37,2,2,0,0,0,0,1,0,41,.951,0,.000,,2,0,11,24,"6,17",0.35,6,17,"11,22",0.50,11,22,"8,17",0.47,8,17,"0,2",0,0,2,0,0,0,0,"8,15","7,8","22,33",23,0,0,0,1,0,0,0,11,11,0,,East Texas Baptist,EAST TEX,636-5095,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Anthony Tellez,Anthony,Tellez,,1062,Anthony Tellez,0,0EAST TEX,6,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,1,0,0,0,0,0.000,1,1.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,East Texas Baptist,EAST TEX,636-5103,False,8,1,0,0,0,0,0,0,0,0,5.0,13,10,5,4,0,0,1,18.00,23,32,1,4,0,0,0,0,0,1,.348,10,1,0,"4,6","4,15","2,5",0,"1,5",
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Jaxson Thompson,Jaxson,Thompson,,1062,Jaxson Thompson,0,0EAST TEX,2,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,East Texas Baptist,EAST TEX,636-5105,False,1,1,0,0,0,0,0,0,0,0,1.0,1,1,1,0,0,0,0,9.00,4,8,0,3,0,0,0,0,0,0,.250,1,2,0,"0,2",0,0,0,"1,1",
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Declan Conry,Declan,Conry,,1062,Declan Conry,0,0EAST TEX,3,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,1,0,0,0,1,0,0,0,1,1.000,1,1.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,East Texas Baptist,EAST TEX,636-5084,False,3,1,0,0,0,0,0,0,0,0,3.2,1,0,2,3,0,0,0,0.00,15,17,1,0,1,0,0,0,0,0,.200,4,4,0,"0,3","1,6","0,2",0,"3,8",
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Nolan Bushko,Nolan,Bushko,,1062,Nolan Bushko,0,0EAST TEX,7,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,2,1,0,0,0,4,0,0,0,3,1.000,4,1.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,East Texas Baptist,EAST TEX,636-4817,False,23,1,5,0,2,0,0,0,0,0,20.0,19,19,14,15,4,0,2,8.55,80,98,8,2,0,0,2,0,0,5,.288,14,30,0,"8,22","13,39","4,11",0,"5,23",
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Brody Tewers,Brody,Tewers,,1062,Brody Tewers,0,0EAST TEX,17,12,,,46,7,12,9,4,1,0,7,0,2,13,4,0,1,2,1,0,0,0,0,0,0,0,0.375,18,58,1,.000,.261,.391,93,2,1,0,0,0,0,4,0,96,.990,0,.000,,1,2,11,12,"5,14",0.36,5,14,"9,28",0.32,9,28,"5,17",0.29,5,17,"3,3",1.00,3,3,0,0,0,0,"3,10","3,8","19,33",1,0,0,0,"0,1",0,0,1,9,7,0,,East Texas Baptist,EAST TEX,636-5104,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Phillip Orr,Phillip,Orr,,1062,Phillip Orr,0,0EAST TEX,3,0,,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,0,2,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,East Texas Baptist,EAST TEX,636-5097,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Ryan Beaty,Ryan,Beaty,,1062,Ryan Beaty,0,0EAST TEX,7,2,,,11,0,1,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0.167,1,12,1,1.000,.091,.091,4,4,0,0,0,0,0,0,0,8,1.000,0,.000,,0,0,1,7,"0,1",0,0,1,"1,5",0.20,1,5,"0,2",0,0,2,"1,2",0.50,1,2,0,0,0,0,"0,4",0,"0,5",0,0,0,0,3,0,0,0,0,2,0,,East Texas Baptist,EAST TEX,636-5387,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Campbell Williams,Campbell,Williams,,1062,Campbell Williams,0,0EAST TEX,2,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,East Texas Baptist,EAST TEX,636-4831,False,0,1,0,0,0,0,0,0,0,0,1.0,1,1,1,0,0,0,0,9.00,3,4,0,0,0,0,0,0,0,0,.000,1,2,0,"0,1",0,0,0,"0,1",
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Isaac Thornton,Isaac,Thornton,,1062,Isaac Thornton,0,0EAST TEX,7,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,2,6,1,0,0,4,2,0,0,9,.889,6,.667,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,East Texas Baptist,EAST TEX,636-5106,False,35,1,7,5,1,0,1,0,0,0,44.0,20,17,10,46,5,2,6,3.48,159,174,4,3,0,1,1,0,0,17,.220,38,40,2,"4,7","2,11","6,24",0,"1,8",
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Chance Crawford,Chance,Crawford,,1062,Chance Crawford,0,0EAST TEX,4,0,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,1,0,.000,.000,.000,1,0,0,0,0,0,0,0,0,1,1.000,0,.000,,0,0,1,0,"0,1",0,0,1,"0,1",0,0,1,"0,1",0,0,1,0,0,0,0,0,0,0,0,0,0,"0,1",0,0,0,0,"0,1",0,0,1,0,1,0,,East Texas Baptist,EAST TEX,636-4819,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Judah Hill,Judah,Hill,,1062,Judah Hill,0,0EAST TEX,6,4,,,13,4,5,2,3,0,0,4,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0.529,8,18,0,.000,.385,.615,7,9,7,0,0,0,0,3,0,23,.696,0,.000,,0,0,2,5,"3,8",0.38,3,8,"2,7",0.29,2,7,"2,5",0.40,2,5,"0,1",0,0,1,0,0,0,0,"1,4",0,"5,10",0,0,0,0,"0,1",0,0,1,1,5,0,,East Texas Baptist,EAST TEX,636-5090,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Kahne Nolen,Kahne,Nolen,,1062,Kahne Nolen,0,0EAST TEX,19,19,,,63,23,22,14,9,2,6,11,0,7,26,4,2,1,0,1,0,0,0,0,1,0,0,0.488,53,82,3,.667,.349,.841,137,15,4,12,0,18,6,0,0,156,.974,24,.750,,2,1,6,9,"5,24",0.21,5,24,"10,36",0.28,10,36,"3,21",0.14,3,21,"1,6",0.17,1,6,0,0,0,0,"9,15","2,7","17,42",1,0,0,0,0,0,0,0,3,21,0,,East Texas Baptist,EAST TEX,636-5381,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Gav. Walker,Gav.,Walker,,1062,Gav. Walker,0,0EAST TEX,4,0,,,4,1,2,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.600,2,5,1,1.000,.500,.500,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,0,1,"1,3",0.33,1,3,"1,3",0.33,1,3,"1,2",0.50,1,2,0,0,0,0,0,0,0,0,"1,1",0,"2,4",0,0,0,0,"0,1",0,0,1,0,2,0,,East Texas Baptist,EAST TEX,636-5108,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Brayden Hodge,Brayden,Hodge,,1062,Brayden Hodge,0,0EAST TEX,5,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,2,0,0,0,1,0,0,0,2,1.000,1,1.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,East Texas Baptist,EAST TEX,636-4886,False,10,1,0,2,1,0,0,0,0,0,11.1,7,7,4,6,0,1,2,5.56,41,49,0,3,0,0,1,0,0,3,.244,6,20,1,"4,10","5,16","0,8",0,"4,14",
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Mark Henderson,Mark,Henderson,,1062,Mark Henderson,0,0EAST TEX,1,0,,,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.000,0,2,0,.000,.000,.000,3,0,0,0,0,0,0,0,0,3,1.000,0,.000,,0,0,0,1,"0,1",0,0,1,"0,2",0,0,2,"0,2",0,0,2,0,0,0,0,0,0,0,0,0,"0,1","0,2",0,0,0,0,"0,1",0,0,1,0,2,0,,East Texas Baptist,EAST TEX,636-5089,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Vincent Armellio,Vincent,Armellio,,1062,Vincent Armellio,0,0EAST TEX,2,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,East Texas Baptist,EAST TEX,636-5080,False,2,1,1,0,0,0,0,0,0,0,1.1,4,4,1,2,0,1,0,27.00,6,8,0,1,0,0,0,0,0,1,.333,1,1,0,"0,1","2,3","1,2",0,"0,1",
2026-27,baseball,American Southwest Conference (ASC),asc,East Texas Baptist,Jobee Boone,Jobee,Boone,,1062,Jobee Boone,0,0EAST TEX,21,20,,,68,18,21,17,5,0,2,13,0,2,8,3,8,1,1,3,0,0,0,0,0,0,0,0.419,32,87,9,.889,.309,.471,21,41,1,0,0,0,0,4,0,63,.984,0,.000,,2,4,14,26,"9,26",0.35,9,26,"13,40",0.33,13,40,"10,30",0.33,10,30,"3,3",1.00,3,3,0,0,0,0,"7,17","6,11","23,45",1,0,0,0,"1,1",1.00,1,1,7,16,0,,East Texas Baptist,EAST TEX,636-5083,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
