season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats,pass_stats,receiving_stats,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,kickreturn_stats,puntreturn_stats,interception_return_stats,fumblereturn_stats,fumble_stats_number,fumble_stats_number_lost,scoring_stats,fumble_stats,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,defense_stats,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Pomona-Pitzer,"Schweizer,Ethan",Ethan,Schweizer,,549,"Schweizer,Ethan","SCHWEIZER,ETHAN",Pomona-Pitzer,PPU,1159-2659,1,0,32,32,0,0,DB,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Pomona-Pitzer,"Seese,Jamison",Jamison,Seese,,549,"Seese,Jamison","SEESE,JAMISON",Pomona-Pitzer,PPU,1159-3296,1,0,9,9,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-6,0,6,0,0,-6.0,-6.0,6,1,8,0,7,0,2,2,129.4,3.50,3.50,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Pomona-Pitzer,"Shin,Greyson",Greyson,Shin,,549,"Shin,Greyson","SHIN,GREYSON",Pomona-Pitzer,PPU,1159-2913,1,0,54,54,0,OG,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Pomona-Pitzer,"Sobota,Jack",Jack,Sobota,,549,"Sobota,Jack","SOBOTA,JACK",Pomona-Pitzer,PPU,1159-2649,1,0,84,84,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,1,4,3.0,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Pomona-Pitzer,"Streidl,Aidan",Aidan,Streidl,,549,"Streidl,Aidan","STREIDL,AIDAN",Pomona-Pitzer,PPU,1159-3309,1,0,45,45,0,0,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,0,0,0,0,.0,6,6,0,0,0,0,0,0,0,0,0,0,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Pomona-Pitzer,"Taylor,Ridge",Ridge,Taylor,,549,"Taylor,Ridge","TAYLOR,RIDGE",Pomona-Pitzer,PPU,1159-3294,1,0,47,47,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Pomona-Pitzer,"Thompson,Spencer",Spencer,Thompson,,549,"Thompson,Spencer","THOMPSON,SPENCER",Pomona-Pitzer,PPU,1159-3335,1,0,95,95,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,431,0,0,61.6
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Pomona-Pitzer,"Valdez,Joaquin",Joaquin,Valdez,,549,"Valdez,Joaquin","VALDEZ,JOAQUIN",Pomona-Pitzer,PPU,1159-2652,1,0,1,1,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Pomona-Pitzer,"van der Pyl,Trevor",Trevor,van der Pyl,,549,"van der Pyl,Trevor","VAN DER PYL,TREVOR",Pomona-Pitzer,PPU,1159-3317,1,0,30,30,0,0,DB,0,,,,,,,,0,2,0,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Pomona-Pitzer,"Varcados,Jonathan",Jonathan,Varcados,,549,"Varcados,Jonathan","VARCADOS,JONATHAN",Pomona-Pitzer,PPU,1159-2655,1,0,62,62,0,OG,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Pomona-Pitzer,"Vaughn,Ben",Ben,Vaughn,,549,"Vaughn,Ben","VAUGHN,BEN",Pomona-Pitzer,PPU,1159-3319,1,0,44,44,0,0,LB,0,,,,,,,,0,2,0,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Pomona-Pitzer,"Walsh,Grant",Grant,Walsh,,549,"Walsh,Grant","WALSH,GRANT",Pomona-Pitzer,PPU,1159-2924,1,0,80,80,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,2,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Pomona-Pitzer,"Weber,William",William,Weber,,549,"Weber,William","WEBER,WILLIAM",Pomona-Pitzer,PPU,1159-3142,1,0,42,42,0,0,LB,0,,,,,,,,0,3,2,5,5,1.5,.0,.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Pomona-Pitzer,"Whang,Joshua",Joshua,Whang,,549,"Whang,Joshua","WHANG,JOSHUA",Pomona-Pitzer,PPU,1159-3143,1,0,18,18,0,0,DB,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Pomona-Pitzer,"Willingham,Owen",Owen,Willingham,,549,"Willingham,Owen","WILLINGHAM,OWEN",Pomona-Pitzer,PPU,1159-3295,1,0,85,85,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,8,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,California Lutheran,"Bernardino,Maddox",Maddox,Bernardino,,105,"Bernardino,Maddox","BERNARDINO,MADDOX",California Lutheran,CLU,1325-3649,1,1,1,1,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,13,0,7,6.5,,,,,,0,0,0,0,0,1,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,California Lutheran,"Armendariz,Dylan",Dylan,Armendariz,,105,"Armendariz,Dylan","ARMENDARIZ,DYLAN",California Lutheran,CLU,1325-3644,1,0,2,2A,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,288,0,0,57.6
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,California Lutheran,"Cravings,Charles",Charles,Cravings,,105,"Cravings,Charles","CRAVINGS,CHARLES",California Lutheran,CLU,1325-3659,1,1,3,3A,0,0,S,0,,,,,,,,0,6,0,6,6,1.0,.0,.0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,.0,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,California Lutheran,"Greenan,Gannon",Gannon,Greenan,,105,"Greenan,Gannon","GREENAN,GANNON",California Lutheran,CLU,1325-3348,1,0,4,4A,0,0,S,0,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,California Lutheran,"Farley,Joe",Joe,Farley,,105,"Farley,Joe","FARLEY,JOE",California Lutheran,CLU,1325-3350,1,1,5,5,0,QB,0,0,,,,,,,,0,2,0,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,5,-16,11,27,0,11,-3.2,-16.0,27,4,42,3,221,2,28,16,144.5,7.89,13.81,221.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,1,1,0,0,0,0,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,California Lutheran,"Ramirez,Jacob",Jacob,Ramirez,,105,"Ramirez,Jacob","RAMIREZ,JACOB",California Lutheran,CLU,1325-3374,1,1,5,5D,0,0,S,0,,,,,,,,0,2,1,3,3,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,California Lutheran,"McCoy,Neiman",Neiman,McCoy,,105,"McCoy,Neiman","MCCOY,NEIMAN",California Lutheran,CLU,1325-3104,1,0,7,7,0,0,CB,0,,,,,,,,0,2,1,3,3,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,California Lutheran,"Johnson,Dominic",Dominic,Johnson,,105,"Johnson,Dominic","JOHNSON,DOMINIC",California Lutheran,CLU,1325-3672,1,1,9,9A,0,0,S,0,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,California Lutheran,"Nees,Drew",Drew,Nees,,105,"Nees,Drew","NEES,DREW",California Lutheran,CLU,1325-3359,1,1,10,10,0,0,LB,0,,,,,,,,0,2,6,8,8,.5,.0,.0,0,1,7,0.5,0,1,7,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,California Lutheran,"Hurley,Blake",Blake,Hurley,,105,"Hurley,Blake","HURLEY,BLAKE",California Lutheran,CLU,1325-3355,1,1,11,1A,0,0,LB,0,,,,,,,,0,5,4,9,9,1.5,.0,.0,1,1,2,0,0,0,0,2,0,0,0,0,0,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,.0,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,California Lutheran,"Murphy,Tim",Tim,Murphy,,105,"Murphy,Tim","MURPHY,TIM",California Lutheran,CLU,1325-3683,1,0,12,12,0,0,LB,0,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,California Lutheran,"Edwards,RJ",RJ,Edwards,,105,"Edwards,RJ","EDWARDS,RJ",California Lutheran,CLU,1325-3704,1,1,13,13,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,21,0,13,10.5,1,19,0,19,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,California Lutheran,"Gilbert,John",John,Gilbert,,105,"Gilbert,John","GILBERT,JOHN",California Lutheran,CLU,1325-3945,1,0,14,14,0,RB,0,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,11,26,33,7,1,11,2.4,26.0,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,California Lutheran,"Faulkner,Jacoby",Jacoby,Faulkner,,105,"Faulkner,Jacoby","FAULKNER,JACOBY",California Lutheran,CLU,1325-3662,1,0,15,15,0,0,CB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,California Lutheran,"Merkel,TeNorris",TeNorris,Merkel,,105,"Merkel,TeNorris","MERKEL,TENORRIS",California Lutheran,CLU,1325-3678,1,1,16,16,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,1,1.0,1.0,,,,,,,,,,,,,,6,83,0,41,13.8,4,99,0,40,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,California Lutheran,"Sanders,Makaio",Makaio,Sanders,,105,"Sanders,Makaio","SANDERS,MAKAIO",California Lutheran,CLU,1325-3422,1,1,18,1C,0,0,DL,0,,,,,,,,0,0,2,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,California Lutheran,"Woodworth,Tyler",Tyler,Woodworth,,105,"Woodworth,Tyler","WOODWORTH,TYLER",California Lutheran,CLU,1325-3702,1,1,18,18,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,93,2,42,31.0,,,,,,0,2,0,0,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,California Lutheran,"Talbert Jr.,Marcus",Marcus,Talbert Jr.,,105,"Talbert Jr.,Marcus","TALBERT JR.,MARCUS",California Lutheran,CLU,1325-3388,1,1,19,19,0,0,CB,0,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,California Lutheran,"Allen,Josiah",Josiah,Allen,,105,"Allen,Josiah","ALLEN,JOSIAH",California Lutheran,CLU,1325-3946,1,0,21,2B,0,0,CB,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,California Lutheran,"Rogozik,Zach",Zach,Rogozik,,105,"Rogozik,Zach","ROGOZIK,ZACH",California Lutheran,CLU,1325-3688,1,0,22,22,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-4,0,4,0,0,-4.0,-4.0,,,,,,,,,,,,,,2,3,0,5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,California Lutheran,"Alarcon,Christian",Christian,Alarcon,,105,"Alarcon,Christian","ALARCON,CHRISTIAN",California Lutheran,CLU,1325-3948,1,0,23,23,0,0,S,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,California Lutheran,"Albanez,Anthony",Anthony,Albanez,,105,"Albanez,Anthony","ALBANEZ,ANTHONY",California Lutheran,CLU,1325-3951,1,0,26,26,0,0,S,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,California Lutheran,"Barbadillo,Jordan",Jordan,Barbadillo,,105,"Barbadillo,Jordan","BARBADILLO,JORDAN",California Lutheran,CLU,1325-3952,1,1,27,27,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,13,21,8,0,4,1.2,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,California Lutheran,"Jimenez,Derek",Derek,Jimenez,,105,"Jimenez,Derek","JIMENEZ,DEREK",California Lutheran,CLU,1325-3959,1,0,34,3D,0,0,CB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,California Lutheran,"Lambert,Jayden",Jayden,Lambert,,105,"Lambert,Jayden","LAMBERT,JAYDEN",California Lutheran,CLU,1325-3673,1,0,35,35,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,208,44,0,0,1,0,0,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,California Lutheran,"Gove,Jacob",Jacob,Gove,,105,"Gove,Jacob","GOVE,JACOB",California Lutheran,CLU,1325-3001,1,0,38,38,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,California Lutheran,"Bowers,Logan",Logan,Bowers,,105,"Bowers,Logan","BOWERS,LOGAN",California Lutheran,CLU,1325-3650,1,1,42,42,0,0,LB,0,,,,,,,,0,7,4,11,11,1.5,.0,.0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,California Lutheran,"Montegna,Matthew",Matthew,Montegna,,105,"Montegna,Matthew","MONTEGNA,MATTHEW",California Lutheran,CLU,1325-3679,1,0,47,47,0,0,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,0,0,0,0,.0,3,2,0,0,0,0,0,0,0,0,0,0,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,California Lutheran,"Guzman,Tyler",Tyler,Guzman,,105,"Guzman,Tyler","GUZMAN,TYLER",California Lutheran,CLU,1325-3393,1,0,52,52,0,0,LB,0,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
