season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats,pass_stats,receiving_stats,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,kickreturn_stats,puntreturn_stats,interception_return_stats,fumblereturn_stats,fumble_stats_number,fumble_stats_number_lost,scoring_stats,fumble_stats,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,defense_stats,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,La Verne,"Kiess,Andrew",Andrew,Kiess,,341,"Kiess,Andrew","KIESS,ANDREW",La Verne,ULV,1162-4260,1,1,77,77,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,La Verne,"Gillis,Kasey",Kasey,Gillis,,341,"Gillis,Kasey","GILLIS,KASEY",La Verne,ULV,1162-3523,1,1,81,81,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,39,0,17,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,La Verne,"Aguilar,Leonardo",Leonardo,Aguilar,,341,"Aguilar,Leonardo","AGUILAR,LEONARDO",La Verne,ULV,1162-3496,1,0,82,82,0,WR,0,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,La Verne,"Chavez,Nicholas",Nicholas,Chavez,,341,"Chavez,Nicholas","CHAVEZ,NICHOLAS",La Verne,ULV,1162-4269,1,0,90,90,0,0,DL,0,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,La Verne,"Vega,JonLuke",JonLuke,Vega,,341,"Vega,JonLuke","VEGA,JONLUKE",La Verne,ULV,1162-3843,1,1,92,92,0,0,DL,0,,,,,,,,0,2,0,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,La Verne,"Johnson,Trevor",Trevor,Johnson,,341,"Johnson,Trevor","JOHNSON,TREVOR",La Verne,ULV,1162-4272,1,0,97,97,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,La Verne,"Vega,David",David,Vega,,341,"Vega,David","VEGA,DAVID",La Verne,ULV,1162-3569,1,0,99,99,0,0,DL,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Chapman,"Buck,Andrew",Andrew,Buck,,134,"Buck,Andrew","BUCK,ANDREW",Chapman,CHA,1150-3637,1,1,0,0,0,0,LB,0,,,,,,,,0,3,6,9,9,2.0,.0,.0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Chapman,"Henjum,Kash",Kash,Henjum,,134,"Henjum,Kash","HENJUM,KASH",Chapman,CHA,1150-3622,1,1,0,0X,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,106,1,32,21.2,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Chapman,"Crowell,Robert",Robert,Crowell,,134,"Crowell,Robert","CROWELL,ROBERT",Chapman,CHA,1150-3601,1,0,1,1X,0,0,LB,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Chapman,"Brandt,Eli",Eli,Brandt,,134,"Brandt,Eli","BRANDT,ELI",Chapman,CHA,1150-3601,1,0,1,1,0,QB,0,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,4,-20,0,20,0,0,-5.0,-20.0,20,4,33,1,175,1,28,14,107.1,6.25,12.50,175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Chapman,"Hughes,Sawyer",Sawyer,Hughes,,134,"Hughes,Sawyer","HUGHES,SAWYER",Chapman,CHA,1150-3144,1,0,2,2X,0,0,DB,0,,,,,,,,0,3,3,6,6,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Chapman,"Castro,Nathan",Nathan,Castro,,134,"Castro,Nathan","CASTRO,NATHAN",Chapman,CHA,1150-3405,1,0,2,2,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,0,8,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Chapman,"Gaudi,Jacob",Jacob,Gaudi,,134,"Gaudi,Jacob","GAUDI,JACOB",Chapman,CHA,1150-3130,1,1,3,3,0,0,S,0,,,,,,,,0,4,1,5,5,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Chapman,"Jones,Kelton",Kelton,Jones,,134,"Jones,Kelton","JONES,KELTON",Chapman,CHA,1150-3411,1,1,4,4,0,0,LB,0,,,,,,,,0,3,3,6,6,1.0,.0,.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Chapman,"McKevitt,Ryan",Ryan,McKevitt,,134,"McKevitt,Ryan","MCKEVITT,RYAN",Chapman,CHA,1150-3624,1,0,4,4X,0,RB,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,1,56,56.0,1,25,0,25,25.0,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Chapman,"Huss,Fischer",Fischer,Huss,,134,"Huss,Fischer","HUSS,FISCHER",Chapman,CHA,1150-3127,1,1,5,5,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,34,38,4,0,9,2.4,34.0,,,,,,,,,,,,,,1,10,0,10,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Chapman,"Treibatch,Jake",Jake,Treibatch,,134,"Treibatch,Jake","TREIBATCH,JAKE",Chapman,CHA,1150-3630,1,0,5,5X,0,0,LB,0,,,,,,,,0,2,1,3,3,.0,.0,.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Chapman,"Palmer,Raegan",Raegan,Palmer,,134,"Palmer,Raegan","PALMER,RAEGAN",Chapman,CHA,1150-3640,1,1,6,6,0,0,DB,0,,,,,,,,0,5,3,8,8,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Chapman,"Grossman,Miles",Miles,Grossman,,134,"Grossman,Miles","GROSSMAN,MILES",Chapman,CHA,1150-3140,1,1,7,7,0,0,DB,0,,,,,,,,0,1,2,3,3,.0,.0,.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Chapman,"Tagaloa,Noah",Noah,Tagaloa,,134,"Tagaloa,Noah","TAGALOA,NOAH",Chapman,CHA,1150-3628,1,0,8,8X,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Chapman,"Gomez,Gabe",Gabe,Gomez,,134,"Gomez,Gabe","GOMEZ,GABE",Chapman,CHA,1150-3608,1,0,9,9,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Chapman,"Underwood,Jake",Jake,Underwood,,134,"Underwood,Jake","UNDERWOOD,JAKE",Chapman,CHA,1150-3631,1,0,9,9X,0,0,LB,0,,,,,,,,0,1,8,9,9,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Chapman,"McKelheer,Brady",Brady,McKelheer,,134,"McKelheer,Brady","MCKELHEER,BRADY",Chapman,CHA,1150-3619,1,1,10,10,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,22,0,52,0,10,6,103.7,5.20,8.67,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Chapman,"Green,Bo",Bo,Green,,134,"Green,Bo","GREEN,BO",Chapman,CHA,1150-3114,1,0,10,1Z,0,0,DB,0,,,,,,,,0,2,1,3,3,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Chapman,"Brophy,Colin",Colin,Brophy,,134,"Brophy,Colin","BROPHY,COLIN",Chapman,CHA,1150-3120,1,1,11,11,0,0,DL,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Chapman,"Post,Kaulin",Kaulin,Post,,134,"Post,Kaulin","POST,KAULIN",Chapman,CHA,1150-3136,1,0,12,12,0,0,LB,0,,,,,,,,0,0,1,1,1,.5,.0,.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Chapman,"Padalino,Alexander",Alexander,Padalino,,134,"Padalino,Alexander","PADALINO,ALEXANDER",Chapman,CHA,1150-3415,1,0,13,13,0,0,DB,0,,,,,,,,0,0,2,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Chapman,"Kubicheck,Mason",Mason,Kubicheck,,134,"Kubicheck,Mason","KUBICHECK,MASON",Chapman,CHA,1150-3139,1,1,15,15,0,0,LB,0,,,,,,,,0,2,5,7,7,.5,.0,.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Chapman,"Pucci,Emilio",Emilio,Pucci,,134,"Pucci,Emilio","PUCCI,EMILIO",Chapman,CHA,1150-3126,1,1,17,17,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,55,0,33,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Chapman,"Casey,JJ",JJ,Casey,,134,"Casey,JJ","CASEY,JJ",Chapman,CHA,1150-3132,1,0,22,2B,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,5,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Chapman,"Santiaguel,Ethan",Ethan,Santiaguel,,134,"Santiaguel,Ethan","SANTIAGUEL,ETHAN",Chapman,CHA,1150-3812,1,0,23,23,0,0,LB,0,,,,,,,,0,0,3,3,3,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Chapman,"Nino,Nick",Nick,Nino,,134,"Nino,Nick","NINO,NICK",Chapman,CHA,1150-3639,1,0,25,25,0,0,DB,0,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Chapman,"Manzano,Brendon",Brendon,Manzano,,134,"Manzano,Brendon","MANZANO,BRENDON",Chapman,CHA,1150-3116,1,1,27,27,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,26,0,17,6.5,3,61,0,28,20.3,,,,,,,,,,,,,,,,,,,,,,2,34,0,34,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Chapman,"Latu,Andrew",Andrew,Latu,,134,"Latu,Andrew","LATU,ANDREW",Chapman,CHA,1150-3111,1,0,28,28,0,RB,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,6,25,25,0,1,7,4.2,25.0,,,,,,,,,,,,,,4,10,0,6,2.5,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Chapman,"Farivar,Olivar",Olivar,Farivar,,134,"Farivar,Olivar","FARIVAR,OLIVAR",Chapman,CHA,1150-3605,1,1,32,2H,0,0,DB,0,,,,,,,,0,2,2,4,4,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Chapman,"Labrador,Aidan",Aidan,Labrador,,134,"Labrador,Aidan","LABRADOR,AIDAN",Chapman,CHA,1150-3804,1,0,29,2I,0,0,CB,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Chapman,"Cannan,RJ",RJ,Cannan,,134,"Cannan,RJ","CANNAN,RJ",Chapman,CHA,1150-3602,1,1,31,31,0,0,LB,0,,,,,,,,0,3,4,7,7,.0,.0,.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Chapman,"Broch,Brandon",Brandon,Broch,,134,"Broch,Brandon","BROCH,BRANDON",Chapman,CHA,1150-3115,1,0,33,33,0,0,LB,0,,,,,,,,0,0,2,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Chapman,"McKelheer,Carson",Carson,McKelheer,,134,"McKelheer,Carson","MCKELHEER,CARSON",Chapman,CHA,1150-3621,1,0,34,34,0,0,LB,0,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Chapman,"Nichols,Carson",Carson,Nichols,,134,"Nichols,Carson","NICHOLS,CARSON",Chapman,CHA,1150-3414,1,0,37,37,0,0,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1,0,0,0,0,0,0,6,6,6,7,315,59,0,0,0,1,2,45.0,,,,,,,,,,,1,1,31,0,100.0,3,3,0,0,0,0,0,0,0,0,0,0,5,198,0,0,39.6
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Chapman,"Yates,Aiden",Aiden,Yates,,134,"Yates,Aiden","YATES,AIDEN",Chapman,CHA,1150-3421,1,0,40,40,0,0,LB,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Chapman,"Manning,Ryan",Ryan,Manning,,134,"Manning,Ryan","MANNING,RYAN",Chapman,CHA,1150-3143,1,0,45,45,0,0,LB,0,,,,,,,,0,2,0,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Chapman,"Forti,Lane",Lane,Forti,,134,"Forti,Lane","FORTI,LANE",Chapman,CHA,1150-3137,1,1,52,52,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Chapman,"Hernandez,Ryan",Ryan,Hernandez,,134,"Hernandez,Ryan","HERNANDEZ,RYAN",Chapman,CHA,1150-3877,1,0,54,54,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Chapman,"Jones,Luke",Luke,Jones,,134,"Jones,Luke","JONES,LUKE",Chapman,CHA,1150-3138,1,1,55,55,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
