season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats,pass_stats,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats,kickreturn_stats,puntreturn_stats,interception_return_stats,fumblereturn_stats,fumble_stats,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,receiving_stats,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,scoring_stats,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,fumble_stats_number,fumble_stats_number_lost,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt,fumblereturn_stats_number,fumblereturn_stats_yards,fumblereturn_stats_touchdowns,fumblereturn_stats_longest_interception_return,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,composite_score,global_rank,rating
2026-27,football,Southern Athletic Association (SAA),saa,Sewanee,"Gibbs,James",James,Gibbs,,652,"Gibbs,James","GIBBS,JAMES",Sewanee,SEW,1321-3725,1,0,45,45,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,2,6,6,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11613530465073338,75,87
2026-27,football,Southern Athletic Association (SAA),saa,Sewanee,"Tidwell,Benji",Benji,Tidwell,,652,"Tidwell,Benji","TIDWELL,BENJI",Sewanee,SEW,1321-3180,1,1,33,28,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,6,6,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11613530465073338,76,87
2026-27,football,Southern Athletic Association (SAA),saa,Southwestern,"Balderas,Jude",Jude,Balderas,,8746,"Balderas,Jude","BALDERAS,JUDE",Southwestern,SWU,1322-3033,1,1,31,31,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,3,3,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10336655774192316,77,87
2026-27,football,Southern Athletic Association (SAA),saa,Sewanee,"Clark,Albert",Albert,Clark,,652,"Clark,Albert","CLARK,ALBERT",Sewanee,SEW,1321-3307,1,1,8,8,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,3,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10336655774192316,78,87
2026-27,football,Southern Athletic Association (SAA),saa,Centre,"Russell,Kaiden",Kaiden,Russell,,132,"Russell,Kaiden","RUSSELL,KAIDEN",Centre,CEN,1268-3362,1,1,99,9I,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,3,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10336655774192316,79,86
2026-27,football,Southern Athletic Association (SAA),saa,Rhodes,"Gavin,Jamieson",Jamieson,Gavin,,573,"Gavin,Jamieson","GAVIN,JAMIESON",Rhodes,RHO,1390-5149,1,0,80,80,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,45,0,17,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0910975037348554,80,86
2026-27,football,Southern Athletic Association (SAA),saa,Millsaps,"Rogers ll,Kevin",Kevin,Rogers ll,,426,"Rogers ll,Kevin","ROGERS LL,KEVIN",Millsaps,MC,1282-3038,1,0,25,25,0,RB,0,0,,,1,1,0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,63,63,0,0,45,12.6,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04633229181939397,81,86
2026-27,football,Southern Athletic Association (SAA),saa,Rhodes,"Smith,Austin",Austin,Smith,,573,"Smith,Austin","SMITH,AUSTIN",Rhodes,RHO,1390-4566,1,1,1,1,0,WR,0,0,,,2,27,0,14,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,40,0,15,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02397509866535391,82,86
2026-27,football,Southern Athletic Association (SAA),saa,Berry,Zavion Plunkett,Zavion,Plunkett,,973,Zavion Plunkett,"PLUNKETT,ZAVION",Berry,BERRY,838-3363,1,1,3,3,0,WR,0,0,,,1,27,0,27,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02397509866535391,83,86
2026-27,football,Southern Athletic Association (SAA),saa,Berry,Miles Hamby,Miles,Hamby,,973,Miles Hamby,"HAMBY,MILES",Berry,BERRY,838-3111,1,0,88,88,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,44,44,0,0,1,0,0,44.0,,,,,,,,,,0.011413951590434568,84,86
2026-27,football,Southern Athletic Association (SAA),saa,Berry,Abe Blanco,Abe,Blanco,,973,Abe Blanco,"BLANCO,ABE",Berry,BERRY,838-3326,1,1,79,79,0,OT,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,85,86
2026-27,football,Southern Athletic Association (SAA),saa,Rhodes,"Aurelien,Juelz",Juelz,Aurelien,,573,"Aurelien,Juelz","AURELIEN,JUELZ",Rhodes,RHO,1390-4966,1,1,7,7A,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,86,86
2026-27,football,Southern Athletic Association (SAA),saa,Berry,Baker Kimbrel,Baker,Kimbrel,,973,Baker Kimbrel,"KIMBREL,BAKER",Berry,BERRY,838-3549,1,0,82,82,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,159,0,0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,87,85
2026-27,football,Southern Athletic Association (SAA),saa,Maryville College,"Baldwin,Trent",Trent,Baldwin,,396,"Baldwin,Trent","BALDWIN,TRENT",Maryville College,MAR,1027-2144,1,0,62,62,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,88,85
2026-27,football,Southern Athletic Association (SAA),saa,Rhodes,"Bangert,Layne",Layne,Bangert,,573,"Bangert,Layne","BANGERT,LAYNE",Rhodes,RHO,1390-4969,1,1,92,92,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,89,85
2026-27,football,Southern Athletic Association (SAA),saa,Maryville College,"Barnard,Chase",Chase,Barnard,,396,"Barnard,Chase","BARNARD,CHASE",Maryville College,MAR,1027-2471,1,0,87,9O,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,90,85
2026-27,football,Southern Athletic Association (SAA),saa,Sewanee,"Bergsrud,Caden",Caden,Bergsrud,,652,"Bergsrud,Caden","BERGSRUD,CADEN",Sewanee,SEW,1321-3333,1,0,68,68,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,91,85
2026-27,football,Southern Athletic Association (SAA),saa,Millsaps,"Beychok,Joshua",Joshua,Beychok,,426,"Beychok,Joshua","BEYCHOK,JOSHUA",Millsaps,MC,1282-2896,1,0,60,60,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,92,85
2026-27,football,Southern Athletic Association (SAA),saa,Maryville College,"Boldin,Caleb",Caleb,Boldin,,396,"Boldin,Caleb","BOLDIN,CALEB",Maryville College,MAR,1027-2514,1,1,58,9F,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,93,85
2026-27,football,Southern Athletic Association (SAA),saa,Sewanee,"Branch,Swift",Swift,Branch,,652,"Branch,Swift","BRANCH,SWIFT",Sewanee,SEW,1321-3341,1,1,10,10,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,94,85
2026-27,football,Southern Athletic Association (SAA),saa,Rhodes,"Bryant,Jackson",Jackson,Bryant,,573,"Bryant,Jackson","BRYANT,JACKSON",Rhodes,RHO,1390-5146,1,1,72,72,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,95,84
2026-27,football,Southern Athletic Association (SAA),saa,Berry,Bryson Hill,Bryson,Hill,,973,Bryson Hill,"HILL,BRYSON",Berry,BERRY,838-3188,1,1,70,70,0,OG,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,96,84
2026-27,football,Southern Athletic Association (SAA),saa,Maryville College,"Buggs III,Lee",Lee,Buggs III,,396,"Buggs III,Lee","BUGGS III,LEE",Maryville College,MAR,1027-2440,1,0,10,8O,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,97,84
2026-27,football,Southern Athletic Association (SAA),saa,Centre,"Carrico,Jake",Jake,Carrico,,132,"Carrico,Jake","CARRICO,JAKE",Centre,CEN,1268-2848,1,0,18,18,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,98,84
2026-27,football,Southern Athletic Association (SAA),saa,Southwestern,"Clinton,Tristan",Tristan,Clinton,,8746,"Clinton,Tristan","CLINTON,TRISTAN",Southwestern,SWU,1322-3057,1,0,73,73,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,99,84
2026-27,football,Southern Athletic Association (SAA),saa,Maryville College,"Colton,Ethan",Ethan,Colton,,396,"Colton,Ethan","COLTON,ETHAN",Maryville College,MAR,1027-2443,1,1,55,9D,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100,84
2026-27,football,Southern Athletic Association (SAA),saa,Millsaps,"Contreras,Erik",Erik,Contreras,,426,"Contreras,Erik","CONTRERAS,ERIK",Millsaps,MC,1282-2521,1,1,77,77,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,101,84
2026-27,football,Southern Athletic Association (SAA),saa,Rhodes,"Crimm,William",William,Crimm,,573,"Crimm,William","CRIMM,WILLIAM",Rhodes,RHO,1390-4980,1,1,75,75,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,102,84
2026-27,football,Southern Athletic Association (SAA),saa,Sewanee,"Cunningham,Mekhi",Mekhi,Cunningham,,652,"Cunningham,Mekhi","CUNNINGHAM,MEKHI",Sewanee,SEW,1321-3715,1,1,64,64,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,103,83
2026-27,football,Southern Athletic Association (SAA),saa,Sewanee,"Curtis,Jared",Jared,Curtis,,652,"Curtis,Jared","CURTIS,JARED",Sewanee,SEW,1321-3716,1,0,13,13,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.0,104,83
2026-27,football,Southern Athletic Association (SAA),saa,Millsaps,"Dates,Cornelious",Cornelious,Dates,,426,"Dates,Cornelious","DATES,CORNELIOUS",Millsaps,MC,1282-2879,1,0,12,12,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,105,83
2026-27,football,Southern Athletic Association (SAA),saa,Rhodes,"Davis,JD",JD,Davis,,573,"Davis,JD","DAVIS,JD",Rhodes,RHO,1390-4589,1,1,0,0,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,106,83
2026-27,football,Southern Athletic Association (SAA),saa,Maryville College,"Davis,Turner",Turner,Davis,,396,"Davis,Turner","DAVIS,TURNER",Maryville College,MAR,1027-2476,1,0,37,9W,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,107,83
2026-27,football,Southern Athletic Association (SAA),saa,Rhodes,"DeHaan,Isaac",Isaac,DeHaan,,573,"DeHaan,Isaac","DEHAAN,ISAAC",Rhodes,RHO,1390-4593,1,1,64,64,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,108,83
2026-27,football,Southern Athletic Association (SAA),saa,Millsaps,"Dempsey,Ben",Ben,Dempsey,,426,"Dempsey,Ben","DEMPSEY,BEN",Millsaps,MC,1282-3195,1,0,25,2F,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,109,83
2026-27,football,Southern Athletic Association (SAA),saa,Southwestern,"Diosdado,Matthew",Matthew,Diosdado,,8746,"Diosdado,Matthew","DIOSDADO,MATTHEW",Southwestern,SWU,1322-2806,1,1,50,50,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,110,82
2026-27,football,Southern Athletic Association (SAA),saa,Sewanee,"Donnelly,Bo",Bo,Donnelly,,652,"Donnelly,Bo","DONNELLY,BO",Sewanee,SEW,1321-3574,1,0,19,19,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,111,82
2026-27,football,Southern Athletic Association (SAA),saa,Southwestern,"Duckett,Duntavian",Duntavian,Duckett,,8746,"Duckett,Duntavian","DUCKETT,DUNTAVIAN",Southwestern,SWU,1322-3194,1,0,90,90,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,112,82
2026-27,football,Southern Athletic Association (SAA),saa,Maryville College,"Duke,Nick",Nick,Duke,,396,"Duke,Nick","DUKE,NICK",Maryville College,MAR,1027-2480,1,0,12,1V,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,113,82
2026-27,football,Southern Athletic Association (SAA),saa,Millsaps,"Dyess,Kamden",Kamden,Dyess,,426,"Dyess,Kamden","DYESS,KAMDEN",Millsaps,MC,1282-2900,1,0,52,52,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,114,82
2026-27,football,Southern Athletic Association (SAA),saa,Maryville College,"Espy,Jaeden",Jaeden,Espy,,396,"Espy,Jaeden","ESPY,JAEDEN",Maryville College,MAR,1027-2653,1,0,51,51,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,115,82
2026-27,football,Southern Athletic Association (SAA),saa,Southwestern,"Esquivel,Santiago",Santiago,Esquivel,,8746,"Esquivel,Santiago","ESQUIVEL,SANTIAGO",Southwestern,SWU,1322-2589,1,1,75,75,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,116,82
2026-27,football,Southern Athletic Association (SAA),saa,Millsaps,"Finley,Laquarrious",Laquarrious,Finley,,426,"Finley,Laquarrious","FINLEY,LAQUARRIOUS",Millsaps,MC,1282-3223,1,0,78,78,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,117,82
2026-27,football,Southern Athletic Association (SAA),saa,Sewanee,"Foster,Shooter",Shooter,Foster,,652,"Foster,Shooter","FOSTER,SHOOTER",Sewanee,SEW,1321-3722,1,0,97,97,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,118,81
2026-27,football,Southern Athletic Association (SAA),saa,Southwestern,"Fowles,Gavin",Gavin,Fowles,,8746,"Fowles,Gavin","FOWLES,GAVIN",Southwestern,SWU,1322-3196,1,0,66,66,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,119,81
2026-27,football,Southern Athletic Association (SAA),saa,Millsaps,"Gaines,Aden",Aden,Gaines,,426,"Gaines,Aden","GAINES,ADEN",Millsaps,MC,1282-2660,1,1,71,71,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,120,81
2026-27,football,Southern Athletic Association (SAA),saa,Centre,"Gaudy,Joe",Joe,Gaudy,,132,"Gaudy,Joe","GAUDY,JOE",Centre,CEN,1268-2859,1,1,70,70,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,121,81
2026-27,football,Southern Athletic Association (SAA),saa,Maryville College,"Gilliam,Ben",Ben,Gilliam,,396,"Gilliam,Ben","GILLIAM,BEN",Maryville College,MAR,1027-2228,1,0,96,96,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,122,81
2026-27,football,Southern Athletic Association (SAA),saa,Rhodes,"Glasser,Sam",Sam,Glasser,,573,"Glasser,Sam","GLASSER,SAM",Rhodes,RHO,1390-5148,1,1,78,78,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,123,81
