conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,goal_stats_hat_tricks,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_misc10,penalty_stats_miscgame,penalty_stats_miscgross,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_total_faceoffs,misc_stats_faceoff_win_pct,misc_stats_faceoffs_won_pct,misc_stats_plus,misc_stats_minus,misc_stats_plusminus,misc_stats_blocks,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_saves_by_prd,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_save_pct,goalie_stats_games_started,goalie_stats_penalty_shot_goals_allowed,goalie_stats_shootout_goals_allowed,goalie_stats_goals_against_avg,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_pct,shot_stats_penalty_shot_goals,shot_stats_penalty_shots_attempted,z_shot_stats_points,z_shot_stats_goals,z_shot_stats_assists,z_misc_stats_plusminus,z_penalty_stats_minutes,composite_score,rank,rating
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-River Falls,"Pool, Sami",,0,2,14,0,0,,0,0,0,1,1,0,0,0,0,2,04:00,0,0,0,0,0,0,2,0,0,0,,0.0,17,2,15,3,,,,,,,,,,,,,,,,,,0,42,8,6,2,0.05,0,0,0.12758545948846534,-0.1459486381835755,0.33388849273139354,1.0445157023061737,,,58,60
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-River Falls,"Kadrlik, Madison",,0,3,27,0,0,,0,1,0,3,1,0,3,3,1,2,04:00,0,0,0,0,0,0,2,1,3,4,0.25,3.0,27,6,21,9,,,,,,,,,,,,,,,,,,0,86,22,9,13,0.15,0,0,1.5031620227089306,2.218098534152581,0.8403910364220359,1.4504077393550687,,,59,60
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-River Falls,"Riley, Brooklyn",,0,4,27,20,0,,0,0,0,0,0,0,5,1,0,3,06:00,0,0,0,0,0,0,3,0,0,0,,0.0,38,5,33,9,,,,,,,,,,,,,,,,,,0,78,24,19,5,0.06,0,0,1.699672960311854,0.49879149972628545,2.5287328487241774,2.2621918134528585,,,60,60
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-River Falls,"Seleski, Addie",,0,5,27,2,0,,0,0,0,0,0,0,0,0,0,4,08:00,0,0,0,0,0,0,4,2,0,2,1.0,200.0,33,12,21,11,,,,,,,,,,,,,,,,,,0,49,8,8,0,0.0,0,0,0.12758545948846534,-0.5757753967901494,0.6715568551918218,1.4504077393550687,,,61,59
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-River Falls,"Stephes, Izzy",,0,6,21,0,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,,0.0,5,2,3,0,,,,,,,,,,,,,,,,,,0,13,3,2,1,0.08,0,0,-0.3636918845188437,-0.3608620174868625,-0.34144823218946296,0.2327316282083838,,,62,59
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-River Falls,"Jones, Kylie",,0,7,27,7,0,,0,0,0,1,1,0,2,0,0,4,08:00,0,0,0,0,0,0,4,0,2,2,0.0,0.0,27,11,16,4,,,,,,,,,,,,,,,,,,0,68,21,12,9,0.13,0,0,1.4049065539074688,1.3584450169394335,1.3468935801126782,1.1121643751476562,,,63,59
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-River Falls,"McKenzie, Lily",,0,8,19,0,0,,0,0,0,1,0,0,0,1,0,0,00:00,0,0,0,0,0,0,0,58,47,105,0.552,0.81,6,2,4,3,,,,,,,,,,,,,,,,,,0,24,4,2,2,0.08,0,0,-0.2654364157173819,-0.1459486381835755,-0.34144823218946296,0.3003803010498663,,,64,58
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-River Falls,"Smythe, Amanda",,0,9,20,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,2,0,2,1.0,200.0,2,3,-1,3,,,,,,,,,,,,,,,,,,0,6,2,1,1,0.17,0,0,-0.4619473533203055,-0.3608620174868625,-0.5102824134196771,-0.03786306315754617,,,65,58
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-River Falls,"Goodreau, Megan",,0,10,27,25,0,,0,0,0,6,1,3,16,7,3,7,14:00,0,0,0,0,0,0,7,3,2,5,0.6,0.67,50,6,44,5,,,,,,,,,,,,,,,,,,0,162,73,38,35,0.22,0,0,6.514190931583483,6.946192878824895,5.736582292098246,3.006327214709166,,,66,58
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-River Falls,"Ronn, Kaitlyn",,0,11,26,3,0,,0,0,0,1,1,0,0,1,0,6,12:00,0,0,0,0,0,0,6,0,0,0,,0.0,24,6,18,21,,,,,,,,,,,,,,,,,,0,49,13,11,2,0.04,0,0,0.6188628034957744,-0.1459486381835755,1.1780593988824641,1.2474617208306211,,,67,57
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-River Falls,"Bielenberg-Howarth, Kennedi",,0,12,27,3,0,,0,0,0,1,0,0,1,0,0,2,04:00,0,0,0,0,0,0,2,0,0,0,,0.0,24,9,15,18,,,,,,,,,,,,,,,,,,0,59,4,3,1,0.02,0,0,-0.2654364157173819,-0.3608620174868625,-0.17261405095924884,1.0445157023061737,,,68,57
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-River Falls,"Larsen, Alexis",,0,13,22,0,0,,0,0,0,0,0,0,0,1,0,1,02:00,0,0,0,0,0,0,1,25,31,56,0.446,1.24,6,4,2,1,,,,,,,,,,,,,,,,,,0,27,2,1,1,0.04,0,0,-0.4619473533203055,-0.3608620174868625,-0.5102824134196771,0.1650829553669013,,,69,57
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-River Falls,"Lavergne, Madison",,0,14,27,2,0,,0,1,0,1,0,0,0,0,0,7,14:00,0,0,0,0,0,0,7,0,1,1,0.0,0.0,21,9,12,4,,,,,,,,,,,,,,,,,,0,58,10,7,3,0.05,0,0,0.32409639709138893,0.06896474111971147,0.5027226739616076,0.8415696837817264,,,70,57
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-River Falls,"Bell, Katherine",,0,15,23,2,0,,0,0,0,2,1,0,0,1,0,5,10:00,0,0,0,0,0,0,5,182,119,301,0.605,0.65,28,4,24,5,,,,,,,,,,,,,,,,,,0,72,18,10,8,0.11,0,0,1.1101401475030834,1.1435316376361464,1.00922521765225,1.653353757879516,,,71,56
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-River Falls,"Aure, MaKenna",,0,17,24,21,0,,0,0,0,1,1,0,6,1,0,5,10:00,0,0,0,0,0,0,5,0,0,0,,0.0,29,6,23,26,,,,,,,,,,,,,,,,,,0,85,37,24,13,0.15,0,0,2.9769940547308575,2.218098534152581,3.372903754875248,1.5857050850380336,,,72,56
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-River Falls,"Kadrlik, Makenna",,0,18,22,3,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,24,5,19,4,,,,,,,,,,,,,,,,,,0,37,8,7,1,0.03,0,0,0.12758545948846534,-0.3608620174868625,0.5027226739616076,1.3151103936721036,,,73,56
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-River Falls,"Lindquist, Cahlilah",,0,20,13,2,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,13,3,10,10,,,,,,,,,,,,,,,,,,0,25,8,8,0,0.0,0,0,0.12758545948846534,-0.5757753967901494,0.6715568551918218,0.7062723380987613,,,74,55
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-River Falls,"Hess, Sophia",,0,21,27,25,0,,0,0,0,1,2,1,6,2,2,6,12:00,0,0,0,0,0,0,6,369,251,620,0.595,0.68,49,8,41,14,,,,,,,,,,,,,,,,,,0,125,56,30,26,0.21,0,0,4.843847961958632,5.011972465095313,4.385908842256533,2.8033811961847186,,,75,55
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-River Falls,"Niccum, Kailey",,0,22,26,2,0,,0,0,0,3,0,0,0,3,0,8,16:00,0,0,0,0,0,0,8,2,0,2,1.0,200.0,28,4,24,7,,,,,,,,,,,,,,,,,,0,46,15,9,6,0.13,0,0,0.815373741098698,0.7137048790295725,0.8403910364220359,1.653353757879516,,,76,55
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-River Falls,"Niccum, Alexa",,0,23,27,18,0,,0,0,0,0,1,0,4,4,0,3,06:00,0,0,0,0,0,0,3,2,6,8,0.25,3.0,34,6,28,4,,,,,,,,,,,,,,,,,,0,71,31,22,9,0.13,0,0,2.387461241922087,1.3584450169394335,3.03523539241482,1.9239484492454462,,,77,54
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-River Falls,"Knowles, Gracyn",,0,24,27,0,0,,0,0,0,0,1,0,1,1,0,4,08:00,0,0,0,0,0,0,4,266,150,416,0.639,0.56,20,7,13,5,,,,,,,,,,,,,,,,,,0,64,17,9,8,0.13,0,0,1.0118846787016216,1.1435316376361464,0.8403910364220359,0.9092183566232088,,,78,54
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-River Falls,"Hixson, Payton",,0,25,13,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,1,1,0,1,,,,,,,,,,,,,,,,,,0,8,0,0,0,0.0,0,0,-0.6584582909232292,-0.5757753967901494,-0.6791165946498913,0.029785609683936322,,,79,54
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-River Falls,"O'Kane, Jordan",,0,1,24,23,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,24.0,1375:52,25.0,397.0,257724724.0,6.0,1.0,1.0,0.0,5.0,0.0,0.0,0.941,23.0,0.0,0.0,1.09,0,0,0,0,0,0.0,0,0,-0.6584582909232292,-0.5757753967901494,-0.6791165946498913,0.029785609683936322,,,80,54
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-River Falls,"Hansen, Olivia",,0,30,2,1,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,3.0,61:23,2.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.895,1.0,0.0,0.0,1.95,0,0,0,0,0,0.0,0,0,-0.6584582909232292,-0.5757753967901494,-0.6791165946498913,0.029785609683936322,,,81,53
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-River Falls,"Rader, Anna",,0,33,2,2,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,3.0,119:48,1.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.955,2.0,0.0,0.0,0.5,0,0,0,0,0,0.0,0,0,-0.6584582909232292,-0.5757753967901494,-0.6791165946498913,0.029785609683936322,,,82,53
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-River Falls,"Donna, Catt",,0,35,1,1,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,1.0,59:35,0.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,-0.6584582909232292,-0.5757753967901494,-0.6791165946498913,0.029785609683936322,,,83,53
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Stevens Point,"Wang, Sydney",,0,2,19,0,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,12,16,28,0.429,1.33,2,3,-1,2,,,,,,,,,,,,,,,,,,0,1,0,0,0,0.0,0,0,-0.6584582909232292,-0.5757753967901494,-0.6791165946498913,-0.03786306315754617,,,84,52
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Stevens Point,"Giesen, Delaney",,0,3,1,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0,0,-0.6584582909232292,-0.5757753967901494,-0.6791165946498913,0.029785609683936322,,,85,52
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Stevens Point,"Torma, Grace",,0,4,26,23,0,,0,0,0,1,0,0,1,0,0,4,08:00,0,0,0,0,0,0,4,0,0,0,,0.0,10,27,-17,25,,,,,,,,,,,,,,,,,,0,24,2,1,1,0.04,0,0,-0.4619473533203055,-0.3608620174868625,-0.5102824134196771,-1.120241828621266,,,86,52
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Stevens Point,"Pohlkamp, Molly",,0,5,27,10,0,,0,0,0,0,2,0,3,1,0,2,04:00,0,0,0,0,0,0,2,272,283,555,0.49,1.04,15,22,-7,21,,,,,,,,,,,,,,,,,,0,80,16,9,7,0.09,0,0,0.9136292099001598,0.9286182583328595,0.8403910364220359,-0.44375510020644116,,,87,52
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Stevens Point,"Novak, Riley",,0,6,27,20,0,,0,0,0,2,0,0,1,1,0,5,10:00,0,0,0,0,0,0,5,180,204,384,0.469,1.13,15,25,-10,35,,,,,,,,,,,,,,,,,,0,56,11,6,5,0.09,0,0,0.42235186589285073,0.49879149972628545,0.33388849273139354,-0.6467011187308885,,,88,51
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Stevens Point,"Neist, Gianna",,0,7,27,2,0,,0,0,0,0,0,0,0,0,0,14,28:00,0,0,0,0,0,0,14,0,0,0,,0.0,12,19,-7,23,,,,,,,,,,,,,,,,,,0,19,5,5,0,0.0,0,0,-0.1671809469159201,-0.5757753967901494,0.1650543115011794,-0.44375510020644116,,,89,51
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Stevens Point,"Ralston, Alexis",,0,8,21,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,2,4,-2,4,,,,,,,,,,,,,,,,,,0,4,1,1,0,0.0,0,0,-0.5602028221217673,-0.5757753967901494,-0.5102824134196771,-0.10551173599902866,,,90,51
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Stevens Point,"Riestenberg, Claire",,0,9,14,1,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,,0.0,2,4,-2,6,,,,,,,,,,,,,,,,,,0,12,2,0,2,0.17,0,0,-0.4619473533203055,-0.1459486381835755,-0.6791165946498913,-0.10551173599902866,,,91,50
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Stevens Point,"Engbrecht, Avery",,0,10,27,3,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,2,1,3,0.667,0.5,7,20,-13,8,,,,,,,,,,,,,,,,,,0,50,1,1,0,0.0,0,0,-0.5602028221217673,-0.5757753967901494,-0.5102824134196771,-0.849647137255336,,,92,50
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Stevens Point,"Andrle, Maddie",,0,11,20,11,0,,0,0,2,0,2,0,1,3,0,2,04:00,0,0,0,0,0,0,2,2,3,5,0.4,1.5,9,14,-5,27,,,,,,,,,,,,,,,,,,0,58,7,1,6,0.1,0,0,0.029329990687003524,0.7137048790295725,-0.5102824134196771,-0.3084577545234762,,,93,50
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Stevens Point,"Rigan, Tara",,0,12,27,0,0,,0,0,0,0,1,0,0,2,0,5,10:00,0,0,0,0,0,0,5,3,8,11,0.273,2.67,12,22,-10,31,,,,,,,,,,,,,,,,,,0,43,4,2,2,0.05,0,0,-0.2654364157173819,-0.1459486381835755,-0.34144823218946296,-0.6467011187308885,,,94,50
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Stevens Point,"Pouchnik, Amanda",,0,13,27,9,0,,0,0,0,3,1,0,1,0,0,2,04:00,0,0,0,0,0,0,2,0,0,0,,0.0,11,23,-12,41,,,,,,,,,,,,,,,,,,0,29,7,4,3,0.1,0,0,0.029329990687003524,0.06896474111971147,-0.003779869729034712,-0.7819984644138536,,,95,49
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Stevens Point,"Arneson, Skyler",,0,14,27,1,0,,0,0,0,1,0,0,0,0,0,7,14:00,0,0,0,0,0,0,7,0,1,1,0.0,0.0,10,12,-2,25,,,,,,,,,,,,,,,,,,0,20,3,2,1,0.05,0,0,-0.3636918845188437,-0.3608620174868625,-0.34144823218946296,-0.10551173599902866,,,96,49
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Stevens Point,"Rykkeli, Kendall",,0,15,27,1,0,,0,0,0,1,0,0,0,0,0,8,16:00,0,0,0,0,0,0,8,138,237,375,0.368,1.72,7,22,-15,9,,,,,,,,,,,,,,,,,,0,29,3,2,1,0.03,0,0,-0.3636918845188437,-0.3608620174868625,-0.34144823218946296,-0.9849444829383011,,,97,49
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Stevens Point,"Novack, Addison",,0,16,22,3,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,4,3,7,0.571,0.75,2,7,-5,3,,,,,,,,,,,,,,,,,,0,15,0,0,0,0.0,0,0,-0.6584582909232292,-0.5757753967901494,-0.6791165946498913,-0.3084577545234762,,,98,49
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Stevens Point,"Hansen, Aryah",,0,17,10,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,0,1,-1,0,,,,,,,,,,,,,,,,,,0,3,0,0,0,0.0,0,0,-0.6584582909232292,-0.5757753967901494,-0.6791165946498913,-0.03786306315754617,,,99,48
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Stevens Point,"Johnson, Kaiya",,0,18,27,2,0,,0,0,0,0,0,0,0,1,0,2,04:00,0,0,0,0,0,0,2,25,37,62,0.403,1.48,5,14,-9,7,,,,,,,,,,,,,,,,,,0,15,2,1,1,0.07,0,0,-0.4619473533203055,-0.3608620174868625,-0.5102824134196771,-0.5790524458894061,,,100,48
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Stevens Point,"Skelly, Abby",,0,19,25,4,0,,0,0,0,0,0,0,2,0,0,8,16:00,0,0,0,0,0,0,8,1,8,9,0.111,8.0,8,18,-10,8,,,,,,,,,,,,,,,,,,0,35,9,6,3,0.09,0,0,0.22584092828992713,0.06896474111971147,0.33388849273139354,-0.6467011187308885,,,101,48
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Stevens Point,"Weiland, Dani",,0,20,20,0,0,,0,0,0,1,0,0,0,1,0,6,20:00,0,1,0,0,0,0,5,3,0,3,1.0,300.0,6,13,-7,5,,,,,,,,,,,,,,,,,,0,29,6,2,4,0.14,0,0,-0.06892547811445829,0.2838781204229985,-0.34144823218946296,-0.44375510020644116,,,102,48
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Stevens Point,"Ahern, Natalie",,0,21,27,23,0,,0,0,0,1,1,0,1,2,0,9,18:00,0,0,0,0,0,0,9,19,34,53,0.358,1.79,14,20,-6,32,,,,,,,,,,,,,,,,,,0,67,12,7,5,0.07,0,0,0.5206073346943125,0.49879149972628545,0.5027226739616076,-0.37610642736495864,,,103,47
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Stevens Point,"Buesching, Megan",,0,22,0,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0,0,-0.6584582909232292,-0.5757753967901494,-0.6791165946498913,0.029785609683936322,,,104,47
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Stevens Point,"Yokom, Alyssa",,0,23,27,19,0,,0,1,0,0,1,0,0,0,0,11,22:00,0,0,0,0,0,0,11,0,0,0,,0.0,16,35,-19,42,,,,,,,,,,,,,,,,,,0,68,9,8,1,0.01,0,0,0.22584092828992713,-0.3608620174868625,0.6715568551918218,-1.2555391743042312,,,105,47
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Stevens Point,"Britz, Jenna",,0,24,25,3,0,,0,0,0,1,0,0,2,0,0,1,02:00,0,0,0,0,0,0,1,130,107,237,0.549,0.82,7,20,-13,9,,,,,,,,,,,,,,,,,,0,38,6,1,5,0.13,0,0,-0.06892547811445829,0.49879149972628545,-0.5102824134196771,-0.849647137255336,,,106,47
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Stevens Point,"Swanson, Claire",,0,1,6,4,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,6.0,300:19,14.0,199.0,4130413.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.934,4.0,0.0,0.0,2.8,0,0,0,0,0,0.0,0,0,-0.6584582909232292,-0.5757753967901494,-0.6791165946498913,0.029785609683936322,,,107,46
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Stevens Point,"Beck, Anne",,0,33,13,12,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,13.0,682:23,44.0,485.0,19110.0,0.0,1.0,1.0,0.0,13.0,1.0,0.0,0.917,12.0,0.0,0.0,3.87,0,0,0,0,0,0.0,0,0,-0.6584582909232292,-0.5757753967901494,-0.6791165946498913,0.029785609683936322,,,108,46
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Stevens Point,"Griege, Emily",,0,34,11,11,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,,0.0,0,0,0,0,11.0,637:36,29.0,410.0,0.0,0.0,1.0,1.0,0.0,5.0,2.0,0.0,0.934,11.0,0.0,0.0,2.73,0,0,0,0,0,0.0,0,0,-0.6584582909232292,-0.5757753967901494,-0.6791165946498913,0.029785609683936322,,,109,46
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Superior,"Kligora, Emma",,0,2,22,7,0,,0,0,0,1,0,0,0,1,0,6,12:00,0,0,0,0,0,0,6,100,101,201,0.498,1.01,8,13,-5,8,,,,,,,,,,,,,,,,,,0,26,3,1,2,0.08,0,0,-0.3636918845188437,-0.1459486381835755,-0.5102824134196771,-0.3084577545234762,,,110,46
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Superior,"Kovala, Kasja",,0,3,16,0,0,,0,0,0,0,0,0,1,1,0,1,02:00,0,0,0,0,0,0,1,95,109,204,0.466,1.15,5,14,-9,9,,,,,,,,,,,,,,,,,,0,15,4,1,3,0.2,0,0,-0.2654364157173819,0.06896474111971147,-0.5102824134196771,-0.5790524458894061,,,111,45
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Superior,"Roeske, Veda",,0,4,27,9,0,,0,0,0,0,0,0,1,0,0,10,20:00,0,0,0,0,0,0,10,0,0,0,,0.0,8,25,-17,23,,,,,,,,,,,,,,,,,,0,76,5,2,3,0.04,0,0,-0.1671809469159201,0.06896474111971147,-0.34144823218946296,-1.120241828621266,,,112,45
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Superior,"Fee, Addison",,0,7,25,10,0,,0,0,0,2,0,0,1,0,0,0,00:00,0,0,0,0,0,0,0,22,27,49,0.449,1.23,10,23,-13,13,,,,,,,,,,,,,,,,,,0,71,12,10,2,0.03,0,0,0.5206073346943125,-0.1459486381835755,1.00922521765225,-0.849647137255336,,,113,45
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Superior,"Avelar, Riley",,0,8,27,15,0,,0,0,0,0,0,0,0,0,0,5,10:00,0,0,0,0,0,0,5,1,0,1,1.0,100.0,6,26,-20,11,,,,,,,,,,,,,,,,,,0,15,1,1,0,0.0,0,0,-0.5602028221217673,-0.5757753967901494,-0.5102824134196771,-1.3231878471457137,,,114,45
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Superior,"Wharton, Jaelyn",,0,9,27,1,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,,0.0,8,11,-3,2,,,,,,,,,,,,,,,,,,0,11,3,2,1,0.09,0,0,-0.3636918845188437,-0.3608620174868625,-0.34144823218946296,-0.17316040884051118,,,115,44
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Superior,"Carrick, Aislin",,0,10,27,1,0,,0,0,0,0,0,0,0,0,0,7,14:00,0,0,0,0,0,0,7,0,0,0,,0.0,7,23,-16,20,,,,,,,,,,,,,,,,,,0,12,1,1,0,0.0,0,0,-0.5602028221217673,-0.5757753967901494,-0.5102824134196771,-1.0525931557797836,,,116,44
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Superior,"Marks, Taylee",,0,11,27,13,0,,1,0,0,0,0,0,0,0,0,5,10:00,0,0,0,0,0,0,5,0,2,2,0.0,0.0,14,24,-10,26,,,,,,,,,,,,,,,,,,0,59,5,4,1,0.02,0,0,-0.1671809469159201,-0.3608620174868625,-0.003779869729034712,-0.6467011187308885,,,117,44
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,whockey,UW-Superior,"Anderson, Maya",,0,12,27,5,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,18,39,57,0.316,2.17,2,15,-13,9,,,,,,,,,,,,,,,,,,0,31,5,4,1,0.03,0,0,-0.1671809469159201,-0.3608620174868625,-0.003779869729034712,-0.849647137255336,,,118,44
