rank,conference_code,conference,season,team,player_name,gp,mpg,ppg,rpg,apg,spg,bpg,tov_pg,composite_score,z_ppg,z_rpg,z_apg,z_spg,z_bpg,z_tov_pg
11,c2c,Coast-To-Coast Athletic Conference (C2C),2025-2026,Salisbury,J  Graves,23,28.9,14.0,2.9,1.6,1.3,0.1,2.3,0.8790358001360259,1.2004115782793416,-0.8250420689151539,-0.10369152153347241,0.9392835072079715,-0.8423590286532452,1.1501701029824778
12,c2c,Coast-To-Coast Athletic Conference (C2C),2025-2026,UC Santa Cruz,C  Breznikar,18,27.1,9.1,6.4,3.2,1.4,0.4,3.2,0.6657610887589378,0.021602498750221324,1.3269307451529688,1.6363027910282153,1.155268484801248,0.08639579781058933,2.590674406717815
13,c2c,Coast-To-Coast Athletic Conference (C2C),2025-2026,Mary Washington,K  Bates,27,25.9,8.1,4.7,1.5,1.8,0.1,1.3,0.5592672538647828,-0.21897078278633383,0.2816868068913093,-0.212441166068578,2.019208395174356,-0.8423590286532452,-0.45039023450122906
14,c2c,Coast-To-Coast Athletic Conference (C2C),2025-2026,Warren Wilson,D  Smith,17,22.5,10.1,3.7,2.6,1.4,0.3,2.3,0.5257047970987831,0.26217578028677646,-0.33316256855672566,0.9838049238175823,1.155268484801248,-0.22318914434402223,1.1501701029824778
15,c2c,Coast-To-Coast Athletic Conference (C2C),2025-2026,UC Santa Cruz,L  Wagner,26,21.3,11.7,4.4,1.5,0.3,0.5,1.8,0.521334929450056,0.6470930307452647,0.09723199425689895,-0.212441166068578,-1.2205662687247973,0.3959807399652007,0.34988993424062453
16,c2c,Coast-To-Coast Athletic Conference (C2C),2025-2026,Johnson & Wales - Charlotte,E  Smith,20,26.9,10.3,5.5,1.7,0.5,0.3,1.8,0.37981329803050207,0.3102904365940878,0.7735663072497372,0.005058123001632918,-0.7885963135382437,-0.22318914434402223,0.34988993424062453
17,c2c,Coast-To-Coast Athletic Conference (C2C),2025-2026,Mary Washington,J  Burgess,23,25.1,9.9,4.0,1.1,0.8,0.2,1.0,0.2785579328355606,0.2140611239794656,-0.14870775592231528,-0.6474397442089997,-0.1406413807584129,-0.5327740864986336,-0.9305583357463413
18,c2c,Coast-To-Coast Athletic Conference (C2C),2025-2026,Chris. Newport,E  Ward,26,24.6,8.7,6.5,0.4,0.5,1.0,1.7,0.26234371919752647,-0.07462681386440083,1.3884156826977723,-1.408687255954738,-0.7885963135382437,1.943905450738258,0.18983390049225368
19,c2c,Coast-To-Coast Athletic Conference (C2C),2025-2026,Salisbury,L  Elung,26,26.6,7.5,6.7,1.7,0.8,0.5,1.8,0.18263880534666904,-0.3633147517082668,1.5113855577873794,0.005058123001632918,-0.1406413807584129,0.3959807399652007,0.34988993424062453
20,c2c,Coast-To-Coast Athletic Conference (C2C),2025-2026,UC Santa Cruz,B  Lim,24,24.4,9.8,4.6,1.3,0.4,0.5,1.4,0.1611576666161491,0.1900037958258102,0.2202018693465055,-0.42994045513878887,-1.0045812911315204,0.3959807399652007,-0.29033420075285854
21,c2c,Coast-To-Coast Athletic Conference (C2C),2025-2026,Warren Wilson,I  Allen,21,22.5,8.0,3.4,1.4,2.0,0.1,1.3,0.09149989231846278,-0.24302811093998927,-0.5176173811911363,-0.32119081060368354,2.4511783503609093,-0.8423590286532452,-0.45039023450122906
22,c2c,Coast-To-Coast Athletic Conference (C2C),2025-2026,Chris. Newport,Z  Baskerville,22,18.1,8.1,4.5,1.4,0.9,0.5,1.4,-0.0837437517317354,-0.21897078278633383,0.15871693180170224,-0.32119081060368354,0.07534359683486391,0.3959807399652007,-0.29033420075285854
23,c2c,Coast-To-Coast Athletic Conference (C2C),2025-2026,Salisbury,C  Bounds,25,20.8,8.7,5.8,1.2,0.4,0.5,1.6,-0.18384448255989091,-0.07462681386440083,0.9580211198841476,-0.5386900996738945,-1.0045812911315204,0.3959807399652007,0.02977786674388319
24,c2c,Coast-To-Coast Athletic Conference (C2C),2025-2026,Regent,B  Goods,17,27.4,8.7,3.7,1.9,1.1,0.2,1.6,-0.26322979790193335,-0.07462681386440083,-0.33316256855672566,0.22255741207184382,0.5073135520214178,-0.5327740864986336,0.02977786674388319
25,c2c,Coast-To-Coast Athletic Conference (C2C),2025-2026,Regent,D  Clark,24,22.3,12.0,2.7,2.1,0.8,0.1,2.3,-0.3286749266832427,0.7192650152062313,-0.9480119440047606,0.440056701142055,-0.1406413807584129,-0.8423590286532452,1.1501701029824778
26,c2c,Coast-To-Coast Athletic Conference (C2C),2025-2026,Johnson & Wales - Charlotte,C  Callaway,24,22.1,11.0,3.4,0.4,0.2,0.1,0.7,-0.4019037665552565,0.4786917336696762,-0.5176173811911363,-1.408687255954738,-1.4365512463180743,-0.8423590286532452,-1.4107264369914534
27,c2c,Coast-To-Coast Athletic Conference (C2C),2025-2026,Johnson & Wales - Charlotte,N  Calhoun,23,22.3,9.1,2.6,1.0,1.2,0.0,1.0,-0.6626514437046339,0.021602498750221324,-1.0094968815495642,-0.7561893887441054,0.7232985296146944,-1.1519439708078565,-0.9305583357463413
28,c2c,Coast-To-Coast Athletic Conference (C2C),2025-2026,Warren Wilson,A  Evans,22,22.8,6.1,4.2,1.0,0.7,0.9,1.3,-0.9484245177056964,-0.7001173458594442,-0.02573788083270816,-0.7561893887441054,-0.35662635835169,1.6343205085836465,-0.45039023450122906
29,c2c,Coast-To-Coast Athletic Conference (C2C),2025-2026,Regent,A  Brown,22,20.2,7.9,4.2,0.7,0.8,0.3,1.2,-1.003452468366318,-0.2670854390936447,-0.02573788083270816,-1.0824383223494218,-0.1406413807584129,-0.22318914434402223,-0.6104462682495999
30,c2c,Coast-To-Coast Athletic Conference (C2C),2025-2026,Salisbury,A  Camper,26,29.7,9.1,2.3,2.8,0.8,0.1,2.1,-1.1071948725013032,0.021602498750221324,-1.193951694183975,1.201304212887793,-0.1406413807584129,-0.8423590286532452,0.8300580354857368
31,c2c,Coast-To-Coast Athletic Conference (C2C),2025-2026,Regent,J  Hanna,23,24.3,6.6,4.6,1.9,0.2,0.4,1.5,-1.4205851038396409,-0.5798307050911665,0.2202018693465055,0.22255741207184382,-1.4365512463180743,0.08639579781058933,-0.13027816700448766
32,c2c,Coast-To-Coast Athletic Conference (C2C),2025-2026,Johnson & Wales - Charlotte,J  Appling,23,24.0,6.5,2.7,3.0,0.7,0.1,1.6,-1.501536962819948,-0.603888033244822,-0.9480119440047606,1.418803501958004,-0.35662635835169,-0.8423590286532452,0.02977786674388319
33,c2c,Coast-To-Coast Athletic Conference (C2C),2025-2026,Warren Wilson,A  Glass,19,19.1,8.8,3.3,1.5,0.4,0.1,1.6,-1.6025118640721416,-0.05056948571074497,-0.5791023187359399,-0.212441166068578,-1.0045812911315204,-0.8423590286532452,0.02977786674388319
34,c2c,Coast-To-Coast Athletic Conference (C2C),2025-2026,Salisbury,T  Ball,23,21.7,6.1,2.8,0.9,1.3,0.3,1.1,-1.6518118965059552,-0.7001173458594442,-0.8865270064599574,-0.8649390332792108,0.9392835072079715,-0.22318914434402223,-0.7705023019979704
35,c2c,Coast-To-Coast Athletic Conference (C2C),2025-2026,UC Santa Cruz,H  Kennedy,21,20.3,6.6,2.8,2.8,0.8,0.1,1.8,-1.7107295177811765,-0.5798307050911665,-0.8865270064599574,1.201304212887793,-0.1406413807584129,-0.8423590286532452,0.34988993424062453
36,c2c,Coast-To-Coast Athletic Conference (C2C),2025-2026,Chris. Newport,I  Dozier,24,18.6,7.0,4.1,1.4,0.9,0.2,1.8,-1.76171951746431,-0.48360139247654443,-0.08722281837751199,-0.32119081060368354,0.07534359683486391,-0.5327740864986336,0.34988993424062453
37,c2c,Coast-To-Coast Athletic Conference (C2C),2025-2026,UC Santa Cruz,T  Conley,26,24.9,7.6,3.4,1.1,0.5,0.3,1.5,-1.8957250302268607,-0.3392574235546114,-0.5176173811911363,-0.6474397442089997,-0.7885963135382437,-0.22318914434402223,-0.13027816700448766
38,c2c,Coast-To-Coast Athletic Conference (C2C),2025-2026,Regent,G  Worley,21,20.0,8.0,2.2,1.3,0.4,0.1,1.3,-2.2289781549786754,-0.24302811093998927,-1.2554366317287782,-0.42994045513878887,-1.0045812911315204,-0.8423590286532452,-0.45039023450122906
39,c2c,Coast-To-Coast Athletic Conference (C2C),2025-2026,Warren Wilson,N  Cotton,22,18.5,4.1,2.8,1.1,0.3,0.9,1.0,-2.4849807548068807,-1.1812639089325545,-0.8865270064599574,-0.6474397442089997,-1.2205662687247973,1.6343205085836465,-0.9305583357463413
40,c2c,Coast-To-Coast Athletic Conference (C2C),2025-2026,Johnson & Wales - Charlotte,A  Robinson,18,12.6,3.8,3.1,0.3,0.4,0.4,0.1,-2.6227707878829394,-1.253435893393521,-0.7020721938255468,-1.5174369004898436,-1.0045812911315204,0.08639579781058933,-2.3710626394816776
41,c2c,Coast-To-Coast Athletic Conference (C2C),2025-2026,Mary Washington,J  Sewordor,27,15.7,4.0,2.6,1.3,0.8,0.0,0.6,-2.8079153090455424,-1.2053212370862099,-1.0094968815495642,-0.42994045513878887,-0.1406413807584129,-1.1519439708078565,-1.5707824707398241
42,c2c,Coast-To-Coast Athletic Conference (C2C),2025-2026,Warren Wilson,B  Crocker,22,23.5,7.4,2.0,0.9,0.5,0.0,1.2,-2.8269991653655318,-0.3873720798619223,-1.3784065068183853,-0.8649390332792108,-0.7885963135382437,-1.1519439708078565,-0.6104462682495999
43,c2c,Coast-To-Coast Athletic Conference (C2C),2025-2026,Johnson & Wales - Charlotte,C  Outlaw,23,12.1,4.0,2.6,0.3,0.7,0.3,0.5,-3.0847330693573056,-1.2053212370862099,-1.0094968815495642,-1.5174369004898436,-0.35662635835169,-0.22318914434402223,-1.7308385044881949
44,c2c,Coast-To-Coast Athletic Conference (C2C),2025-2026,Johnson & Wales - Charlotte,J  Smith,20,15.6,5.5,,,,,,,-0.8444613147813772,,,,,
45,c2c,Coast-To-Coast Athletic Conference (C2C),2025-2026,Johnson & Wales - Charlotte,W  Givens,21,12.0,5.0,,,,,,,-0.9647479555496548,,,,,
46,c2c,Coast-To-Coast Athletic Conference (C2C),2025-2026,Mary Washington,H  Hammad,27,18.5,4.9,,,,,,,-0.9888052837033102,,,,,
47,c2c,Coast-To-Coast Athletic Conference (C2C),2025-2026,Regent,I  Layne,21,15.3,4.2,,,,,,,-1.157206580778899,,,,,
48,c2c,Coast-To-Coast Athletic Conference (C2C),2025-2026,UC Santa Cruz,J  Gamez,23,14.0,4.1,,,,,,,-1.1812639089325545,,,,,
49,c2c,Coast-To-Coast Athletic Conference (C2C),2025-2026,UC Santa Cruz,M  Burrows,25,15.8,3.8,,,,,,,-1.253435893393521,,,,,
