conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,z_shot_stats_goals,z_shot_stats_assists,z_shot_stats_points,z_shot_stats_shots_on_goal,z_caution_stats_yellow_cards,z_caution_stats_red_cards,composite_score,global_rank,rating
mac,Middle Atlantic Conferences (MAC),2025-26,wsoc,Stevenson,Isabella Serano,0,,35.0,20,20,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1794:00,0.0,0.0,0.0,325.0,5.0,6.0,9.0,8.0,0.887,0.9,141.0,18.0,1793:48,20.0,20.0,0.9,0.887,0.4,7.05,-0.4633678710304313,0.1597576150186877,-0.3293839525913005,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.6124591608458302,6790,51
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wsoc,Millikin,"Bingham, Avery",0,,19.0,16,4,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.19,0.0,0.06,0.0,0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,,741:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,0.1597576150186877,-0.3293839525913005,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.6124591608458302,6791,51
saa,Southern Athletic Association (SAA),2025-26,wsoc,Oglethorpe,"Byers, Lauren",0,,29.0,15,15,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,,1260:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,0.1597576150186877,-0.3293839525913005,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.6124591608458302,6792,51
ccc,The Commonwealth Coast Conference (CCC),2025-26,wsoc,Gordon College,"Lyons, Sophie",0,,4.0,17,10,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.06,0.0,0.06,0.0,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,,763:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,0.1597576150186877,-0.3293839525913005,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.6124591608458302,6793,51
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wsoc,Redlands,"Rice, Hannah",0,,5.0,13,2,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.08,0.0,0.08,0.0,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,,311:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,0.1597576150186877,-0.3293839525913005,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.6124591608458302,6794,51
ncac,North Coast Athletic Conference (NCAC),2025-26,wsoc,John Carroll,Lucy Kuerbis,0,,2.0,17,0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.18,0.0,0.06,0.0,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,,486:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,0.1597576150186877,-0.3293839525913005,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.6124591608458302,6795,51
asc,American Southwest Conference (ASC),2025-26,wsoc,Mary Hardin-Baylor,"Pelczar, Aubrey",0,,11.0,15,1,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.13,0.0,0.07,0.0,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,,332:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,0.1597576150186877,-0.3293839525913005,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.6124591608458302,6796,51
odac,Old Dominion Athletic Conference (ODAC),2025-26,wsoc,Randolph College,"Lockette, Kyla",0,,19.0,16,13,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.13,0.0,0.06,0.0,0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,,1023:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,0.1597576150186877,-0.3293839525913005,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.6124591608458302,6797,51
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wsoc,Greenville,"Ashford, Madison",0,,0.0,20,20,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1802:00,0.0,0.0,0.0,209.0,2.0,7.0,11.0,9.0,0.794,1.1,85.0,22.0,1801:38,20.0,20.0,1.1,0.794,0.45,4.25,-0.4633678710304313,0.1597576150186877,-0.3293839525913005,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.6124591608458302,6798,51
uaa,University Athletic Association (UAA),2025-26,wsoc,Washington St. Louis,"Lanthier, Kassidy",0,,33.0,20,18,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1625:00,0.0,0.0,0.0,98.0,3.0,0.0,15.0,6.0,0.794,0.39,27.0,7.0,1622:33,18.0,20.0,0.35,0.794,0.3,1.35,-0.4633678710304313,0.1597576150186877,-0.3293839525913005,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.6124591608458302,6799,51
ccc,The Commonwealth Coast Conference (CCC),2025-26,wsoc,Nichols College,"Quesnel, Avery",0,,16.0,10,9,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,743:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,0.1597576150186877,-0.3293839525913005,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.6124591608458302,6800,51
skyline_conference,Skyline Conference,2025-26,wsoc,Manhattanville,Noemi Montenegro,0,,22.0,12,12,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,,541:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,0.1597576150186877,-0.3293839525913005,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.6124591608458302,6801,51
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,wsoc,Hamline,"Schneider, Alexi",0,,6.0,16,0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.25,0.0,0.06,0.0,0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,,366:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,0.1597576150186877,-0.3293839525913005,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.6124591608458302,6802,51
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,wsoc,Wilson College,"Schleigh, Erilyn",0,,2.0,10,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,245:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,0.1597576150186877,-0.3293839525913005,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.6124591608458302,6803,51
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wsoc,Westminster,"Chigas, Kendall",0,,20.0,17,13,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.12,0.0,0.06,0.0,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,,1396:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.4633678710304313,0.1597576150186877,-0.3293839525913005,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.6124591608458302,6804,51
e8,Empire 8 (E8),2025-26,wsoc,Nazareth,"Szeflinski, Morgan",0,,11.0,16,6,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,,687:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,0.1597576150186877,-0.3293839525913005,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.6124591608458302,6805,51
nwc,Northwest Conference (NWC),2025-26,wsoc,Linfield,"Fritz, Alexa",0,,1.0,20,20,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1800:00,0.0,0.0,0.0,150.0,5.0,5.0,10.0,9.0,0.795,0.9,70.0,18.0,1800:00,20.0,20.0,0.9,0.795,0.45,3.5,-0.4633678710304313,0.1597576150186877,-0.3293839525913005,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.6124591608458302,6806,51
ll,Liberty League (LL),2025-26,wsoc,William Smith,"Otridge, Kelsey",0,,22.0,12,3,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.17,0.0,0.08,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,,359:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,0.1597576150186877,-0.3293839525913005,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.6124591608458302,6807,51
nwc,Northwest Conference (NWC),2025-26,wsoc,Whitman,"McKean, Alex",0,,19.0,20,20,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,,1767:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,0.1597576150186877,-0.3293839525913005,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.6124591608458302,6808,51
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wsoc,California Lutheran,"Slaugh, Kelsey",0,,1.0,22,22,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1738:00,0.0,0.0,0.0,154.0,2.0,2.0,14.0,7.0,0.842,0.62,64.0,12.0,1737:00,22.0,22.0,0.55,0.842,0.318,2.91,-0.4633678710304313,0.1597576150186877,-0.3293839525913005,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.6124591608458302,6809,51
e8,Empire 8 (E8),2025-26,wsoc,St. John Fisher,"Price, Alyssa",0,,2.0,14,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.07,0.0,0.07,0.0,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,,332:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,0.1597576150186877,-0.3293839525913005,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.6124591608458302,6810,51
usa_south_athletic_confe,USA South Athletic Conference,2025-26,wsoc,Southern Virginia,"Pack, Courtney",0,,28.0,10,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,117:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,0.1597576150186877,-0.3293839525913005,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.6124591608458302,6811,51
odac,Old Dominion Athletic Conference (ODAC),2025-26,wsoc,Shenandoah,"Mays, Kamrynn",0,,15.0,10,4,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,,503:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,0.1597576150186877,-0.3293839525913005,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.6124591608458302,6812,51
ccc,The Commonwealth Coast Conference (CCC),2025-26,wsoc,Nichols College,"Hernandez, Aly",0,,23.0,16,15,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.06,0.0,0.06,0.0,0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,,1188:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,0.1597576150186877,-0.3293839525913005,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.6124591608458302,6813,51
ccc,The Commonwealth Coast Conference (CCC),2025-26,wsoc,University of Hartford,"Skoczylas, Claudia",0,,15.0,12,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,,256:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,0.1597576150186877,-0.3293839525913005,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.6124591608458302,6814,51
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,wsoc,Trine,"Burke, Isabella",0,,16.0,12,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,196:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,0.1597576150186877,-0.3293839525913005,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.6124591608458302,6815,51
pac,Presidents Athletic Conference (PAC),2025-26,wsoc,Bethany,"Juarez, Joselyn",0,,28.0,12,3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,327:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,0.1597576150186877,-0.3293839525913005,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.6124591608458302,6816,51
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wsoc,Greenville,"Unger, Brady",0,,8.0,20,19,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,1680:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,0.1597576150186877,-0.3293839525913005,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.6124591608458302,6817,51
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wsoc,Concordia Chicago,"Marecki, Michelle",0,,10.0,13,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,,210:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,0.1597576150186877,-0.3293839525913005,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.6124591608458302,6818,51
ccc,The Commonwealth Coast Conference (CCC),2025-26,wsoc,University of Hartford,"Buzas, Andrea",0,,4.0,18,14,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.11,0.0,0.06,0.0,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,,1443:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,0.1597576150186877,-0.3293839525913005,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.6124591608458302,6819,51
ncac,North Coast Athletic Conference (NCAC),2025-26,wsoc,Oberlin,"Kwiecinski, Lilly",0,,32.0,11,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,161:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,0.1597576150186877,-0.3293839525913005,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.6124591608458302,6820,51
umac,Upper Midwest Athletic Conference (UMAC),2025-26,wsoc,Bethany Lutheran,"Scherber, Marin",0,,9.0,11,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,,186:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,0.1597576150186877,-0.3293839525913005,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.6124591608458302,6821,51
lec,Little East Conference (LEC),2025-26,wsoc,Eastern Connecticut,"Babineau, Tori",0,,3.0,16,16,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,,1303:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,0.1597576150186877,-0.3293839525913005,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.6124591608458302,6822,51
ccc,The Commonwealth Coast Conference (CCC),2025-26,wsoc,Suffolk University,"Maina, Gianna",0,,5.0,15,6,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.33,0.0,0.07,0.0,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,,812:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,0.1597576150186877,-0.3293839525913005,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.6124591608458302,6823,51
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wsoc,Aurora,"Collins, Taylor",0,,6.0,14,8,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.36,0.0,0.07,0.0,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,812:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,0.1597576150186877,-0.3293839525913005,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.6124591608458302,6824,51
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,wsoc,Carleton,"Anzalone, Mia",0,,23.0,22,5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,,721:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,0.1597576150186877,-0.3293839525913005,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.6124591608458302,6825,51
saa,Southern Athletic Association (SAA),2025-26,wsoc,Millsaps,"Sanchez, Anahi",0,,9.0,16,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,,315:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,0.1597576150186877,-0.3293839525913005,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.6124591608458302,6826,51
njac,New Jersey Athletic Conference (NJAC),2025-26,wsoc,Kean,"Boberg, Georgia",0,,6.0,17,17,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.06,0.0,0.06,0.0,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,,1450:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,0.1597576150186877,-0.3293839525913005,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.6124591608458302,6827,51
lec,Little East Conference (LEC),2025-26,wsoc,UMass Dartmouth,"Widmer, Lauren",0,,22.0,14,6,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.21,0.0,0.07,0.0,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,,461:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,0.1597576150186877,-0.3293839525913005,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.6124591608458302,6828,51
nwc,Northwest Conference (NWC),2025-26,wsoc,Willamette,"Bachhuber, Elle",0,,10.0,19,19,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,,1292:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,0.1597576150186877,-0.3293839525913005,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.6124591608458302,6829,51
aec,Atlantic East Conference (AEC),2025-26,wsoc,Immaculata,"Sozzi, Marissa",0,,20.0,13,0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.23,0.0,0.08,0.0,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,140:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,0.1597576150186877,-0.3293839525913005,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.6124591608458302,6830,51
mwc,Midwest Conference (MWC),2025-26,wsoc,Cornell College,"Hartman, Sami",0,,12.0,17,17,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,,1450:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,0.1597576150186877,-0.3293839525913005,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.6124591608458302,6831,51
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,wsoc,Calvin,"Braman, Avary",0,,15.0,10,0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,,232:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,-0.4633678710304313,0.1597576150186877,-0.3293839525913005,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.6124591608458302,6832,51
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,wsoc,Trine,"Kinneer, Madison",0,,30.0,19,19,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1705:00,0.0,0.0,0.0,198.0,6.0,4.0,9.0,8.0,0.84,0.84,84.0,16.0,1705:00,19.0,19.0,0.84,0.84,0.421,4.42,-0.4633678710304313,0.1597576150186877,-0.3293839525913005,-0.5946806175223812,-0.3816427271025709,-0.07834215231130172,-0.6124591608458302,6833,51
