season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats,pass_stats,receiving_stats,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,kickreturn_stats,puntreturn_stats,interception_return_stats,fumblereturn_stats,fumble_stats,scoring_stats,defense_stats,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff,fumble_stats_number,fumble_stats_number_lost
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"Rodrigues,Henry",Henry,Rodrigues,,775,"Rodrigues,Henry","RODRIGUES,HENRY",Western New England University,WNE,1022-3945,1,0,51,51,0,0,LB,0,,,,,,,,0,3,3,6,6,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"Bartucca,Drew",Drew,Bartucca,,775,"Bartucca,Drew","BARTUCCA,DREW",Western New England University,WNE,1022-4490,1,0,52,52,0,0,LB,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"Ferrara,Dimaggio",Dimaggio,Ferrara,,775,"Ferrara,Dimaggio","FERRARA,DIMAGGIO",Western New England University,WNE,1022-4491,1,1,53,53,0,0,LB,0,,,,,,,,0,6,0,6,6,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"Feliz,Will",Will,Feliz,,775,"Feliz,Will","FELIZ,WILL",Western New England University,WNE,1022-3937,1,0,54,54,0,0,LB,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"Donahue,Garrett",Garrett,Donahue,,775,"Donahue,Garrett","DONAHUE,GARRETT",Western New England University,WNE,1022-4150,1,1,55,55,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"Malone,Joe",Joe,Malone,,775,"Malone,Joe","MALONE,JOE",Western New England University,WNE,1022-4492,1,0,55,5E,0,0,DL,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"Kolifrath,Nick",Nick,Kolifrath,,775,"Kolifrath,Nick","KOLIFRATH,NICK",Western New England University,WNE,1022-3947,1,1,59,59,0,0,LB,0,,,,,,,,0,4,4,8,8,.0,.0,.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"Shivas,Don",Don,Shivas,,775,"Shivas,Don","SHIVAS,DON",Western New England University,WNE,1022-3949,1,0,62,62,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"Colclough,Maddox",Maddox,Colclough,,775,"Colclough,Maddox","COLCLOUGH,MADDOX",Western New England University,WNE,1022-3944,1,1,70,70,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"Gertsacov,Jackson",Jackson,Gertsacov,,775,"Gertsacov,Jackson","GERTSACOV,JACKSON",Western New England University,WNE,1022-4154,1,1,71,71,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"Carino,Anthony",Anthony,Carino,,775,"Carino,Anthony","CARINO,ANTHONY",Western New England University,WNE,1022-4727,1,1,72,72,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"Quinn,Brady",Brady,Quinn,,775,"Quinn,Brady","QUINN,BRADY",Western New England University,WNE,1022-4156,1,1,75,75,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"Schaefer,Charles",Charles,Schaefer,,775,"Schaefer,Charles","SCHAEFER,CHARLES",Western New England University,WNE,1022-4157,1,0,78,78,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"Bielawa,Gavin",Gavin,Bielawa,,775,"Bielawa,Gavin","BIELAWA,GAVIN",Western New England University,WNE,1022-4501,1,0,81,81,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"Burg,James",James,Burg,,775,"Burg,James","BURG,JAMES",Western New England University,WNE,1022-4159,1,1,84,84,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"Jolly,Isaiah",Isaiah,Jolly,,775,"Jolly,Isaiah","JOLLY,ISAIAH",Western New England University,WNE,1022-4503,1,0,85,85,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"Walker,Keegan",Keegan,Walker,,775,"Walker,Keegan","WALKER,KEEGAN",Western New England University,WNE,1022-4160,1,0,88,88,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"Tokarev,Ben",Ben,Tokarev,,775,"Tokarev,Ben","TOKAREV,BEN",Western New England University,WNE,1022-4767,1,0,90,90,0,0,DL,0,,,,,,,,0,2,0,2,2,1.0,.0,.0,1,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"Surprenant,Rhys",Rhys,Surprenant,,775,"Surprenant,Rhys","SURPRENANT,RHYS",Western New England University,WNE,1022-4166,1,0,95,95,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,251,66,0,0,3,1,1,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"Digiacomo,Chris",Chris,Digiacomo,,775,"Digiacomo,Chris","DIGIACOMO,CHRIS",Western New England University,WNE,1022-4136,1,0,96,25,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Western New England University,"DuTremble,Sean",Sean,DuTremble,,775,"DuTremble,Sean","DUTREMBLE,SEAN",Western New England University,WNE,1022-4151,1,1,97,97,0,0,DL,0,,,,,,,,0,2,2,4,4,1.0,.0,.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Endicott College,"Luz,Caleb",Caleb,Luz,,8981,"Luz,Caleb","LUZ,CALEB",Endicott College,ECM,0,1,1,0,0,0,0,DL,0,,,,,,,,0,4,6,10,10,2.5,.0,.0,2,1,6,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Endicott College,"Bridgewater,Markys",Markys,Bridgewater,,8981,"Bridgewater,Markys","BRIDGEWATER,MARKYS",Endicott College,ECM,0,1,1,1,1,0,RB,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,.0,19,98,110,12,2,39,5.2,98.0,,,,,,,,,,,,,1,21,0,21,21.0,,,,,,0,2,0,0,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Endicott College,"O'Driscoll,Finn",Finn,O'Driscoll,,8981,"O'Driscoll,Finn","O'DRISCOLL,FINN",Endicott College,ECM,0,1,1,1,1D,0,0,DB,0,,,,,,,,0,1,2,3,3,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Endicott College,"Constantine,David",David,Constantine,,8981,"Constantine,David","CONSTANTINE,DAVID",Endicott College,ECM,0,1,1,2,2C,0,0,DB,0,,,,,,,,0,5,0,5,5,1.0,.0,.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Endicott College,"Barrett,Owen",Owen,Barrett,,8981,"Barrett,Owen","BARRETT,OWEN",Endicott College,ECM,0,1,0,3,3D,0,0,LB,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Endicott College,"Bachry,Mason",Mason,Bachry,,8981,"Bachry,Mason","BACHRY,MASON",Endicott College,ECM,0,1,1,4,4,0,0,DB,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Endicott College,"Daly,Brian",Brian,Daly,,8981,"Daly,Brian","DALY,BRIAN",Endicott College,ECM,0,1,1,5,5,0,0,DL,0,,,,,,,,0,3,4,7,7,2.0,.0,.0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Endicott College,"O'Brien,Michael",Michael,O'Brien,,8981,"O'Brien,Michael","O'BRIEN,MICHAEL",Endicott College,ECM,0,1,0,6,6,0,RB,0,0,,,,,,,,0,0,2,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Endicott College,"Bartley,Mike",Mike,Bartley,,8981,"Bartley,Mike","BARTLEY,MIKE",Endicott College,ECM,0,1,0,7,7K,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,288,0,0,57.6,,
2026-27,football,Conference of New England (CCC),ccc,Endicott College,"Lynch,Shea",Shea,Lynch,,8981,"Lynch,Shea","LYNCH,SHEA",Endicott College,ECM,0,1,1,7,7,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,50,50,0,0,18,8.3,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,34,1,132,1,26,14,101.5,5.08,9.43,132.0,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Endicott College,"Barrett,Danny",Danny,Barrett,,8981,"Barrett,Danny","BARRETT,DANNY",Endicott College,ECM,0,1,0,8,8,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Endicott College,"Ferguson,Nick",Nick,Ferguson,,8981,"Ferguson,Nick","FERGUSON,NICK",Endicott College,ECM,0,1,1,9,9,0,0,DL,0,,,,,,,,0,1,4,5,5,.5,.0,.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Endicott College,"Brown,Garron",Garron,Brown,,8981,"Brown,Garron","BROWN,GARRON",Endicott College,ECM,0,1,0,9,9W,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Endicott College,"Marino,Justin",Justin,Marino,,8981,"Marino,Justin","MARINO,JUSTIN",Endicott College,ECM,0,1,0,10,10,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,8,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Endicott College,"Carrara,Joe",Joe,Carrara,,8981,"Carrara,Joe","CARRARA,JOE",Endicott College,ECM,0,1,0,11,1W,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,40,0,11,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Endicott College,"Adams,Jackson",Jackson,Adams,,8981,"Adams,Jackson","ADAMS,JACKSON",Endicott College,ECM,0,1,1,11,11,0,0,DL,0,,,,,,,,0,2,2,4,4,2.0,.0,.0,2,0,26,2,2,0,26,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Endicott College,"Daughtry,Jarred",Jarred,Daughtry,,8981,"Daughtry,Jarred","DAUGHTRY,JARRED",Endicott College,ECM,0,1,0,12,12,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Endicott College,"Greene,Mike",Mike,Greene,,8981,"Greene,Mike","GREENE,MIKE",Endicott College,ECM,0,1,1,14,14,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,34,0,34,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Endicott College,"Conza,Michael",Michael,Conza,,8981,"Conza,Michael","CONZA,MICHAEL",Endicott College,ECM,0,1,0,15,1C,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Endicott College,"Leone,Mat",Mat,Leone,,8981,"Leone,Mat","LEONE,MAT",Endicott College,ECM,0,1,1,16,16,0,WR,0,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,20,0,14,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Endicott College,"Steen,Jack",Jack,Steen,,8981,"Steen,Jack","STEEN,JACK",Endicott College,ECM,0,1,1,17,17,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,8,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,0,7,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Endicott College,"Cannistraro,Ty",Ty,Cannistraro,,8981,"Cannistraro,Ty","CANNISTRARO,TY",Endicott College,ECM,0,1,1,18,18,0,0,DB,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Endicott College,"Stones,Garoid",Garoid,Stones,,8981,"Stones,Garoid","STONES,GAROID",Endicott College,ECM,0,1,0,19,19,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,230,52,0,2,0,1,1,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Endicott College,"Jean,Ethan",Ethan,Jean,,8981,"Jean,Ethan","JEAN,ETHAN",Endicott College,ECM,0,0,0,20,2J,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Endicott College,"Ferreira,Bryan",Bryan,Ferreira,,8981,"Ferreira,Bryan","FERREIRA,BRYAN",Endicott College,ECM,0,1,1,21,21,0,RB,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,12,1,16,6.0,18,90,93,3,0,15,5.0,90.0,,,,,,,,,,,,,1,53,0,53,53.0,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Endicott College,"Tirrell,Will",Will,Tirrell,,8981,"Tirrell,Will","TIRRELL,WILL",Endicott College,ECM,0,1,1,21,2D,0,0,LB,0,,,,,,,,0,2,4,6,6,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Endicott College,"Hubbard,Sam",Sam,Hubbard,,8981,"Hubbard,Sam","HUBBARD,SAM",Endicott College,ECM,0,1,0,26,26,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Endicott College,"Phelps,Jacob",Jacob,Phelps,,8981,"Phelps,Jacob","PHELPS,JACOB",Endicott College,ECM,0,1,0,28,28,0,0,DB,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,Conference of New England (CCC),ccc,Endicott College,"Shannon,Will",Will,Shannon,,8981,"Shannon,Will","SHANNON,WILL",Endicott College,ECM,0,1,1,30,30,0,0,DB,0,,,,,,,,0,1,2,3,3,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
