season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,team_name,team_id,sdrm_id,this_is_softball,pitching_stats,pitching_summary_stats,hitting_stats,fielding_stats,hitting_summary_stats,composite_score,global_rank,rating,ranking_segment
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,DeSales,Jack Sague,Jack,Sague,,20,Jack Sague,0,0DESALES,17,5,,,34,7,11,8,2,0,0,2,0,2,4,0,4,1,2,0,0,0,0,0,1,0,0,0.395,13,40,5,.800,.324,.382,21,0,3,0,0,0,0,3,0,24,.875,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,14,6,"1,8",0.13,1,8,"4,19",0.21,4,19,"2,13",0.15,2,13,"0,2",0,0,2,0,0,0,0,"5,9","5,8","13,21",18,0,0,0,66,0,0,0,10,8,0,,,,,,,,,DeSales,DESALES,0,False,,,,,,-0.9210663567426264,122,70,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Albright,Aidan Sturtevant,Aidan,Sturtevant,,16,Aidan Sturtevant,0,0ALBRIGHT,20,13,,,52,7,17,9,4,0,0,4,0,1,15,5,1,0,0,2,0,0,0,0,0,0,0,0.373,21,59,1,1.000,.327,.404,8,26,4,0,0,0,0,2,0,38,.895,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8,15,"5,18",0.28,5,18,"10,31",0.32,10,31,"8,21",0.38,8,21,"6,13",0.46,6,13,0,0,0,0,"4,10","5,5","19,36",51,0,0,0,64,0,0,0,6,18,0,,,,,,,,,Albright,ALBRIGHT,0,False,,,,,,-0.9502185080374751,123,70,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,King's,"Sutton, Jacob",Jacob,Sutton,,336,"Sutton, Jacob",0,0KINGSBB,37,37,,,117,19,33,21,10,0,0,16,0,4,33,6,0,0,3,4,0,0,0,0,0,0,0,0.376,43,144,0,.000,.282,.368,118,6,2,0,0,0,0,2,0,126,.984,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,25,29,"12,43",0.28,12,43,"19,66",0.29,19,66,"13,43",0.30,13,43,"3,9",0.33,3,9,0,0,0,0,"10,24","9,14","38,81",96,0,0,0,0,0,0,0,10,36,0,,,,,,,,,King's,KINGSBB,0,False,,,,,,-1.013625713147452,124,70,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Delaware Valley,Gavin Migliori,Gavin,Migliori,,179,Gavin Migliori,0,0DELAWARE,35,35,,,115,18,31,12,13,1,2,12,0,1,29,8,11,0,1,1,0,0,0,1,0,2,0,0.341,52,130,11,1.000,.270,.452,63,0,2,0,0,0,0,0,0,65,.969,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,19,34,"11,40",0.28,11,40,"12,56",0.21,12,56,"8,33",0.24,8,33,"10,26",0.38,10,26,0,0,0,0,"9,26","4,10","25,65",23,0,0,0,0,0,0,0,4,30,0,,,,,,,,,Delaware Valley,DELAWARE,0,False,,,,,,-1.0425090601874043,125,69,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Eastern,Leyton Bamesberger,Leyton,Bamesberger,,8968,Leyton Bamesberger,0,0EASTERN,31,31,,,115,23,29,20,5,3,3,10,0,0,17,3,8,2,2,2,0,0,0,4,1,4,0,0.307,49,129,10,.800,.252,.426,55,74,8,0,0,0,0,10,0,137,.942,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,45,22,"6,41",0.15,6,41,"13,65",0.20,13,65,"8,44",0.18,8,44,"7,27",0.26,7,27,0,0,0,0,"15,34","9,14","30,71",18,0,0,0,0,0,0,0,14,43,0,,,,,,,,,Eastern,EASTERN,0,False,,,,,,-1.140907297914644,126,69,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,FDU - Florham,Matthew Bond,Matthew,Bond,,221,Matthew Bond,0,0FDU-FLOR,20,10,,,44,8,13,6,3,1,0,6,0,2,21,10,2,1,2,0,0,0,0,1,0,1,0,0.404,18,54,3,.667,.295,.409,18,24,4,0,0,0,0,4,0,46,.913,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,9,3,"5,15",0.33,5,15,"7,26",0.27,7,26,"5,20",0.25,5,20,"1,3",0.33,1,3,0,0,0,0,"4,10","1,5","14,30",25,0,0,0,4,0,0,0,3,17,0,,,,,,,,,FDU - Florham,FDU-FLOR,0,False,,,,,,-1.188218103514986,127,69,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Eastern,Justin Dicesare,Justin,Dicesare,,8968,Justin Dicesare,0,0EASTERN,30,22,,,81,11,23,23,3,0,1,6,0,2,20,5,1,0,0,3,0,0,0,0,0,0,0,0.337,29,92,1,1.000,.284,.358,9,0,0,0,0,0,0,0,0,9,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,14,26,"7,19",0.37,7,19,"16,42",0.38,16,42,"12,33",0.36,12,33,"3,12",0.25,3,12,0,0,0,0,"4,20","9,13","26,48",16,0,0,0,94,0,0,0,8,9,0,,,,,,,,,Eastern,EASTERN,0,False,,,,,,-1.2043530338966364,128,69,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Misericordia,Jake Mcdonough,Jake,Mcdonough,,16142,Jake Mcdonough,0,0MISERICO,35,27,,,98,18,26,20,9,1,0,10,0,9,21,10,6,0,5,1,0,0,0,1,1,2,0,0.381,37,123,6,1.000,.265,.378,21,0,0,0,0,0,0,0,0,21,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,24,29,"9,27",0.33,9,27,"16,63",0.25,16,63,"11,42",0.26,11,42,"4,16",0.25,4,16,0,0,0,0,"9,24","7,14","44,78",14,0,0,0,63,0,0,0,16,25,0,,,,,,,,,Misericordia,MISERICO,0,False,,,,,,-1.2165593148587437,129,69,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Albright,Nathan Golden,Nathan,Golden,,16,Nathan Golden,0,0ALBRIGHT,15,11,,,36,8,10,7,2,2,0,7,0,0,13,2,0,0,1,0,0,0,0,0,0,0,0,0.395,16,44,0,.000,.278,.444,7,18,4,0,0,0,0,3,0,29,.862,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,7,6,"5,18",0.28,5,18,"9,25",0.36,9,25,"5,16",0.31,5,16,"4,11",0.36,4,11,0,0,0,0,"2,4","1,4","13,27",8,0,0,0,0,0,0,0,3,14,0,,,,,,,,,Albright,ALBRIGHT,0,False,,,,,,-1.2203218310352648,130,68,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Stevenson,Nick Griffin,Nick,Griffin,,21852,Nick Griffin,0,0STEVENSO,30,28,,,98,22,27,14,7,1,1,10,0,5,24,7,9,1,0,2,0,0,0,1,3,1,0,0.365,39,115,10,.900,.276,.398,30,1,4,0,0,0,0,0,0,35,.886,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,19,27,"10,23",0.43,10,23,"13,39",0.33,13,39,"11,24",0.46,11,24,"4,14",0.29,4,14,0,0,0,0,"16,42","3,4","18,43",56,0,0,0,11,0,0,0,2,14,0,,,,,,,,,Stevenson,STEVENSO,0,False,,,,,,-1.2457752754159577,131,68,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Stevens,Luke Mahala,Luke,Mahala,,679,Luke Mahala,0,0STEVENS,18,11,,,46,10,13,5,6,0,1,1,0,4,16,3,3,0,0,0,0,0,0,1,0,1,0,0.353,22,51,3,1.000,.283,.478,9,1,0,0,0,0,0,0,0,10,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,9,7,"5,21",0.24,5,21,"9,28",0.32,9,28,"3,14",0.21,3,14,"1,4",0.25,1,4,0,0,0,0,"3,5","1,1","11,28",0,0,0,0,27,0,0,0,3,16,0,,,,,,,,,Stevens,STEVENS,0,False,,,,,,-1.3272605425247521,132,68,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Lebanon Valley,Kenny Palmieri,Kenny,Palmieri,,351,Kenny Palmieri,0,0LVC,29,29,,,107,17,29,18,4,1,1,10,0,5,16,4,7,1,2,0,0,0,0,2,0,5,0,0.361,38,124,8,.875,.271,.355,50,2,1,0,0,0,0,1,0,53,.981,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,32,29,"9,44",0.20,9,44,"19,65",0.29,19,65,"14,49",0.29,14,49,"5,14",0.36,5,14,0,0,0,0,"8,22","7,12","36,75",162,0,0,0,1,0,0,0,5,42,0,,,,,,,,,Lebanon Valley,LVC,0,False,,,,,,-1.4762919464437774,133,68,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Stevenson,Liam Houghton,Liam,Houghton,,21852,Liam Houghton,0,0STEVENSO,20,14,,,47,9,11,9,1,0,3,4,0,4,17,4,1,1,0,0,0,0,0,0,0,0,0,0.345,21,55,2,.500,.234,.447,53,4,1,0,0,0,0,3,0,58,.983,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,6,12,"3,18",0.17,3,18,"6,26",0.23,6,26,"3,18",0.17,3,18,"3,8",0.38,3,8,0,0,0,0,"5,12","0,5","12,30",79,0,0,0,23,0,0,0,0,19,0,,,,,,,,,Stevenson,STEVENSO,0,False,,,,,,-1.5410461241796114,134,67,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Stevens,Kevin Villares,Kevin,Villares,,679,Kevin Villares,0,0STEVENS,26,18,,,70,15,21,7,4,1,0,9,0,0,13,3,5,1,1,0,0,0,0,1,0,1,0,0.380,27,80,6,.833,.300,.386,6,32,6,0,0,0,0,0,0,44,.864,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,17,18,"6,23",0.26,6,23,"13,34",0.38,13,34,"7,19",0.37,7,19,"1,6",0.17,1,6,0,0,0,0,"8,16","3,5","16,35",20,0,0,0,104,0,0,0,3,22,0,,,,,,,,,Stevens,STEVENS,0,False,,,,,,-1.651547931635252,135,67,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Arcadia,Gabe Diaz,Gabe,Diaz,,966,Gabe Diaz,0,0AUBB,29,29,,,91,25,26,15,1,0,0,9,0,9,6,4,14,0,2,0,0,0,0,1,1,2,0,0.404,27,111,14,1.000,.286,.297,39,40,10,0,0,0,0,7,0,89,.888,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,40,18,"8,27",0.30,8,27,"10,32",0.31,10,32,"8,25",0.32,8,25,"4,17",0.24,4,17,0,0,0,0,"16,38","4,7","22,41",81,0,0,0,0,0,0,0,8,19,0,,,,,,,,,Arcadia,AUBB,0,False,,,,,,-1.6588771452740925,136,67,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Stevenson,Vincent Licor,Vincent,Licor,,21852,Vincent Licor,0,0STEVENSO,17,11,,,33,6,8,6,3,0,1,7,0,1,16,3,2,1,0,0,0,0,0,0,1,0,0,0.390,14,41,3,.667,.242,.424,20,2,0,0,0,0,0,0,0,22,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,7,"4,17",0.24,4,17,"6,24",0.25,6,24,"3,17",0.18,3,17,"2,9",0.22,2,9,0,0,0,0,"3,5","2,4","9,26",4,0,0,0,12,0,0,0,0,19,0,,,,,,,,,Stevenson,STEVENSO,0,False,,,,,,-1.8481696537095902,137,67,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Eastern,Jj Matos,Jj,Matos,,8968,Jj Matos,0,0EASTERN,30,24,,,88,15,23,17,5,0,1,10,0,4,11,3,2,0,1,2,0,0,0,1,0,2,0,0.356,31,105,2,1.000,.261,.352,147,9,5,13,0,49,7,0,0,161,.969,56,.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,21,29,"3,34",0.09,3,34,"17,56",0.30,17,56,"10,38",0.26,10,38,"4,18",0.22,4,18,0,0,0,0,"5,14","8,14","30,65",184,0,0,0,4,0,0,0,7,36,0,,,,,,,,,Eastern,EASTERN,0,False,,,,,,-1.8541109272278808,138,66,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Misericordia,Jared Hoffman,Jared,Hoffman,,16142,Jared Hoffman,0,0MISERICO,34,23,,,88,14,21,21,6,0,2,6,0,5,20,3,5,0,1,3,0,0,0,1,0,1,0,0.314,33,103,5,1.000,.239,.375,191,7,4,0,0,0,0,17,0,202,.980,0,.000,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,.000,3,3,21,27,"4,28",0.14,4,28,"15,54",0.28,15,54,"10,38",0.26,10,38,"1,7",0.14,1,7,0,0,0,0,"9,25","10,12","28,59",28,0,0,0,77,0,0,0,10,30,0,0,0,0,0,0,0,0,0,Misericordia,MISERICO,0,False,,,,,,-2.0305541086406484,139,66,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Misericordia,Jeff Policarpio,Jeff,Policarpio,,16142,Jeff Policarpio,0,0MISERICO,21,10,,,32,4,8,5,0,0,0,10,0,5,2,2,1,1,2,0,0,0,0,1,0,1,0,0.489,8,49,2,.500,.250,.250,63,4,0,0,0,7,1,0,0,67,1.000,8,.875,0,1,0,0,0,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,.000,1,1,9,14,"3,9",0.33,3,9,"6,18",0.33,6,18,"3,12",0.25,3,12,"0,5",0,0,5,0,0,0,0,"4,10","1,2","16,25",6,0,0,0,25,0,0,0,4,8,0,0,0,0,0,0,0,0,0,Misericordia,MISERICO,0,False,,,,,,-2.1358841407239435,140,66,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Albright,Plyler Hunter,Plyler,Hunter,,16,Plyler Hunter,0,0ALBRIGHT,32,31,,,103,20,28,15,8,1,0,11,0,2,21,6,5,2,4,1,0,0,0,2,1,2,0,0.350,38,121,7,.714,.272,.369,73,3,0,0,0,0,0,1,0,76,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,29,27,"13,33",0.39,13,33,"17,57",0.30,17,57,"13,39",0.33,13,39,"8,33",0.24,8,33,0,0,0,0,"10,29","4,10","32,65",65,0,0,0,4,0,0,0,5,23,0,,,,,,,,,Albright,ALBRIGHT,0,False,,,,,,-2.144203876293929,141,66,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,King's,"Jenkins, Zach",Zach,Jenkins,,336,"Jenkins, Zach",0,0KINGSBB,35,31,,,96,19,24,18,5,1,1,12,0,2,15,5,0,0,3,1,0,0,0,1,0,1,0,0.342,34,114,0,.000,.250,.354,131,17,2,2,0,78,10,0,0,150,.987,88,.886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,29,29,"6,39",0.15,6,39,"17,58",0.29,17,58,"10,44",0.23,10,44,"0,10",0,0,10,0,0,0,0,"10,20","6,7","35,67",124,0,0,0,3,0,0,0,14,44,0,,,,,,,,,King's,KINGSBB,0,False,,,,,,-2.185607910469994,142,66,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,York,Jason Cassidy,Jason,Cassidy,,815,Jason Cassidy,0,0YC,29,15,,,59,10,15,13,0,0,1,10,0,3,14,4,1,0,1,0,0,0,0,3,0,5,0,0.389,18,73,1,1.000,.254,.305,69,8,0,0,0,2,2,9,0,77,1.000,4,.500,25,1,0,4,2,0,0,0,1,0,24.2,18,8,14,21,0,0,2,2.92,96,116,1,4,0,2,0,0,0,6,.260,2,2,22,7,"7,17",0.41,7,17,"10,34",0.29,10,34,"8,21",0.38,8,21,"1,9",0.11,1,9,0,0,0,0,"4,14","4,3","24,43",143,0,0,0,3,0,0,0,5,9,0,27,23,1,"1,1","0,2","0,1",0,"0,1",York,YC,0,False,,,,,,-2.2040028006317107,143,65,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Alvernia,Chapman Jake,Chapman,Jake,,938,Chapman Jake,0,0ALV,40,32,,,112,23,30,16,4,1,0,17,0,4,22,5,7,2,11,5,0,0,0,0,1,1,0,0.370,36,149,9,.778,.268,.321,58,2,1,0,0,0,0,0,0,61,.984,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,41,32,"9,31",0.29,9,31,"20,59",0.34,20,59,"13,47",0.28,13,47,"5,17",0.29,5,17,0,0,0,0,"8,20","8,14","53,86",35,0,0,0,44,0,0,0,29,27,0,,,,,,,,,Alvernia,ALV,0,False,,,,,,-2.2472975449956,144,65,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Stevens,Colby Ching,Colby,Ching,,679,Colby Ching,0,0STEVENS,34,29,,,94,13,26,13,4,0,0,10,0,5,22,10,5,1,2,1,0,0,0,0,0,1,0,0.373,30,112,6,.833,.277,.319,44,66,4,0,0,0,0,10,0,114,.965,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,16,31,"4,28",0.14,4,28,"16,48",0.33,16,48,"12,31",0.39,12,31,"2,11",0.18,2,11,0,0,0,0,"10,23","10,14","29,57",104,0,0,0,0,0,0,0,6,15,0,,,,,,,,,Stevens,STEVENS,0,False,,,,,,-2.31267174809194,145,65,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Misericordia,D. Horn,D.,Horn,,16142,D. Horn,0,0MISERICO,36,34,,,108,22,27,17,3,1,0,19,0,8,14,6,8,2,5,3,0,0,0,1,0,2,0,0.391,32,143,10,.800,.250,.296,17,72,5,0,0,0,0,8,0,94,.947,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,37,36,"5,32",0.16,5,32,"14,63",0.22,14,63,"10,46",0.22,10,46,"5,12",0.42,5,12,0,0,0,0,"12,25","10,18","39,77",72,0,0,0,1,0,0,0,26,33,0,,,,,,,,,Misericordia,MISERICO,0,False,,,,,,-2.3581862752337677,146,65,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Misericordia,Gabe Bunn,Gabe,Bunn,,16142,Gabe Bunn,0,0MISERICO,18,16,,,53,14,14,11,2,2,0,3,0,5,16,5,0,0,4,0,0,0,0,0,0,0,0,0.361,20,65,0,.000,.264,.377,22,1,2,0,0,0,0,0,0,25,.920,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,9,16,"6,19",0.32,6,19,"11,33",0.33,11,33,"6,20",0.30,6,20,"3,8",0.38,3,8,0,0,0,0,"5,11","4,4","20,38",130,0,0,0,0,0,0,0,8,13,0,,,,,,,,,Misericordia,MISERICO,0,False,,,,,,-2.3606321550809213,147,64,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Arcadia,Taro Pustilnik,Taro,Pustilnik,,966,Taro Pustilnik,0,0AUBB,24,14,,,51,12,11,14,4,0,0,18,0,4,15,4,0,3,2,2,0,0,0,0,0,0,0,0.440,15,77,3,.000,.216,.294,29,43,6,0,0,0,0,4,0,78,.923,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,19,10,"5,19",0.26,5,19,"9,37",0.24,9,37,"8,25",0.32,8,25,"2,12",0.17,2,12,0,0,0,0,"1,7","6,8","27,46",9,0,0,0,"0,1",0,0,1,16,19,0,,,,,,,,,Arcadia,AUBB,0,False,,,,,,-2.3879058508889055,148,64,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Stevenson,John Padousis,John,Padousis,,21852,John Padousis,0,0STEVENSO,23,19,,,44,6,12,5,3,0,0,8,0,1,13,3,2,0,1,0,0,0,0,0,0,1,0,0.396,15,54,2,1.000,.273,.341,114,6,2,3,0,19,2,0,0,122,.984,21,.905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,10,"7,20",0.35,7,20,"5,24",0.21,5,24,"4,14",0.29,4,14,"0,7",0,0,7,0,0,0,0,"7,12","0,1","12,28",2,0,0,0,1,0,0,0,3,14,0,,,,,,,,,Stevenson,STEVENSO,0,False,,,,,,-2.4581981711336907,149,64,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Hood,Matthew Stou,Matthew,Stou,,8404,Matthew Stou,0,0HOOD,38,38,,,137,25,35,15,5,1,1,9,0,11,26,7,1,1,0,0,0,0,0,3,0,3,0,0.350,45,157,2,.500,.255,.328,29,80,12,0,0,0,0,7,0,121,.901,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,37,38,"16,56",0.29,16,56,"23,88",0.26,23,88,"12,46",0.26,12,46,"8,32",0.25,8,32,0,0,0,0,"7,25","4,7","37,97",30,0,0,0,0,0,0,0,3,46,0,,,,,,,,,Hood,HOOD,0,False,,,,,,-2.46716213686175,150,64,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Delaware Valley,Nate Ludwick,Nate,Ludwick,,179,Nate Ludwick,0,0DELAWARE,32,31,,,105,4,27,18,3,1,1,9,0,2,26,7,1,0,0,0,0,0,0,1,0,3,0,0.328,35,116,1,1.000,.257,.333,164,9,2,0,0,0,0,15,0,175,.989,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,32,16,"9,37",0.24,9,37,"17,56",0.30,17,56,"13,38",0.34,13,38,"4,20",0.20,4,20,0,0,0,0,"10,28","4,6","27,57",153,0,0,0,"0,1",0,0,1,8,23,0,,,,,,,,,Delaware Valley,DELAWARE,0,False,,,,,,-2.5069872928184975,151,63,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Delaware Valley,Braedyn Kormanic,Braedyn,Kormanic,,179,Braedyn Kormanic,0,0DELAWARE,21,19,,,63,4,18,3,4,0,0,10,0,0,11,1,0,0,0,0,0,0,0,2,1,5,0,0.384,22,73,0,.000,.286,.349,58,8,2,3,0,19,4,1,0,68,.971,23,.826,0,1,0,0,0,0,0,0,0,0,1.1,0,0,0,2,0,0,0,0.00,4,4,0,0,0,0,0,0,0,0,.000,4,1,16,14,"6,20",0.30,6,20,"6,31",0.19,6,31,"1,15",0.07,1,15,"5,10",0.50,5,10,0,0,0,0,"10,22","1,3","14,34",6,0,0,0,"1,1",1.00,1,1,5,18,0,1,1,0,"0,1","0,1",0,0,"0,2",Delaware Valley,DELAWARE,0,False,,,,,,-2.529983752452656,152,63,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Alvernia,Emrich Rj,Emrich,Rj,,938,Emrich Rj,0,0ALV,25,18,,,63,11,16,12,1,0,1,10,0,1,7,2,0,1,1,0,0,0,0,3,1,4,0,0.365,20,75,1,.000,.254,.317,128,14,1,8,0,33,5,0,0,143,.993,38,.868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,18,22,"2,18",0.11,2,18,"8,38",0.21,8,38,"7,23",0.30,7,23,"3,15",0.20,3,15,0,0,0,0,"9,16","5,8","16,40",61,0,0,0,1,0,0,0,8,20,0,,,,,,,,,Alvernia,ALV,0,False,,,,,,-2.5887096861596337,153,63,batting
