season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,team_name,team_id,sdrm_id,this_is_softball,pitching_stats,pitching_summary_stats,hitting_stats,fielding_stats,hitting_summary_stats,composite_score,global_rank,rating,ranking_segment
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,York,Richard Kline,Richard,Kline,,815,Richard Kline,0,0YC,21,18,,,63,10,22,13,5,0,2,7,0,0,12,4,0,0,1,1,0,0,0,0,0,3,0,0.408,33,72,0,.000,.349,.524,57,6,1,1,1,5,4,0,0,64,.984,9,.556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,14,17,"7,23",0.30,7,23,"12,37",0.32,12,37,"9,20",0.45,9,20,"6,16",0.38,6,16,0,0,0,0,"5,12","2,6","19,41",3,0,0,0,0,0,0,0,5,15,0,,,,,,,,,York,YC,0,False,,,,,,2.2936474215517877,58,85,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Alvernia,Nelson Logan,Nelson,Logan,,938,Nelson Logan,0,0ALV,41,39,,,131,25,42,33,10,1,1,13,2,9,14,4,9,1,4,5,0,0,0,1,0,1,0,0.405,57,162,10,.900,.321,.435,118,1,2,0,0,0,0,0,0,121,.983,0,.000,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,.000,6,2,31,45,"11,49",0.22,11,49,"23,75",0.31,23,75,"18,55",0.33,18,55,"7,29",0.24,7,29,0,0,0,0,"12,26","15,18","59,94",95,0,0,0,7,0,0,0,29,30,0,0,0,0,0,0,0,0,0,Alvernia,ALV,0,False,,,,,,2.226135169349493,59,84,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,York,Joe Urban,Joe,Urban,,815,Joe Urban,0,0YC,34,32,,,127,29,40,17,15,0,4,9,0,2,26,3,4,1,1,1,0,0,0,0,0,1,0,0.367,67,140,5,.800,.315,.528,29,45,13,0,0,0,0,6,0,87,.851,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,19,40,"9,33",0.27,9,33,"20,71",0.28,20,71,"8,46",0.17,8,46,"12,36",0.33,12,36,0,0,0,0,"13,31","2,8","35,79",57,0,0,0,"1,1",1.00,1,1,7,30,0,,,,,,,,,York,YC,0,False,,,,,,2.1125252279921765,60,84,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Albright,Jack Gilmer,Jack,Gilmer,,16,Jack Gilmer,0,0ALBRIGHT,39,39,,,135,34,46,21,9,1,1,20,0,3,21,9,6,1,3,2,0,0,0,2,2,4,0,0.431,60,163,7,.857,.341,.444,49,89,15,0,0,0,0,17,0,153,.902,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,36,34,"13,42",0.31,13,42,"32,80",0.40,32,80,"19,53",0.36,19,53,"6,32",0.19,6,32,0,0,0,0,"10,26","7,13","48,91",92,0,0,0,0,0,0,0,15,46,0,,,,,,,,,Albright,ALBRIGHT,0,False,,,,,,2.0883226012882985,61,84,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Arcadia,Kevin Wheeler,Kevin,Wheeler,,966,Kevin Wheeler,0,0AUBB,42,41,,,157,37,51,33,6,0,1,19,0,10,4,2,17,3,2,4,0,0,0,3,1,5,0,0.421,60,192,20,.850,.325,.382,90,56,9,0,0,0,0,14,0,155,.942,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,10,43,58,"13,50",0.26,13,50,"26,81",0.32,26,81,"20,55",0.36,20,55,"14,23",0.61,14,23,0,0,0,0,"20,48","12,13","53,97",84,0,0,0,"1,1",1.00,1,1,13,39,0,,,,,,,,,Arcadia,AUBB,0,False,,,,,,2.0612543438590567,62,84,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,King's,"Kosar, Owen",Owen,Kosar,,336,"Kosar, Owen",0,0KINGSBB,33,33,,,102,24,35,17,4,0,1,19,0,5,8,3,2,0,3,1,0,0,0,1,0,3,0,0.465,42,130,2,1.000,.343,.412,62,70,15,0,0,0,0,12,0,147,.898,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,28,28,"12,33",0.36,12,33,"19,57",0.33,19,57,"15,38",0.39,15,38,"6,11",0.55,6,11,0,0,0,0,"17,31","6,9","39,71",74,0,0,0,0,0,0,0,8,31,0,,,,,,,,,King's,KINGSBB,0,False,,,,,,2.0597358313819245,63,84,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Alvernia,Pulcini Mike,Pulcini,Mike,,938,Pulcini Mike,0,0ALV,41,35,,,93,26,29,17,2,1,2,22,0,5,18,8,12,3,8,0,0,0,0,0,1,1,0,0.467,39,128,15,.800,.312,.419,69,59,7,0,0,0,0,14,0,135,.948,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,21,27,"7,31",0.23,7,31,"18,49",0.37,18,49,"13,28",0.46,13,28,"7,18",0.39,7,18,0,0,0,0,"11,28","5,8","38,65",124,0,0,0,7,0,0,0,6,21,0,,,,,,,,,Alvernia,ALV,0,False,,,,,,1.9879047531016931,64,83,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Arcadia,Ryan Radigan,Ryan,Radigan,,966,Ryan Radigan,0,0AUBB,40,33,,,109,25,37,18,2,0,1,17,0,12,20,7,5,3,1,2,0,0,0,0,0,2,0,0.471,42,141,8,.625,.339,.385,53,50,11,0,0,0,0,11,0,114,.904,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,32,17,"7,37",0.19,7,37,"18,56",0.32,18,56,"13,40",0.33,13,40,"4,14",0.29,4,14,0,0,0,0,"15,26","9,14","42,71",70,0,0,0,122,0,0,0,13,27,0,,,,,,,,,Arcadia,AUBB,0,False,,,,,,1.9175061254437185,65,83,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Arcadia,Derek Rivera,Derek,Rivera,,966,Derek Rivera,0,0AUBB,21,10,,,50,14,17,8,3,0,1,9,0,3,17,8,2,0,1,0,0,0,0,0,0,1,0,0.468,23,63,2,1.000,.340,.460,17,27,3,0,0,0,0,1,0,47,.936,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,8,7,"7,24",0.29,7,24,"12,35",0.34,12,35,"10,27",0.37,10,27,"2,7",0.29,2,7,0,0,0,0,"5,10","1,2","18,40",16,0,0,0,1,0,0,0,3,21,0,,,,,,,,,Arcadia,AUBB,0,False,,,,,,1.7516580010870633,66,83,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Misericordia,Owen Daminger,Owen,Daminger,,16142,Owen Daminger,0,0MISERICO,41,37,,,114,32,37,24,4,0,0,16,0,22,17,7,15,2,6,5,0,0,0,0,0,0,0,0.478,41,163,17,.882,.325,.360,63,52,6,0,0,2,0,9,0,121,.950,2,1.000,18,1,1,1,0,1,0,0,1,0,18.2,12,12,12,17,6,0,0,5.79,68,88,1,4,0,2,2,0,0,2,.265,5,6,35,31,"12,34",0.35,12,34,"22,65",0.34,22,65,"14,45",0.31,14,45,"8,20",0.40,8,20,0,0,0,0,"15,32","10,13","61,92",9,0,0,0,0,0,0,0,23,20,0,23,13,0,"2,3","3,10","1,1",0,"2,5",Misericordia,MISERICO,0,False,,,,,,1.6897461985532654,67,83,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,York,Matthew Wade,Matthew,Wade,,815,Matthew Wade,0,0YC,31,28,,,97,22,26,26,3,0,5,8,0,8,32,5,2,0,1,2,0,0,0,5,0,5,0,0.365,44,116,2,1.000,.268,.454,175,19,3,8,0,25,11,0,0,197,.985,36,.694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,23,21,"9,33",0.27,9,33,"17,58",0.29,17,58,"14,42",0.33,14,42,"5,18",0.28,5,18,0,0,0,0,"7,18","10,15","30,67",193,0,0,0,0,0,0,0,7,28,0,,,,,,,,,York,YC,0,False,,,,,,1.6767889615710527,68,82,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Hood,Jack Patters,Jack,Patters,,8404,Jack Patters,0,0HOOD,36,36,,,125,18,37,27,6,4,2,11,0,8,22,5,4,0,0,0,0,0,0,0,0,0,0,0.389,57,144,4,1.000,.296,.456,99,3,2,0,0,0,0,0,0,104,.981,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,26,33,"14,48",0.29,14,48,"24,69",0.35,24,69,"14,41",0.34,14,41,"9,32",0.28,9,32,0,0,0,0,"11,32","8,12","42,79",110,0,0,0,0,0,0,0,3,33,0,,,,,,,,,Hood,HOOD,0,False,,,,,,1.5704464232639601,69,82,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Lebanon Valley,Spencer Butz,Spencer,Butz,,351,Spencer Butz,0,0LVC,34,32,,,119,40,30,33,11,1,3,19,0,10,27,12,9,1,0,2,0,0,0,1,2,2,0,0.393,52,150,10,.900,.252,.437,84,1,-1,0,0,0,0,0,0,84,1.012,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,10,27,30,"15,28",0.54,15,28,"20,74",0.27,20,74,"15,51",0.29,15,51,"4,8",0.50,4,8,0,0,0,0,"6,29","11,19","52,92",130,0,0,0,"0,1",0,0,1,8,14,0,,,,,,,,,Lebanon Valley,LVC,0,False,,,,,,1.5661067645324227,70,82,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,FDU - Florham,Nicholas Colbert,Nicholas,Colbert,,221,Nicholas Colbert,0,0FDU-FLOR,29,29,,,98,20,32,21,2,2,1,13,0,7,23,6,3,2,0,4,0,0,0,1,0,3,0,0.426,41,122,5,.600,.327,.418,65,43,5,0,0,0,0,7,0,113,.956,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,19,24,"15,33",0.45,15,33,"17,52",0.33,17,52,"13,40",0.33,13,40,"1,10",0.10,1,10,0,0,0,0,"9,23","11,13","33,63",42,0,0,0,0,0,0,0,12,26,0,,,,,,,,,FDU - Florham,FDU-FLOR,0,False,,,,,,1.5031755134821296,71,82,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Widener,Brendan Raven,Brendan,Raven,,783,Brendan Raven,0,0WIDENER,38,37,,,109,18,31,19,8,0,3,23,0,4,23,8,2,1,2,2,0,0,0,1,1,2,0,0.420,48,140,3,.667,.284,.440,166,27,5,15,0,43,13,0,0,198,.975,56,.768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,22,30,"11,40",0.28,11,40,"15,61",0.25,15,61,"12,43",0.28,12,43,"11,30",0.37,11,30,0,0,0,0,"10,26","7,16","36,72",10,0,0,0,0,0,0,0,11,23,0,,,,,,,,,Widener,WIDENER,0,False,,,,,,1.4283371176610764,72,82,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Eastern,Thomas Kozlusky,Thomas,Kozlusky,,8968,Thomas Kozlusky,0,0EASTERN,36,35,,,131,35,42,17,5,3,2,13,0,6,21,5,13,2,1,2,0,0,0,2,1,4,0,0.401,59,153,15,.867,.321,.450,47,2,1,0,0,0,0,0,0,50,.980,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,10,33,32,"13,39",0.33,13,39,"25,73",0.34,25,73,"15,40",0.38,15,40,"4,27",0.15,4,27,0,0,0,0,"14,33","7,15","48,81",23,0,0,0,0,0,0,0,10,23,0,,,,,,,,,Eastern,EASTERN,0,False,,,,,,1.3052097126345357,73,81,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,FDU - Florham,Mark Geist,Mark,Geist,,221,Mark Geist,0,0FDU-FLOR,36,36,,,113,31,29,20,6,0,5,13,0,12,40,13,8,0,2,0,0,0,0,0,0,0,0,0.391,50,140,8,1.000,.257,.442,209,37,4,5,1,59,17,1,0,250,.984,76,.776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,15,28,"13,46",0.28,13,46,"19,62",0.31,19,62,"10,38",0.26,10,38,"4,12",0.33,4,12,0,0,0,0,"9,29","3,8","33,72",167,0,0,0,0,0,0,0,5,39,0,,,,,,,,,FDU - Florham,FDU-FLOR,0,False,,,,,,1.302138301941063,74,81,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,King's,"Neff, Troy",Troy,Neff,,336,"Neff, Troy",0,0KINGSBB,37,36,,,127,34,40,17,6,3,1,24,0,6,21,9,10,0,5,3,0,0,0,1,0,3,0,0.438,55,165,10,1.000,.315,.433,40,3,5,0,0,0,0,0,0,48,.896,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,36,36,"13,34",0.38,13,34,"20,53",0.38,20,53,"11,30",0.37,11,30,"0,14",0,0,14,0,0,0,0,"26,64","7,9","43,69",46,0,0,0,0,0,0,0,10,20,0,,,,,,,,,King's,KINGSBB,0,False,,,,,,1.3010145549588714,75,81,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Widener,Ryan Bauerle,Ryan,Bauerle,,783,Ryan Bauerle,0,0WIDENER,39,41,,,145,36,45,22,13,2,1,15,0,10,12,3,21,2,4,1,0,0,0,1,1,2,0,0.409,65,175,23,.913,.310,.448,70,84,4,0,0,0,0,17,0,158,.975,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,39,44,"6,38",0.16,6,38,"17,68",0.25,17,68,"11,44",0.25,11,44,"14,38",0.37,14,38,0,0,0,0,"28,49","9,12","39,81",44,0,0,0,1,0,0,0,15,34,0,,,,,,,,,Widener,WIDENER,0,False,,,,,,1.2844005695433685,76,81,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,King's,"Kullman, Kevin",Kevin,Kullman,,336,"Kullman, Kevin",0,0KINGSBB,34,33,,,129,25,40,28,5,0,2,11,0,4,26,3,3,0,1,1,0,0,0,0,0,3,0,0.379,51,146,3,1.000,.310,.395,10,44,15,0,0,0,0,2,0,69,.783,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,30,30,"16,48",0.33,16,48,"29,86",0.34,29,86,"25,59",0.42,25,59,"3,14",0.21,3,14,0,0,0,0,"10,24","8,15","49,96",177,0,0,0,0,0,0,0,7,36,0,,,,,,,,,King's,KINGSBB,0,False,,,,,,1.1409793528781111,77,80,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,FDU - Florham,Xavier Diaz,Xavier,Diaz,,221,Xavier Diaz,0,0FDU-FLOR,36,32,,,118,35,35,19,1,2,3,18,0,5,24,6,3,0,2,3,0,0,0,0,1,2,0,0.403,49,146,3,1.000,.297,.415,69,2,3,0,0,0,0,1,0,74,.959,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,30,32,"9,44",0.20,9,44,"17,62",0.27,17,62,"11,40",0.28,11,40,"6,12",0.50,6,12,0,0,0,0,"13,28","6,8","35,76",65,0,0,0,9,0,0,0,15,41,0,,,,,,,,,FDU - Florham,FDU-FLOR,0,False,,,,,,1.1224405497124592,78,80,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Hood,Johnathan Ty,Johnathan,Ty,,8404,Johnathan Ty,0,0HOOD,28,23,,,78,18,24,11,5,2,1,11,0,8,24,10,4,0,2,1,0,0,0,0,1,0,0,0.439,36,100,4,1.000,.308,.462,53,50,3,0,0,0,0,7,0,106,.972,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,11,18,"5,24",0.21,5,24,"10,37",0.27,10,37,"6,25",0.24,6,25,"3,23",0.13,3,23,0,0,0,0,"10,19","7,10","29,51",56,0,0,0,22,0,0,0,5,24,0,,,,,,,,,Hood,HOOD,0,False,,,,,,0.9609881783890649,79,80,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,FDU - Florham,Zach Ganca,Zach,Ganca,,221,Zach Ganca,0,0FDU-FLOR,30,22,,,93,21,28,25,2,0,2,11,0,5,19,6,8,1,2,2,0,0,0,1,0,1,0,0.396,36,113,9,.889,.301,.387,22,2,0,0,0,0,0,0,0,24,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,25,21,"10,36",0.28,10,36,"20,56",0.36,20,56,"15,43",0.35,15,43,"1,4",0.25,1,4,0,0,0,0,"1,12","10,12","40,68",143,0,0,0,33,0,0,0,14,28,0,,,,,,,,,FDU - Florham,FDU-FLOR,0,False,,,,,,0.9416496539747914,80,80,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Misericordia,Brooks Kanwisher,Brooks,Kanwisher,,16142,Brooks Kanwisher,0,0MISERICO,40,36,,,133,35,39,29,5,0,1,17,0,14,8,2,9,1,2,4,0,0,0,2,0,3,0,0.417,47,170,10,.900,.293,.353,79,87,6,0,0,0,0,23,0,172,.965,0,.000,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,.000,7,11,47,38,"9,39",0.23,9,39,"22,77",0.29,22,77,"20,56",0.36,20,56,"4,13",0.31,4,13,0,0,0,0,"20,38","14,20","52,91",18,0,0,0,"1,1",1.00,1,1,16,34,0,0,0,0,0,0,0,0,0,Misericordia,MISERICO,0,False,,,,,,0.803725448100949,81,79,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Albright,Michael Avino,Michael,Avino,,16,Michael Avino,0,0ALBRIGHT,38,36,,,140,26,46,25,7,4,0,7,1,3,12,5,8,4,5,1,0,0,0,3,0,3,0,0.371,61,156,12,.667,.329,.436,69,86,5,0,0,0,0,18,0,160,.969,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,45,36,"14,43",0.33,14,43,"24,70",0.34,24,70,"16,47",0.34,16,47,"12,39",0.31,12,39,0,0,0,0,"18,36","9,13","40,78",230,0,0,0,0,0,0,0,14,27,0,,,,,,,,,Albright,ALBRIGHT,0,False,,,,,,0.7302634298284425,82,79,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,FDU - Florham,John Rolli,John,Rolli,,221,John Rolli,0,0FDU-FLOR,40,39,,,146,28,43,24,7,1,2,17,1,8,23,12,7,1,1,4,0,0,0,0,0,1,0,0.389,58,176,8,.875,.295,.397,32,53,17,1,3,6,0,2,0,102,.833,6,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,40,36,"18,54",0.33,18,54,"29,84",0.35,29,84,"18,47",0.38,18,47,"3,12",0.25,3,12,0,0,0,0,"7,27","10,16","55,100",84,0,0,0,4,0,0,0,13,32,0,,,,,,,,,FDU - Florham,FDU-FLOR,0,False,,,,,,0.7255734323738392,83,79,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,DeSales,Jt Anderosky,Jt,Anderosky,,20,Jt Anderosky,0,0DESALES,35,35,,,127,35,41,22,5,1,1,13,0,2,16,4,20,4,4,3,1,0,0,1,1,4,0,0.386,51,150,24,.833,.323,.402,81,2,1,0,0,0,0,1,0,84,.988,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,40,30,"12,40",0.30,12,40,"20,74",0.27,20,74,"10,39",0.26,10,39,"5,21",0.24,5,21,0,0,0,0,"19,33","9,14","49,85",31,0,0,0,0,0,0,0,22,26,0,,,,,,,,,DeSales,DESALES,0,False,,,,,,0.6717765320270177,84,79,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Messiah,"Martinez, David",David,Martinez,,411,"Martinez, David",0,0MESSIAH,48,42,,,150,28,46,23,11,0,1,18,0,5,24,4,13,4,5,1,0,0,0,1,1,2,0,0.397,60,179,17,.765,.307,.400,81,1,3,0,0,0,0,0,0,85,.965,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,32,50,"14,53",0.26,14,53,"25,84",0.30,25,84,"20,61",0.33,20,61,"12,29",0.41,12,29,0,0,0,0,"14,28","8,15","37,92",276,0,0,0,10,0,0,0,12,46,0,,,,,,,,,Messiah,MESSIAH,0,False,,,,,,0.6455957885178623,85,79,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Messiah,"Luchovick, Matt",Matt,Luchovick,,411,"Luchovick, Matt",0,0MESSIAH,35,28,,,104,20,27,16,9,0,5,9,0,4,26,6,4,1,0,0,0,0,0,1,0,1,0,0.342,51,117,5,.800,.260,.490,101,6,1,10,0,12,1,0,0,108,.991,13,.923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,15,34,"7,33",0.21,7,33,"13,45",0.29,13,45,"10,30",0.33,10,30,"4,19",0.21,4,19,0,0,0,0,"11,29","2,9","18,48",98,0,0,0,1,0,0,0,1,18,0,,,,,,,,,Messiah,MESSIAH,0,False,,,,,,0.6291014965083692,86,78,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,York,Chris Betler,Chris,Betler,,815,Chris Betler,0,0YC,33,33,,,133,17,39,24,4,4,2,12,0,3,28,13,4,2,0,0,0,0,0,2,0,3,0,0.365,57,148,6,.667,.293,.429,67,0,1,0,0,0,0,0,0,68,.985,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,29,33,"18,50",0.36,18,50,"19,77",0.25,19,77,"13,50",0.26,13,50,"6,33",0.18,6,33,0,0,0,0,"12,31","7,12","35,84",75,0,0,0,0,0,0,0,2,35,0,,,,,,,,,York,YC,0,False,,,,,,0.5844814347420951,87,78,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Delaware Valley,Reese Hackett,Reese,Hackett,,179,Reese Hackett,0,0DELAWARE,35,33,,,121,21,37,16,13,1,1,12,0,7,19,4,1,2,1,2,0,0,0,1,0,1,0,0.394,55,143,3,.333,.306,.455,95,1,2,0,0,0,0,1,0,98,.980,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,30,33,"9,26",0.35,9,26,"16,51",0.31,16,51,"11,32",0.34,11,32,"8,23",0.35,8,23,0,0,0,0,"25,56","3,7","32,59",0,0,0,0,"0,1",0,0,1,12,17,0,,,,,,,,,Delaware Valley,DELAWARE,0,False,,,,,,0.5080613029533134,88,78,batting
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,DeSales,Jeremy Stranix,Jeremy,Stranix,,20,Jeremy Stranix,0,0DESALES,40,34,,,117,28,35,26,3,1,1,18,0,4,26,3,6,5,4,4,0,0,0,1,0,2,0,0.399,43,147,11,.545,.299,.368,49,90,19,0,0,0,0,9,0,158,.880,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,11,31,27,"9,35",0.26,9,35,"19,71",0.27,19,71,"13,44",0.30,13,44,"6,18",0.33,6,18,0,0,0,0,"10,22","15,23","52,91",7,0,0,0,3,0,0,0,22,31,0,,,,,,,,,DeSales,DESALES,0,False,,,,,,0.4864908337401914,89,78,batting
