season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,hitting_stats,hitting_summary_stats,fielding_stats
2026-27,baseball,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Platteville,Sam Callow,Sam,Callow,,800,Sam Callow,0,0UWP,5,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,1,0,0,0,2,0,0,0,1,1.000,2,1.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,UW-Platteville,UWP,1132-3048,False,18,1,3,3,0,0,0,0,1,0,17.1,12,10,4,17,7,0,1,5.19,68,77,2,2,0,2,1,0,0,5,.265,19,16,0,"2,2","1,1","1,6",0,"0,1",,,
2026-27,baseball,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Platteville,Aidan Kelsick,Aidan,Kelsick,,800,Aidan Kelsick,0,0UWP,5,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,1,0,0,0,1,1,0,0,1,1.000,2,.500,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,UW-Platteville,UWP,1132-197,False,10,1,0,0,0,0,0,0,1,0,8.1,11,11,8,7,2,1,0,11.88,33,42,1,1,1,0,0,0,0,4,.303,11,5,0,"0,4","5,7","0,6",0,"1,1",,,
2026-27,baseball,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Platteville,Bradyn Delaney,Bradyn,Delaney,,800,Bradyn Delaney,0,0UWP,1,0,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,1,1,0,.000,1.000,1.000,5,0,0,0,0,0,0,0,0,5,1.000,0,.000,,0,0,0,0,"1,1",1.00,1,1,"1,1",1.00,1,1,"1,1",1.00,1,1,0,0,0,0,0,0,0,0,0,0,"1,1",0,0,0,0,"1,1",1.00,1,1,0,0,0,,UW-Platteville,UWP,1132-195,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Platteville,Brayden Schimmel,Brayden,Schimmel,,800,Brayden Schimmel,0,0UWP,6,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,2,1,0,0,0,4,0,0,0,3,1.000,4,1.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,UW-Platteville,UWP,1132-2703,False,14,1,0,0,1,1,0,0,0,0,11.2,10,9,6,13,3,1,0,6.94,49,55,0,0,0,0,0,0,0,7,.286,15,7,0,"2,2","1,4","2,5",0,"0,2",,,
2026-27,baseball,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Platteville,Connor Gresens,Connor,Gresens,,800,Connor Gresens,0,0UWP,17,16,,,58,15,17,14,3,0,0,8,0,7,5,3,2,1,1,3,0,0,0,1,1,1,0,0.421,20,77,3,.667,.293,.345,106,10,2,2,0,18,4,0,0,118,.983,22,.818,,2,4,19,18,"6,18",0.33,6,18,"9,38",0.24,9,38,"6,26",0.23,6,26,"4,10",0.40,4,10,0,0,0,0,"4,10","7,13","24,47",56,0,0,0,0,0,0,0,10,15,0,,UW-Platteville,UWP,1132-196,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Platteville,Carver Kamentz,Carver,Kamentz,,800,Carver Kamentz,0,0UWP,6,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,1,4,0,0,0,0,0,0,0,5,1.000,0,.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,UW-Platteville,UWP,1132-3054,False,15,1,0,1,1,1,0,0,0,0,14.1,9,8,6,14,1,1,2,5.02,56,67,2,4,1,0,1,0,0,3,.268,10,16,0,"2,3","3,7","0,5",0,"3,5",,,
2026-27,baseball,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Platteville,Ethan Birkel,Ethan,Birkel,,800,Ethan Birkel,0,0UWP,6,2,,,8,4,1,0,0,0,0,4,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0.417,1,12,1,1.000,.125,.125,8,0,0,0,0,0,0,1,0,8,1.000,0,.000,,0,0,3,2,"0,3",0,0,3,"0,5",0,0,5,"0,3",0,0,3,"0,1",0,0,1,0,0,0,0,"2,4","0,3","0,5",0,0,0,0,1,0,0,0,0,5,0,,UW-Platteville,UWP,1132-3047,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Platteville,Evan Bohr,Evan,Bohr,,800,Evan Bohr,0,0UWP,14,14,,,46,13,13,11,2,0,0,10,0,3,9,6,2,1,3,1,0,0,0,0,0,0,0,0.433,15,63,3,.667,.283,.326,8,37,1,0,0,0,0,2,0,46,.978,0,.000,,1,5,17,10,"3,12",0.25,3,12,"9,24",0.38,9,24,"8,18",0.44,8,18,"1,10",0.10,1,10,0,0,0,0,"4,14","7,10","20,33",66,0,0,0,0,0,0,0,7,12,0,,UW-Platteville,UWP,1132-190,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Platteville,Isaac Bixby,Isaac,Bixby,,800,Isaac Bixby,0,0UWP,3,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,1,5,0,0,0,2,0,1,0,6,1.000,2,1.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,UW-Platteville,UWP,1132-155,False,22,1,3,3,0,0,2,0,0,0,21.0,7,7,2,21,5,0,0,3.00,82,87,2,2,0,1,0,0,0,4,.268,18,20,1,"2,7","5,18","0,5",0,"4,11",,,
2026-27,baseball,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Platteville,Josh Dahlgren,Josh,Dahlgren,,800,Josh Dahlgren,0,0UWP,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,1,0,0,0,0,0,0,0,0,1,1.000,0,.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,UW-Platteville,UWP,1132-194,False,0,1,0,0,0,0,0,0,0,0,1.0,1,0,1,0,0,0,0,0.00,3,4,0,0,0,0,0,0,0,0,.000,1,1,0,"0,1","0,1",0,0,"0,1",,,
2026-27,baseball,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Platteville,Jacob Gervase,Jacob,Gervase,,800,Jacob Gervase,0,0UWP,7,4,,,17,7,8,5,1,0,0,3,0,3,5,0,0,0,0,0,0,0,0,1,0,1,0,0.609,9,23,0,.000,.471,.529,1,0,0,0,0,0,0,0,0,1,1.000,0,.000,,0,1,2,2,"3,10",0.30,3,10,"7,16",0.44,7,16,"6,12",0.50,6,12,"1,5",0.20,1,5,0,0,0,0,0,"2,2","10,19","0,1",0,0,1,12,0,0,0,0,13,0,,UW-Platteville,UWP,1132-2693,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,baseball,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Platteville,Jacek Gutowski,Jacek,Gutowski,,800,Jacek Gutowski,0,0UWP,2,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,1,0,0,0,0,0.000,1,1.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,UW-Platteville,UWP,1132-2695,False,4,1,0,0,0,0,0,0,0,0,3.1,1,1,3,1,0,1,0,2.70,13,16,0,0,0,0,0,0,0,0,.308,5,3,0,"1,3","1,2","1,3",0,"1,2",,,
2026-27,baseball,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Platteville,Jordan Stanton,Jordan,Stanton,,800,Jordan Stanton,0,0UWP,5,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,2,8,0,0,0,4,1,1,0,10,1.000,5,.800,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,UW-Platteville,UWP,1132-185,False,31,1,5,3,1,0,0,0,0,0,25.1,16,14,10,22,7,0,3,4.97,101,112,2,0,0,0,1,0,0,7,.307,25,21,2,"5,6","2,11","1,3",0,"2,8",,,
2026-27,baseball,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Platteville,Kane Chappell,Kane,Chappell,,800,Kane Chappell,0,0UWP,2,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,UW-Platteville,UWP,1132-3049,False,3,1,0,0,1,0,0,0,0,0,3.2,2,2,0,6,0,0,0,4.91,14,16,0,2,0,0,0,0,0,1,.214,1,4,0,"1,5","2,5","0,1",0,"0,3",,,
2026-27,baseball,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Platteville,Kentin Grantz,Kentin,Grantz,,800,Kentin Grantz,0,0UWP,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,UW-Platteville,UWP,1132-3051,False,2,1,0,0,0,0,0,0,0,0,2.0,0,0,0,2,0,0,0,0.00,7,7,1,0,0,0,0,0,0,1,.286,1,2,0,"0,2","0,3",0,0,"0,1",,,
2026-27,baseball,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Platteville,Logan Kottmeyer,Logan,Kottmeyer,,800,Logan Kottmeyer,0,0UWP,5,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,UW-Platteville,UWP,1132-3056,False,10,1,2,1,0,0,0,0,0,0,7.0,8,6,9,5,3,0,0,7.71,32,41,1,0,0,0,0,0,0,1,.313,7,8,0,"1,1","1,4","1,3",0,"1,2",,,
